,ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,basic_eps,diluted_eps,total_revenue,revenue,int_income,prem_earned,comm_income,n_commis_income,n_oth_income,n_oth_b_income,prem_income,out_prem,une_prem_reser,reins_income,n_sec_tb_income,n_sec_uw_income,n_asset_mg_income,oth_b_income,fv_value_chg_gain,invest_income,ass_invest_income,forex_gain,total_cogs,oper_cost,int_exp,comm_exp,biz_tax_surchg,sell_exp,admin_exp,fin_exp,assets_impair_loss,prem_refund,compens_payout,reser_insur_liab,div_payt,reins_exp,oper_exp,compens_payout_refu,insur_reser_refu,reins_cost_refund,other_bus_cost,operate_profit,non_oper_income,non_oper_exp,nca_disploss,total_profit,income_tax,n_income,n_income_attr_p,minority_gain,oth_compr_income,t_compr_income,compr_inc_attr_p,compr_inc_attr_m_s,ebit,ebitda,insurance_exp,undist_profit,distable_profit
0,000001.SZ,20190424,20190424,20190331,1,2,0.38,0.36,32476000000.0,32476000000.0,42661000000.0,,11579000000.0,9560000000.0,2142000000.0,17000000.0,,,,,,,,17000000.0,-642000000.0,2571000000.0,,169000000.0,22809000000.0,,21887000000.0,2019000000.0,304000000.0,,9620000000.0,,,,,,,,22809000000.0,,,,,9667000000.0,29000000.0,25000000.0,,9671000000.0,2225000000.0,7446000000.0,7446000000.0,,599000000.0,8045000000.0,8045000000.0,,,,,,
0,000002.SZ,20190430,20190430,20190331,1,1,0.102,0.102,48374630775.09,48374630775.09,,,,,,,,,,,,,,,,,,,42251576798.5,31422241430.86,,,4437555869.55,1371392084.53,2639014423.19,1841740626.81,,,,,,,,,,,,5885526191.83,117886759.56,131713306.23,,5871699645.16,2665765269.87,3205934375.29,1120626569.29,2085307806.0,695984271.48,3901918646.77,1830946335.55,2070972311.22,,,,,
1,000002.SZ,20190430,20190430,20190331,1,1,0.102,0.102,48374630775.09,48374630775.09,,,,,,,,,,,,,,,-35196479.59,-206560647.16,-312437198.49,,42251576798.5,31422241430.86,,,4437555869.55,1371392084.53,2639014423.19,1841740626.81,,,,,,,,,,,,5885526191.83,117886759.56,131713306.23,,5871699645.16,2665765269.87,3205934375.29,1120626569.29,2085307806.0,695984271.48,3901918646.77,1830946335.55,2070972311.22,8385434766.8,,,,
0,000004.SZ,20190426,20190426,20190331,1,1,0.0637,0.0637,106952791.02,106952791.02,,,,,,,,,,,,,,,,17460246.45,-1961277.69,,111733344.86,25003054.23,,,1685829.35,79714192.95,4668083.6,-355415.18,,,,,,,,,,,,16919692.61,18650.2,1243817.65,,15694525.16,10908527.06,4785998.1,5350063.36,-564065.26,,4785998.1,5350063.36,-564065.26,,,,,
1,000004.SZ,20190426,20190426,20190331,1,1,0.0637,0.0637,106952791.02,106952791.02,,,,,,,,,,,,,,,,17460246.45,-1961277.69,,111733344.86,25003054.23,,,1685829.35,79714192.95,4668083.6,-355415.18,,,,,,,,,,,,16919692.61,18650.2,1243817.65,,15694525.16,10908527.06,4785998.1,5350063.36,-564065.26,,4785998.1,5350063.36,-564065.26,-895969.02,,,,
2,000004.SZ,20190426,20190426,20181231,1,1,-0.2414,-0.2414,366868804.7,366868804.7,,,,,,,,,,,,,,,,3537764.73,3537764.73,,402175316.87,66479617.08,,,6927004.37,270885787.77,18719065.06,-1507419.71,23205485.19,,,,,,,,,,,-23860747.44,3494037.94,5733229.74,,-26099939.24,-4487257.14,-21612682.1,-20270783.78,-1341898.32,-152759.66,-21765441.76,-20423543.44,-1341898.32,-6154516.12,-436783.92,,,
0,000005.SZ,20190425,20190425,20190331,1,1,-0.0168,-0.0168,83719268.04,83719268.04,,,,,,,,,,,,,,,,-2267107.8,,,98843791.42,62268218.98,,,670565.23,2631443.58,20610203.46,7200381.67,,,,,,,,,,,,-17391631.18,15097.48,151521.28,,-17528054.98,431822.56,-17959877.54,-17751127.36,-208750.18,,-17959877.54,-17751127.36,-208750.18,,,,,
1,000005.SZ,20190425,20190425,20190331,1,1,-0.0168,-0.0168,83719268.04,83719268.04,,,,,,,,,,,,,,,,-2267107.8,,,98843791.42,62268218.98,,,670565.23,2631443.58,20610203.46,7200381.67,,,,,,,,,,,,-17391631.18,15097.48,151521.28,,-17528054.98,431822.56,-17959877.54,-17751127.36,-208750.18,,-17959877.54,-17751127.36,-208750.18,-7924141.71,,,,
2,000005.SZ,20190425,20190425,20181231,1,1,0.1406,0.1406,486180975.75,486180975.75,,,,,,,,,,,,,,,,-61438845.01,-60128764.63,,517971767.44,341745308.59,,,6104829.81,13758723.56,84363922.04,34389895.36,21481060.56,,,,,,,,,,,172744390.03,195412.46,516676.48,,172423126.01,15674499.93,156748626.08,148809093.72,7939532.36,17971620.9,174720246.98,166812957.71,7907289.27,4997938.66,16316255.71,,,
0,000006.SZ,20190430,20190430,20190331,1,1,0.0821,0.0821,413493627.58,413493627.58,,,,,,,,,,,,,,,,64416811.93,64416811.93,,344487795.16,251122979.91,,,20510021.12,2214487.02,27971552.38,29015307.72,13653447.01,,,,,,,,,,,133422644.35,777067.51,40399.23,,134159312.63,18480459.04,115678853.59,110881968.57,4796885.02,,115678853.59,110881968.57,4796885.02,111674587.15,,,,
0,000007.SZ,20190430,20190430,20190331,1,1,0.03,0.03,9239141.41,9239141.41,,,,,,,,,,,,,,,10498649.94,864260.42,1628884.56,,8854210.07,3030822.52,,,263261.4,,6821696.88,4733.84,,,,,,,,,,,,11747841.7,1200.98,,,11749042.68,2875279.49,8873763.19,8888205.5,-14442.31,,8873763.19,8888205.5,-14442.31,-876639.39,,,,
1,000007.SZ,20190430,20190430,20181231,1,1,-0.57,-0.57,42443842.1,42443842.1,,,,,,,,,,,,,,,-25485698.92,8075673.51,,,77681004.62,12998860.14,,,1059824.2,,29110625.57,-1121661.09,35633355.8,,,,,,,,,,,-52647187.93,892930.79,149388837.9,,-201143095.04,-4942893.55,-196200201.49,-196212068.92,11867.43,,-196200201.49,-196212068.92,11867.43,3531914.17,8788258.37,,,
0,000008.SZ,20190427,20190427,20190331,1,1,0.0042,0.0042,308747049.47,308747049.47,,,,,,,,,,,,,,,-5482904.75,-429972.84,,,303984977.46,144889502.48,,,7327399.5,52573205.56,70523046.03,8071831.64,,,,,,,,,,,,18694458.33,1264340.97,94002.79,,19864796.51,9226028.01,10638768.5,11740265.79,-1101497.29,,10638768.5,11740265.79,-1101497.29,,,,,
1,000008.SZ,20190427,20190427,20190331,1,1,0.0042,0.0042,308747049.47,308747049.47,,,,,,,,,,,,,,,-5482904.75,-429972.84,,,303984977.46,144889502.48,,,7327399.5,52573205.56,70523046.03,8071831.64,,,,,,,,,,,,18694458.33,1264340.97,94002.79,,19864796.51,9226028.01,10638768.5,11740265.79,-1101497.29,,10638768.5,11740265.79,-1101497.29,7247066.39,,,,
2,000008.SZ,20190425,20190425,20181231,1,1,0.116,0.116,2564901269.62,2564901269.62,,,,,,,,,,,,,,,9391834.9,24937350.7,-1595920.02,,2254085917.94,1310193332.93,,,29104008.11,237581086.94,361015389.83,57707067.56,44169640.36,,,,,,,,,,,433026927.54,3578629.06,1544920.0,,435060636.6,93170938.47,341889698.13,325051555.98,16838142.15,,341889698.13,325051555.98,16838142.15,460520120.17,529143163.17,,,
0,000009.SZ,20190430,20190430,20190331,1,1,0.03,0.03,2249620923.69,2239608579.29,10012344.4,,,,,,,,,,,,,,162383583.56,-62071409.93,-6610219.27,,2117828413.0,1438458314.03,,2091037.41,42929849.14,256440521.98,162411221.17,130677455.27,685751.97,,,,,,,,,,,255899724.77,7395469.55,3472454.33,,259822739.99,73894245.15,185928494.84,66088064.54,119840430.3,-106705718.99,79222775.85,7056999.27,72165776.58,282960719.76,,,,
1,000009.SZ,20190430,20190430,20181231,1,1,0.1,0.1,11768075485.88,11715547130.35,52528355.53,,,,,,,,,,,,,,-516957878.16,464209336.83,3791088.71,,10748688763.49,7381166435.7,,6735876.0,419558322.66,1087221814.24,733836797.77,444584935.84,304721844.32,,,,,,,,,,,1072545827.09,28899298.48,66558594.49,,1034886531.08,369815986.75,665070544.33,213780584.63,451289959.7,108032419.32,773102963.65,275338648.6,497764315.05,1693211177.65,2193774452.72,,,
0,000010.SZ,20190430,20190430,20190331,1,1,0.0035,0.0035,199628684.48,199628684.48,,,,,,,,,,,,,,,,15345024.24,,,194549636.02,141765755.19,,,912115.85,1389157.61,21680107.65,28652813.2,,,,,,,,,,,,20424072.7,105865.87,534244.98,,19995693.59,124561.33,19871132.26,2881506.68,16989625.58,,19871132.26,2881506.68,16989625.58,,,,,
1,000010.SZ,20190430,20190430,20190331,1,1,0.0035,0.0035,199628684.48,199628684.48,,,,,,,,,,,,,,,,15345024.24,,,194549636.02,141765755.19,,,912115.85,1389157.61,21680107.65,28652813.2,,,,,,,,,,,,20424072.7,105865.87,534244.98,,19995693.59,124561.33,19871132.26,2881506.68,16989625.58,,19871132.26,2881506.68,16989625.58,33731861.66,,,,
2,000010.SZ,20190425,20190425,20181231,1,1,-0.8922,-0.8922,345410350.35,345410350.35,,,,,,,,,,,,,,,65511.96,16526780.92,,,1077931899.59,299814227.49,,,2817658.3,32674082.34,141611871.3,64961850.64,533996493.55,,,,,,,,,,,-715967344.5,2008142.76,10289660.12,,-724248861.86,2263762.79,-726512624.65,-731500477.92,4987853.27,,-726512624.65,-731500477.92,4987853.27,,,,,
3,000010.SZ,20190425,20190425,20181231,1,1,-0.8922,-0.8922,345410350.35,345410350.35,,,,,,,,,,,,,,,65511.96,16526780.92,,,1077931899.59,299814227.49,,,2817658.3,32674082.34,141611871.3,64961850.64,533996493.55,,,,,,,,,,,-715967344.5,2008142.76,10289660.12,,-724248861.86,2263762.79,-726512624.65,-731500477.92,4987853.27,,-726512624.65,-731500477.92,4987853.27,-667537398.6,-658537936.54,,,
0,000011.SZ,20190430,20190430,20190331,1,1,0.1316,0.1316,385944107.52,385944107.52,,,,,,,,,,,,,,,,473204.19,473204.19,,282527658.75,197403666.57,,,55927909.35,3702598.12,25486107.05,7377.66,,,,,,,,,,,,103889652.96,1220292.9,557121.06,,104552824.8,30904783.38,73648041.42,78431920.59,-4783879.17,1128843.82,74776885.24,79560764.41,-4783879.17,103423826.43,,,,
0,000012.SZ,20190426,20190426,20190331,1,1,0.05,0.05,2222721514.0,2222721514.0,,,,,,,,,,,,,,,,,,,2112290384.0,1710257358.0,,,26974283.0,82460250.0,123978598.0,82123543.0,6824404.0,,,,,,,,,,,164768962.0,687874.0,1424258.0,,164032578.0,28094174.0,135938404.0,132188324.0,3750080.0,-1221913.0,134716491.0,130966411.0,3750080.0,,,,,
1,000012.SZ,20190426,20190426,20190331,1,1,0.05,0.05,2222721514.0,2222721514.0,,,,,,,,,,,,,,,,,,,2112290384.0,1710257358.0,,,26974283.0,82460250.0,123978598.0,82123543.0,6824404.0,,,,,,,,,,,164768962.0,687874.0,1424258.0,,164032578.0,28094174.0,135938404.0,132188324.0,3750080.0,-1221913.0,134716491.0,130966411.0,3750080.0,246839714.0,,,,
2,000012.SZ,20190417,20190417,20181231,1,1,0.16,0.16,10609963011.0,10609963011.0,,,,,,,,,,,,,,,,,,,10171846983.0,8120481894.0,,,140424851.0,354983459.0,731215251.0,349403487.0,136546150.0,,,,,,,,,,,532279699.0,13858651.0,1541471.0,,544596879.0,72388291.0,472208588.0,452965935.0,19242653.0,3131291.0,475339879.0,456097226.0,19242653.0,,,,,
3,000012.SZ,20190417,20190417,20181231,1,1,0.16,0.16,10609963011.0,10609963011.0,,,,,,,,,,,,,,,,,,,10171846983.0,8120481894.0,,,140424851.0,354983459.0,731215251.0,349403487.0,136546150.0,,,,,,,,,,,532279699.0,13858651.0,1541471.0,,544596879.0,72388291.0,472208588.0,452965935.0,19242653.0,3131291.0,475339879.0,456097226.0,19242653.0,1017648019.0,2035799078.0,,,
0,000014.SZ,20190426,20190426,20190331,1,1,-0.0335,-0.0335,7226647.51,7226647.51,,,,,,,,,,,,,,,,,,,20364598.94,5108859.93,,,174267.93,716463.68,13748761.97,616245.43,,,,,,,,,,,,-13137951.43,4097202.0,,,-9040749.43,-2198440.28,-6842309.15,-6760975.64,-81333.51,,-6842309.15,-6760975.64,-81333.51,-12521706.0,,,,
0,000016.SZ,20190430,20190430,20190331,1,1,0.0355,0.0355,10772118842.18,10772118842.18,,,,,,,,,,,,,,,-3005381.67,266889127.97,5251729.37,,11202465172.32,10155814290.2,,,18475034.55,528175102.68,166378779.54,278092405.94,-4958806.66,,,,,,,,,,,161158039.28,28855410.44,4995457.15,,185017992.57,26564577.49,158453415.08,85566720.43,72886694.65,23162659.81,181616074.89,109581500.25,72034574.64,,,,,
1,000016.SZ,20190430,20190430,20190331,1,1,0.0355,0.0355,10772118842.18,10772118842.18,,,,,,,,,,,,,,,-3005381.67,266889127.97,5251729.37,,11202465172.32,10155814290.2,,,18475034.55,528175102.68,166378779.54,278092405.94,-4958806.66,,,,,,,,,,,161158039.28,28855410.44,4995457.15,,185017992.57,26564577.49,158453415.08,85566720.43,72886694.65,23162659.81,181616074.89,109581500.25,72034574.64,-123297748.38,,,,
0,000017.SZ,20190430,20190430,20190331,1,1,-0.0007,-0.0007,21954108.28,21954108.28,,,,,,,,,,,,,,,,,,,22496836.32,20264348.28,,,20782.52,1264109.25,959163.7,-11567.43,,,,,,,,,,,,-542728.04,58396.0,,,-484332.04,,-484332.04,-366774.37,-117557.67,,-484332.04,-366774.37,-117557.67,,,,,
1,000017.SZ,20190430,20190430,20190331,1,1,-0.0007,-0.0007,21954108.28,21954108.28,,,,,,,,,,,,,,,,,,,22496836.32,20264348.28,,,20782.52,1264109.25,959163.7,-11567.43,,,,,,,,,,,,-542728.04,58396.0,,,-484332.04,,-484332.04,-366774.37,-117557.67,,-484332.04,-366774.37,-117557.67,-554295.47,,,,
2,000017.SZ,20190420,20190420,20181231,1,1,-0.0029,-0.0029,119906950.34,119906950.34,,,,,,,,,,,,,,,,,,,122211426.75,108071430.05,,,727636.82,5933231.41,6627286.22,-348684.16,1200526.41,,,,,,,,,,,-2304476.41,4634304.77,4458892.86,,-2129064.5,-248558.72,-1880505.78,-1591968.91,-288536.87,,-1880505.78,-1591968.91,-288536.87,,,,,
3,000017.SZ,20190420,20190420,20181231,1,1,-0.0029,-0.0029,119906950.34,119906950.34,,,,,,,,,,,,,,,,,,,122211426.75,108071430.05,,,727636.82,5933231.41,6627286.22,-348684.16,1200526.41,,,,,,,,,,,-2304476.41,4634304.77,4458892.86,,-2129064.5,-248558.72,-1880505.78,-1591968.91,-288536.87,,-1880505.78,-1591968.91,-288536.87,-2653160.57,-1530286.15,,,
0,000019.SZ,20190427,20190427,20190331,1,1,0.1053,0.1053,2570626148.23,2570626148.23,,,,,,,,,,,,,,,263171.22,2025069.79,440377.86,,2444356472.67,2308949817.08,,,2052012.05,54701651.02,39528086.83,3989617.13,33023355.11,,,,,,,,,,,130862266.02,9993.6,1713553.88,,129158705.74,4915994.06,124242711.68,121325678.48,2917033.2,,124242711.68,121325678.48,2917033.2,165578561.0,,,,
1,000019.SZ,20190427,20190427,20181231,1,1,0.2675,0.2675,10758782838.14,10758782838.14,,,,,,,,,,,,,,,-474740.24,1724353.15,-1755504.74,,10431315508.14,9693634274.21,,,15369523.52,255021072.54,246543836.47,10131313.25,199636023.51,,,,,,,,,,,341220603.31,1390434.84,3266448.43,,339344589.72,18488865.34,320855724.38,308331032.44,12524691.94,,320855724.38,308331032.44,12524691.94,356704037.59,461073887.04,,,
0,000020.SZ,20190430,20190430,20190331,1,1,0.0009,0.0009,143921648.63,143921648.63,,,,,,,,,,,,,,,,,,,143650187.48,123972772.66,,,628766.0,3231596.06,11971872.78,3845179.98,,,,,,,,,,,,302402.73,44300.0,4118.8,,342583.93,84349.95,258233.98,258233.98,,,258233.98,258233.98,,,,,,
1,000020.SZ,20190430,20190430,20190331,1,1,0.0009,0.0009,143921648.63,143921648.63,,,,,,,,,,,,,,,,,,,143650187.48,123972772.66,,,628766.0,3231596.06,11971872.78,3845179.98,,,,,,,,,,,,302402.73,44300.0,4118.8,,342583.93,84349.95,258233.98,258233.98,,,258233.98,258233.98,,4147582.71,,,,
2,000020.SZ,20190430,20190430,20181231,1,1,0.0116,0.0116,637046707.03,637046707.03,,,,,,,,,,,,,,,,326439.49,,,634300173.31,566691476.49,,,3975984.41,14100247.17,38515205.15,10316763.45,700496.64,,,,,,,,,,,4046152.96,2886811.06,2341006.76,,4591957.26,1296934.54,3295022.72,3295022.72,,,3295022.72,3295022.72,,,,,,
3,000020.SZ,20190430,20190430,20181231,1,1,0.0116,0.0116,637046707.03,637046707.03,,,,,,,,,,,,,,,,326439.49,,,634300173.31,566691476.49,,,3975984.41,14100247.17,38515205.15,10316763.45,700496.64,,,,,,,,,,,4046152.96,2886811.06,2341006.76,,4591957.26,1296934.54,3295022.72,3295022.72,,,3295022.72,3295022.72,,13987317.17,27415946.07,,,
0,000021.SZ,20190430,20190430,20190331,1,1,0.0706,0.0706,3640928607.51,3640928607.51,,,,,,,,,,,,,,,21599783.74,1498912.34,1498912.34,,3533134089.99,3423425888.43,,,10375351.22,14448666.52,97957404.79,-82840666.49,-169406.59,,,,,,,,,,,139284512.86,190478.26,377990.64,,139097000.48,26856217.61,112240782.87,103833784.57,8406998.3,18308296.7,130549079.57,121877153.23,8671926.34,34354989.3,,,,
1,000021.SZ,20190420,20190420,20181231,1,1,0.3603,0.3603,16061005965.27,16061005965.27,,,,,,,,,,,,,,,-28684943.99,128422256.06,63934360.42,,15910291660.96,15306036621.41,,,65024056.54,58869085.38,413528754.3,-169661748.66,36678931.18,,,,,,,,,,,699361910.89,4415868.37,4858256.12,,698919523.14,133547534.13,565371989.01,530073217.29,35298771.72,-123994678.27,441377310.74,406078539.02,35298771.72,,,,,
2,000021.SZ,20190420,20190420,20181231,1,1,0.3603,0.3603,16061005965.27,16061005965.27,,,,,,,,,,,,,,,-28684943.99,128422256.06,63934360.42,,15910291660.96,15306036621.41,,,65024056.54,58869085.38,413528754.3,-169661748.66,36678931.18,,,,,,,,,,,699361910.89,4415868.37,4858256.12,,698919523.14,133547534.13,565371989.01,530073217.29,35298771.72,-123994678.27,441377310.74,406078539.02,35298771.72,424634753.51,954184745.89,,,
0,000023.SZ,20190426,20190426,20190331,1,1,0.1074,0.1074,321958648.94,321958648.94,,,,,,,,,,,,,,,,,,,295496918.38,271212535.12,,,3078642.38,2818903.34,13346620.77,5040216.77,,,,,,,,,,,,27761064.15,4091386.09,342128.86,,31510321.38,8144086.77,23366234.61,14896168.46,8470066.15,,23366234.61,14896168.46,8470066.15,31605333.49,,,,
1,000023.SZ,20190418,20190418,20181231,1,1,0.1897,0.1897,1611326480.81,1611326480.81,,,,,,,,,,,,,,,,363541.09,,,1552440849.86,1401777539.66,,,12223390.73,18544990.63,87656379.66,22760683.8,9477865.38,,,,,,,,,,,60759604.1,1656373.45,2304183.67,,60111793.88,24975419.45,35136374.43,26320484.31,8815890.12,,35136374.43,26320484.31,8815890.12,82305620.03,111549738.8,,,
0,000025.SZ,20190430,20190430,20190331,1,1,0.0606,0.0606,119469426.49,119469426.49,,,,,,,,,,,,,,,,6903486.76,4376871.7,,107944394.6,91086090.4,,,1484949.21,4727001.63,8234636.69,2411716.67,,,,,,,,,,,,18428518.65,9117.56,833300.0,,17604336.21,676399.3,16927936.91,18017619.19,-1089682.28,,16927936.91,18017619.19,-1089682.28,,,,,
1,000025.SZ,20190430,20190430,20190331,1,1,0.0606,0.0606,119469426.49,119469426.49,,,,,,,,,,,,,,,,6903486.76,4376871.7,,107944394.6,91086090.4,,,1484949.21,4727001.63,8234636.69,2411716.67,,,,,,,,,,,,18428518.65,9117.56,833300.0,,17604336.21,676399.3,16927936.91,18017619.19,-1089682.28,,16927936.91,18017619.19,-1089682.28,13936748.56,,,,
2,000025.SZ,20190402,20190402,20181231,1,1,0.2924,0.2924,414238778.96,414238778.96,,,,,,,,,,,,,,,,88785468.69,83051508.69,,410735581.28,332347355.12,,,6276612.65,19987406.5,44231376.56,6508114.19,1384716.26,,,,,,,,,,,92292148.44,1739055.65,3479344.28,,90551859.81,4411880.45,86139979.36,86924058.72,-784079.36,26422.0,86166401.36,86950480.72,-784079.36,10014793.94,29815195.47,,,
0,000026.SZ,20190423,20190423,20190331,1,1,0.1467,0.1453,893389751.73,893389751.73,,,,,,,,,,,,,,,,,,,814959559.48,532797117.99,,,7967226.11,199499630.53,55752416.9,9085058.6,,,,,,,,,,,,82187315.46,32398.46,224800.4,,81994913.52,17635829.06,64359084.46,64359084.46,,-3567296.18,60791788.28,60791933.51,-145.23,91227188.85,,,,
0,000027.SZ,20190430,20190430,20190331,1,1,0.0928,0.0928,3965103979.43,3965103979.43,,,,,,,,,,,,,,,61345357.87,21490394.78,10009929.0,,3608657050.29,2849445384.92,,,33111662.62,54318138.36,162826203.96,491756459.37,-214495.32,,,,,,,,,,,445235434.98,53431598.52,2225145.87,,496441887.63,90415786.22,406026101.41,367990620.04,38035481.37,2136761132.11,2542787233.52,2499139646.6,43647586.92,,,,,
1,000027.SZ,20190430,20190430,20190331,1,1,0.0928,0.0928,3965103979.43,3965103979.43,,,,,,,,,,,,,,,61345357.87,21490394.78,10009929.0,,3608657050.29,2849445384.92,,,33111662.62,54318138.36,162826203.96,491756459.37,-214495.32,,,,,,,,,,,445235434.98,53431598.52,2225145.87,,496441887.63,90415786.22,406026101.41,367990620.04,38035481.37,2136761132.11,2542787233.52,2499139646.6,43647586.92,855585152.2,,,,
2,000027.SZ,20190404,20190404,20181231,1,1,0.17,0.17,18527395542.0,18527395542.0,,,,,,,,,,,,,,,12609435.04,120185650.56,-64292662.26,,17526768453.39,13593889795.75,,,856849087.05,210570521.71,781326298.16,1809733040.29,119193392.04,,,,,,,,,,,1198532595.55,30893301.65,13988005.21,,1215437891.99,499051318.4,716386573.59,690676817.8,25709755.79,-549106085.19,167280488.4,141592880.81,25687607.59,2986958280.12,5534463108.43,,,
0,000028.SZ,20190425,20190425,20190331,1,1,0.7,0.7,11879309078.82,11879309078.82,,,,,,,,,,,,,,,,81891387.17,81891387.17,,11537438016.52,10577400754.11,,,30332457.09,715774974.4,177959158.93,31054269.89,516563.77,,,,,,,,,,,424837972.75,1840284.73,359824.55,,426318432.93,81698106.29,344620326.64,300149012.08,44471314.56,,344620326.64,300149012.08,44471314.56,378931466.87,,,,
1,000028.SZ,20190425,20190425,20181231,1,1,2.83,2.83,43122385521.23,43122385521.23,,,,,,,,,,,,,,,,319897172.23,319903890.47,,41807154788.16,38024108631.15,,,121012139.02,2762789885.77,783338308.19,112862739.12,2744605.36,,,,,,,,,,,1670978854.17,12715353.51,4764850.15,,1678929357.53,330498245.68,1348431111.85,1210742435.78,137688676.07,,1348431111.85,1210742435.78,137688676.07,,,,,
2,000028.SZ,20190425,20190425,20181231,1,1,2.83,2.83,43122385521.23,43122385521.23,,,,,,,,,,,,,,,,319897172.23,319903890.47,,41807154788.16,38024108631.15,,,121012139.02,2762789885.77,783338308.19,112862739.12,2744605.36,,,,,,,,,,,1670978854.17,12715353.51,4764850.15,,1678929357.53,330498245.68,1348431111.85,1210742435.78,137688676.07,,1348431111.85,1210742435.78,137688676.07,1456850353.05,1662960765.46,,,
0,000029.SZ,20190419,20190419,20190331,1,1,0.0831,0.0831,424535370.83,424535370.83,,,,,,,,,,,,,,,,9083234.25,,,325163686.57,202277666.23,,,98423101.84,13343017.9,13778473.34,-2658572.74,,,,,,,,,,,,108454918.51,181.09,35973.8,,108419125.8,24342268.36,84076857.44,84028728.24,48129.2,2286558.31,86363415.75,85629319.06,734096.69,,,,,
1,000029.SZ,20190419,20190419,20190331,1,1,0.0831,0.0831,424535370.83,424535370.83,,,,,,,,,,,,,,,,9083234.25,,,325163686.57,202277666.23,,,98423101.84,13343017.9,13778473.34,-2658572.74,,,,,,,,,,,,108454918.51,181.09,35973.8,,108419125.8,24342268.36,84076857.44,84028728.24,48129.2,2286558.31,86363415.75,85629319.06,734096.69,96713111.52,,,,
0,000030.SZ,20190430,20190430,20190331,1,1,0.1125,0.1125,2346210512.85,2346210512.85,,,,,,,,,,,,,,,,139669312.38,139669312.38,,2281321599.99,2038323140.01,,,14502188.22,68471547.7,115882184.37,-6166513.74,-2852052.71,,,,,,,,,,,215979329.28,1917150.31,640651.75,,217255827.84,16996639.99,200259187.85,203614495.7,-3355307.85,597666.88,200856854.73,204212162.58,-3355307.85,67273864.0,,,,
1,000030.SZ,20190430,20190430,20181231,1,1,0.49,0.49,7852536417.15,7852536417.15,,,,,,,,,,,,,,,,667189530.52,632088574.15,,7703740153.86,6632869804.86,,,59451531.72,244923408.2,539645764.24,-16240327.07,29125277.27,,,,,,,,,,,861965096.83,51723029.34,11622860.26,,902065265.91,28396671.58,873668594.33,881637741.83,-7969147.5,198143.88,873866738.21,881835885.71,-7969147.5,,,,,
2,000030.SZ,20190430,20190430,20181231,1,1,0.49,0.49,7852536417.15,7852536417.15,,,,,,,,,,,,,,,,667189530.52,632088574.15,,7703740153.86,6632869804.86,,,59451531.72,244923408.2,539645764.24,-16240327.07,29125277.27,,,,,,,,,,,861965096.83,51723029.34,11622860.26,,902065265.91,28396671.58,873668594.33,881637741.83,-7969147.5,198143.88,873866738.21,881835885.71,-7969147.5,183472651.84,444393886.39,,,
0,000031.SZ,20190430,20190430,20190331,1,1,0.3,0.3,8418924841.42,8418924841.42,,,,,,,,,,,,,,,0.0,124786136.92,-109063337.71,,6014764036.09,3822702035.44,,,1240729331.22,180450517.54,306575064.96,498119667.31,-33812580.38,,,,,,,,,,,2529194813.72,11508572.94,5626265.88,,2535077120.78,729854355.63,1805222765.15,1197171792.7,608050972.45,133740329.81,1938963094.96,1285118785.09,653844309.87,,,,,
1,000031.SZ,20190430,20190430,20190331,1,1,0.3,0.3,8418924841.42,8418924841.42,,,,,,,,,,,,,,,0.0,124786136.92,-109063337.71,,6014764036.09,3822702035.44,,,1240729331.22,180450517.54,306575064.96,498119667.31,-33812580.38,,,,,,,,,,,2529194813.72,11508572.94,5626265.88,,2535077120.78,729854355.63,1805222765.15,1197171792.7,608050972.45,133740329.81,1938963094.96,1285118785.09,653844309.87,2868525112.71,,,,
2,000031.SZ,20190404,20190404,20181231,1,1,0.77,0.77,14119575135.34,14119575135.34,,,,,,,,,,,,,,,,707839421.54,-429636779.95,,11980297692.82,8117786506.78,,,1486406873.88,514703785.07,613363717.73,1016633318.11,231403491.25,,,,,,,,,,,2858725278.71,14226564.55,15670946.61,,2857280896.65,852917257.59,2004363639.06,1388769282.14,615594356.92,-45996578.7,1958367060.36,1342772703.44,615594356.92,3167101949.35,3361227001.75,,,
0,000032.SZ,20190425,20190425,20190331,1,1,0.0665,0.0665,398625998.25,398625998.25,,,,,,,,,,,,,,,75726.02,1087934.49,,,365277472.47,317743274.98,,,2992450.95,8646841.29,32666771.28,-602521.56,,,,,,,,,,,,40707641.52,1173243.55,26023.39,,41854861.68,14977483.28,26877378.4,27476317.05,-598938.65,207804.06,27085182.46,27684121.11,-598938.65,,,,,
1,000032.SZ,20190425,20190425,20190331,1,1,0.0665,0.0665,398625998.25,398625998.25,,,,,,,,,,,,,,,75726.02,1087934.49,,,365277472.47,317743274.98,,,2992450.95,8646841.29,32666771.28,-602521.56,,,,,,,,,,,,40707641.52,1173243.55,26023.39,,41854861.68,14977483.28,26877378.4,27476317.05,-598938.65,207804.06,27085182.46,27684121.11,-598938.65,38869931.48,,,,
2,000032.SZ,20190425,20190425,20181231,1,1,0.26,0.26,1600672541.75,1600672541.75,,,,,,,,,,,,,,,,12025710.27,372885.95,,1496458380.04,1246049706.1,,,14490251.34,72758965.1,127391290.26,-19670660.8,25211924.61,,,,,,,,,,,133710690.83,11836487.79,311313.8,,145235864.82,33464489.33,111771375.49,107017391.49,4753984.0,-510969.52,111260405.97,106506421.97,4753984.0,,,,,
