,ts_code,ann_date,end_date,eps,dt_eps,total_revenue_ps,revenue_ps,capital_rese_ps,surplus_rese_ps,undist_profit_ps,extra_item,profit_dedt,gross_margin,current_ratio,quick_ratio,cash_ratio,ar_turn,ca_turn,fa_turn,assets_turn,op_income,ebit,ebitda,fcff,fcfe,current_exint,noncurrent_exint,interestdebt,netdebt,tangible_asset,working_capital,networking_capital,invest_capital,retained_earnings,diluted2_eps,bps,ocfps,retainedps,cfps,ebit_ps,fcff_ps,fcfe_ps,netprofit_margin,grossprofit_margin,cogs_of_sales,expense_of_sales,profit_to_gr,saleexp_to_gr,adminexp_of_gr,finaexp_of_gr,impai_ttm,gc_of_gr,op_of_gr,ebit_of_gr,roe,roe_waa,roe_dt,roa,npta,roic,roe_yearly,roa2_yearly,debt_to_assets,assets_to_eqt,dp_assets_to_eqt,ca_to_assets,nca_to_assets,tbassets_to_totalassets,int_to_talcap,eqt_to_talcapital,currentdebt_to_debt,longdeb_to_debt,ocf_to_shortdebt,debt_to_eqt,eqt_to_debt,eqt_to_interestdebt,tangibleasset_to_debt,tangasset_to_intdebt,tangibleasset_to_netdebt,ocf_to_debt,turn_days,roa_yearly,roa_dp,fixed_assets,profit_to_op,q_saleexp_to_gr,q_gc_to_gr,q_roe,q_dt_roe,q_npta,q_ocf_to_sales,basic_eps_yoy,dt_eps_yoy,cfps_yoy,op_yoy,ebt_yoy,netprofit_yoy,dt_netprofit_yoy,ocf_yoy,roe_yoy,bps_yoy,assets_yoy,eqt_yoy,tr_yoy,or_yoy,q_sales_yoy,q_op_qoq,equity_yoy
0,000014.SZ,20190829,20190630,-0.0189,-0.0189,0.4095,0.4095,0.0494,1.1446,2.1076,4444508.0,-8263936.29,22661328.02,1.8977,0.3198,0.2271,829.6834,0.0458,5.4623,0.0428,-10965142.37,-3812310.03,-109569.25,49357511.47,36857511.47,932431961.14,3448145.3,77500000.0,-128401177.09,834067454.5,859460451.51,678559274.42,1010457647.68,655992932.78,-0.0189,4.3016,0.2931,3.2522,0.1537,-0.0189,0.2447,0.1827,-4.8239,27.4352,72.5648,38.3206,-4.8239,2.7772,33.8839,1.6595,,113.2751,-13.2751,-4.6154,-0.4359,-0.43,-0.9431,-0.1973,-0.2063,-0.3718,-0.8718,-0.3946,52.066,2.0862,2.2047,93.3493,6.6507,42.8532,7.6698,85.8684,94.4791,5.5209,0.0618,1.0862,0.8562,11.1957,0.8231,10.7622,,0.0583,4534.222,-0.4126,-0.1977,95848782.22,-6.2124,2.0929,97.1172,0.337,0.1799,0.1447,-0.4256,-223.5294,-223.5294,-55.0322,-81.0356,-207.5774,-223.8717,-64.07,-55.0295,-205.914,-1.9377,1.5172,-1.9363,-32.1548,-32.1548,39.5511,116.5384,16.9549
0,000016.SZ,20190807,20190630,0.1465,0.1465,10.8127,10.8127,0.0987,0.5098,1.8192,975678654.3,-622911633.57,1362400442.71,1.0937,0.8383,0.6239,5.2458,1.1145,11.2267,0.7342,-723523999.37,900032464.21,1130022164.99,-1211156377.0497,2786554537.4603,9570764924.17,582560776.02,17952374487.64,12282107367.09,5674190581.2,2131129013.21,9638625478.8,27786085760.52,5608061202.71,0.1465,3.4219,-0.8484,2.329,0.5262,0.3738,-0.503,1.1572,1.8386,5.2327,94.7673,7.6329,1.8386,4.1017,1.9401,1.5911,-0.045,102.7789,1.806,3.4568,4.3167,4.25,-7.6223,2.538,1.3499,3.407,8.6334,5.076,74.0805,3.8581,4.3394,65.5773,34.4227,14.9559,64.6092,29.6538,80.9392,19.0608,-0.0898,2.8581,0.2932,0.459,0.2019,0.3161,0.462,-0.0727,75.5229,2.6998,0.9948,5212110593.81,1.8782,3.5362,101.9207,3.2478,-2.4824,0.8627,-9.8414,3.2417,3.2417,-11.1344,27.0802,24.9782,3.2107,-107.04,-11.1414,-0.5301,1.6668,15.02,1.6645,47.721,47.721,54.9335,91.7772,3.7608
0,000017.SZ,20190829,20190630,-0.0014,-0.0014,0.0694,0.0694,1.1387,0.0593,-2.1735,111444.0,-910390.17,2944918.05,1.204,1.141,0.9418,1.1856,0.6089,11.1974,0.5544,-1243187.71,-1165745.11,-979613.19,-9469520.25,-9469520.25,48940634.46,,0.0,-9587416.18,11333082.23,9982243.29,394827.11,15890006.39,-1165674889.08,-0.0014,0.0245,-0.0161,-2.1142,-0.0161,-0.0021,-0.0172,-0.0172,-2.8491,7.6942,92.3058,10.9072,-2.8491,4.9007,6.1644,-0.1579,0.1061,103.2481,-3.2481,-3.0458,-5.745,-5.74,-6.5464,-1.6886,-1.5795,-7.093,-11.49,-3.3772,75.49,4.08,4.9642,90.8874,9.1126,17.4811,0.0,85.0054,100.0,,-0.1819,3.08,0.276,,0.2316,,,-0.1819,165.7487,-3.159,-1.1573,3333489.56,-2.8599,3.7476,104.2919,-3.1492,-3.6421,-0.8945,-17.1312,-240.0,-240.0,-163.9344,-282.0016,-250.9703,-244.1719,-274.62,-164.6843,-275.6065,-5.4054,-11.4855,-5.5846,-43.4938,-43.4938,-62.0475,-29.0627,-17.9006
0,000019.SZ,20190827,20190630,0.1763,0.1763,4.1493,4.1493,1.2346,0.2838,1.1781,4973750.56,198195100.05,520065962.07,3.7834,0.9342,0.8089,8.7627,1.146,4.8773,0.7413,222689686.73,239628540.88,286272110.72,-639413254.2799,-434790377.0999,981104658.3,127608775.33,868001462.63,678086977.24,3607038299.28,2983034027.23,2883736904.27,5323799658.62,1684989722.75,0.1763,3.6966,-0.3379,1.462,-0.3833,0.2079,-0.5548,-0.3772,4.5218,10.8751,89.1249,4.7402,4.5218,2.3536,2.2084,0.1782,-1.4477,95.3433,4.9213,5.0109,4.8184,4.82,4.7005,3.7147,3.3522,4.3316,9.6368,7.4294,30.7301,1.4436,1.5299,63.0353,36.9647,56.0751,16.3042,80.0271,54.2173,45.7827,-0.3634,0.4436,2.1553,4.9084,1.8248,4.1556,5.3194,-0.197,144.3977,6.7044,3.1495,1649638061.72,4.8456,2.6159,95.6401,1.9135,1.8487,1.4404,-7.6456,0.2274,0.2274,-1815.2284,7.3841,5.5469,0.1921,1149.49,-836.7016,342.7051,2.1076,-0.5633,2.1085,7.8355,7.8355,10.1954,-20.1577,358.7703
0,000020.SZ,20190827,20190630,0.0091,0.0091,1.1979,1.1979,0.5177,0.2733,-0.6378,382499.07,2197912.06,41609965.71,1.11,0.8184,0.7187,2.5471,1.0431,3.6204,0.5466,2748687.5,8120661.85,9109304.71,38216527.7014,11480411.8714,162691072.42,64411.0,134676280.0,86694738.39,275314853.97,32711679.27,119406417.66,461224691.87,-103200086.63,0.0091,1.1532,0.1596,-0.3645,0.0313,0.0287,0.135,0.0405,0.7608,12.2674,87.7326,11.0683,0.7608,2.6918,6.8823,1.4943,,99.1896,0.8705,2.3941,0.7933,0.79,0.6757,1.3087,0.4158,1.3901,1.5866,2.6174,47.6669,1.9108,1.9078,52.899,47.101,44.1224,29.1997,70.8003,99.9783,0.0217,0.152,0.9108,1.0979,2.4247,0.9256,2.0443,3.1757,0.1519,115.9391,0.8316,0.4158,242378035.7,0.9388,3.0209,98.7314,0.7137,0.6169,0.3859,13.2076,-8.0808,-8.0808,269.4268,16.1501,-2.2304,-7.6159,7.03,269.4487,-8.4879,0.7954,1.1165,0.7965,-0.5263,-0.5263,15.2946,776.401,0.9529
0,000021.SZ,20190831,20190630,0.1017,0.1017,4.3952,4.3952,0.5267,0.7548,1.8321,94860858.18,54760110.76,534814548.56,1.1145,0.8554,0.8227,4.2446,0.6595,2.553,0.4222,227348388.52,251301119.1,514510324.02,55292785.6408,-332163925.0192,2226023259.89,123744540.2,6320266698.04,978110323.68,5490091621.0,978509753.3,1956620076.98,12744566224.22,3805871850.37,0.1017,4.2823,0.1783,2.5868,-0.1964,0.1708,0.0376,-0.2258,2.8306,8.2705,91.7295,4.4169,2.8306,0.44,5.629,-1.6521,0.0101,96.4842,3.4392,3.8862,2.3775,2.35,0.8701,1.6407,1.195,1.6,4.755,3.2814,57.439,2.3496,2.4339,63.1018,36.8982,36.3719,49.5919,49.4361,98.5727,1.4273,0.0307,1.3496,0.7267,0.9969,0.6332,0.8686,5.613,0.0303,109.3188,2.39,0.9768,3427123492.23,3.4397,0.4957,95.7689,0.7206,0.8093,0.4606,9.9012,-12.9281,-12.9281,86.8973,-3.4433,-3.4598,-12.8988,123.46,86.8928,-18.7974,0.2294,-2.864,0.2299,-21.7602,-21.7602,-33.7016,-40.3286,7.2642
0,000023.SZ,20190827,20190630,0.2242,0.2242,5.9952,5.9952,0.7389,0.3639,1.1666,5602177.4,25501885.01,125056168.35,1.1639,0.9118,0.8306,0.9036,0.4014,5.3016,0.3584,60290767.75,75814419.93,93231501.3,-100624135.0313,-52237179.8013,1365511278.74,4718034.15,405390596.83,-2752694.38,400933645.3,290217131.42,287464437.04,951839825.29,212355991.63,0.2242,3.2725,-0.0509,1.5304,-0.6374,0.5464,-0.7252,-0.3765,5.7925,15.0332,84.9668,5.4021,5.7925,0.6798,3.4782,1.2441,,92.7523,7.5917,9.1138,7.0237,7.02,5.7586,3.2661,2.0758,5.9842,14.0474,6.5322,76.4671,4.2494,5.2417,88.7622,11.2378,17.2662,42.5902,47.7061,99.7343,0.2657,-0.004,3.2494,0.2557,1.1201,0.2258,0.989,,-0.004,322.8126,4.1516,1.34,198595477.37,8.0849,0.5562,93.3656,3.5999,3.6274,1.0868,1.0588,3516.129,3516.129,50.6783,52007.1943,7209.8875,3498.0235,1185.69,50.6461,3118.1834,5.2082,0.0679,5.2082,32.3354,32.3354,38.6312,27.486,11.8029
0,000025.SZ,20190830,20190630,0.1039,0.1039,0.6455,0.6455,1.0009,0.0073,0.532,4186588.88,40593359.72,67774726.91,1.515,1.484,1.2258,2.7875,0.364,2.5036,0.1652,34913308.68,54634638.39,67638905.62,-18256871.5032,-59051759.0532,398161444.22,6145629.12,143000000.0,-82905191.16,1012615229.33,278695922.16,195790731.0,1307264715.13,232455189.44,0.1039,2.5402,0.0636,0.5393,0.1308,0.1267,-0.0424,-0.137,16.1651,24.3559,75.6441,10.7791,16.1651,3.3631,6.0656,1.3504,,87.4534,18.5916,19.6338,4.1749,4.1749,3.7846,3.2425,2.6697,3.7275,8.3498,6.485,31.9769,1.4701,1.5709,47.9008,52.0992,59.1629,10.9389,83.7619,98.8771,1.1229,0.0507,0.4701,2.0007,7.6573,1.8502,7.0812,,0.0501,77.0338,5.3394,2.6577,626491521.22,18.3351,2.9166,85.2718,2.4743,2.2843,1.667,15.395,14.6799,14.6799,167.3729,81.3998,79.3076,66.3428,83.69,197.7328,50.4208,-28.0947,3.2127,4.2639,40.5717,40.5717,50.0157,80.7308,10.585
0,000026.SZ,20190815,20190630,0.2788,0.2788,4.0297,4.0297,2.436,0.5035,2.2007,9868314.21,113627146.69,733531945.01,2.6278,0.8452,0.771,4.3608,0.7134,4.2492,0.4917,149975800.46,175225641.48,246656131.89,37279325.4457,39969592.1457,418638925.92,3672855.36,554840997.26,328319444.84,2420990580.31,1577407613.58,1901317183.42,3238144441.99,1197871858.36,0.2788,6.0575,0.359,2.7042,0.1393,0.3956,0.0842,0.0902,6.9184,41.0934,58.9066,31.8142,6.9184,23.2923,7.6121,0.9097,0.1409,91.5982,9.2066,9.8164,4.7015,4.69,4.3258,4.8271,3.402,4.1464,9.403,9.6542,26.6948,1.3642,1.382,69.5672,30.4328,66.139,17.1345,82.8653,99.1728,0.8272,0.1641,0.3642,2.746,4.8362,2.4776,4.3634,7.3739,0.1627,341.6773,6.804,3.402,797876331.18,9.1937,24.2559,91.976,2.2251,1.9607,1.6335,16.6304,8.8637,8.8637,-29.8965,12.6128,12.5343,9.9028,13.9,-29.2237,5.6286,3.4074,1.688,4.403,5.2565,5.2565,5.6358,-0.0411,4.0464
0,000027.SZ,20190822,20190630,0.2604,0.2604,2.6198,2.6198,0.995,0.7431,2.4042,116771329.36,915470805.05,3707067726.33,0.9308,0.8827,0.6072,1.6462,0.4893,0.2979,0.1188,1176398106.17,2341708892.5,3564995373.92,-1239413624.0712,-393903745.7012,12752077463.16,4482420653.3,42527620743.58,38601203964.07,18364685849.15,-1599334496.29,4826827033.22,72609268992.83,12477557010.23,0.2604,5.9237,0.495,3.1473,-0.1948,0.5907,-0.3126,-0.0994,11.1443,35.6924,64.3076,15.5535,11.1443,1.1285,5.2703,9.1547,,88.6734,13.0952,22.5465,4.0834,4.2,3.6215,2.6775,1.3234,2.6461,8.1668,5.355,66.5178,2.9867,3.4597,23.9364,76.0636,20.4407,58.5705,36.4745,38.661,61.339,0.0849,1.9867,0.4432,0.6227,0.3073,0.4318,0.4758,0.0328,141.7139,2.6468,1.1803,43968232578.72,13.7448,0.9794,87.2303,2.5041,2.4734,0.838,2.9818,92.1771,92.1771,115.5923,87.1072,90.7741,92.2107,76.22,115.5959,52.2405,11.4336,5.6067,10.0093,30.138,30.138,48.0967,105.475,26.2546
0,000028.SZ,20190824,20190630,1.52,1.52,58.9268,58.9268,10.1919,0.5,16.6652,11132912.45,639700447.95,2812627424.56,1.5379,1.26,1.2156,2.3841,0.9794,41.9949,0.8077,774284093.55,1069235917.27,1183568735.04,284922964.9725,228361330.4425,13719802162.7,1412125897.0,3849174379.98,-4237154128.51,10596146137.31,9451053217.2,5213899088.69,18407670623.24,7348903205.97,1.5202,28.3571,2.7183,17.1652,0.3197,2.4975,0.6655,0.5334,3.0446,11.1488,88.8512,7.7875,3.0446,5.8797,1.4952,0.4126,-0.0005,96.9309,3.7989,4.2383,5.4787,5.44,5.3849,3.4232,2.4591,4.894,10.9574,6.8464,56.5931,2.3038,2.6293,80.5616,19.4384,31.5929,20.9107,65.9532,92.5604,7.4396,0.0662,1.3038,0.6396,3.154,0.5582,2.7528,,0.0613,112.728,4.9182,2.0837,765852203.2,3.8066,5.75,96.7607,2.9152,2.8453,1.3152,14.4067,1.3333,1.3333,416.3944,12.747,12.4864,1.419,2.63,416.4046,-17.2115,4.493,15.9324,4.4929,21.4151,21.4151,26.8677,25.589,22.5038
