,ts_code,ann_date,end_date,eps,dt_eps,total_revenue_ps,revenue_ps,capital_rese_ps,surplus_rese_ps,undist_profit_ps,extra_item,profit_dedt,gross_margin,current_ratio,quick_ratio,cash_ratio,ar_turn,ca_turn,fa_turn,assets_turn,op_income,ebit,ebitda,fcff,fcfe,current_exint,noncurrent_exint,interestdebt,netdebt,tangible_asset,working_capital,networking_capital,invest_capital,retained_earnings,diluted2_eps,bps,ocfps,retainedps,cfps,ebit_ps,fcff_ps,fcfe_ps,netprofit_margin,grossprofit_margin,cogs_of_sales,expense_of_sales,profit_to_gr,saleexp_to_gr,adminexp_of_gr,finaexp_of_gr,impai_ttm,gc_of_gr,op_of_gr,ebit_of_gr,roe,roe_waa,roe_dt,roa,npta,roic,roe_yearly,roa2_yearly,debt_to_assets,assets_to_eqt,dp_assets_to_eqt,ca_to_assets,nca_to_assets,tbassets_to_totalassets,int_to_talcap,eqt_to_talcapital,currentdebt_to_debt,longdeb_to_debt,ocf_to_shortdebt,debt_to_eqt,eqt_to_debt,eqt_to_interestdebt,tangibleasset_to_debt,tangasset_to_intdebt,tangibleasset_to_netdebt,ocf_to_debt,turn_days,roa_yearly,roa_dp,fixed_assets,profit_to_op,q_saleexp_to_gr,q_gc_to_gr,q_roe,q_dt_roe,q_npta,q_ocf_to_sales,basic_eps_yoy,dt_eps_yoy,cfps_yoy,op_yoy,ebt_yoy,netprofit_yoy,dt_netprofit_yoy,ocf_yoy,roe_yoy,bps_yoy,assets_yoy,eqt_yoy,tr_yoy,or_yoy,q_sales_yoy,q_op_qoq,equity_yoy
0,000001.SZ,20190808,20190630,0.85,0.78,3.9504,3.9504,3.2886,0.6279,6.2362,87000000.0,15316000000.0,,,,,,,,0.0194,14277000000.0,,,43536199570.0645,,,,,,,,,,117857000000.0,0.8971,13.5658,1.54,6.8641,-0.0129,,,,22.7086,,,,22.7086,,29.4579,,,,29.5405,,6.2028,6.32,6.1678,,0.4395,,12.4056,,92.8538,13.9935,14.1134,,,,,,,,,12.9935,0.077,,,,,0.0079,,0.879,0.4395,10775000000.0,29.4903,,,3.1355,3.1107,0.2235,-75.6711,16.4384,6.8493,258.1,15.1419,15.1782,15.1885,14.9,254.554,2.4119,7.5,5.0364,6.8992,18.4972,18.4972,21.0098,7.2722,12.4756
0,000002.SZ,20190821,20190630,1.06,1.06,12.3269,12.3269,1.0795,4.1933,8.1183,92073229.12,11749678942.31,50496990545.78,1.1191,0.4387,0.3268,80.7413,0.1074,11.7157,0.0897,26606971380.83,31131883085.13,33146596867.7,22466017635.9815,-3537973134.6185,1091061972093.95,24177908024.26,229349491015.59,85480665531.13,130206199950.69,138385328064.51,65196557784.49,461817029823.05,139147956319.56,1.0477,14.2466,0.7833,12.3116,-3.7845,2.7545,1.9878,-0.313,13.8427,36.2453,63.7547,8.6336,13.8427,2.2872,4.0297,2.3167,,80.9023,19.9942,22.3456,7.4763,7.26,7.4182,2.0049,1.242,4.5148,14.9526,4.0098,85.2594,6.784,9.8037,82.4401,17.5599,8.2563,49.6624,34.866,86.4013,13.5987,0.0076,5.784,0.1198,0.7021,0.0968,0.5677,1.5232,0.0066,1563.3741,2.484,0.7626,84667285015.32,19.9009,1.9958,77.4767,6.7308,6.6681,1.028,39.1066,27.7108,27.7108,303.1907,41.9114,40.9711,29.7905,29.16,308.0591,8.7322,0.97,3.1714,3.3723,31.4656,31.4656,21.0203,273.2963,19.3671
0,000004.SZ,20190831,20190630,-0.0228,-0.0228,1.282,1.282,0.0111,0.1318,0.1368,10212640.65,-12131465.22,81759951.75,4.8397,4.8397,4.7968,4.5628,0.5318,112.256,0.4312,-16509652.24,2233408.55,3224964.0,100334112.7135,100334112.7135,21347573.26,800000.0,0.0,-80748325.94,102163532.75,81969110.34,1220784.4,126068942.69,22557955.25,-0.0228,1.2779,0.0016,0.2686,0.378,0.0266,1.1948,1.1948,-4.2409,75.9448,24.0552,89.4901,-4.2409,77.1905,12.9601,-0.6604,,115.3354,3.882,2.0746,-1.7722,-1.77,-11.2042,0.8944,-1.8285,-1.638,-3.5444,1.7888,14.9427,1.1757,2.3061,69.7066,30.2934,68.9286,0.0,85.1256,96.3879,3.6121,0.0062,0.1757,4.8455,,4.6129,,,0.0059,39.4495,-3.657,-0.7685,1369395.48,2.7388,480.8578,1765.2753,-6.5514,-6.8583,-6.0421,-544.4201,-196.6102,-196.6102,-96.9981,179.3083,60.3875,-196.7235,-25693.44,-97.0629,-218.6517,-1.7605,-57.7944,-1.7566,-30.3151,-30.3151,-99.1072,-175.2992,-18.4812
0,000005.SZ,20190829,20190630,0.0588,0.0588,0.4007,0.4007,0.6502,0.1413,-0.2218,95724666.94,-33489849.42,172004079.75,1.323,0.9837,0.9001,1.2599,0.2469,14.476,0.1403,102708439.88,99688474.19,105294249.64,94786231.5562,-124375521.1638,884206160.17,6130888.19,386188677.64,326194516.36,1211049853.68,410292849.44,736487365.8,2032482955.35,-85243269.98,0.0588,1.4685,0.0954,-0.0805,-0.0215,0.0942,0.0895,-0.1175,15.099,40.5541,59.4459,15.9272,15.099,1.1285,12.1547,2.644,0.4103,75.784,20.6907,23.5039,4.0895,4.09,-2.2006,3.2986,2.1191,3.4264,8.179,6.5972,43.6745,1.7754,1.9858,57.5023,42.4977,41.4343,19.0008,76.4786,99.5197,0.4803,0.0795,0.7754,1.2177,4.025,0.9487,3.1359,3.7127,0.0791,467.7196,4.2382,2.0593,61003063.12,20.8956,0.633,65.3856,5.2867,-1.0493,2.7915,8.9557,663.6364,663.6364,293.1174,709.4497,695.6411,663.9275,-526.66,293.1158,553.9609,4.3784,-6.3626,4.3749,54.9126,54.9126,179.8569,704.5908,16.8155
0,000006.SZ,20190816,20190630,0.1507,0.1507,0.7063,0.7063,0.3588,1.0992,2.0886,1308523.75,202100997.36,379567527.72,2.0075,0.7995,0.741,124.7321,0.0838,98.2152,0.0655,195508821.59,314398608.32,340390513.77,457374674.998,1080418071.028,5431854726.22,1692593.72,3669355802.33,-798714173.77,5694954518.18,6194082823.02,2442012846.92,10132704572.45,4303513025.93,0.1507,4.5466,0.5008,3.1878,0.3315,0.2329,0.3388,0.8003,22.2811,39.8074,60.1926,13.352,22.2811,1.4397,5.9459,5.9664,,79.4959,27.3642,32.9727,3.298,3.3,3.2767,2.1606,1.46,2.635,6.596,4.3212,58.4785,2.4084,2.3593,79.2865,20.7135,36.5853,36.213,60.5744,67.5373,32.4627,0.11,1.4084,0.6743,1.6727,0.6256,1.552,,0.0743,2175.3561,2.92,1.3979,1141071944.9,27.176,2.132,76.5743,1.4868,1.5018,0.6542,156.2186,-51.0873,-51.0873,3289.8089,-48.9802,-49.4295,-51.0998,-51.25,3283.3811,-54.2741,-0.965,14.9927,-0.9655,-9.67,-9.67,-5.3477,-4.4404,6.9421
0,000007.SZ,20190831,20190630,-0.0118,-0.0118,0.0607,0.0607,0.4532,0.026,-0.9406,-12425379.77,8320276.6,14857642.65,3.3967,3.3936,1.8078,109.7368,0.1596,0.3197,0.0538,3666116.99,1074810.21,3637529.42,-14619794.5292,-14619794.5292,40655537.73,164692249.98,0.0,-12641000.09,179703671.45,97440993.68,84799993.59,190093001.57,-316865077.48,-0.0118,0.5386,0.0447,-0.9146,0.0171,0.0031,-0.0422,-0.0422,-19.6632,70.6718,29.3282,56.9487,-19.6632,,56.9621,-0.0134,,82.5618,78.2395,5.1124,-2.1759,-2.18,4.4102,0.2752,-1.0584,-2.0988,-4.3518,0.5504,51.9288,2.0802,2.0703,34.9222,65.0778,45.4439,0.0,98.1662,19.7984,80.2016,0.3806,1.0802,0.9087,,0.8751,,,0.0753,5.0376,-2.1168,-1.051,100327335.69,5.2403,,72.1563,-6.7287,3.5487,-3.2861,11.9271,66.6667,66.6667,369.2771,212.1768,106.9213,62.908,22.31,368.9839,25.2907,-2.1617,2.5228,-2.1525,-6.1141,-6.1141,0.7746,-59.986,-50.3516
0,000008.SZ,20190829,20190630,0.0238,0.0238,0.3354,0.3354,0.9968,0.0168,0.6142,10388246.68,55824958.09,508230542.99,1.9486,1.6391,1.4198,0.3095,0.1686,3.0016,0.0895,39371979.0,117420057.48,160702360.91,-247689101.3068,2180898.6932,1870843404.87,47298464.26,1078769696.0,364233785.01,3295592058.86,2643734942.6,2845481727.61,8449582437.78,1754824858.26,0.0238,2.6155,-0.0823,0.6311,-0.1417,0.0422,-0.0891,0.0008,7.528,54.4951,45.5049,46.5745,7.528,12.2779,30.5179,3.7788,,95.7783,9.4278,12.5904,0.9079,0.9,0.7655,1.1272,0.674,1.0899,1.8158,2.2544,28.9062,1.4066,1.4284,52.3824,47.6176,31.787,12.7671,86.0763,92.9999,7.0001,-0.0821,0.4066,2.4269,6.742,1.0997,3.055,9.048,-0.0764,911.4348,1.348,0.6356,350755516.62,9.5766,9.9271,94.4524,0.7463,0.6223,0.5705,-12.9285,9.1743,9.1743,73.8398,2.5274,2.7477,7.8739,10.8,74.1568,4.3943,-0.5438,-0.9425,-0.5461,27.755,27.755,19.7481,270.3267,3.3332
0,000009.SZ,20190831,20190630,0.0642,0.0642,2.7518,2.7411,0.3954,0.121,0.9647,14784610.55,123290984.15,2118776811.54,1.8005,0.9327,0.8647,2.2998,0.2951,1.434,0.1977,509751676.35,788173277.87,1038010421.93,738990409.6112,1202587056.5812,6935672644.05,1311629029.23,11331393434.4,6087538905.53,3000519607.45,8870977516.73,7772745600.83,21733313767.84,2333585033.01,0.0642,2.4858,0.333,1.0857,0.2061,0.3667,0.3438,0.5595,6.4638,35.9623,64.0377,22.6165,6.4388,9.335,9.0729,4.1213,-0.5503,91.3813,9.2322,13.3262,2.6019,2.58,2.3233,2.6347,1.273,2.4873,5.2038,5.2694,65.3045,2.8822,5.6372,66.5506,33.4494,10.0082,52.1384,24.5838,56.5987,43.4013,0.0646,1.8822,0.2729,0.4715,0.1533,0.2648,0.4929,0.0366,535.701,2.546,0.4616,5729157408.85,9.4813,8.0679,89.6869,1.3541,2.4173,0.6497,10.1222,20.0,20.0,54.8837,59.6246,57.617,20.16,3922.13,54.8995,14.2743,1.3702,0.4382,1.3716,35.5185,35.8192,57.6172,13.3783,5.1506
0,000010.SZ,20190802,20190630,0.0125,0.0125,0.5767,0.5767,1.8239,0.0105,-2.3105,19980123.58,-9748361.85,135890646.12,1.1205,0.6139,0.555,0.5155,0.1671,6.8862,0.1372,33271131.3,114869566.3,118192593.8,-191034790.3372,51565209.6628,2363260578.38,13182872.55,411618924.6,140455593.32,157459749.72,327034061.7,405489655.02,1241322841.83,-1885659574.73,0.0125,0.524,-0.1327,-2.3,0.1461,0.1401,-0.233,0.0629,9.0715,28.7395,71.2605,19.2114,9.0715,0.6104,8.7017,9.8993,-1.7822,92.9635,14.6247,24.2937,2.4106,2.41,-2.2967,3.3339,1.2449,6.7218,4.8212,6.6678,77.0659,4.3603,8.1176,84.0274,15.9726,4.3524,33.1597,34.6056,97.3034,2.6966,-0.0401,3.3603,0.1541,1.0436,0.0565,0.3825,1.1211,-0.039,1045.77,2.4898,0.297,95173654.18,14.5572,0.5479,89.6811,1.7259,-3.0642,0.653,-17.5379,112.054,112.054,-98.9505,180.4844,180.1947,112.0393,88.52,-98.9213,130.0368,2.4438,10.5243,2.44,339.7236,339.7236,929.3258,138.575,-59.9181
0,000011.SZ,20190820,20190630,0.1741,0.1741,1.2675,1.2675,0.1996,0.5027,3.7756,63212.87,103686185.29,373420991.48,2.3374,1.2358,1.1904,10.5944,0.1182,23.0126,0.1011,126325548.9,175635802.71,190830996.68,-2987620788.0711,-2987620788.0711,3450157419.86,53072354.82,2194000000.0,-425326701.91,2718417187.54,4614375138.21,1995048436.3,5616602446.74,2549773952.0,0.1741,5.4752,-0.7718,4.2783,-1.2928,0.2947,-5.013,-5.013,9.9689,49.4342,50.5658,16.473,9.9689,2.4216,7.4077,6.6437,-0.3412,83.2768,16.867,23.251,3.1434,3.09,3.1415,2.3512,1.0081,2.3159,6.2868,4.7024,62.4708,2.6646,2.2633,88.4285,11.5715,29.8078,39.0628,58.0975,60.5585,39.4415,-0.1333,1.6646,0.5728,1.4873,0.4771,1.239,,-0.0807,1191.1584,2.0162,1.3889,421897392.48,16.8782,3.9492,93.7991,0.7579,0.774,0.0186,-107.0343,25.0718,25.0718,-103.9102,17.6056,16.371,25.0407,26.5,-103.8868,8.3019,-2.2425,56.6927,-2.2421,-8.4391,-8.4391,31.6405,-77.3587,15.4556
0,000012.SZ,20190823,20190630,0.12,0.12,1.5727,1.5727,0.2329,0.2974,1.5193,93402957.0,283939444.0,1216860753.0,0.8091,0.6777,0.6333,7.1241,1.035,0.4832,0.2603,357698337.0,619306037.0,1091577077.0,488928453.5013,154322211.5013,2204190854.0,860064641.0,5672219545.0,3776762255.0,7723795723.0,-1066106140.0,418193615.0,15382931575.0,5646705464.0,0.1214,3.0098,0.2471,1.8167,-0.1547,0.1992,0.1573,0.0497,7.9116,24.8936,75.1064,16.3394,7.9116,3.5289,9.5564,3.2541,-0.077,92.6825,9.5295,12.6693,4.0886,4.09,3.0766,3.2976,2.0592,3.3479,8.1772,6.5952,47.3594,1.8997,2.0349,24.4907,75.5093,41.8698,36.8735,60.8144,63.9153,36.0847,0.1375,0.8997,1.0708,1.6493,0.8841,1.3617,2.0451,0.0879,57.9674,4.1184,2.0092,12242514780.0,9.4758,3.3781,90.7235,2.6365,2.1656,1.3381,23.6977,0.0,9.0909,-7.6607,11.2454,10.1663,6.9452,-15.0,0.4471,0.4765,-5.3314,-3.4898,2.767,-10.6546,-10.6546,-6.1999,82.7139,6.4381
