,ts_code,ann_date,end_date,eps,dt_eps,total_revenue_ps,revenue_ps,capital_rese_ps,surplus_rese_ps,undist_profit_ps,extra_item,profit_dedt,gross_margin,current_ratio,quick_ratio,cash_ratio,ar_turn,ca_turn,fa_turn,assets_turn,op_income,ebit,ebitda,fcff,fcfe,current_exint,noncurrent_exint,interestdebt,netdebt,tangible_asset,working_capital,networking_capital,invest_capital,retained_earnings,diluted2_eps,bps,ocfps,retainedps,cfps,ebit_ps,fcff_ps,fcfe_ps,netprofit_margin,grossprofit_margin,cogs_of_sales,expense_of_sales,profit_to_gr,saleexp_to_gr,adminexp_of_gr,finaexp_of_gr,impai_ttm,gc_of_gr,op_of_gr,ebit_of_gr,roe,roe_waa,roe_dt,roa,npta,roic,roe_yearly,roa2_yearly,debt_to_assets,assets_to_eqt,dp_assets_to_eqt,ca_to_assets,nca_to_assets,tbassets_to_totalassets,int_to_talcap,eqt_to_talcapital,currentdebt_to_debt,longdeb_to_debt,ocf_to_shortdebt,debt_to_eqt,eqt_to_debt,eqt_to_interestdebt,tangibleasset_to_debt,tangasset_to_intdebt,tangibleasset_to_netdebt,ocf_to_debt,turn_days,roa_yearly,roa_dp,fixed_assets,profit_to_op,q_saleexp_to_gr,q_gc_to_gr,q_roe,q_dt_roe,q_npta,q_ocf_to_sales,basic_eps_yoy,dt_eps_yoy,cfps_yoy,op_yoy,ebt_yoy,netprofit_yoy,dt_netprofit_yoy,ocf_yoy,roe_yoy,bps_yoy,assets_yoy,eqt_yoy,tr_yoy,or_yoy,q_sales_yoy,q_op_qoq,equity_yoy
0,000001.SZ,20190424,20190331,0.38,0.36,1.8914,1.8914,3.2886,0.6279,5.9178,24000000.0,7422000000.0,,,,,,,,0.0093,7542000000.0,,,,,,,,,,,,,112390000000.0,0.4337,13.2359,3.1,6.5457,2.2808,,,,22.9277,,,,22.9277,,29.6219,,,,29.7666,,3.0331,2.91,3.0233,,0.2143,,12.1324,,92.8916,14.0679,14.1529,,,,,,,,,13.0679,0.0765,,,,,0.0162,,0.8572,0.2143,10821000000.0,29.7789,,,3.0331,3.0233,0.2143,163.764,15.1515,9.0909,28.6,12.6165,12.8867,12.9037,13.2,28.3336,0.5096,5.0,3.2642,4.5392,15.8781,15.8781,15.8781,69.8647,12.3313
0,000002.SZ,20190430,20190331,0.102,0.102,4.3821,4.3821,0.7213,4.2932,8.4106,-7817222.02,1128443791.31,16952389344.23,1.1594,0.4611,0.3498,28.2571,0.0374,4.1962,0.0314,6123053976.59,7713440271.97,,-37714383634.8221,-48323708533.9321,1044035686154.6,21189440603.23,249751913801.17,106531497496.16,128500575812.11,177699072448.82,105471555006.63,485941325773.07,140238723358.75,0.1015,14.2721,-2.4198,12.7038,-3.9659,0.6987,-3.4164,-4.3775,6.6273,35.044,64.956,12.3435,6.6273,2.8349,5.7013,3.8072,,87.3424,12.1666,15.9452,0.7153,0.72,0.7203,0.5009,0.2082,0.8565,2.8612,2.0036,84.7734,6.5675,9.8295,83.3391,16.6609,8.2841,51.3955,32.4219,84.7945,15.2055,-0.024,5.5675,0.1198,0.6308,0.0977,0.5145,1.2062,-0.0203,2192.966,0.8328,0.0728,69774793251.79,12.138,2.8349,87.3424,0.7153,0.7203,0.2082,-55.2203,25.9259,25.9259,3.7508,98.0949,95.7689,25.2267,36.63,3.751,8.2442,1.1474,1.4777,1.1474,56.93,56.93,56.93,-83.5804,15.6891
0,000004.SZ,20190426,20190331,0.0637,0.0637,1.2736,1.2736,0.0093,0.1318,0.2234,9872126.08,-4522062.72,81949736.79,4.5357,4.5357,4.3971,3.896,0.512,109.3054,0.4174,-4780553.84,15339109.98,,73572174.5003,73572174.5003,25623841.37,800000.0,0.0,-83995883.48,110927421.82,90597242.8,6601359.32,134907666.98,29826843.18,0.0637,1.3645,0.0472,0.3552,0.4167,0.1827,0.8761,0.8761,4.4749,76.6223,23.3777,79.5159,4.4749,74.5321,5.3161,-0.3323,,104.4698,15.8198,14.3419,4.7806,4.78,-4.0408,5.9859,1.8677,2.1701,19.1224,23.9436,16.3786,1.1959,2.2898,72.0387,27.9613,68.7574,0.0,84.9365,96.9724,3.0276,0.1548,0.1959,4.3365,,4.198,,,0.1501,23.1006,7.4708,2.0878,1408284.61,14.6743,74.5321,104.4698,4.7806,-4.0408,1.8677,3.7081,160.0,160.0,-55.3453,18254.865,333.3791,159.6472,-1628.3,-55.3056,198.4805,4.897,-54.0598,4.8977,41.4665,41.4665,41.4665,210.0334,-13.0103
0,000005.SZ,20190425,20190331,-0.0168,-0.0168,0.0791,0.0791,0.6502,0.1413,-0.2973,-136423.8,-17614703.56,21451049.06,1.1794,0.8491,0.7642,0.2878,0.0495,2.9966,0.0276,-15124523.38,-10327673.31,,133619054.97,-30837427.58,943267861.82,9099525.81,438455709.5,351952538.03,1127277646.87,247862195.92,599814733.95,1999811403.23,-165229214.86,-0.0168,1.3901,0.0666,-0.1561,0.0177,-0.0098,0.1262,-0.0291,-21.4525,25.6226,74.3774,42.8874,-21.4525,3.1432,31.1436,8.6006,,118.0658,-20.7737,-12.3361,-1.1991,-1.2,-1.1899,-0.3401,-0.5914,-0.5073,-4.7964,-1.3604,47.1118,1.8908,2.0514,55.1994,44.8006,38.1846,21.9249,73.5824,99.3457,0.6543,0.051,0.8908,1.058,3.3561,0.8105,2.571,3.2029,0.0507,988.9005,-2.3656,-0.5845,58517950.35,-20.9367,3.1432,118.0658,-1.1991,-1.1899,-0.5914,84.1826,-209.8039,-209.8039,2366.6667,-207.3909,-209.8832,-209.9323,-207.47,2327.012,-200.0074,-1.1941,-5.422,-1.1919,-44.9761,-44.9761,-44.9761,-110.7354,9.9241
0,000006.SZ,20190430,20190331,0.0821,0.0821,0.3063,0.3063,0.3588,1.0992,2.2151,2242640.94,108639327.63,162370647.67,1.9436,0.7636,0.6702,53.7115,0.0389,47.3866,0.03,69005832.42,163174620.35,,-384242320.8548,-382989518.0348,4340730799.56,1715712.88,3047442451.84,-302052137.18,5917286760.47,5263536898.84,3151531716.61,9677266219.54,4474234482.38,0.0821,4.673,-0.1241,3.3143,-0.2385,0.1209,-0.2846,-0.2837,27.976,39.268,60.732,14.3174,27.976,0.5356,6.7647,7.0171,3.302,83.3115,32.2672,39.4624,1.7732,1.77,1.7374,1.1843,0.8396,1.4725,7.0928,4.7372,52.7107,2.1146,2.2034,77.3322,22.6678,42.2069,31.4907,65.1894,75.4845,24.5155,-0.03,1.1146,0.8537,2.0701,0.8007,1.9417,,-0.0227,2333.2818,3.3584,0.8048,1148143598.86,32.4453,0.5356,83.3115,1.7732,1.7374,0.8396,-40.5169,-61.2736,-61.2736,-11.8018,-55.287,-55.0874,-61.2582,-62.0,-11.8472,-64.0498,1.7883,3.568,1.7891,-14.7539,-14.7539,-14.7539,-68.8783,7.7651
0,000007.SZ,20190430,20190331,0.03,0.03,0.0267,0.0267,0.4532,0.026,-0.9031,7420560.87,1467644.63,6208318.89,3.1546,3.1521,1.5994,,0.0701,0.1398,0.0236,384931.34,11753776.52,,-7682957.7768,-7682957.7768,43802910.88,149327658.22,0.0,-10786719.47,190227468.62,94377471.39,83590751.92,203100643.25,-303871768.81,0.0257,0.5761,0.0406,-0.8771,0.0118,0.0339,-0.0222,-0.0222,96.0453,67.1958,32.8042,73.886,96.0453,,73.8347,0.0512,,95.8337,127.153,127.2172,4.5544,4.55,0.752,3.0063,2.2697,4.4685,18.2176,12.0252,48.7419,1.9509,2.0034,34.8737,65.1263,48.0092,0.0,98.2766,22.6805,77.3195,0.3211,0.9509,1.0335,,0.985,,,0.0728,3.1776,9.0788,2.2734,101429093.11,127.166,,95.8337,4.5544,0.752,2.2697,152.2558,250.0,250.0,417.1875,220.9589,220.9215,214.911,398.5558,417.554,318.3012,4.6503,2.7278,4.6605,-13.6433,-13.6433,-13.6433,128.7567,-47.3613
0,000008.SZ,20190427,20190331,0.0042,0.0042,0.111,0.111,0.9968,0.0168,0.6045,1336031.56,10404234.23,163857546.99,2.0225,1.75,1.3767,0.1028,0.0545,1.0103,0.0294,4762072.01,27936628.15,,-502372417.7706,-247502417.7706,1963930918.68,48568148.59,1083769696.0,343681941.91,3380457977.35,2876559548.74,2985754490.65,8501488699.72,1727975359.52,0.0042,2.6342,-0.0533,0.6214,-0.1401,0.01,-0.1807,-0.089,3.4458,53.0718,46.9282,57.3776,3.4458,17.0279,37.7353,2.6144,,98.4576,6.0549,9.0484,0.1604,0.16,0.1422,0.2663,0.1014,0.1761,0.6416,1.0652,29.449,1.4174,1.4333,54.1162,45.8838,32.152,12.748,86.1621,90.8582,9.1418,-0.0527,0.4174,2.3658,6.7589,1.0918,3.1192,9.836,-0.0479,1328.6586,0.4056,0.1119,357062801.59,6.434,17.0279,98.4576,0.1604,0.1422,0.1014,-48.0195,13.5135,13.5135,63.8399,8.0459,12.2392,11.5549,12.6,64.2934,8.4846,0.1673,0.455,0.1645,47.7124,47.7124,47.7124,-92.8452,2.8302
0,000009.SZ,20190430,20190331,0.03,0.03,1.0467,1.042,0.3837,0.121,0.956,71305862.18,-5217797.64,801150265.26,1.6597,0.848,0.7621,0.8743,0.1119,0.5465,0.0752,131792510.69,390500195.26,,130424249.0758,395272049.0758,7331980830.75,1255201911.36,11121433168.13,6304069888.61,2958928475.86,7975575645.63,7916077188.61,21424912421.07,2314896637.71,0.0307,2.4609,0.161,1.077,0.0192,0.1817,0.0607,0.1839,8.3018,35.7719,64.2281,28.4935,8.2649,11.3993,11.1586,5.8089,0.0305,94.1416,11.3752,17.3585,1.2517,1.25,-0.0988,1.3047,0.6212,1.3079,5.0068,5.2188,65.6689,2.9128,5.6687,66.8578,33.1422,9.8591,51.9089,24.6882,61.3429,38.6571,0.0286,1.9128,0.2684,0.4756,0.1501,0.2661,0.4694,0.0176,709.0001,2.4848,0.2208,5661763273.42,11.5496,11.3993,94.1416,1.2517,-0.0988,0.6212,15.4489,50.0,50.0,243.2836,157.7012,141.2063,87.5711,-105.08,243.3757,77.7303,0.3548,0.5437,0.3574,10.6304,10.8261,10.8261,-64.6088,5.537
0,000010.SZ,20190430,20190331,0.0035,0.0035,0.2435,0.2435,1.8239,0.0105,-2.3194,-420223.89,3301730.57,57862929.29,1.1253,0.6076,0.5479,0.2316,0.0731,2.8446,0.0595,5079048.46,48648506.79,,-196487977.0928,-173187977.0928,2338051447.24,13189725.64,250818924.6,135230354.84,151115981.59,316699716.92,389930071.76,1082453623.88,-1893009829.78,0.0035,0.515,-0.0743,-2.309,-0.0582,0.0593,-0.2397,-0.2112,9.954,28.9853,71.0147,25.9841,9.954,0.6959,10.9352,14.3531,,97.4558,10.231,24.3695,0.6848,0.41,0.7847,1.4507,0.5926,4.9057,2.7392,5.8028,75.7802,4.1289,7.9698,82.8137,17.1863,4.401,23.1713,39.0055,97.1104,2.8896,-0.0241,3.1288,0.1623,1.6834,0.0581,0.6025,1.1175,-0.0234,1195.7759,2.3704,0.0859,98203173.35,10.0164,0.6959,97.4558,0.6848,0.7847,0.5926,-30.4999,106.162,106.162,26.8701,143.5358,142.6276,106.1882,107.09,26.9243,116.236,0.6843,4.9008,0.6872,146.4919,146.4919,146.4919,103.8845,-61.8858
0,000011.SZ,20190430,20190331,0.1316,0.1316,0.6476,0.6476,0.1996,0.5027,4.0332,600213.65,77831706.94,188540440.95,2.6818,1.68,1.6636,5.3527,0.0622,11.78,0.0531,103416448.77,104560202.46,,-2597354311.9517,-2597354311.9517,2870745874.68,51211926.27,2194000000.0,-1066838968.03,2884314192.41,4828127455.11,1567288487.08,5792915822.96,2703250202.03,0.1316,5.7343,-0.1083,4.5358,-0.2154,0.1754,-4.3581,-4.3581,19.0826,48.8517,51.1483,7.5648,19.0826,0.9594,6.6036,0.0019,,73.2043,26.9183,27.0921,2.322,2.32,2.3043,1.4387,1.0134,1.6125,9.288,5.7548,58.7038,2.4215,2.1516,88.3418,11.6582,33.0965,37.8738,58.9946,56.1136,43.8864,-0.0225,1.4215,0.668,1.5577,0.5638,1.3146,,-0.0126,941.7882,4.0536,1.0792,434043463.94,27.0901,0.9594,73.2043,2.322,2.3043,1.0134,-16.717,46.7113,46.7113,33.2717,46.6146,46.4005,46.7201,46.74,33.2832,27.8202,2.3836,49.7349,2.3835,-29.1021,-29.1021,-29.1021,-82.2936,14.7863
0,000012.SZ,20190426,20190331,0.05,0.05,0.7764,0.7764,0.3846,0.3229,1.6132,49614557.0,82573767.0,512464156.0,0.8344,0.7092,0.6692,2.9245,0.4468,0.2258,0.1165,110431130.0,246156121.0,,-718909608.8813,-813621578.8813,2341017800.0,1122375753.0,5983626613.0,3616220126.0,7611720747.0,-996950794.0,313131832.0,15575543710.0,5542758422.0,0.0462,3.2282,0.0476,1.9361,-0.0032,0.086,-0.2511,-0.2842,6.1159,23.0557,76.9443,16.5668,6.1159,3.7099,9.1622,3.6947,0.307,95.0317,7.4129,11.0745,1.4411,1.44,0.9002,1.2904,0.7126,1.3126,5.7644,5.1616,49.6195,1.9849,2.0798,26.3752,73.6248,39.9798,38.4168,59.3359,63.708,36.292,0.0226,0.9849,0.9783,1.5445,0.8057,1.2721,2.1049,0.0144,66.3884,2.8504,0.6929,12333097091.0,7.3798,3.7099,95.0317,1.4411,0.9002,0.7126,6.1329,-16.6667,-16.6667,96.6942,-11.5277,-12.5518,-17.0624,-46.01,126.3517,-22.2516,1.5381,-0.3939,1.524,-15.4689,-15.4689,-15.4689,558.8304,6.6743
0,000014.SZ,20190426,20190331,-0.0335,-0.0335,0.0358,0.0358,0.0494,1.1446,2.1591,3072901.5,-9833877.14,2117787.58,1.8784,0.3273,0.2392,27.1364,0.0039,0.4733,0.0037,-13137951.43,-8424504.0,,45981723.15,39731723.15,973424411.68,3448145.3,83750000.0,-142421116.67,846727045.91,876976862.72,675805746.05,1027162356.91,666363890.09,-0.0335,4.3531,0.2947,3.3037,0.2581,-0.0418,0.228,0.197,-94.6817,29.3053,70.6947,208.6925,-94.6817,9.9142,190.2509,8.5274,,281.7987,-181.7987,-116.5755,-0.7671,-0.77,-1.1157,-0.4297,-0.349,-0.815,-3.0684,-1.7188,52.9244,2.1242,2.2244,93.5813,6.4187,42.2511,8.1535,85.4816,94.1357,5.8643,0.0595,1.1242,0.8278,10.484,0.7983,10.1102,,0.056,27276.0439,-1.396,-0.3448,97325714.34,-125.103,9.9142,281.7987,-0.7671,-1.1157,-0.349,822.5606,-314.7436,-314.7436,-22.2427,-600.1336,-308.5656,-315.1812,-548.49,-22.2515,-282.3219,-0.7637,4.5266,-0.7641,-89.3312,-89.3312,-89.3312,-145.4248,18.0227
0,000016.SZ,20190430,20190331,0.0355,0.0355,4.4736,4.4736,0.0865,0.5098,1.8094,504251410.62,-418684690.19,616304551.98,1.0495,0.7939,0.6203,2.2484,0.4691,4.6414,0.3109,-430346330.14,463110398.51,,-1247639503.3211,1488806438.1389,9302140256.55,428983555.59,16942738890.93,11848800809.81,5757824549.57,1134866815.78,9687234449.47,26575754839.79,5584539697.83,0.0355,3.4114,-0.2246,2.3192,0.34,0.1923,-0.5181,0.6183,1.471,5.7213,94.2787,9.5908,1.471,4.9032,2.1061,2.5816,-0.046,103.995,1.4961,4.2992,1.0487,1.05,-5.1312,1.3367,0.4574,1.5704,4.1948,5.3468,73.4678,3.769,4.2461,66.3326,33.6674,15.8588,63.7526,30.9092,86.0335,13.9665,-0.0236,2.769,0.308,0.4848,0.2159,0.3398,0.4859,-0.0203,90.3331,1.8296,0.247,4609683663.16,1.7176,4.9032,103.995,1.0487,-5.1312,0.4574,-5.0198,53.0172,53.0172,46.9407,288.0555,49.3897,53.4601,-509.58,46.9533,50.5724,1.3548,10.0707,1.3525,38.5795,38.5795,38.5795,157.323,1.9178
0,000017.SZ,20190430,20190331,-0.0007,-0.0007,0.0398,0.0398,1.1387,0.0593,-2.1727,43797.0,-410571.37,1689760.0,1.1905,1.1263,0.9468,0.6859,0.3343,6.3519,0.305,-542728.04,-495899.47,,-6456626.45,-6456626.45,54202951.24,,0.0,-12383492.05,11581156.39,10327973.01,-2055519.04,16496132.7,-1165242717.28,-0.0007,0.0253,-0.0111,-2.1134,-0.0147,-0.0009,-0.0117,-0.0117,-2.2061,7.6968,92.3032,10.0742,-2.2061,5.758,4.3689,-0.0527,,102.4721,-2.4721,-2.2588,-2.597,-2.6,-2.9071,-0.689,-0.673,-2.9627,-10.388,-2.756,76.6671,4.2858,5.096,91.2755,8.7245,16.3809,0.0,84.5018,100.0,,-0.1126,3.2858,0.2572,,0.2137,,,-0.1126,144.2427,-2.692,-0.5096,3409788.51,-2.2061,5.758,102.4721,-2.597,-2.9071,-0.673,-27.8098,-275.0,-275.0,-840.0,-330.3973,-257.4101,-258.1038,-329.63,-833.0077,-282.9513,-2.3166,-3.4732,-2.5637,-11.2352,-11.2352,-11.2352,85.4737,-13.5815
0,000019.SZ,20190427,20190331,0.1053,0.1053,2.2304,2.2304,1.2346,0.2838,1.2071,2202408.86,119123269.62,261676331.15,3.4418,0.925,0.602,5.7948,0.6111,2.5934,0.4013,126269675.56,133148322.87,,-416748589.2853,-397618933.0053,1050892791.47,128824874.95,682508241.73,424212287.42,3640569920.13,2924314931.21,2812709770.69,5161562930.91,1718400076.02,0.1053,3.7256,-0.1912,1.491,-0.3239,0.1155,-0.3616,-0.345,4.8332,10.1795,89.8205,3.903,4.8332,2.128,1.6198,0.1552,1.2846,95.088,5.0907,5.1796,2.8661,2.87,2.814,2.0788,1.9397,2.5206,11.4644,8.3152,29.3667,1.4158,1.5131,65.001,34.999,57.4106,13.2229,83.1898,64.3093,35.6907,-0.184,0.4158,2.3058,6.2913,1.955,5.3341,8.582,-0.1183,129.0815,7.7588,1.8942,1491903490.5,5.0244,2.128,95.088,2.8661,2.814,1.9397,-8.5717,-3.0387,-3.0387,-3440.7407,-3.5984,-5.2268,-3.0527,1187.58,-321.9709,344.5162,2.9086,-1.9736,2.9093,5.8846,5.8846,5.8846,-64.653,358.6985
0,000020.SZ,20190430,20190331,0.0009,0.0009,0.5083,0.5083,0.5177,0.2733,-0.646,67547.03,190686.95,19948875.97,1.103,0.8257,0.7805,1.1748,0.4782,1.0226,0.2405,271461.15,4187763.91,,29080291.2418,16922359.8218,118708282.34,64411.0,136622458.0,100417692.97,272484730.91,26290448.78,126708141.75,460848692.72,-105522263.78,0.0009,1.145,0.0685,-0.3727,0.0078,0.0148,0.1027,0.0598,0.1794,13.8609,86.1391,13.2354,0.1794,2.2454,8.3183,2.6717,,99.8114,0.2101,2.9098,0.0797,0.08,0.0588,0.6999,0.0432,0.6671,0.3188,2.7996,44.0624,1.7877,1.8462,48.5871,51.4129,47.0108,29.6458,70.3542,99.9748,0.0252,0.076,0.7877,1.2695,2.3732,1.0669,1.9944,2.7135,0.076,125.163,0.1728,0.0432,57124798.86,0.238,2.2454,99.8114,0.0797,0.0588,0.0432,13.4823,-18.1818,-18.1818,5608.3333,36.6726,-26.409,-15.9854,3386.22,5643.8684,-16.8265,0.0787,-6.0718,0.0797,-16.1394,-16.1394,-16.1394,-92.9493,1.0112
0,000021.SZ,20190430,20190331,0.0706,0.0706,2.4747,2.4747,0.5267,0.7548,1.9009,100499045.72,3334738.85,217502719.08,1.1205,0.8839,0.8236,,0.3617,1.4241,0.2335,107794517.52,56256333.99,,-455988195.786,-201202957.996,1942365087.81,165672381.97,7022279790.91,1359504370.61,5580627401.29,1080626879.7,2440131250.31,13539757881.09,3907210602.3,0.0706,4.3555,-0.0119,2.6557,-0.4543,0.0382,-0.3099,-0.1368,3.0828,5.9738,94.0262,2.7329,3.0828,0.3968,4.6113,-2.2753,-0.0047,97.0394,3.8255,1.5451,1.6359,1.64,0.0525,0.3608,0.7198,0.3407,6.5436,1.4432,58.3489,2.4009,2.4568,64.1961,35.8039,35.664,51.8641,47.328,98.1855,1.8145,-0.0019,1.4009,0.7018,0.9125,0.6112,0.7947,4.1049,-0.0019,56.7501,2.8792,0.6659,3441791138.13,3.8204,0.3968,97.0394,1.6359,0.0525,0.7198,-0.4791,21.5146,21.5146,-139.7993,24.7683,20.8926,21.5407,5.19,-139.7085,10.9545,1.9427,0.6977,1.9431,-9.0468,-9.0468,-9.0468,17.0445,9.541
0,000023.SZ,20190426,20190331,0.1074,0.1074,2.3203,2.3203,0.7389,0.3639,1.1097,5726008.52,9170159.94,50746113.82,1.1587,0.8629,0.7981,0.37,0.1584,2.0195,0.141,26461730.56,36550538.15,,-78527227.5362,-78527227.5362,1355409720.6,4687498.65,355029193.03,-43113768.71,393272090.7,271463670.5,228349901.79,885226239.54,204473472.08,0.1074,3.217,-0.0899,1.4736,-0.5578,0.2634,-0.5659,-0.5659,7.2575,15.7617,84.2383,6.5865,7.2575,0.8755,4.1454,1.5655,,91.781,8.6226,11.3526,3.3932,3.39,2.0889,1.6011,1.0235,3.0998,13.5728,6.4044,76.3866,4.2349,5.2003,88.268,11.732,17.5152,40.106,50.4258,99.7267,0.2733,-0.0073,3.2349,0.2603,1.2573,0.2293,1.1077,,-0.0073,414.1834,4.094,0.6525,208301483.28,9.7871,0.8755,91.781,3.3932,2.0889,1.0235,-3.8725,405.9829,405.9829,-200.7848,457.3937,471.3343,406.277,400.62,-200.6817,379.4736,3.4239,-3.2394,3.4235,23.4558,23.4558,23.4558,-37.1047,9.5907
0,000025.SZ,20190430,20190331,0.0606,0.0606,0.4019,0.4019,1.9013,0.0106,0.6814,2131914.18,15885705.01,28383336.09,1.386,1.3667,0.4266,1.3017,0.1691,1.0694,0.0721,11525031.89,20016052.88,,-74871053.7327,-104805941.2827,364006469.64,6145629.12,148000000.0,44167289.85,987097001.71,196076763.07,236244052.92,1284210152.78,205692860.03,0.0606,3.5933,0.01,0.6919,-0.2209,0.0673,-0.2519,-0.3525,14.1693,23.7578,76.2422,12.868,14.1693,3.9567,6.8927,2.0187,,90.3532,15.4253,16.7541,1.701,1.7,1.4998,1.2085,1.022,1.5028,6.804,4.834,31.3204,1.456,1.5637,42.5592,57.4408,59.6663,11.5246,83.1816,98.042,1.958,0.0059,0.456,2.0616,7.2178,1.905,6.6696,22.3491,0.0058,80.0753,4.088,1.0878,626593644.17,14.7354,3.9567,90.3532,1.701,1.4998,1.022,2.5001,11.8081,11.8081,135.8423,18.4308,13.4643,11.9,17.9,135.962,2.591,1.7154,-0.2372,1.7156,29.7172,29.7172,29.7172,-65.3432,9.0739
0,000026.SZ,20190423,20190331,0.1467,0.1453,2.0168,2.0168,2.4334,0.5035,2.0672,2841725.18,61517359.28,360592633.74,2.6144,0.7419,0.6609,2.2552,0.3635,2.1172,0.2489,78430192.25,91079972.12,,-86742669.237,-76374717.297,383182054.39,3672855.36,561082107.4,413654378.79,2364421179.21,1517484124.19,1926830979.23,3193131758.98,1138735481.9,0.1453,5.9418,0.0242,2.5707,-0.0393,0.2056,-0.1958,-0.1724,7.2039,40.3623,59.6377,30.7023,7.2039,22.3306,7.3547,1.0169,,91.2211,9.1995,10.1949,2.4743,2.47,2.3651,2.5372,1.7928,2.264,9.8972,10.1488,26.4788,1.3602,1.3801,68.6439,31.3561,66.0455,17.5715,82.4283,99.1581,0.8419,0.0114,0.3602,2.7766,4.691,2.4943,4.214,5.7159,0.0113,339.1099,7.1712,1.7928,804498127.64,9.178,22.3306,91.2211,2.4743,2.3651,1.7928,1.2011,8.1061,7.0744,-84.2959,4.9912,4.5296,8.1338,12.21,-84.1342,3.7582,1.4323,-0.5474,2.4088,4.8806,4.8806,4.8806,332.348,4.2171
0,000027.SZ,20190430,20190331,0.0928,0.0928,1.0002,1.0002,0.995,0.7431,2.2866,108623903.26,259366716.78,1115658594.51,0.9288,0.8767,0.4833,0.6693,0.1871,0.1138,0.0454,356446929.14,988198347.0,,-2271218514.0139,-2463828741.4239,18259414369.66,3127529928.93,38032069613.08,35102398241.57,18815799503.81,-1641542027.25,239098295.82,68115676622.83,12011530076.04,0.0928,5.9452,0.4467,3.0298,0.0255,0.2493,-0.5729,-0.6215,10.24,28.1369,71.8631,18.3177,10.24,1.3699,4.5457,12.4021,-0.0054,91.0104,11.2288,24.9224,1.4533,1.52,1.0243,1.1321,0.4652,1.1628,5.8132,4.5284,66.388,2.9751,3.4472,23.9414,76.0586,21.0226,55.8345,39.0059,38.8255,61.1745,0.0768,1.9751,0.4471,0.6986,0.3167,0.4947,0.536,0.0298,173.8941,1.8608,0.4216,1543884512.06,12.5203,1.3699,91.0104,1.4533,1.0243,0.4652,44.6645,506.5359,506.5359,283.4335,362.2281,382.5411,505.51,387.73,283.4062,380.5848,11.8381,5.2057,10.3634,8.7771,8.7771,8.7771,45.4472,25.9944
0,000028.SZ,20190425,20190331,0.7,0.7,27.7472,27.7472,10.0928,0.5,16.2461,2728656.09,297420355.99,1301908324.71,1.6139,1.3063,1.2728,1.1352,0.4673,19.6754,0.3974,341871062.3,457372702.82,,-1268254143.5339,-1324815778.0639,13355067498.5,241090222.87,3004338005.68,-4223596447.27,10372292061.92,10022877703.52,5767681256.25,17259126825.37,7169469650.85,0.7011,27.8389,-1.7737,16.7461,-1.8688,1.0683,-2.9623,-3.0944,2.901,10.9595,89.0405,7.7849,2.901,6.0254,1.4981,0.2614,0.0043,97.1221,3.5763,3.8502,2.5504,2.55,2.5273,1.53,1.1529,2.1877,10.2016,6.12,53.8011,2.1646,2.5401,85.4009,14.5991,33.6159,17.4072,69.0567,98.3573,1.6427,-0.0465,1.1646,0.718,3.9671,0.6248,3.4524,,-0.0457,119.3168,4.6116,1.0041,765232159.83,3.5887,6.0254,97.1221,2.5504,2.5273,1.1529,-6.3924,2.9412,2.9412,12.1844,11.1944,11.3676,2.5338,4.36,12.1831,-16.6443,2.5835,6.6539,2.5834,15.8215,15.8215,15.8215,-0.0099,23.0076
0,000029.SZ,20190419,20190331,0.0831,0.0831,0.4196,0.4196,0.967,0.0948,1.3047,-26844.53,84055572.77,222257704.6,2.6554,1.5507,1.5363,11.9214,0.1074,12.6996,0.0894,99371684.26,105760553.06,,108463569.2094,108463569.2094,1503000027.15,7235431.68,33284489.71,-2243579388.36,3347105811.63,2543239296.19,299659907.83,3320383015.97,1415819073.55,0.0831,3.3785,0.2147,1.3995,1.1152,0.1045,0.1072,0.1072,19.8044,52.3532,47.6468,5.7623,19.8044,3.143,3.2455,-0.6262,,76.5928,25.5467,24.9121,2.4897,2.49,2.4905,2.2274,1.7707,2.5087,9.9588,8.9096,31.9528,1.4696,1.4069,84.4514,15.5486,69.2894,1.0024,102.9366,99.5312,0.4688,0.1414,0.4696,2.2143,102.6871,2.1685,100.5605,,0.1407,760.0578,7.0828,1.7697,650286164.95,25.5383,3.143,76.5928,2.4897,2.4905,1.7707,51.1517,1508.4746,1508.4746,5.7635,1233.7539,1281.8799,1504.5321,1435.82,5.7557,1260.5716,2.5684,3.5304,2.5697,183.8986,183.8986,183.8986,-39.5483,21.0207
