,ts_code,ann_date,f_ann_date,end_date,comp_type,report_type,net_profit,finan_exp,c_fr_sale_sg,recp_tax_rends,n_depos_incr_fi,n_incr_loans_cb,n_inc_borr_oth_fi,prem_fr_orig_contr,n_incr_insured_dep,n_reinsur_prem,n_incr_disp_tfa,ifc_cash_incr,n_incr_disp_faas,n_incr_loans_oth_bank,n_cap_incr_repur,c_fr_oth_operate_a,c_inf_fr_operate_a,c_paid_goods_s,c_paid_to_for_empl,c_paid_for_taxes,n_incr_clt_loan_adv,n_incr_dep_cbob,c_pay_claims_orig_inco,pay_handling_chrg,pay_comm_insur_plcy,oth_cash_pay_oper_act,st_cash_out_act,n_cashflow_act,oth_recp_ral_inv_act,c_disp_withdrwl_invest,c_recp_return_invest,n_recp_disp_fiolta,n_recp_disp_sobu,stot_inflows_inv_act,c_pay_acq_const_fiolta,c_paid_invest,n_disp_subs_oth_biz,oth_pay_ral_inv_act,n_incr_pledge_loan,stot_out_inv_act,n_cashflow_inv_act,c_recp_borrow,proc_issue_bonds,oth_cash_recp_ral_fnc_act,stot_cash_in_fnc_act,free_cashflow,c_prepay_amt_borr,c_pay_dist_dpcp_int_exp,incl_dvd_profit_paid_sc_ms,oth_cashpay_ral_fnc_act,stot_cashout_fnc_act,n_cash_flows_fnc_act,eff_fx_flu_cash,n_incr_cash_cash_equ,c_cash_equ_beg_period,c_cash_equ_end_period,c_recp_cap_contrib,incl_cash_rec_saims,uncon_invest_loss,prov_depr_assets,depr_fa_coga_dpba,amort_intang_assets,lt_amort_deferred_exp,decr_deferred_exp,incr_acc_exp,loss_disp_fiolta,loss_scr_fa,loss_fv_chg,invest_loss,decr_def_inc_tax_assets,incr_def_inc_tax_liab,decr_inventories,decr_oper_payable,incr_oper_payable,others,im_net_cashflow_oper_act,conv_debt_into_cap,conv_copbonds_due_within_1y,fa_fnc_leases,end_bal_cash,beg_bal_cash,end_bal_cash_equ,beg_bal_cash_equ,im_n_incr_cash_equ
0,000599.SZ,20191031,20191031,20190930,1,1,,,3200880528.38,123890663.71,,,,,,,,,,,,102214271.72,3426985463.81,2839885026.24,427925235.47,58380821.06,,,,,,260563974.72,3586755057.49,-159769593.68,270000000.0,1583880000.0,47570148.47,,,1901450148.47,887515940.93,1108445000.0,,270000000.0,,2265960940.93,-364510792.46,2831329510.0,,,2831529510.0,-170636723.5287,2357425675.38,103285328.63,,21366625.96,2482077629.97,349451880.03,7282289.28,-167546216.83,775704207.41,608157990.58,200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,000599.SZ,20191031,20191031,20190930,1,1,,,3200880528.38,123890663.71,,,,,,,,,,,,102214271.72,3426985463.81,2839885026.24,427925235.47,58380821.06,,,,,,260563974.72,3586755057.49,-159769593.68,270000000.0,1583880000.0,47570148.47,,,1901450148.47,887515940.93,1108445000.0,,270000000.0,,2265960940.93,-364510792.46,2831329510.0,,,2831529510.0,,2357425675.38,103285328.63,,21366625.96,2482077629.97,349451880.03,7282289.28,-167546216.83,775704207.41,608157990.58,200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,000600.SZ,20191029,20191029,20190930,1,1,,,11288111981.75,1822572.27,,,,,,,,,,,,149570100.54,11439504654.56,8304532082.96,745324146.26,775681479.38,,,,,,313022817.58,10138560526.18,1300944128.38,,,189905526.63,8883059.0,,198788585.63,989435458.75,150420000.0,,,,1139855458.75,-941066873.12,8330482996.05,,6000000.0,8388682996.05,-759371403.6691,7909496454.56,828898477.11,196504760.52,53505745.54,8791900677.21,-403217681.16,,-43340425.9,1861794425.53,1818453999.63,52200000.0,52200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1,000600.SZ,20191029,20191029,20190930,1,1,,,11288111981.75,1822572.27,,,,,,,,,,,,149570100.54,11439504654.56,8304532082.96,745324146.26,775681479.38,,,,,,313022817.58,10138560526.18,1300944128.38,,,189905526.63,8883059.0,,198788585.63,989435458.75,150420000.0,,,,1139855458.75,-941066873.12,8330482996.05,,6000000.0,8388682996.05,,7909496454.56,828898477.11,,53505745.54,8791900677.21,-403217681.16,,-43340425.9,1861794425.53,1818453999.63,52200000.0,52200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
0,000601.SZ,20191031,20191031,20190930,1,1,,,3192177505.03,52530124.83,,,,,,,,,,,,129799353.26,3374506983.12,2102135853.21,290209499.67,277053712.93,,,,,,129198313.91,2798597379.72,575909603.4,,,,5102825.28,,5102825.28,866023190.28,,,,,866023190.28,-860920365.0,1947211859.12,,,1990191859.12,,1587546618.9,294976839.65,,118000.0,1882641458.55,107550400.57,-622079.08,-178082440.11,532064173.16,353981733.05,42980000.0,42980000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1,000601.SZ,20191031,20191031,20190930,1,1,,,3192177505.03,52530124.83,,,,,,,,,,,,129799353.26,3374506983.12,2102135853.21,290209499.67,277053712.93,,,,,,129198313.91,2798597379.72,575909603.4,,,,5102825.28,,5102825.28,866023190.28,,,,,866023190.28,-860920365.0,1947211859.12,,,1990191859.12,-683692977.1495,1587546618.9,294976839.65,5628773.14,118000.0,1882641458.55,107550400.57,-622079.08,-178082440.11,532064173.16,353981733.05,42980000.0,42980000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
0,000603.SZ,20191023,20191023,20190930,1,1,,,2144604861.1,14273985.25,,,,,,,,,,,,250051771.45,2408930617.8,1598625259.95,85014088.42,238183690.86,,,,,,243771389.43,2165594428.66,243336189.14,499560.29,115362000.0,9650261.77,27000.0,,125538822.06,194297931.28,142683803.17,111646171.71,6786.0,,448634692.16,-323095870.1,738000000.0,,4518000.0,742718000.0,-730295626.0438,640000000.0,151033124.58,108628020.0,3000000.0,794033124.58,-51315124.58,,-131074805.54,378325091.73,247250286.19,200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,000605.SZ,20191031,20191031,20190930,1,1,,,992730706.15,6155861.6,,,,,,,,,,,,282222917.0,1281109484.75,647707828.76,110637917.84,107313388.48,,,,,,366031553.04,1231690688.12,49418796.63,4.01,6120000.0,74162.17,72210.0,,6266376.18,133679809.25,62092720.0,,10000000.0,,205772529.25,-199506153.07,1286174850.0,,82753229.17,1372728079.17,,1011826647.56,93106418.13,,196841879.3,1301774944.99,70953134.18,,-79134222.26,461960122.22,382825899.96,3800000.0,3800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1,000605.SZ,20191031,20191031,20190930,1,1,,,992730706.15,6155861.6,,,,,,,,,,,,282222917.0,1281109484.75,647707828.76,110637917.84,107313388.48,,,,,,366031553.04,1231690688.12,49418796.63,4.01,6120000.0,74162.17,72210.0,,6266376.18,133679809.25,62092720.0,,10000000.0,,205772529.25,-199506153.07,1286174850.0,,82753229.17,1372728079.17,-263887224.3853,1011826647.56,93106418.13,,196841879.3,1301774944.99,70953134.18,,-79134222.26,461960122.22,382825899.96,3800000.0,3800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
0,000606.SZ,20191031,20191031,20190930,1,1,,,1259074039.66,920979.84,,,,,,,,,,,,66649645.52,1326644665.02,552062195.67,546880836.52,100134981.13,,,,,,81574837.45,1280652850.77,45991814.25,156963262.19,30382049.93,1460373.73,104708.0,,188910393.85,10062985.36,3150000.0,,177106222.94,,190319208.3,-1408814.45,100000000.0,,19888103.0,119888103.0,-361478541.1398,2034652.16,8997350.3,,133816358.59,144848361.05,-24960258.05,,19622741.75,335182697.43,354805439.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,000606.SZ,20191031,20191031,20190930,1,1,,,1259074039.66,920979.84,,,,,,,,,,,,66649645.52,1326644665.02,552062195.67,546880836.52,100134981.13,,,,,,81574837.45,1280652850.77,45991814.25,156963262.19,30382049.93,1460373.73,104708.0,,188910393.85,10062985.36,3150000.0,,177106222.94,,190319208.3,-1408814.45,100000000.0,,19888103.0,119888103.0,,2034652.16,8997350.3,,133816358.59,144848361.05,-24960258.05,,19622741.75,335182697.43,354805439.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,000607.SZ,20191031,20191031,20190930,1,1,,,1040878445.04,154775.73,,,,,,,,,,,,191478554.26,1232511775.03,770545209.86,308318158.28,52326406.96,,,,,,239004548.31,1370194323.41,-137682548.38,11127345.93,122730978.88,14725858.4,593900.0,1730332.6,150908415.81,15924597.81,278226336.0,216235800.0,377540.0,,510764273.81,-359855858.0,658612691.8,,38000000.0,698562690.2,24579094.1128,260390288.76,32995997.59,,356958.82,293743245.17,404819445.03,,-92718961.35,894104918.75,801385957.4,1949998.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,000607.SZ,20191031,20191031,20190930,1,1,,,1040878445.04,154775.73,,,,,,,,,,,,191478554.26,1232511775.03,770545209.86,308318158.28,52326406.96,,,,,,239004548.31,1370194323.41,-137682548.38,11127345.93,122730978.88,14725858.4,593900.0,1730332.6,150908415.81,15924597.81,278226336.0,216235800.0,377540.0,,510764273.81,-359855858.0,658612691.8,,38000000.0,698562690.2,,260390288.76,32995997.59,,356958.82,293743245.17,404819445.03,,-92718961.35,894104918.75,801385957.4,1949998.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,000608.SZ,20191030,20191030,20190930,1,1,,,178314000.0,,,,,,,,,,,,,255205000.0,433519000.0,8344000.0,36335000.0,38162000.0,,,,,,135791000.0,218632000.0,214887000.0,,13275000.0,,,167461000.0,180736000.0,9000.0,,,,,9000.0,180727000.0,,,,,-358789444.8932,402500000.0,85190000.0,,3000000.0,490690000.0,-490690000.0,23000.0,-95053000.0,192683000.0,97630000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,000608.SZ,20191030,20191030,20190930,1,1,,,178314000.0,,,,,,,,,,,,,255205000.0,433519000.0,8344000.0,36335000.0,38162000.0,,,,,,135791000.0,218632000.0,214887000.0,,13275000.0,,,167461000.0,180736000.0,9000.0,,,,,9000.0,180727000.0,,,,,,402500000.0,85190000.0,,3000000.0,490690000.0,-490690000.0,23000.0,-95053000.0,192683000.0,97630000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,000609.SZ,20191029,20191029,20190930,1,1,,,641972099.1,,,,,,,,,,,,,48075725.11,690047824.21,559471060.75,31632427.13,24214514.18,,,,,,128409668.4,743727670.46,-53679846.25,,113000000.0,15722043.85,3300.0,1222798.0,129948141.85,2260044.52,231000000.0,,,,233260044.52,-103311902.67,,,538900000.0,538900000.0,,65000000.0,60291960.23,,208929067.44,334221027.67,204678972.33,400976.47,48088199.88,175246122.96,223334322.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,000609.SZ,20191029,20191029,20190930,1,1,,,641972099.1,,,,,,,,,,,,,48075725.11,690047824.21,559471060.75,31632427.13,24214514.18,,,,,,128409668.4,743727670.46,-53679846.25,,113000000.0,15722043.85,3300.0,1222798.0,129948141.85,2260044.52,231000000.0,,,,233260044.52,-103311902.67,,,538900000.0,538900000.0,-229270463.69,65000000.0,60291960.23,,208929067.44,334221027.67,204678972.33,400976.47,48088199.88,175246122.96,223334322.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,000610.SZ,20191019,20191019,20190930,1,1,,,677098298.51,74397.87,,,,,,,,,,,,24803592.45,701976288.83,630152948.09,47563635.52,38287486.05,,,,,,33059461.01,749063530.67,-47087241.84,,,4511666.66,,60094920.0,64606586.66,7304107.31,100000000.0,5100000.0,,,112404107.31,-47797520.65,50500000.0,,,55410000.0,,100000000.0,10225586.76,,,110225586.76,-54815586.76,,-149700349.25,482144228.97,332443879.72,4910000.0,4910000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1,000610.SZ,20191019,20191019,20190930,1,1,,,677098298.51,74397.87,,,,,,,,,,,,24803592.45,701976288.83,630152948.09,47563635.52,38287486.05,,,,,,33059461.01,749063530.67,-47087241.84,,,4511666.66,,60094920.0,64606586.66,7304107.31,100000000.0,5100000.0,,,112404107.31,-47797520.65,50500000.0,,,55410000.0,-125597171.15,100000000.0,10225586.76,,,110225586.76,-54815586.76,,-149700349.25,482144228.97,332443879.72,4910000.0,4910000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
0,000611.SZ,20191030,20191030,20190930,1,1,,,30098000.0,,,,,,,,,,,,,12155768.73,42253768.73,32863757.93,4166395.86,917949.13,,,,,,24655266.47,62603369.39,-20349600.66,,,43000000.0,1100000.0,,44100000.0,3258719.92,,,,,3258719.92,40841280.08,12327037.0,,,12327037.0,,20608037.0,9819094.44,,,30427131.44,-18100094.44,,2391584.98,9859783.28,12251368.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,000611.SZ,20191030,20191030,20190930,1,1,,,30098000.0,,,,,,,,,,,,,12155768.73,42253768.73,32863757.93,4166395.86,917949.13,,,,,,24655266.47,62603369.39,-20349600.66,,,43000000.0,1100000.0,,44100000.0,3258719.92,,,,,3258719.92,40841280.08,12327037.0,,,12327037.0,-35080320.24,20608037.0,9819094.44,,,30427131.44,-18100094.44,,2391584.98,9859783.28,12251368.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,000612.SZ,20191024,20191024,20190930,1,1,,,4020633444.02,,,,,,,,,,,,,54588867.02,4075222311.04,3213882699.34,195139275.11,51250667.71,,,,,,60616036.33,3520888678.49,554333632.55,,24507801.85,60000996.07,,,84508797.92,36307667.22,,,117000000.0,,153307667.22,-68798869.3,430000000.0,,181205250.0,611205250.0,,774000000.0,71524491.46,,283660000.0,1129184491.46,-517979241.46,,-32444478.21,406741431.52,374296953.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,000612.SZ,20191024,20191024,20190930,1,1,,,4020633444.02,,,,,,,,,,,,,54588867.02,4075222311.04,3213882699.34,195139275.11,51250667.71,,,,,,60616036.33,3520888678.49,554333632.55,,24507801.85,60000996.07,,,84508797.92,36307667.22,,,117000000.0,,153307667.22,-68798869.3,430000000.0,,181205250.0,611205250.0,646883078.32,774000000.0,71524491.46,,283660000.0,1129184491.46,-517979241.46,,-32444478.21,406741431.52,374296953.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,000613.SZ,20191019,20191019,20190930,1,1,,,19179211.5,,,,,,,,,,,,,1583620.64,20762832.14,6160174.24,9250601.14,1445885.71,,,,,,2859383.13,19716044.22,1046787.92,,,,68870.0,,68870.0,9494143.01,,,,,9494143.01,-9425273.01,,,,,-16377165.2,,,,,,,,-8378485.09,15364355.3,6985870.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,000613.SZ,20191019,20191019,20190930,1,1,,,19179211.5,,,,,,,,,,,,,1583620.64,20762832.14,6160174.24,9250601.14,1445885.71,,,,,,2859383.13,19716044.22,1046787.92,,,,68870.0,,68870.0,9494143.01,,,,,9494143.01,-9425273.01,,,,,,,,,,,,,-8378485.09,15364355.3,6985870.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,000615.SZ,20191031,20191031,20190930,1,1,,,3366978295.54,7139345.45,,,,,,,,,,,,1795096565.05,5169214206.04,1365265338.25,290087415.81,532019667.01,,,,,,2440629993.92,4628002414.99,541211791.05,177465.96,672850000.0,5856586.46,0.0,0.0,678884052.42,393368563.1,724580000.0,24236028.36,0.0,,1142184591.46,-463300539.04,915540000.0,,884656431.51,1800196431.51,,888265578.57,171067989.17,,1266022582.27,2325356150.01,-525159718.5,,-447248466.49,1713958017.31,1266709550.82,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,000615.SZ,20191031,20191031,20190930,1,1,,,3366978295.54,7139345.45,,,,,,,,,,,,1795096565.05,5169214206.04,1365265338.25,290087415.81,532019667.01,,,,,,2440629993.92,4628002414.99,541211791.05,177465.96,672850000.0,5856586.46,0.0,0.0,678884052.42,393368563.1,724580000.0,24236028.36,0.0,,1142184591.46,-463300539.04,915540000.0,,884656431.51,1800196431.51,-3180412.0337,888265578.57,171067989.17,3996000.0,1266022582.27,2325356150.01,-525159718.5,,-447248466.49,1713958017.31,1266709550.82,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,000616.SZ,20191030,20191030,20190930,1,1,,,180566671.95,,,,,,,,,,,,,573010515.78,753577187.73,25316630.12,22976172.3,12834700.89,,,,,,555035199.02,616162702.33,137414485.4,,879433.06,19226254.37,,,20105687.43,474334.82,1925732.22,,457814.2,,2857881.24,17247806.19,,,,1925732.22,,92500564.64,57345259.3,,508360.61,150354184.55,-148428452.33,1100.93,6234940.19,2709569986.24,2715804926.43,1925732.22,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,000616.SZ,20191030,20191030,20190930,1,1,,,180566671.95,,,,,,,,,,,,,573010515.78,753577187.73,25316630.12,22976172.3,12834700.89,,,,,,555035199.02,616162702.33,137414485.4,,879433.06,19226254.37,,,20105687.43,474334.82,1925732.22,,457814.2,,2857881.24,17247806.19,,,,1925732.22,81412155.29,92500564.64,57345259.3,,508360.61,150354184.55,-148428452.33,1100.93,6234940.19,2709569986.24,2715804926.43,1925732.22,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,000617.SZ,20191025,20191025,20190930,1,1,,,135024870.73,29064946.55,,,,1136650756.39,,,,20388608095.41,,,14513112165.35,3374363300.16,60448047683.44,2807885.97,1010653540.68,4213822295.83,19159856912.22,,428700846.69,9129716354.09,,4289440459.3,75722893077.74,-15274845394.3,,104077727241.68,2656904173.26,486692996.0,,107221324410.94,1065083931.17,106164120381.95,,95554634.38,,107324758947.5,-103434536.56,31252610504.16,,942267853.58,32194878357.74,98982513120.9317,39885899476.15,6691687929.37,2462896469.04,,46577587405.52,-14382709047.78,1239433737.12,-28521555241.52,137515519756.3,108993964514.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,000619.SZ,20191016,20191016,20190930,1,1,,,2993274363.58,16895941.15,,,,,,,,,,,,38206676.45,3048376981.18,2437239054.3,323864987.21,99956842.86,,,,,,152547963.74,3013608848.11,34768133.07,,645000000.0,3179566.69,28931139.03,,677110705.72,85666692.42,787140000.0,,,,872806692.42,-195695986.7,725000000.0,,,747023177.48,-246410424.1665,650000000.0,23292848.44,,,673292848.44,73730329.04,,-87197524.59,361831215.03,274633690.44,22023177.48,22023177.48,,,,,,,,,,,,,,,,,,,,,,,,,,
0,000620.SZ,20191030,20191030,20190930,1,1,,,7836107099.57,,,,,,,,,,,,,2547632635.52,10383739735.09,4286304558.69,893122459.8,1075882185.29,,,,,,2408234690.05,8663543893.83,1720195841.26,,,81992379.35,182256.0,,82174635.35,984643137.7,,,,,984643137.7,-902468502.35,11617453438.77,,378000000.0,11995453438.77,,10246303679.51,1721651270.15,,783742205.53,12751697155.19,-756243716.42,1582990.3,63066612.79,2074223347.85,2137289960.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,000620.SZ,20191030,20191030,20190930,1,1,,,7836107099.57,,,,,,,,,,,,,2547632635.52,10383739735.09,4286304558.69,893122459.8,1075882185.29,,,,,,2408234690.05,8663543893.83,1720195841.26,,,81992379.35,182256.0,,82174635.35,984643137.7,,,,,984643137.7,-902468502.35,11617453438.77,,378000000.0,11995453438.77,420241786.2002,10246303679.51,1721651270.15,52878900.0,783742205.53,12751697155.19,-756243716.42,1582990.3,63066612.79,2074223347.85,2137289960.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,000622.SZ,20191030,20191030,20190930,1,1,,,174873209.5,,,,,,,,,,,,347036.99,193819418.92,369039665.41,416928970.89,10074946.17,5416777.84,,,,,,33582795.96,466003490.86,-96963825.45,20000000.0,,60425.3,50500.0,,20110925.3,1172159.95,9000000.0,,20000000.0,,30172159.95,-10061234.65,,,,,-154943198.0381,,,,,,,,-107025060.1,157480805.37,50455745.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,000623.SZ,20191031,20191031,20190930,1,1,,,2400212954.23,1916150.94,,,,,,,,,,,,176988352.05,2579117457.22,438289208.54,279044514.16,395583838.54,,,,,,1277697862.57,2390615423.81,188502033.41,1820000000.0,1627059050.95,5833809.42,1235268.46,,3454128128.83,152496536.51,1767247707.54,,1490000000.0,,3409744244.05,44383884.78,12369033.86,,,12369033.86,-304286407.517,22045886.16,241227478.92,1440000.0,,263273365.08,-250904331.22,-2414133.79,-20432546.82,1917109308.14,1896676761.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,000623.SZ,20191031,20191031,20190930,1,1,,,2400212954.23,1916150.94,,,,,,,,,,,,176988352.05,2579117457.22,438289208.54,279044514.16,395583838.54,,,,,,1277697862.57,2390615423.81,188502033.41,1820000000.0,1627059050.95,5833809.42,1235268.46,,3454128128.83,152496536.51,1767247707.54,,1490000000.0,,3409744244.05,44383884.78,12369033.86,,,12369033.86,,22045886.16,241227478.92,,,263273365.08,-250904331.22,-2414133.79,-20432546.82,1917109308.14,1896676761.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,000625.SZ,20191031,20191031,20190930,1,1,,,52195863813.18,370518656.33,,,,,,,,,,,,4051700128.82,56618082598.33,41039472205.53,4256843195.4,2275961263.72,,,,,,5287982030.32,52860258694.97,3757823903.36,2198000.0,,1382556705.95,9246980.58,,1394001686.53,3313861816.59,936788517.0,,315938190.6,,4566588524.19,-3172586837.66,85580000.0,,6166032.98,91746032.98,,52708100.0,119340285.4,,333635591.15,505683976.55,-413937943.57,30891589.91,202190712.04,9648153614.8,9850344326.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,000625.SZ,20191031,20191031,20190930,1,1,,,52195863813.18,370518656.33,,,,,,,,,,,,4051700128.82,56618082598.33,41039472205.53,4256843195.4,2275961263.72,,,,,,5287982030.32,52860258694.97,3757823903.36,2198000.0,,1382556705.95,9246980.58,,1394001686.53,3313861816.59,936788517.0,,315938190.6,,4566588524.19,-3172586837.66,85580000.0,,6166032.98,91746032.98,-8069510510.91,52708100.0,119340285.4,,333635591.15,505683976.55,-413937943.57,30891589.91,202190712.04,9648153614.8,9850344326.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,000626.SZ,20191031,20191031,20190930,1,1,,,56002610222.6,391615247.73,,,,,,,,,,,,248513486.63,56642738956.96,56035635572.35,194652091.41,122641922.22,5000000.0,,,,,477562707.89,56835492293.87,-192753336.91,108481154.12,5654331645.82,223608302.17,332418.85,,5986753520.96,45074008.96,5604124989.39,,293775814.97,,5942974813.32,43778707.64,1353695497.14,,,1354119997.14,,1486220279.55,102223298.71,,100019101.44,1688462679.7,-334342682.56,16891909.13,-466425402.7,2265399350.72,1798973948.02,424500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,000626.SZ,20191031,20191031,20190930,1,1,,,56002610222.6,391615247.73,,,,,,,,,,,,248513486.63,56642738956.96,56035635572.35,194652091.41,122641922.22,5000000.0,,,,,477562707.89,56835492293.87,-192753336.91,108481154.12,5654331645.82,223608302.17,332418.85,,5986753520.96,45074008.96,5604124989.39,,293775814.97,,5942974813.32,43778707.64,1353695497.14,,,1354119997.14,331932176.0058,1486220279.55,102223298.71,24307273.75,100019101.44,1688462679.7,-334342682.56,16891909.13,-466425402.7,2265399350.72,1798973948.02,424500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,000627.SZ,20191031,20191031,20190930,1,1,,,390239858.04,4348555.4,,,,33291363172.75,6290126842.14,,,,,,,1384747536.85,41360825965.18,213624765.32,684548581.01,782710776.8,,,972937391.14,3453333936.77,35313082.53,8824803421.26,15022918871.71,26337907093.47,,72282281656.59,7799748875.52,89469482.84,480000000.0,80651500014.95,242957945.96,110902912659.87,,,107836204.42,111253706810.25,-30602206795.3,,,,,,207001047.4,299410927.83,99735825.0,,1820907975.23,-1820907975.23,-1419524.74,-6086627201.8,18305385005.86,12218757804.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,000627.SZ,20191031,20191031,20190930,1,1,,,390239858.04,4348555.4,,,,33291363172.75,6290126842.14,,,,,,,1384747536.85,41360825965.18,213624765.32,684548581.01,782710776.8,,,972937391.14,3453333936.77,35313082.53,8824803421.26,15022918871.71,26337907093.47,,72282281656.59,7799748875.52,89469482.84,480000000.0,80651500014.95,242957945.96,110902912659.87,,,107836204.42,111253706810.25,-30602206795.3,,,,,,207001047.4,299410927.83,,,1820907975.23,-1820907975.23,-1419524.74,-6086627201.8,18305385005.86,12218757804.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,000628.SZ,20191029,20191029,20190930,1,1,,,1003561383.63,,,,,,,,,,,,,667596889.85,1671158273.48,837398492.88,418066420.49,41591050.71,,,,,,298385373.81,1595441337.89,75716935.59,,33400000.28,5226089.42,197148.44,,38823238.14,6584286.59,496037365.53,,,,502621652.12,-463798413.98,420000000.0,,49000000.0,488650000.0,,77800000.0,21384347.2,,3911602.83,103095950.03,385554049.97,,-2527428.42,1344915702.27,1342388273.85,19650000.0,19650000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1,000628.SZ,20191029,20191029,20190930,1,1,,,1003561383.63,,,,,,,,,,,,,667596889.85,1671158273.48,837398492.88,418066420.49,41591050.71,,,,,,298385373.81,1595441337.89,75716935.59,,33400000.28,5226089.42,197148.44,,38823238.14,6584286.59,496037365.53,,,,502621652.12,-463798413.98,420000000.0,,49000000.0,488650000.0,-349606835.7692,77800000.0,21384347.2,,3911602.83,103095950.03,385554049.97,,-2527428.42,1344915702.27,1342388273.85,19650000.0,19650000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
0,000629.SZ,20191025,20191025,20190930,1,1,,,6559978119.23,,,,,,,,,,,,,138930142.15,6698908261.38,3760027930.31,253558518.91,538314411.34,,,,,,151459617.4,4703360477.96,1995547783.42,,,33211949.14,46619304.0,,79831253.14,34431199.03,,,,,34431199.03,45400054.11,1007000000.0,,,1007000000.0,1619107443.7551,1437000000.0,80427426.89,29400000.0,34697223.0,1552124649.89,-545124649.89,479727.63,1496302915.27,2203348931.16,3699651846.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,000630.SZ,20191031,20191031,20190930,1,1,,,78415320965.83,66703490.29,,,,,,,,,,,,167329950.7,78649354406.82,72813909301.83,1266705607.54,929402341.0,,,,,,1076709566.66,76086726817.03,2562627589.79,62298888.82,,133268602.47,38931508.14,,234498999.43,1856267074.92,305544187.77,,,,2161811262.69,-1927312263.26,13943657720.66,,,13943657720.66,,14169732390.15,1037892255.09,,4166667.0,15211791312.24,-1268133591.58,10972024.23,-621846240.82,5265063344.77,4643217103.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,000630.SZ,20191031,20191031,20190930,1,1,,,78415320965.83,66703490.29,,,,,,,,,,,,167329950.7,78649354406.82,72813909301.83,1266705607.54,929402341.0,,,,,,1076709566.66,76086726817.03,2562627589.79,62298888.82,,133268602.47,38931508.14,,234498999.43,1856267074.92,305544187.77,,,,2161811262.69,-1927312263.26,13943657720.66,,,13943657720.66,-289000313.4556,14169732390.15,1037892255.09,61635748.24,4166667.0,15211791312.24,-1268133591.58,10972024.23,-621846240.82,5265063344.77,4643217103.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,000631.SZ,20191023,20191023,20190930,1,1,,,690285623.63,,,,,,,,,,,,,218452460.98,908738084.61,254382695.08,61984122.52,196138018.88,,,,,,109855713.49,622360549.97,286377534.64,4291648430.97,,1447944.87,6754.08,,4293103129.92,68430.62,,,5011500000.0,,5011568430.62,-718465300.7,,,90122760.51,90122760.51,-397158041.806,2437500000.0,637200695.36,,,3074700695.36,-2984577934.85,11294079.58,-3405371621.33,7419156796.87,4013785175.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,
