,ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,basic_eps,diluted_eps,total_revenue,revenue,int_income,prem_earned,comm_income,n_commis_income,n_oth_income,n_oth_b_income,prem_income,out_prem,une_prem_reser,reins_income,n_sec_tb_income,n_sec_uw_income,n_asset_mg_income,oth_b_income,fv_value_chg_gain,invest_income,ass_invest_income,forex_gain,total_cogs,oper_cost,int_exp,comm_exp,biz_tax_surchg,sell_exp,admin_exp,fin_exp,assets_impair_loss,prem_refund,compens_payout,reser_insur_liab,div_payt,reins_exp,oper_exp,compens_payout_refu,insur_reser_refu,reins_cost_refund,other_bus_cost,operate_profit,non_oper_income,non_oper_exp,nca_disploss,total_profit,income_tax,n_income,n_income_attr_p,minority_gain,oth_compr_income,t_compr_income,compr_inc_attr_p,compr_inc_attr_m_s,ebit,ebitda,insurance_exp,undist_profit,distable_profit
1,002495.SZ,20191029,20191029,20190930,1,1,0.0255,0.0255,220484063.4,220484063.4,,,,,,,,,,,,,,,,615670.85,,,193044014.21,122107447.78,,,6786858.2,29711665.16,26546017.9,-1591275.53,,,,,,,,,,,,28957748.11,25759.12,227734.37,,28755772.86,4859661.41,23896111.45,23896111.45,,,23896111.45,23896111.45,,27032147.78,,,,
0,002496.SZ,20191022,20191022,20190930,1,1,-0.13,-0.1,987591245.67,987591245.67,,,,,,,,,,,,,,,,17187513.35,12738743.16,,1259685145.7,671793885.24,,,10481041.98,68202750.56,404678255.38,52450150.29,-29618957.81,,,,,,,,,,,-248305399.27,1215250.44,3936372.53,,-251026521.36,-23459158.6,-227567362.76,-189584458.58,-37982904.18,169868.44,-227397494.32,-189414590.14,-37982904.18,,,,,
1,002496.SZ,20191022,20191022,20190930,1,1,-0.13,-0.1,987591245.67,987591245.67,,,,,,,,,,,,,,,,17187513.35,12738743.16,,1259685145.7,671793885.24,,,10481041.98,68202750.56,404678255.38,52450150.29,-29618957.81,,,,,,,,,,,-248305399.27,1215250.44,3936372.53,,-251026521.36,-23459158.6,-227567362.76,-189584458.58,-37982904.18,169868.44,-227397494.32,-189414590.14,-37982904.18,-182445274.89,,,,
0,002497.SZ,20191029,20191029,20190930,1,1,0.1097,0.1097,2364261878.99,2364261878.99,,,,,,,,,,,,,,,,23988134.27,18989377.93,,2223335057.91,1710659436.41,,,17585960.67,38502528.09,282411062.87,58746988.64,-59053723.95,,,,,,,,,,,175532996.91,1316675.09,1514141.38,,175335530.62,52589844.02,122745686.6,104326969.61,18418716.99,9649067.99,132394754.59,113289869.57,19104885.02,,,,,
1,002497.SZ,20191029,20191029,20190930,1,1,0.1097,0.1097,2364261878.99,2364261878.99,,,,,,,,,,,,,,,,23988134.27,18989377.93,,2223335057.91,1710659436.41,,,17585960.67,38502528.09,282411062.87,58746988.64,-59053723.95,,,,,,,,,,,175532996.91,1316675.09,1514141.38,,175335530.62,52589844.02,122745686.6,104326969.61,18418716.99,9649067.99,132394754.59,113289869.57,19104885.02,261851555.2,,,,
0,002498.SZ,20191030,20191030,20190930,1,1,0.11,0.11,4447922878.12,4447922878.12,,,,,,,,,,,,,,,23014150.0,26966379.36,26541736.14,,4095942524.05,3577593619.2,,,16757391.05,216344520.31,104519489.97,-5165979.67,94931.26,,,,,,,,,,,425683740.78,1393603.38,230506.81,,426846837.35,63735204.57,363111632.78,363277034.02,-165401.24,-9531127.54,353580505.24,353745906.48,-165401.24,,,,,
1,002498.SZ,20191030,20191030,20190930,1,1,0.11,0.11,4447922878.12,4447922878.12,,,,,,,,,,,,,,,23014150.0,26966379.36,26541736.14,,4095942524.05,3577593619.2,,,16757391.05,216344520.31,104519489.97,-5165979.67,94931.26,,,,,,,,,,,425683740.78,1393603.38,230506.81,,426846837.35,63735204.57,363111632.78,363277034.02,-165401.24,-9531127.54,353580505.24,353745906.48,-165401.24,377719976.59,,,,
0,002499.SZ,20191030,20191030,20190930,1,1,-0.2032,-0.2032,38569872.54,38569872.54,,,,,,,,,,,,,,,,2851954.89,2851954.89,,70757240.64,20622961.88,,,41927.06,1087.85,29951766.31,11375400.61,-8764096.93,,,,,,,,,,,-29335413.21,11033.2,7012657.99,,-36337038.0,2106908.83,-38443946.83,-38408451.4,-35495.43,-2652.61,-38446599.44,-38411104.01,-35495.43,,,,,
1,002499.SZ,20191030,20191030,20190930,1,1,-0.2032,-0.2032,38569872.54,38569872.54,,,,,,,,,,,,,,,,2851954.89,2851954.89,,70757240.64,20622961.88,,,41927.06,1087.85,29951766.31,11375400.61,-8764096.93,,,,,,,,,,,-29335413.21,11033.2,7012657.99,,-36337038.0,2106908.83,-38443946.83,-38408451.4,-35495.43,-2652.61,-38446599.44,-38411104.01,-35495.43,-12047870.56,,,,
0,002500.SZ,20191029,20191029,20190930,1,4,0.1796,0.1796,4351429393.0,4351429393.0,823647198.0,,,819625965.0,1124401731.0,31966601.0,,,,,408054267.0,282572164.0,110590457.0,2535115602.0,161448794.0,932748496.0,,-12207815.0,3659569573.0,,919394502.0,,17917746.0,,1105697919.0,,,,,,,,3659569573.0,,,,2503149001.0,691859820.0,1568584.0,3032943.0,,690395461.0,180068286.0,510327175.0,508081930.0,2245245.0,-83574687.0,426752488.0,424861979.0,1890509.0,,,,,
1,002500.SZ,20191029,20191029,20190930,1,4,0.1796,0.1796,4351429393.0,4351429393.0,823647198.0,,,819625965.0,1124401731.0,31966601.0,,,,,408054267.0,282572164.0,110590457.0,2535115602.0,161448794.0,932748496.0,,-12207815.0,3659569573.0,,919394502.0,,17917746.0,,1105697919.0,,,,,,,,3659569573.0,,,,2503149001.0,691859820.0,1568584.0,3032943.0,,690395461.0,180068286.0,510327175.0,508081930.0,2245245.0,-83574687.0,426752488.0,424861979.0,1890509.0,,,,,
0,002501.SZ,20191031,20191031,20190930,1,1,-0.99,-0.99,127912486.61,127912486.61,,,,,,,,,,,,,,,,564770.3,564770.3,,1207138836.22,478453604.83,,,41766241.04,4722528.18,159235752.9,515564862.83,,,,,,,,,,,,-1064675100.5,4367162.58,148200191.09,,-1208508129.01,-83497.59,-1208424631.42,-1208679334.88,254703.46,,-1208424631.42,-1208679334.88,254703.46,,,,,
1,002501.SZ,20191031,20191031,20190930,1,1,-0.99,-0.99,127912486.61,127912486.61,,,,,,,,,,,,,,,,564770.3,564770.3,,1207138836.22,478453604.83,,,41766241.04,4722528.18,159235752.9,515564862.83,,,,,,,,,,,,-1064675100.5,4367162.58,148200191.09,,-1208508129.01,-83497.59,-1208424631.42,-1208679334.88,254703.46,,-1208424631.42,-1208679334.88,254703.46,-545097588.22,,,,
0,002502.SZ,20191031,20191031,20190930,1,1,-0.5422,-0.5422,792102667.56,792102667.56,,,,,,,,,,,,,,,,-184673.57,-6253384.91,,1261461252.27,737884018.53,,,544115.78,18652169.27,70577622.89,-2407309.07,-426668821.22,,,,,,,,,,,-467952980.45,340657.7,3470.34,,-467615793.09,-121475.14,-467494317.95,-466213444.36,-1280873.59,-19782638.71,-487276956.66,-485996083.07,-1280873.59,,,,,
1,002502.SZ,20191031,20191031,20190930,1,1,-0.5422,-0.5422,792102667.56,792102667.56,,,,,,,,,,,,,,,,-184673.57,-6253384.91,,1261461489.67,737884018.53,,,544115.78,18652169.27,70577622.89,-2407309.07,-426668821.22,,,,,,,,,,,-467952980.45,340657.7,3470.34,,-467615793.09,-121475.14,-467494317.95,-466213444.36,-1280873.59,-19782638.71,-487276956.66,-485996083.07,-1280873.59,-46864080.52,,,,
0,002503.SZ,20191031,20191031,20190930,1,1,0.1,0.1,9909650139.77,9894339334.57,15310805.2,,,,,,,,,,,,,,,31652298.55,18915592.59,,9553765359.97,9043739078.21,,,14535475.41,196201644.78,118485429.66,116120642.09,,,,,,,,,,,,410816258.79,1029881.4,510762.38,,411335377.81,95908261.58,315427116.23,304269525.23,11157591.0,-7500000.0,307927116.23,296769525.23,11157591.0,,,,,
1,002503.SZ,20191031,20191031,20190930,1,1,0.1,0.1,9909650139.77,9894339334.57,15310805.2,,,,,,,,,,,,,,,31652298.55,18915592.59,,9553765359.97,9043739078.21,,,14535475.41,196201644.78,118485429.66,116120642.09,,,,,,,,,,,,410816258.79,1029881.4,510762.38,,411335377.81,95908261.58,315427116.23,304269525.23,11157591.0,-7500000.0,307927116.23,296769525.23,11157591.0,530250549.84,,,,
0,002504.SZ,20191024,20191024,20190930,1,1,-0.1,-0.1,747017821.05,747017821.05,,,,,,,,,,,,,,,,,,,854787128.25,734920018.58,,,2320259.4,1344676.42,49970540.25,2453738.47,,,,,,,,,,,,-107769307.2,263735.26,7134516.94,,-114640088.88,-15850562.96,-98789525.92,-98786531.33,-2994.59,-970000.0,-99759525.92,-99756531.33,-2994.59,,,,,
1,002504.SZ,20191024,20191024,20190930,1,1,-0.1,-0.1,747017821.05,747017821.05,,,,,,,,,,,,,,,,,,,854787128.25,734920018.58,,,2320259.4,1344676.42,49970540.25,2453738.47,,,,,,,,,,,,-107769307.2,263735.26,7134516.94,,-114640088.88,-15850562.96,-98789525.92,-98786531.33,-2994.59,-970000.0,-99759525.92,-99756531.33,-2994.59,-41537673.6,,,,
0,002505.SZ,20191030,20191030,20190930,1,1,0.0097,0.0097,9822699129.22,9822699129.22,,,,,,,,,,,,,,,96254695.46,60857244.05,-18872568.7,,9976022299.47,8906016380.64,,,16283017.89,369037164.55,453623931.76,232536389.42,1598789.12,,,,,,,,,,,-5676837.76,13780654.7,7324400.66,,779416.28,-67120176.61,67899592.89,53390240.8,14509352.09,-186686133.5,-118786540.61,-102124226.3,-16662314.31,80659009.38,,,,
0,002506.SZ,20191026,20191026,20190930,1,1,-0.007,-0.007,7032277856.89,7032277856.89,,,,,,,,,,,,,,,,247777111.84,80945151.17,,7317940074.14,6317229085.46,,,16022156.54,267138474.5,291767336.6,268097805.67,-68763302.16,,,,,,,,,,,15363978.26,5259849.46,5906112.87,,14717714.85,45766681.39,-31048966.54,-36261391.49,5212424.95,-406641.84,-31455608.38,-36668033.33,5212424.95,,,,,
1,002506.SZ,20191026,20191026,20190930,1,1,-0.007,-0.007,7032277856.89,7032277856.89,,,,,,,,,,,,,,,,247777111.84,80945151.17,,7317940074.14,6317229085.46,,,16022156.54,267138474.5,291767336.6,268097805.67,-68763302.16,,,,,,,,,,,15363978.26,5259849.46,5906112.87,,14717714.85,45766681.39,-31048966.54,-36261391.49,5212424.95,-406641.84,-31455608.38,-36668033.33,5212424.95,61832750.66,,,,
0,002507.SZ,20191026,20191026,20190930,1,1,0.66,0.66,1604378805.53,1604378805.53,,,,,,,,,,,,,,,,26741061.39,,,1028945248.12,657701765.62,,,22482982.82,300601306.0,44131989.42,-2376701.26,-583487.42,,,,,,,,,,,610828987.24,495944.1,1135465.36,,610189465.98,92226681.28,517962784.7,517962784.7,,,517962784.7,517962784.7,,,,,,
1,002507.SZ,20191026,20191026,20190930,1,1,0.66,0.66,1604378805.53,1604378805.53,,,,,,,,,,,,,,,,26741061.39,,,1028945248.12,657701765.62,,,22482982.82,300601306.0,44131989.42,-2376701.26,-583487.42,,,,,,,,,,,610828987.24,495944.1,1135465.36,,610189465.98,92226681.28,517962784.7,517962784.7,,,517962784.7,517962784.7,,581679000.38,,,,
0,002508.SZ,20191029,20191029,20190930,1,1,1.14,1.14,5625020807.26,5625020807.26,,,,,,,,,,,,,,,,65468211.82,2129369.04,,4449199541.48,2528818716.74,,,46357616.21,1556811534.1,183299443.91,-59573892.97,,,,,,,,,,,,1301914499.71,3128743.07,3884831.5,,1301158411.28,201156337.17,1100002074.11,1085627402.47,14374671.64,,1100002074.11,1085627402.47,14374671.64,,,,,
1,002508.SZ,20191029,20191029,20190930,1,1,1.14,1.14,5625020807.26,5625020807.26,,,,,,,,,,,,,,,,65468211.82,2129369.04,,4449199541.48,2528818716.74,,,46357616.21,1556811534.1,183299443.91,-59573892.97,,,,,,,,,,,,1301914499.71,3128743.07,3884831.5,,1301158411.28,201156337.17,1100002074.11,1085627402.47,14374671.64,,1100002074.11,1085627402.47,14374671.64,1186444380.08,,,,
0,002509.SZ,20191029,20191029,20190930,1,1,-0.07,-0.07,760301077.36,760301077.36,,,,,,,,,,,,,,,,1722962.54,1722962.54,,933366866.84,583734497.96,,,8551678.76,22547935.6,69618904.95,64941950.74,-167914483.16,,,,,,,,,,,-168549633.32,53018.28,262056.3,,-168758671.34,-7639695.3,-161118976.04,-165532796.8,4413820.76,,-161118976.04,-165532796.8,4413820.76,,,,,
1,002509.SZ,20191029,20191029,20190930,1,1,-0.07,-0.07,760301077.36,760301077.36,,,,,,,,,,,,,,,,1722962.54,1722962.54,,933366866.84,583734497.96,,,8551678.76,22547935.6,69618904.95,64941950.74,-167914483.16,,,,,,,,,,,-168549633.32,53018.28,262056.3,,-168758671.34,-7639695.3,-161118976.04,-165532796.8,4413820.76,,-161118976.04,-165532796.8,4413820.76,62586639.94,,,,
0,002510.SZ,20191030,20191030,20190930,1,1,0.1,0.1,1372733556.54,1372733556.54,,,,,,,,,,,,,,,,99869204.82,99859405.5,,1399620476.57,1117368142.21,,,13099626.83,41566735.1,100559100.29,64655217.41,-3431770.77,,,,,,,,,,,77010263.02,7676127.45,264527.24,,84421863.23,-5544235.08,89966098.31,90458452.66,-492354.35,-2583422.95,87382675.36,87875029.71,-492354.35,,,,,
1,002510.SZ,20191030,20191030,20190930,1,1,0.1,0.1,1372733556.54,1372733556.54,,,,,,,,,,,,,,,,99869204.82,99859405.5,,1399620476.57,1117368142.21,,,13099626.83,41566735.1,100559100.29,64655217.41,-3431770.77,,,,,,,,,,,77010263.02,7676127.45,264527.24,,84421863.23,-5544235.08,89966098.31,90458452.66,-492354.35,-2583422.95,87382675.36,87875029.71,-492354.35,45228046.38,,,,
0,002511.SZ,20191024,20191024,20190930,1,1,0.3432,0.342,4819879798.9,4819879798.9,,,,,,,,,,,,,,,,72378.41,,,4298413299.09,2974220680.48,,,27913346.51,944810702.19,205906437.31,25759205.53,-1348067.88,,,,,,,,,,,532800599.39,4290948.72,1724105.73,,535367442.38,97559753.25,437807689.13,437807689.13,,,437807689.13,437807689.13,,561039233.35,,,,
0,002512.SZ,20191031,20191031,20190930,1,1,0.2833,0.2833,1574788288.61,1573399035.97,1389252.64,,,,,,,,,,,,,,378320931.6,134353314.62,-8516868.42,,1774282568.73,1333685215.51,,2717278.92,5140370.91,46556471.72,148613152.2,142080116.42,-15854163.4,,,,,,,,,,,326501539.14,921729.25,7080784.7,,320342483.69,12853388.04,307489095.65,310372661.75,-2883566.1,,307489095.65,310372661.75,-2883566.1,,,,,
1,002512.SZ,20191031,20191031,20190930,1,1,0.2833,0.2833,1574788288.61,1573399035.97,1389252.64,,,,,,,,,,,,,,378320931.6,134353314.62,-8516868.42,,1774282568.73,1333685215.51,,2717278.92,5140370.91,46556471.72,148613152.2,142080116.42,-15854163.4,,,,,,,,,,,326501539.14,921729.25,7080784.7,,320342483.69,12853388.04,307489095.65,310372661.75,-2883566.1,,307489095.65,310372661.75,-2883566.1,-22060987.58,,,,
0,002513.SZ,20191023,20191023,20190930,1,1,0.08,0.08,1184732546.34,1184732546.34,,,,,,,,,,,,,,,,,,,1163134317.32,934079147.77,,,6943011.35,77456340.84,79361945.61,34438596.61,-814889.57,,,,,,,,,,,30235510.08,4884784.23,-734152.55,,35854446.86,8289331.86,27565115.0,27565115.0,,,27565115.0,27565115.0,,,,,,
1,002513.SZ,20191023,20191023,20190930,1,1,0.08,0.08,1184732546.34,1184732546.34,,,,,,,,,,,,,,,,,,,1163134317.32,934079147.77,,,6943011.35,77456340.84,79361945.61,34438596.61,-814889.57,,,,,,,,,,,30235510.08,4884784.23,-734152.55,,35854446.86,8289331.86,27565115.0,27565115.0,,,27565115.0,27565115.0,,65262599.11,,,,
0,002514.SZ,20191026,20191026,20190930,1,1,0.1413,0.1388,599480464.44,599480464.44,,,,,,,,,,,,,,,,-1145406.66,-1186865.27,,530706023.36,377066729.29,,,4161118.19,35792401.43,45230463.04,22872302.54,-2505274.95,,,,,,,,,,,73545434.27,14423.01,44699.76,,73515157.52,-4794656.31,78309813.83,78309813.83,,-244672.88,78065140.95,78065140.95,,,,,,
1,002514.SZ,20191026,20191026,20190930,1,1,0.1413,0.1388,599480464.44,599480464.44,,,,,,,,,,,,,,,,-1145406.66,-1186865.27,,530706023.36,377066729.29,,,4161118.19,35792401.43,45230463.04,22872302.54,-2505274.95,,,,,,,,,,,73545434.27,14423.01,44699.76,,73515157.52,-4794656.31,78309813.83,78309813.83,,-244672.88,78065140.95,78065140.95,,100964709.12,,,,
0,002515.SZ,20191022,20191022,20190930,1,1,0.05,0.05,168127114.41,168127114.41,,,,,,,,,,,,,,,,1145622.75,,,122333167.07,93723400.47,,,2510869.58,18591549.49,9138915.71,-2854877.92,1232301.09,,,,,,,,,,,51194259.18,340.17,115042.0,,51079557.35,3578197.23,47501360.12,47501360.12,,,47501360.12,47501360.12,,,,,,
1,002515.SZ,20191022,20191022,20190930,1,1,0.05,0.05,168127114.41,168127114.41,,,,,,,,,,,,,,,,1145622.75,,,122333167.07,93723400.47,,,2510869.58,18591549.49,9138915.71,-2854877.92,1232301.09,,,,,,,,,,,51194259.18,340.17,115042.0,,51079557.35,3578197.23,47501360.12,47501360.12,,,47501360.12,47501360.12,,45929642.78,,,,
0,002516.SZ,20191030,20191030,20190930,1,1,0.0982,0.0982,1130251184.07,1130251184.07,,,,,,,,,,,,,,,,17274267.73,,,977070623.65,823355865.46,,,14598231.37,27083544.84,91230248.28,-2122440.21,-11270361.32,,,,,,,,,,,175335296.3,768833.76,561353.87,,175542776.19,31627579.61,143915196.58,144503340.64,-588144.06,-4162.56,143911034.02,144499178.08,-588144.06,153285416.45,,,,
0,002517.SZ,20191031,20191031,20190930,1,1,0.03,0.03,1503882521.97,1503882521.97,,,,,,,,,,,,,,,15352788.67,32222553.04,27390667.28,,1421911706.92,471755314.71,,,8584306.49,445163719.61,141981908.76,-3991346.05,-4285131.94,,,,,,,,,,,131512573.0,19983305.52,15158468.6,,136337409.92,17681105.25,118656304.67,71341153.45,47315151.22,16335450.44,134991755.11,87676474.67,47315280.44,,,,,
1,002517.SZ,20191031,20191031,20190930,1,1,0.03,0.03,1503882521.97,1503882521.97,,,,,,,,,,,,,,,15352788.67,32222553.04,27390667.28,,1421911706.92,471755314.71,,,8584306.49,445163719.61,141981908.76,-3991346.05,-4285131.94,,,,,,,,,,,131512573.0,19983305.52,15158468.6,,136337409.92,17681105.25,118656304.67,71341153.45,47315151.22,16335450.44,134991755.11,87676474.67,47315280.44,135259502.76,,,,
0,002518.SZ,20191022,20191022,20190930,1,1,0.4,0.4,1641545815.05,1641545815.05,,,,,,,,,,,,,,,-6838500.0,-414711.18,-65545.02,,1391956152.06,1058915363.18,,,20884384.82,187581263.52,43597494.56,-26164695.71,-4939537.11,,,,,,,,,,,271215590.74,172552.5,899330.13,,270488813.11,39745876.68,230742936.43,230069887.01,673049.42,11168.04,230754104.47,230081055.05,673049.42,,,,,
1,002518.SZ,20191022,20191022,20190930,1,1,0.4,0.4,1641545815.05,1641545815.05,,,,,,,,,,,,,,,-6838500.0,-414711.18,-65545.02,,1391956152.06,1058915363.18,,,20884384.82,187581263.52,43597494.56,-26164695.71,-4939537.11,,,,,,,,,,,271215590.74,172552.5,899330.13,,270488813.11,39745876.68,230742936.43,230069887.01,673049.42,11168.04,230754104.47,230081055.05,673049.42,269477662.29,,,,
0,002519.SZ,20191022,20191022,20190930,1,1,0.1446,0.1446,897052057.11,897052057.11,,,,,,,,,,,,,,,,16254263.11,,,770952878.18,553563970.16,,,8600165.65,39666276.04,81712084.44,4157490.54,,,,,,,,,,,,180933840.61,419409.53,1241269.93,,180111980.21,17284217.78,162827762.43,162820480.17,7282.26,,162827762.43,162820480.17,7282.26,,,,,
1,002519.SZ,20191022,20191022,20190930,1,1,0.1446,0.1446,897052057.11,897052057.11,,,,,,,,,,,,,,,,16254263.11,,,770952878.18,553563970.16,,,8600165.65,39666276.04,81712084.44,4157490.54,,,,,,,,,,,,180933840.61,419409.53,1241269.93,,180111980.21,17284217.78,162827762.43,162820480.17,7282.26,,162827762.43,162820480.17,7282.26,147891132.11,,,,
0,002520.SZ,20191026,20191026,20190930,1,1,0.15,0.15,1603200194.77,1603200194.77,,,,,,,,,,,,,,,7880.53,11126440.23,4781334.44,,1448912506.42,1049950450.37,,,7848897.01,106001172.9,164987073.75,55304584.33,-948373.71,,,,,,,,,,,172746192.15,495028.22,7007967.26,,166233253.11,50080946.39,116152306.72,114856644.07,1295662.65,-13781582.88,102370723.84,101075061.19,1295662.65,236356183.17,,,,
0,002521.SZ,20191018,20191018,20190930,1,1,0.19,0.19,2499026284.83,2499026284.83,,,,,,,,,,,,,,,,18317210.44,,,2412894984.85,2166327897.13,,,11752603.24,58157644.71,64589522.44,24502894.96,1114470.35,,,,,,,,,,,106461182.63,5964249.21,1726340.06,,110699091.78,18149049.1,92550042.68,92550042.68,,,92550042.68,92550042.68,,,,,,
1,002521.SZ,20191018,20191018,20190930,1,1,0.19,0.19,2499026284.83,2499026284.83,,,,,,,,,,,,,,,,18317210.44,,,2412894984.85,2166327897.13,,,11752603.24,58157644.71,64589522.44,24502894.96,1114470.35,,,,,,,,,,,106461182.63,5964249.21,1726340.06,,110699091.78,18149049.1,92550042.68,92550042.68,,,92550042.68,92550042.68,,117517797.75,,,,
0,002522.SZ,20191028,20191028,20190930,1,1,0.07,0.07,902027972.52,902027972.52,,,,,,,,,,,,,,,,8789369.78,-2703866.52,,874466510.03,675519303.58,,,8740598.49,30330110.32,77480889.51,34714420.32,-12618830.78,,,,,,,,,,,39780175.75,1948392.49,137196.17,,41591372.07,19257976.3,22333395.77,66685570.02,-44352174.25,1931125.83,24264521.6,68616695.85,-44352174.25,,,,,
1,002522.SZ,20191028,20191028,20190930,1,1,0.07,0.07,902027972.52,902027972.52,,,,,,,,,,,,,,,,8789369.78,-2703866.52,,874466510.03,675519303.58,,,8740598.49,30330110.32,77480889.51,34714420.32,-12618830.78,,,,,,,,,,,39780175.75,1948392.49,137196.17,,41591372.07,19257976.3,22333395.77,66685570.02,-44352174.25,1931125.83,24264521.6,68616695.85,-44352174.25,79575607.41,,,,
0,002523.SZ,20191031,20191031,20190930,1,1,0.04,0.04,827041631.19,827041631.19,,,,,,,,,,,,,,,,9102917.63,,,808911634.92,636865345.97,,,9347831.45,44398230.39,80724861.65,12774418.64,12360287.19,,,,,,,,,,,46374591.78,13581366.17,149926.44,,59806031.51,5234275.97,54571755.54,55543998.59,-972243.05,-16495312.5,38076443.04,39048686.09,-972243.05,37685805.6,,,,
0,002524.SZ,20191023,20191023,20190930,1,1,0.24,0.24,990081399.97,990081399.97,,,,,,,,,,,,,,,,119289165.96,,,875618363.85,606834668.99,,,6424740.7,112090039.41,121134029.03,28011024.24,-1123861.48,,,,,,,,,,,238349576.04,2805742.53,1969244.02,,239186074.55,52635075.64,186550998.91,120512101.93,66038896.98,,186550998.91,120512101.93,66038896.98,,,,,
1,002524.SZ,20191023,20191023,20190930,1,1,0.24,0.24,990081399.97,990081399.97,,,,,,,,,,,,,,,,119289165.96,,,875618363.85,606834668.99,,,6424740.7,112090039.41,121134029.03,28011024.24,-1123861.48,,,,,,,,,,,238349576.04,2805742.53,1969244.02,,239186074.55,52635075.64,186550998.91,120512101.93,66038896.98,,186550998.91,120512101.93,66038896.98,147703575.33,,,,
0,002526.SZ,20191029,20191029,20190930,1,1,0.094,0.094,1514663048.51,1514663048.51,,,,,,,,,,,,,,,,10723959.82,,,1311181670.73,1050578237.92,,,16091546.84,86636120.84,52272506.13,3010817.63,-33797545.37,,,,,,,,,,,224497519.67,912277.47,4958339.89,,220451457.25,56494954.94,163956502.31,167560485.05,-3603982.74,,163956502.31,167560485.05,-3603982.74,,,,,
1,002526.SZ,20191029,20191029,20190930,1,1,0.094,0.094,1514663048.51,1514663048.51,,,,,,,,,,,,,,,,10723959.82,,,1311181670.73,1050578237.92,,,16091546.84,86636120.84,52272506.13,3010817.63,-33797545.37,,,,,,,,,,,224497519.67,912277.47,4958339.89,,220451457.25,56494954.94,163956502.31,167560485.05,-3603982.74,,163956502.31,167560485.05,-3603982.74,288638266.67,,,,
0,002527.SZ,20191025,20191025,20190930,1,1,0.0903,0.0903,2573994608.64,2573994608.64,,,,,,,,,,,,,,,,29530305.68,,,2549629205.73,2045075672.78,,,9760573.6,143051139.49,141868953.74,61248343.63,-178337.55,,,,,,,,,,,107135465.41,1470238.24,471678.81,,108134024.84,38098983.85,70035040.99,56002957.07,14032083.92,1163722.38,71198763.37,57141995.58,14056767.79,147933391.96,,,,
0,002528.SZ,20191024,20191024,20190930,1,1,0.0174,0.0174,2976966731.95,2976966731.95,,,,,,,,,,,,,,,,18014697.44,8391.78,,2980687447.54,2374958595.62,,,25124751.89,240003520.32,216106127.55,17811370.74,1459810.11,,,,,,,,,,,20673732.87,1964252.02,498317.61,,22139667.28,2031443.1,20108224.18,20904808.9,-796584.72,33098906.27,53207130.45,54003715.17,-796584.72,19562798.05,,,,
0,002529.SZ,20191028,20191028,20190930,1,1,-0.1788,-0.1788,244175763.89,244175763.89,,,,,,,,,,,,,,,-5395310.84,1449698.24,,,300513931.57,205427299.45,,,1906653.55,18955012.59,31124236.0,14796282.54,-6728008.98,,,,,,,,,,,-57137563.25,722398.73,6776.61,,-56421941.13,-9944623.46,-46477317.67,-46477317.67,,,-46477317.67,-46477317.67,,,,,,
1,002529.SZ,20191028,20191028,20190930,1,1,-0.1788,-0.1788,244175763.89,244175763.89,,,,,,,,,,,,,,,-5395310.84,1449698.24,,,300513931.57,205427299.45,,,1906653.55,18955012.59,31124236.0,14796282.54,-6728008.98,,,,,,,,,,,-57137563.25,722398.73,6776.61,,-56421941.13,-9944623.46,-46477317.67,-46477317.67,,,-46477317.67,-46477317.67,,-31667659.13,,,,
0,002530.SZ,20191024,20191024,20190930,1,1,0.231,0.231,939054364.92,939054364.92,,,,,,,,,,,,,,,,21779438.1,10750958.48,,782469429.52,552204134.8,,,6974550.21,41160264.38,116923294.74,3526827.37,-117403.57,,,,,,,,,,,190497554.07,21937656.84,627879.04,,211807331.87,17848570.06,193958761.81,180945274.44,13013487.37,,193958761.81,180945274.44,13013487.37,,,,,
1,002530.SZ,20191024,20191024,20190930,1,1,0.231,0.231,939054364.92,939054364.92,,,,,,,,,,,,,,,,21779438.1,10750958.48,,782469429.52,552204134.8,,,6974550.21,41160264.38,116923294.74,3526827.37,-117403.57,,,,,,,,,,,190497554.07,21937656.84,627879.04,,211807331.87,17848570.06,193958761.81,180945274.44,13013487.37,,193958761.81,180945274.44,13013487.37,191495122.68,,,,
0,002531.SZ,20191031,20191031,20190930,1,1,0.31,0.31,3803889531.36,3803889531.36,,,,,,,,,,,,,,,,43523351.46,,,3213323240.72,2753055359.84,,,11279010.33,171132723.89,128616848.53,116733726.45,-10197814.03,,,,,,,,,,,634201180.68,5083272.48,1965395.7,,637319057.46,87473549.71,549845507.75,545837636.55,4007871.2,1401383.98,551246891.73,547239020.53,4007871.2,,,,,
1,002531.SZ,20191031,20191031,20190930,1,1,0.31,0.31,3803889531.36,3803889531.36,,,,,,,,,,,,,,,,43523351.46,,,3213323240.72,2753055359.84,,,11279010.33,171132723.89,128616848.53,116733726.45,-10197814.03,,,,,,,,,,,634201180.68,5083272.48,1965395.7,,637319057.46,87473549.71,549845507.75,545837636.55,4007871.2,1401383.98,551246891.73,547239020.53,4007871.2,717633913.7,,,,
