,ts_code,ann_date,f_ann_date,end_date,comp_type,report_type,net_profit,finan_exp,c_fr_sale_sg,recp_tax_rends,n_depos_incr_fi,n_incr_loans_cb,n_inc_borr_oth_fi,prem_fr_orig_contr,n_incr_insured_dep,n_reinsur_prem,n_incr_disp_tfa,ifc_cash_incr,n_incr_disp_faas,n_incr_loans_oth_bank,n_cap_incr_repur,c_fr_oth_operate_a,c_inf_fr_operate_a,c_paid_goods_s,c_paid_to_for_empl,c_paid_for_taxes,n_incr_clt_loan_adv,n_incr_dep_cbob,c_pay_claims_orig_inco,pay_handling_chrg,pay_comm_insur_plcy,oth_cash_pay_oper_act,st_cash_out_act,n_cashflow_act,oth_recp_ral_inv_act,c_disp_withdrwl_invest,c_recp_return_invest,n_recp_disp_fiolta,n_recp_disp_sobu,stot_inflows_inv_act,c_pay_acq_const_fiolta,c_paid_invest,n_disp_subs_oth_biz,oth_pay_ral_inv_act,n_incr_pledge_loan,stot_out_inv_act,n_cashflow_inv_act,c_recp_borrow,proc_issue_bonds,oth_cash_recp_ral_fnc_act,stot_cash_in_fnc_act,free_cashflow,c_prepay_amt_borr,c_pay_dist_dpcp_int_exp,incl_dvd_profit_paid_sc_ms,oth_cashpay_ral_fnc_act,stot_cashout_fnc_act,n_cash_flows_fnc_act,eff_fx_flu_cash,n_incr_cash_cash_equ,c_cash_equ_beg_period,c_cash_equ_end_period,c_recp_cap_contrib,incl_cash_rec_saims,uncon_invest_loss,prov_depr_assets,depr_fa_coga_dpba,amort_intang_assets,lt_amort_deferred_exp,decr_deferred_exp,incr_acc_exp,loss_disp_fiolta,loss_scr_fa,loss_fv_chg,invest_loss,decr_def_inc_tax_assets,incr_def_inc_tax_liab,decr_inventories,decr_oper_payable,incr_oper_payable,others,im_net_cashflow_oper_act,conv_debt_into_cap,conv_copbonds_due_within_1y,fa_fnc_leases,end_bal_cash,beg_bal_cash,end_bal_cash_equ,beg_bal_cash_equ,im_n_incr_cash_equ
0,000001.SZ,20190808,20190808,20190630,2,1,15403000000.0,,,,100883000000.0,,,,,,,98694000000.0,,,,9726000000.0,242718000000.0,,11236000000.0,14174000000.0,106921000000.0,,,37547000000.0,,19803000000.0,216286000000.0,26432000000.0,,152078000000.0,15259000000.0,60000000.0,,167397000000.0,958000000.0,220848000000.0,,,,221806000000.0,-54409000000.0,,184553000000.0,,184553000000.0,,152739000000.0,3364000000.0,,,156828000000.0,27725000000.0,31000000.0,-221000000.0,161801000000.0,161580000000.0,,,,394000000.0,650000000.0,592000000.0,253000000.0,,,10000000.0,,-844000000.0,,-2529000000.0,,,-114763000000.0,108141000000.0,,26432000000.0,,,,5143000000.0,5015000000.0,156437000000.0,156786000000.0,-221000000.0
1,000001.SZ,20190808,20190808,20190630,2,1,15403000000.0,,,,100883000000.0,,,,,,,98694000000.0,,,,9726000000.0,242718000000.0,,11236000000.0,14174000000.0,106921000000.0,,,37547000000.0,,19803000000.0,216286000000.0,26432000000.0,,152078000000.0,15259000000.0,60000000.0,,167397000000.0,958000000.0,220848000000.0,,,,221806000000.0,-54409000000.0,,184553000000.0,,184553000000.0,43536199570.0645,152739000000.0,3364000000.0,,,156828000000.0,27725000000.0,31000000.0,-221000000.0,161801000000.0,161580000000.0,,,,394000000.0,650000000.0,592000000.0,253000000.0,,,10000000.0,,-844000000.0,,-2529000000.0,,,-114763000000.0,108141000000.0,,26432000000.0,,,,5143000000.0,5015000000.0,156437000000.0,156786000000.0,-221000000.0
0,000002.SZ,20190821,20190821,20190630,1,1,19285677369.24,3227583374.38,198055147640.91,,,,,,,,,,,,,16594437527.74,214649585168.65,121687221811.13,8275711336.66,40231516249.03,,,,,,35602025705.48,205796475102.3,8853110066.35,12700344874.74,1149292088.39,1497248986.43,56471771.24,609724841.44,16013082562.24,3379589377.2,15761207403.19,3599083958.81,993893648.92,,23733774388.12,-7720691825.88,11714107464.23,6534268782.6,6186000000.0,33215020737.23,22466017635.9815,44252367017.43,12687757861.63,5844564016.71,12755214513.39,77205365931.55,-43990345194.32,84968854.59,-42772958099.26,175668163538.65,132895205439.39,8780644490.4,2112343579.02,,,1241736756.95,143817241.21,629159784.41,,,8546646.07,,43018253.12,-1300573427.66,-3956092995.34,-138477461.53,-23093091758.02,-26050970830.12,37282544604.35,,8853110066.35,,,,132895205439.39,175668163538.65,,,-42772958099.26
0,000004.SZ,20190831,20190831,20190630,1,1,-4565591.38,,107057967.55,,,,,,,,,,,,,8335358.27,115393325.82,19564911.94,7217699.69,17055809.25,,,,,,71423489.32,115261910.2,131415.62,,,,,36091950.0,36091950.0,4478336.0,,,,,4478336.0,31613614.0,,,,0.0,100334112.7135,,,,,0.0,0.0,,31745029.62,49003296.32,80748325.94,,,,225730.39,62453.07,,929102.38,,,,,,-16306407.81,102464.82,,16680113.7,11624696.71,-8621146.26,,131415.62,,,,80748325.94,49003296.32,,,31745029.62
0,000005.SZ,20190829,20190829,20190630,1,1,64040288.41,11063037.09,266987393.39,440287.47,,,,,,,,,,,,161395109.23,428822790.09,187281581.5,33128913.93,17387386.76,,,,,,90061323.82,327859206.01,100963584.08,,,,120000000.0,,120000000.0,3353466.04,,,,,3353466.04,116646533.96,351000000.0,,,351000000.0,,570161752.72,21239585.18,,,591401337.9,-240401337.9,11835.65,-22779384.21,35201570.15,12422185.94,,,,-1740300.77,2760335.61,2233923.18,611516.66,,,,,,15162329.61,-166526.94,-171000.0,47986867.87,24997655.29,-65814541.93,,100963584.08,,,,12422185.94,35201570.15,,,-22779384.21
1,000005.SZ,20190829,20190829,20190630,1,1,64040288.41,11063037.09,266987393.39,440287.47,,,,,,,,,,,,161395109.23,428822790.09,187281581.5,33128913.93,17387386.76,,,,,,90061323.82,327859206.01,100963584.08,,,,120000000.0,,120000000.0,3353466.04,,,,,3353466.04,116646533.96,351000000.0,,,351000000.0,94786231.5562,570161752.72,21239585.18,,,591401337.9,-240401337.9,11835.65,-22779384.21,35201570.15,12422185.94,,,,-1740300.77,2760335.61,2233923.18,611516.66,,,,,,15162329.61,-166526.94,-171000.0,47986867.87,24997655.29,-65814541.93,,100963584.08,,,,12422185.94,35201570.15,,,-22779384.21
0,000006.SZ,20190816,20190816,20190630,1,1,212452865.0,78772847.71,2288039753.37,,,,,,,,,,,,,2681729995.77,4969769749.14,1218654359.93,84802993.55,289497023.57,,,,,,2700742608.4,4293696985.45,676072763.69,,,,50600.0,,50600.0,6493468.97,380000000.0,96922222.67,,,483415691.64,-483365091.64,900000000.0,399280000.0,,1299280000.0,457374674.998,676236603.97,368076615.13,,168440.85,1044481659.95,254798340.05,16670.73,447522682.83,3590293078.4,4037815761.23,,,,,23446551.76,,2545353.69,,,-13217.48,38883.63,,-65398813.69,-64019328.9,-316941.55,-984677215.48,124399086.4,1351620644.05,,676072763.69,,,,4037815761.23,3590293078.4,,,447522682.83
0,000007.SZ,20190831,20190831,20190630,1,1,-4133878.49,,,,,,,,,,,,,,,,,,,,,,,,,,,15472656.16,,,,,,,,,,,,,,,,,,,,,,,,,,5928378.32,,12546591.01,,,,-1297347.82,2283040.53,31650.0,248028.68,,,,119.95,-18624335.71,5860114.76,4655812.01,,-22782.0,12607561.95,13864672.3,,15472656.16,,,,12546591.01,6618212.69,,,5928378.32
1,000007.SZ,20190831,20190831,20190630,1,1,-4133878.49,,21218805.79,,,,,,,,,,,,,13581771.83,34800577.62,2954669.54,8068801.0,1883343.23,,,,,,6421107.69,19327921.46,15472656.16,484369.97,,860221.14,,,1344591.11,5970.0,10882898.95,,,,10888868.95,-9544277.84,,,,,-14619794.5292,,,,,,,,5928378.32,6618212.69,12546591.01,,,,-1297347.82,2283040.53,31650.0,248028.68,,,,119.95,-18624335.71,5860114.76,4655812.01,,-22782.0,12607561.95,13864672.3,,15472656.16,,,,12546591.01,6618212.69,,,5928378.32
0,000008.SZ,20190829,20190829,20190630,1,1,70207659.23,30384971.52,1121066351.26,32819593.96,,,,,,,,,,,,251596350.35,1405482295.57,662370508.93,366481490.18,231000479.82,,,,,,374545774.45,1634398253.38,-228915957.81,,1806109172.6,12293950.73,442500.0,,1818845623.33,40465725.44,2062287001.38,,,,2102752726.82,-283907103.49,794470000.0,,,794470000.0,-247689101.3068,544600000.0,53029506.07,,78103749.75,675733255.82,118736744.18,118545.62,-393967771.5,1009698572.45,615730800.95,,,,23195800.33,17411625.75,20636643.23,5234034.45,,,-24899.46,317424.63,262892.45,-3005513.98,-3139802.5,-2032642.31,-169828916.09,-165354926.07,-53180308.99,,-228915957.81,,,,615730800.95,1009698572.45,,,-393967771.5
0,000009.SZ,20190831,20190831,20190630,1,1,380823221.44,258466840.16,5184443080.41,14110672.97,,,,,,,,24288019.4,,,,289708941.8,5512550714.58,2673977871.82,701376420.03,643173675.06,70255150.12,,,1664596.39,,706443056.02,4796890769.44,715659945.14,,1116795679.32,6107367.09,711464.9,,1123614511.31,451858853.22,942105111.58,48739619.43,1867094.04,,1444570678.27,-320956166.96,2150872150.0,1526260000.0,,3707507150.0,738990409.6112,3213535503.03,377074067.78,134687468.36,76528069.2,3667137640.01,40369509.99,7864517.85,442937806.02,4559504160.57,5002441966.59,30375000.0,30375000.0,,64144758.32,204059037.71,26581152.7,19196953.65,,,3067235.25,2050980.34,-49637412.26,61971499.79,-15706290.0,-5341402.69,-78020618.74,578635223.1,-734631233.63,,715659945.14,,,,4369359629.04,3869227360.1,633082337.55,690276800.47,442937806.02
0,000010.SZ,20190802,20190802,20190630,1,1,42893224.11,48428920.87,562327323.17,4702.32,,,,,,,,,,,,147611703.84,709943729.33,349278986.45,28860602.04,39149131.1,,,,,,401456583.51,818745303.1,-108801573.77,5637.11,,,,,5637.11,588087.9,,,,,588087.9,-582450.79,339600000.0,,,339600000.0,-191034790.3372,97000000.0,13449396.19,,,110449396.19,229150603.81,,119766579.25,59339128.08,179105707.33,,,,10487937.74,2738588.46,183967.37,400471.67,,,-2347309.92,,,-33009782.57,-402011.68,98740.02,-140704228.25,-75742836.73,38172745.14,,-108801573.77,,,,179105707.33,59339128.08,,,119766579.25
0,000011.SZ,20190820,20190820,20190630,1,1,75304412.37,-1054.64,1590308650.82,,,,,,,,,,,,,39778392.63,1630087043.45,1398110298.42,204073732.46,443480242.15,,,,,,44375007.4,2090039280.43,-459952236.98,,,,2655.0,,2655.0,10172187.11,,1555272.25,,,11727459.36,-11724804.36,,,,1750000.0,-2987620788.0711,,300762550.53,,,300762550.53,-299012550.53,214256.25,-770475335.62,3375714690.09,2605239354.47,1750000.0,1750000.0,,2577505.86,14351539.34,,843654.63,,,,36963.65,,-780826.57,-22558114.36,-994.04,-955592812.18,-89423505.84,515290994.8,,-459952236.98,,,,2605239354.47,3375714690.09,,,-770475335.62
0,000012.SZ,20190823,20190823,20190630,1,1,386739067.0,171031605.0,5267136350.0,7189735.0,,,,,,,,,,,,69328688.0,5343654773.0,3243706052.0,706947717.0,310470632.0,,,,,,314547907.0,4575672308.0,767982465.0,36323006.0,,,355765.0,,36678771.0,283862176.0,,,44089887.0,,327952063.0,-291273292.0,1498543308.0,,500154376.0,1998697684.0,488928453.5013,1833149550.0,314316388.0,,808767638.0,2956233576.0,-957535892.0,-59328.0,-480886047.0,2225126913.0,1744240866.0,,,,3765670.0,445268018.0,26121476.0,881546.0,,,-370969.0,,,,-2206249.0,9687225.0,-133241843.0,-157088345.0,1853269.0,15541995.0,767982465.0,,,,1744240866.0,2225126913.0,,,-480886047.0
1,000012.SZ,20190823,20190823,20190630,1,1,386739067.0,171031605.0,5267136350.0,7189735.0,,,,,,,,,,,,69328688.0,5343654773.0,3243706052.0,706947717.0,310470632.0,,,,,,314547907.0,4575672308.0,767982465.0,36323006.0,,,355765.0,,36678771.0,283862176.0,,,44089887.0,,327952063.0,-291273292.0,1498543308.0,,500154376.0,1998697684.0,,1833149550.0,314316388.0,,808767638.0,2956233576.0,-957535892.0,-59328.0,-480886047.0,2225126913.0,1744240866.0,,,,3765670.0,445268018.0,26121476.0,881546.0,,,-370969.0,,,,-2206249.0,9687225.0,-133241843.0,-157088345.0,1853269.0,15541995.0,767982465.0,,,,1744240866.0,2225126913.0,,,-480886047.0
0,000014.SZ,20190829,20190829,20190630,1,1,-3984513.72,2123673.61,200500757.27,,,,,,,,,,,,,32384320.54,232885077.81,90432986.57,20594220.32,36903363.75,,,,,,25831718.42,173762289.06,59122788.75,,,,1267.0,,1267.0,143956.3,,,,,143956.3,-142689.3,,,,,,12500000.0,15472524.79,,,27972524.79,-27972524.79,12.33,31007586.99,154229902.61,185237489.6,,,,-397092.17,3206840.89,67549.98,428349.91,,,,2236.22,,,-3862819.18,,-4408082.17,688784.72,65257860.66,,59122788.75,,,,185237489.6,154229902.61,,,31007586.99
1,000014.SZ,20190829,20190829,20190630,1,1,-3984513.72,2123673.61,200500757.27,,,,,,,,,,,,,32384320.54,232885077.81,90432986.57,20594220.32,36903363.75,,,,,,25831718.42,173762289.06,59122788.75,,,,1267.0,,1267.0,143956.3,,,,,143956.3,-142689.3,,,,,49357511.47,12500000.0,15472524.79,,,27972524.79,-27972524.79,12.33,31007586.99,154229902.61,185237489.6,,,,-397092.17,3206840.89,67549.98,428349.91,,,,2236.22,,,-3862819.18,,-4408082.17,688784.72,65257860.66,,59122788.75,,,,185237489.6,154229902.61,,,31007586.99
0,000016.SZ,20190807,20190807,20190630,1,1,478710766.27,442704098.64,25473835784.74,507670463.23,,,,,,,,,,,,2148795820.05,28130302068.02,26800524727.57,926887184.41,453909943.55,,,,,,1991936384.26,30173258239.79,-2042956171.77,1396866878.42,221738210.0,73227388.55,100441951.6,32675173.25,1824949601.82,642392906.08,1156259360.0,,700033420.0,,2498685686.08,-673736084.26,11564151964.42,3487750000.0,350346627.5,15567772085.88,-1211156377.0497,11054191049.91,255889282.0,,264881928.72,11574962260.63,3992809825.25,-9021516.41,1267096052.81,3434149481.72,4701245534.53,165523493.96,165523493.96,,61193991.05,174167944.26,12518556.49,43303200.03,,,-293705840.64,467325.95,3005381.67,-559161027.92,-176759673.67,3492398.43,-525393810.42,-2059798271.86,369279048.36,-16980258.41,-2042956171.77,,,,4701245534.53,3434149481.72,,,1267096052.81
0,000017.SZ,20190829,20190829,20190630,1,1,-1090458.35,,8643245.76,57448.96,,,,,,,,,,,,3906596.03,12607290.75,7104453.81,3076592.48,5517601.44,,,,,,5809899.76,21508547.49,-8901256.74,,,,,,,16814.16,,,,,16814.16,-16814.16,,,2016600.82,2016600.82,,,,,2000000.0,2000000.0,16600.82,,-8901470.08,16488886.26,7587416.18,,,,-23136.47,186131.92,,,,,,,,,-4152.36,,-693780.13,-2006581.24,-5645780.11,,-8901256.74,,,,7587416.18,16488886.26,,,-8901470.08
1,000017.SZ,20190829,20190829,20190630,1,1,-1090458.35,,8643245.76,57448.96,,,,,,,,,,,,3906596.03,12607290.75,7104453.81,3076592.48,5517601.44,,,,,,5809899.76,21508547.49,-8901256.74,,,,,,,16814.16,,,,,16814.16,-16814.16,,,2016600.82,2016600.82,-9469520.25,,,,2000000.0,2000000.0,16600.82,,-8901470.08,16488886.26,7587416.18,,,,-23136.47,186131.92,,,,,,,,,-4152.36,,-693780.13,-2006581.24,-5645780.11,,-8901256.74,,,,7587416.18,16488886.26,,,-8901470.08
0,000019.SZ,20190827,20190827,20190630,1,1,216240634.47,10087784.34,4570303860.45,341886.74,,,,,,,,,,,,187051727.97,4757697475.16,4737315792.15,117107205.65,36670126.83,,,,,,256033980.28,5147127104.91,-389429629.75,,376000000.0,3281912.85,5225078.07,,384506990.92,279258684.99,246000000.0,,,,525258684.99,-140751694.07,275167400.91,,,292317400.91,-639413254.2799,70544523.73,133274201.72,,72997.72,203891723.17,88425677.74,31791.79,-441723854.29,631638339.68,189914485.39,17150000.0,17150000.0,,64087863.65,25585678.98,10078858.18,10979032.68,,,4184.59,14840.94,-28381.21,-7167936.04,18886.47,174506.94,-235691486.95,-118497256.23,-365316840.56,,-389429629.75,,,,189914485.39,631638339.68,,,-441723854.29
0,000020.SZ,20190827,20190827,20190630,1,1,2580411.13,5262857.89,283565570.88,,,,,,,,,,,,,3403272.55,286968843.43,182811441.04,33770584.01,4582072.62,,,,,,20610525.2,241774622.87,45194220.56,49000000.0,,74936.14,320500.0,,49395436.14,4360231.13,,,49000000.0,,53360231.13,-3964794.99,61315748.8,,,61315748.8,38216527.7014,88051864.63,5723122.93,,,93774987.56,-32459238.76,99650.05,8869836.86,27961209.6,36831046.46,,,,6025283.55,,872474.94,116167.92,,,-129039.57,,,-74936.14,,,-23735632.38,-17697245.84,71973879.06,,45194220.56,,,,38041641.85,29171804.99,,,8869836.86
0,000021.SZ,20190831,20190831,20190630,1,1,183040124.45,-106835115.52,6027300257.77,54811228.18,,,,,,,,,,,,76293459.72,6158404945.67,4629835495.69,995094314.83,151556778.84,,,,,,119594617.24,5896081206.6,262323739.07,,,6086782.11,7114247.21,,13201029.32,354148804.24,,,,,354148804.24,-340947774.92,5676713127.57,,2274238478.15,7950951605.72,55292785.6408,6064169838.23,185131983.2,10237517.69,1939037526.84,8188339348.27,-237387742.55,27025636.12,-288986142.28,1808672598.39,1519686456.11,,,,-3870677.68,216520180.67,6556030.02,40132994.23,,,113717.46,,60739711.5,-32503091.17,-17180268.64,-9557530.94,-19145818.54,3800816.98,-59487333.75,,262323739.07,,,,1519686456.11,1808672598.39,,,-288986142.28
0,000023.SZ,20190827,20190827,20190630,1,1,48185982.04,12374336.31,603392442.55,,,,,,,,,,,,,24101313.51,627493756.06,473205953.23,54125662.62,66616787.54,,,,,,40614525.24,634562928.63,-7069172.57,,55000000.0,705958.89,679936.0,,56385894.89,33334271.38,122000000.0,,,,155334271.38,-98948376.49,280842216.67,,,280842216.67,-100624135.0313,232455261.44,12071882.84,,18737097.49,263264241.77,17577974.9,,-88439574.16,337432937.31,248993363.15,,,,11519614.54,14113950.33,448897.8,2854233.24,,,-1496034.45,30925.5,,-705958.89,,,78056630.96,-51822261.28,-120629488.67,,-7069172.57,,,,248993363.15,337432937.31,,,-88439574.16
0,000025.SZ,20190830,20190830,20190630,1,1,44982499.26,4765937.06,275395004.65,,,,,,,,,,,,,30288007.02,305683011.67,212542573.51,26091445.73,9452428.27,,,,,,30162504.86,278248952.37,27434059.3,20870000.0,965735585.2,5967222.92,78500.0,,992651308.12,34041146.15,904100000.0,,,,938141146.15,54510161.97,158020000.0,,,178020000.0,,198814887.55,4756413.09,,,203571300.64,-25551300.64,9.84,56392930.47,142848120.69,199241051.16,20000000.0,20000000.0,,,11806505.67,670462.14,527299.42,,,-101666.14,-52583.13,,-16711450.93,19471.1,,-4455508.57,-29044227.74,15128987.3,,27434059.3,,,,199241051.16,142848120.69,,,56392930.47
1,000025.SZ,20190830,20190830,20190630,1,1,44982499.26,4765937.06,275395004.65,,,,,,,,,,,,,30288007.02,305683011.67,212542573.51,26091445.73,9452428.27,,,,,,30162504.86,278248952.37,27434059.3,20870000.0,965735585.2,5967222.92,78500.0,,992651308.12,34041146.15,904100000.0,,,,938141146.15,54510161.97,158020000.0,,,178020000.0,-18256871.5032,198814887.55,4756413.09,,,203571300.64,-25551300.64,9.84,56392930.47,142848120.69,199241051.16,20000000.0,20000000.0,,,11806505.67,670462.14,527299.42,,,-101666.14,-52583.13,,-16711450.93,19471.1,,-4455508.57,-29044227.74,15128987.3,,27434059.3,,,,199241051.16,142848120.69,,,56392930.47
0,000026.SZ,20190815,20190815,20190630,1,1,123495460.9,12023843.93,1913555960.34,3160067.59,,,,,,,,,,,,40976127.91,1957692155.84,1116738134.87,314068308.62,130569918.63,,,,,,237301143.35,1798677505.47,159014650.37,,,,84258.51,,84258.51,89298306.14,,,,,89298306.14,-89214047.63,330176520.0,,,348762120.0,37279325.4457,327486253.3,12018884.3,,17565400.0,357070537.6,-8308417.6,201307.31,61693492.45,162623059.97,224316552.42,18585600.0,,,567028.03,21385076.08,3291008.97,46754405.36,,,212010.13,,,-1531310.06,17382217.94,,57362696.37,-112532040.7,-9395746.58,,159014650.37,,,,224316552.42,162623059.97,,,61693492.45
0,000027.SZ,20190822,20190822,20190630,1,1,1157460834.25,950129153.78,9481993144.02,28392612.18,,,,,,,,,,,,653320073.1,10163705829.3,4716728229.2,687755682.53,1977292413.34,,,,,,819473925.39,8201250250.46,1962455578.84,53065261.75,500000000.0,171801193.37,3462885.51,,728329340.63,4037107073.07,256305774.11,16546608.98,18728470.24,,4328687926.4,-3600358585.77,2612507845.74,9796865700.0,22097902.36,14458889919.33,-1239413624.0712,11563863667.37,1575040017.64,60000000.0,44793686.15,13558697371.16,900192548.17,-34434313.12,-772144771.88,8165177380.38,7393032608.5,117418471.23,117418471.23,,-3190114.55,1129445607.2,76296210.16,17544664.06,,,-291531.66,,-64576350.66,-90146617.77,-58922210.99,576220855.12,182919347.54,-1561402790.86,-349031476.78,,1962455578.84,,,,7393032608.5,8165177380.38,,,-772144771.88
0,000028.SZ,20190824,20190824,20190630,1,1,768092555.31,159266607.86,25674088675.82,2721287.63,,,,,,,,,,,,295482211.2,25972292174.65,22598237854.68,1088230430.51,627174776.8,,,,,,494891531.31,24808534593.3,1163757581.35,0.0,,20129463.78,801205.52,,20930669.3,111399813.51,43674685.3,,1093125.0,,156167623.81,-135236954.51,16700000.0,,3512659.71,34992659.71,284922964.9725,73261634.53,343055058.89,1326758.9,510162167.74,926478861.16,-891486201.45,-176567.25,136857858.14,7632117020.77,7768974878.91,14780000.0,14780000.0,,11559655.47,48917181.72,14808363.43,50607272.62,,,131566.9,,,-169142289.99,5674224.55,2603575.28,-492796771.41,-1983255213.04,2463112034.51,284178818.14,1163757581.35,,,,7768974878.91,7632117020.77,,,136857858.14
0,000029.SZ,20190821,20190821,20190630,1,1,333138012.9,-143574.86,1551108627.63,,,,,,,,,,,,,36673219.3,1587781846.93,325301988.4,75087594.73,372824861.97,,,,,,128892156.73,902106601.83,685675245.1,,900000000.0,11365734.25,,,911365734.25,62330.82,,,1300000000.0,,1300062330.82,-388696596.57,,,,,-710438303.2947,2000000.0,202332000.0,,,204332000.0,-204332000.0,-688191.31,91958457.22,1148522435.93,1240480893.15,,,,,13279140.03,,353309.4,,,,774.32,,-14288098.55,-1901537.03,,163504710.44,53925974.21,139929891.38,-2123357.14,685675245.1,,,,1240480893.15,1148522435.93,,,91958457.22
0,000030.SZ,20190828,20190828,20190630,1,1,418149389.66,-6958660.22,3148322117.56,1982541.33,,,,,,,,,,,,82011062.89,3232315721.78,2432612803.98,525235458.59,162331440.13,,,,,,201869624.79,3322049327.49,-89733605.71,21234322.8,,353277273.45,101768448.5,,476280044.75,278956779.68,112115000.0,,,,391071779.68,85208265.07,131104731.29,,100000000.0,292979731.29,-302753260.176,68794459.31,268258198.18,,343200074.09,680252731.58,-387273000.29,-1790262.01,-393588602.94,1589840102.03,1196251499.09,61875000.0,61875000.0,,-5893521.52,132088248.29,14061914.78,88821.48,,,267591.06,,,-259161339.63,-7983469.43,9848550.18,-62414059.46,-538453751.37,212556773.49,4069906.98,-89733605.71,,,,1196251499.09,1589840102.03,,,-393588602.94
0,000031.SZ,20190829,20190829,20190630,1,1,2987965898.48,877191799.75,16965123959.81,1435011.68,,,,,,,,,,,,12961682297.05,29928241268.54,8653256776.72,977199201.14,4314536478.73,,,,,,15814655642.61,29759648099.2,168593169.34,10359451683.07,17080000.0,201972928.84,484324.1,,10578988936.01,1019189084.76,287986820.18,958233751.58,5127756137.63,,7393165794.15,3185823141.86,11835635348.14,2349160000.0,1243997782.84,15866793130.98,1009707114.4074,8273589351.11,2350767589.75,201929731.65,3084247264.23,13708604205.09,2158188925.89,493442.77,5513098679.86,19036381672.48,24549480352.34,438000000.0,438000000.0,,68093233.49,603022508.84,117832815.74,15028275.13,,,-195587.74,276107.28,8310000.0,37479558.87,-362547531.55,-59918471.45,-888523851.86,-1329524130.02,-1864898789.99,0.0,168593169.34,0.0,,,24549480352.34,19036381672.48,0.0,0.0,5513098679.86
1,000031.SZ,20190829,20190829,20190630,1,1,2987965898.48,877191799.75,,,,,,,,,,,,,,,,,,,,,,,,,,168593169.34,,,,,,,,,,,,,,,,,,,,,,,,,,5513098679.86,,24549480352.34,,,,68093233.49,603022508.84,117832815.74,15028275.13,,,-195587.74,276107.28,8310000.0,37479558.87,-362547531.55,-59918471.45,-888523851.86,-1329524130.02,-1864898789.99,0.0,168593169.34,0.0,,,24549480352.34,19036381672.48,0.0,0.0,5513098679.86
0,000032.SZ,20190824,20190824,20190630,1,1,51113418.56,-5868706.92,622052689.12,40220144.01,,,,,,,,,,,,30122570.2,692395403.33,498819566.6,73428745.34,53500374.68,,,,,,45525387.66,671274074.28,21121329.05,51000000.0,80000000.0,819349.31,13333.27,,131832682.58,2865464.36,100000000.0,53791900.0,130000000.0,,286657364.36,-154824681.78,7200000.0,,,7200000.0,-67822781.5362,2000000.0,33818393.05,,,35818393.05,-28618393.05,-288405.1,-162610150.88,404720921.51,242110770.63,,,,3418161.5,9542065.87,7074674.77,912978.64,,,-63977.89,53630.14,-1081976.03,4343666.36,-5135545.67,-113837.76,22851957.52,-49725104.03,-16200076.01,,21121329.05,,,,242110770.63,404720921.51,,,-162610150.88
0,000034.SZ,20190831,20190831,20190630,1,1,396737540.71,303549118.58,48517345203.47,3385349.35,,,,,,,,,,,,58206515.21,48578937068.03,47033625675.33,530805104.05,386993437.7,,,,,,469686823.17,48421111040.25,157826027.78,,96750000.0,172351619.79,1418175.7,,270519795.49,64168427.17,38152698.03,,,,102321125.2,168198670.29,9350999845.44,,,9382084345.54,370059454.8068,8649237890.33,551189732.15,,50193121.76,9250620744.24,131463601.3,-1224972.49,456263326.88,978621437.86,1434884764.74,31084500.1,,,127412956.4,17440723.0,4811786.9,3558589.45,,,-952074.9,241864.99,33135170.33,-166648348.9,-175334392.98,4660721.05,-1699476562.21,1116589304.07,192099631.29,,157826027.78,,,,1426884764.74,968621437.86,8000000.0,10000000.0,456263326.88
0,000035.SZ,20190831,20190831,20190630,1,1,262835690.34,479642008.11,7342832386.82,16997268.75,,,,,,,,,,,,374149027.74,7733978683.31,2271443819.42,3438948994.42,1019348087.59,,,,,,222616714.26,6952357615.69,781621067.62,,,7560757.18,44728262.33,1187954.91,53476974.42,1261774442.46,468654990.71,648419090.9,,,2378848524.07,-2325371549.65,5282406346.08,,1541364306.5,6850058007.24,,1675106723.8,466389234.51,51783388.19,1291001715.43,3432497673.74,3417560333.5,-20925729.32,1852884122.15,307302516.47,2160186638.62,26287354.66,20591354.66,,10984207.83,425034283.18,373089847.43,16538477.89,,,-2510621.43,,,-45229169.87,-32661270.91,20211782.75,-67226586.64,-990582976.12,331495395.06,,781621067.62,,,,2160186638.62,307302516.47,,,1852884122.15
1,000035.SZ,20190831,20190831,20190630,1,1,262835690.34,479642008.11,7342832386.82,16997268.75,,,,,,,,,,,,374149027.74,7733978683.31,2271443819.42,3438948994.42,1019348087.59,,,,,,222616714.26,6952357615.69,781621067.62,,,7560757.18,44728262.33,1187954.91,53476974.42,1261774442.46,468654990.71,648419090.9,,,2378848524.07,-2325371549.65,5282406346.08,,1541364306.5,6850058007.24,-1242807123.329,1675106723.8,466389234.51,51783388.19,1291001715.43,3432497673.74,3417560333.5,-20925729.32,1852884122.15,307302516.47,2160186638.62,26287354.66,20591354.66,,10984207.83,425034283.18,373089847.43,16538477.89,,,-2510621.43,,,-45229169.87,-32661270.91,20211782.75,-67226586.64,-990582976.12,331495395.06,,781621067.62,,,,2160186638.62,307302516.47,,,1852884122.15
