,ts_code,ann_date,f_ann_date,end_date,comp_type,report_type,net_profit,finan_exp,c_fr_sale_sg,recp_tax_rends,n_depos_incr_fi,n_incr_loans_cb,n_inc_borr_oth_fi,prem_fr_orig_contr,n_incr_insured_dep,n_reinsur_prem,n_incr_disp_tfa,ifc_cash_incr,n_incr_disp_faas,n_incr_loans_oth_bank,n_cap_incr_repur,c_fr_oth_operate_a,c_inf_fr_operate_a,c_paid_goods_s,c_paid_to_for_empl,c_paid_for_taxes,n_incr_clt_loan_adv,n_incr_dep_cbob,c_pay_claims_orig_inco,pay_handling_chrg,pay_comm_insur_plcy,oth_cash_pay_oper_act,st_cash_out_act,n_cashflow_act,oth_recp_ral_inv_act,c_disp_withdrwl_invest,c_recp_return_invest,n_recp_disp_fiolta,n_recp_disp_sobu,stot_inflows_inv_act,c_pay_acq_const_fiolta,c_paid_invest,n_disp_subs_oth_biz,oth_pay_ral_inv_act,n_incr_pledge_loan,stot_out_inv_act,n_cashflow_inv_act,c_recp_borrow,proc_issue_bonds,oth_cash_recp_ral_fnc_act,stot_cash_in_fnc_act,free_cashflow,c_prepay_amt_borr,c_pay_dist_dpcp_int_exp,incl_dvd_profit_paid_sc_ms,oth_cashpay_ral_fnc_act,stot_cashout_fnc_act,n_cash_flows_fnc_act,eff_fx_flu_cash,n_incr_cash_cash_equ,c_cash_equ_beg_period,c_cash_equ_end_period,c_recp_cap_contrib,incl_cash_rec_saims,uncon_invest_loss,prov_depr_assets,depr_fa_coga_dpba,amort_intang_assets,lt_amort_deferred_exp,decr_deferred_exp,incr_acc_exp,loss_disp_fiolta,loss_scr_fa,loss_fv_chg,invest_loss,decr_def_inc_tax_assets,incr_def_inc_tax_liab,decr_inventories,decr_oper_payable,incr_oper_payable,others,im_net_cashflow_oper_act,conv_debt_into_cap,conv_copbonds_due_within_1y,fa_fnc_leases,end_bal_cash,beg_bal_cash,end_bal_cash_equ,beg_bal_cash_equ,im_n_incr_cash_equ
0,002186.SZ,20190820,20190820,20190630,1,1,29363134.26,16713.17,800948280.68,,,,,,,,,,,,,15432785.71,816381066.39,317419633.39,251671974.6,44623547.66,,,,,,192624488.25,806339643.9,10041422.49,,,20910005.58,5200.1,,20915205.68,22647837.38,,,670000000.0,,692647837.38,-671732631.7,,,,,-690920397.5238,,66075981.88,10552469.98,100000.0,66175981.88,-66175981.88,,-727867191.09,991631262.7,263764071.61,,,,-585148.54,20624168.25,2086363.13,10915569.11,,,304017.35,,-11282178.08,-14666525.46,162205.48,2817587.23,4929609.71,-4090981.26,-30553111.86,,10041422.49,,,,263764071.61,991631262.7,,,-727867191.09
0,002187.SZ,20190829,20190829,20190630,1,1,106428069.08,488205.82,4466095078.11,,,,,,,,,,,,,81769656.31,4547864734.42,4032384729.4,163759838.01,153664721.73,,,,,,317900606.85,4667709895.99,-119845161.57,,,2712142.75,3851.54,,2715994.29,13051685.07,460742.52,,,,13512427.59,-10796433.3,,,,,-154630482.4237,,103174142.76,,,103174142.76,-103174142.76,,-233815737.63,1660325828.39,1426510090.76,,,,0.0,31475558.81,1628007.57,12850312.28,,,64465.8,,-4623777.9,-349609.01,-903182.12,-576264.5,550912.89,-22929876.57,-243947983.72,0.0,-119845161.57,,,,1426510090.76,1660325828.39,,,-233815737.63
1,002187.SZ,20190829,20190829,20190630,1,1,106428069.08,488205.82,4466095078.11,,,,,,,,,,,,,81769656.31,4547864734.42,4032384729.4,163759838.01,153664721.73,,,,,,317900606.85,4667709895.99,-119845161.57,,,2712142.75,3851.54,,2715994.29,13051685.07,460742.52,,,,13512427.59,-10796433.3,,,,,,,103174142.76,,,103174142.76,-103174142.76,,-233815737.63,1660325828.39,1426510090.76,,,,0.0,31475558.81,1628007.57,12850312.28,,,64465.8,,-4623777.9,-349609.01,-903182.12,-576264.5,550912.89,-22929876.57,-243947983.72,0.0,-119845161.57,,,,1426510090.76,1660325828.39,,,-233815737.63
0,002188.SZ,20190831,20190831,20190630,1,1,-26757332.24,1778355.6,49146307.61,,,,,,,,,,,,,1696634.51,50842942.12,20318275.34,28128126.67,4158555.91,,,,,,11774104.47,64379062.39,-13536120.27,,,,5173378.93,,5173378.93,8349.0,,,,,8349.0,5165029.93,,,,,,,,,,,,-289940.54,-8661030.88,29478455.04,20817424.16,,,,-200467.95,3282277.19,78083.99,1051765.08,,,-3133553.58,,,,,,13748838.23,31811741.76,-35195828.35,,-13536120.27,,,,20817424.16,29478455.04,,,-8661030.88
1,002188.SZ,20190831,20190831,20190630,1,1,-26757332.24,1778355.6,49146307.61,,,,,,,,,,,,,1696634.51,50842942.12,20318275.34,28128126.67,4158555.91,,,,,,11774104.47,64379062.39,-13536120.27,,,,5173378.93,,5173378.93,8349.0,,,,,8349.0,5165029.93,,,,,-10158254.76,,,,,,,-289940.54,-8661030.88,29478455.04,20817424.16,,,,-200467.95,3282277.19,78083.99,1051765.08,,,-3133553.58,,,,,,13748838.23,31811741.76,-35195828.35,,-13536120.27,,,,20817424.16,29478455.04,,,-8661030.88
0,002189.SZ,20190822,20190822,20190630,1,1,55630827.22,2810144.26,1268399176.29,15028255.8,,,,,,,,,,,,57543106.93,1340970539.02,1042127169.22,179638170.87,21026891.56,,,,,,30321238.98,1273113470.63,67857068.39,27107.48,,,,,27107.48,31436646.71,,,3000000.0,,34436646.71,-34409539.23,147000000.0,,,493588345.92,,185000000.0,23845284.65,,1269105.43,210114390.08,283473955.84,1483765.18,318405250.18,324709402.17,643114652.35,346588345.92,,,8458389.98,23264030.53,820785.3,199999.98,,,-287060.6,,,-1321989.69,-18521.39,,-47282982.19,-13346225.06,38929670.05,,67857068.39,,,,643114652.35,324709402.17,,,318405250.18
1,002189.SZ,20190822,20190822,20190630,1,1,55630827.22,2810144.26,1268399176.29,15028255.8,,,,,,,,,,,,57543106.93,1340970539.02,1042127169.22,179638170.87,21026891.56,,,,,,30321238.98,1273113470.63,67857068.39,27107.48,,,,,27107.48,31436646.71,,,3000000.0,,34436646.71,-34409539.23,147000000.0,,,493588345.92,-45219.7803,185000000.0,23845284.65,,1269105.43,210114390.08,283473955.84,1483765.18,318405250.18,324709402.17,643114652.35,346588345.92,,,8458389.98,23264030.53,820785.3,199999.98,,,-287060.6,,,-1321989.69,-18521.39,,-47282982.19,-13346225.06,38929670.05,,67857068.39,,,,643114652.35,324709402.17,,,318405250.18
0,002190.SZ,20190828,20190828,20190630,1,1,633842227.54,35077630.99,969670780.34,20077018.85,,,,,,,,,,,,87558354.4,1077306153.59,619711251.52,267928234.98,36875364.8,,,,,,236743599.89,1161258451.19,-83952297.6,,,89100.0,387155.0,,476255.0,653162236.81,79502174.33,,268144175.47,,1000808586.61,-1000332331.61,59298670.34,,,59298670.34,-532507956.3631,396359650.0,29914700.92,,,426274350.92,-366975680.58,-213453.6,-1451473763.39,1515913309.11,64439545.72,,,,6469969.37,139343673.72,26621231.24,14547224.95,,,-59992.22,2023775.5,-50400.0,-751255152.58,174427241.24,-12907790.94,-80480419.81,-328990586.55,14157752.96,43281316.99,-83952297.6,,,,64439545.72,1515913309.11,,,-1451473763.39
1,002190.SZ,20190828,20190828,20190630,1,1,633842227.54,35077630.99,969670780.34,20077018.85,,,,,,,,,,,,87558354.4,1077306153.59,619711251.52,267928234.98,36875364.8,,,,,,236743599.89,1161258451.19,-83952297.6,,,89100.0,387155.0,,476255.0,653162236.81,79502174.33,,268144175.47,,1000808586.61,-1000332331.61,59298670.34,,,59298670.34,,396359650.0,29914700.92,,,426274350.92,-366975680.58,-213453.6,-1451473763.39,1515913309.11,64439545.72,,,,6469969.37,139343673.72,26621231.24,14547224.95,,,-59992.22,2023775.5,-50400.0,-751255152.58,174427241.24,-12907790.94,-80480419.81,-328990586.55,14157752.96,43281316.99,-83952297.6,,,,64439545.72,1515913309.11,,,-1451473763.39
0,002191.SZ,20190824,20190824,20190630,1,1,500252080.01,,2023411415.69,3309726.03,,,,,,,,,,,,34383816.98,2061104958.7,974829540.98,266990944.85,322232022.13,,,,,,151599753.43,1715652261.39,345452697.31,1025000000.0,,63718548.29,1887273.14,,1090605821.43,188145686.28,158100000.0,,574697283.18,,920942969.46,169662851.97,,,97969539.72,107769539.72,551591899.8292,,451195600.14,11734465.14,101818924.67,553014524.81,-445244985.09,211245.85,70081810.04,741377643.96,811459454.0,9800000.0,9800000.0,,9836362.35,80426416.93,2620425.11,366838.01,,,,,,-49378880.93,280242.32,-420461.15,136584392.57,-155136362.86,-184994732.89,,345452697.31,,,,811459454.0,741377643.96,,,70081810.04
0,002192.SZ,20190827,20190827,20190630,1,1,-26385171.49,3327589.77,48562098.45,440814.61,,,,,,,,,,,,6945990.32,55948903.38,45576089.04,28993272.58,11721357.07,,,,,,15584356.11,101875074.8,-45926171.42,,5000000.0,12986.3,,,5012986.3,16654733.89,,,,,16654733.89,-11641747.59,52620000.0,,55931800.0,108551800.0,,,2484638.23,,27800000.0,30284638.23,78267161.77,,20699242.76,41743132.51,62442375.27,,,,2968796.26,5429259.93,695789.2,720236.75,,,,997.23,,11188264.07,-4720819.39,270232.81,-20213245.85,4245299.49,-23453400.2,,-45926171.42,,,,62442375.27,41743132.51,,,20699242.76
1,002192.SZ,20190827,20190827,20190630,1,1,-26385171.49,3327589.77,48562098.45,440814.61,,,,,,,,,,,,6945990.32,55948903.38,45576089.04,28993272.58,11721357.07,,,,,,15584356.11,101875074.8,-45926171.42,,5000000.0,12986.3,,,5012986.3,16654733.89,,,,,16654733.89,-11641747.59,52620000.0,,55931800.0,108551800.0,-976829.22,,2484638.23,,27800000.0,30284638.23,78267161.77,,20699242.76,41743132.51,62442375.27,,,,2968796.26,5429259.93,695789.2,720236.75,,,,997.23,,11188264.07,-4720819.39,270232.81,-20213245.85,4245299.49,-23453400.2,,-45926171.42,,,,62442375.27,41743132.51,,,20699242.76
0,002193.SZ,20190816,20190816,20190630,1,1,52222790.36,32504906.59,460597986.28,9281213.39,,,,,,,,,,,,57439371.58,527318571.25,506735086.69,117412731.46,49758432.63,,,,,,62410872.1,736317122.88,-208998551.63,373000000.0,,3220442.44,41780.0,,376262222.44,-9067362.38,,,,,-9067362.38,385329584.82,603092938.17,,172504738.36,775597676.53,52956003.7065,540097231.64,44423761.64,,253050000.0,837570993.28,-61973316.75,471268.86,114828985.3,455963049.25,570792034.55,,,,10653891.94,38490614.99,4363546.26,,,,-17644.88,,,-16345442.44,-875227.45,,24470613.48,-119299589.84,-235167010.64,,-208998551.63,,,,570792034.55,455963049.25,,,114828985.3
0,002194.SZ,20190810,20190810,20190630,1,1,69359714.18,-81708.86,903716881.75,1462828.74,,,,,,,,,,,,9197133.43,914376843.92,426623732.4,234051989.97,41383599.14,,,,,,34616307.29,736675628.8,177701215.12,11048750.0,,1838471.31,131110792.83,,143998014.14,23603059.74,102155000.0,,349000468.7,,474758528.44,-330760514.3,,,0.0,,-20728044.2584,,27917346.1,,10733.08,27928079.18,-27928079.18,-360164.49,-181347542.85,580918781.72,399571238.87,,,,-6426699.79,44759672.39,1654280.7,6422766.98,,,1843917.65,327787.97,,-3890018.18,143273.09,3948378.59,-33990387.8,40226693.08,53403545.12,,177701215.12,,,,399571238.87,580918781.72,0.0,0.0,-181347542.85
0,002195.SZ,20190815,20190815,20190630,1,1,700611051.13,36861942.3,1804986641.0,,,,,,,,,10103230.05,,,,105510868.75,1920600739.8,270261858.11,213102089.79,302331040.24,-961778692.23,,,,,593362874.99,417279170.9,1503321568.9,177416800.75,,,18000.0,,177434800.75,12132000.91,69928000.0,,1221452791.28,,1303512792.19,-1126077991.44,54210200.0,,,64210200.0,76097089.0113,570620000.0,212606541.57,31960000.0,11561650.0,794788191.57,-730577991.57,89879.84,-353244534.27,3456946685.86,3103702151.59,10000000.0,10000000.0,,,7238748.35,1203287.66,4514070.66,,,7158920.17,,-26805985.04,-46771220.2,-24911280.39,1032159.4,,670540934.14,-134304427.84,,1503321568.9,,,,3103702151.59,3456946685.86,,,-353244534.27
0,002196.SZ,20190830,20190830,20190630,1,1,9458235.93,6881387.28,577912970.92,14557491.08,,,,,,,,,,,,16470253.14,608940715.14,406699543.32,95009930.63,34412625.7,,,,,,50303710.42,586425810.07,22514905.07,15000000.0,13520000.0,116506.85,35470000.0,,64106506.85,88350123.17,30000000.0,,70000000.0,,188350123.17,-124243616.32,561968437.94,,,699258437.94,-156900248.0663,597514023.83,6189522.68,,22029152.08,625732698.59,73525739.35,782191.16,-27420780.74,113662613.64,86241832.9,137290000.0,,,956282.89,23220609.28,4928862.98,3895450.49,,,-2243229.01,144826.02,,-341024.97,73573.53,,4195779.26,8541243.89,-37197092.5,,22514905.07,,,,86241832.9,113662613.64,,,-27420780.74
0,002197.SZ,20190807,20190807,20190630,1,1,12604275.38,30400154.88,466902477.51,2433903.22,,,,,,,,,,,,335747365.17,805083745.9,348178133.28,113720449.08,21062033.5,,,,,,153371261.63,636331877.49,168751868.41,74000000.0,1678593.7,,13500.0,,75692093.7,358188627.47,1250000.0,,,,359438627.47,-283746533.77,1158605700.0,,,1158605700.0,-200897849.8223,734363115.74,28846601.7,,141944441.48,905154158.92,253451541.08,132160.52,138589036.24,218841777.05,357430813.29,,,,17382996.6,58126365.4,12222083.7,3098981.68,,,-1623870.73,,,217056.99,-3699697.17,,17504944.31,-68123641.38,89210725.08,1431493.67,168751868.41,,,,357430813.29,218841777.05,,,138589036.24
0,002198.SZ,20190802,20190802,20190630,1,1,13899583.73,921903.96,269508554.68,,,,,,,,,,,,,25646689.03,295155243.71,86930710.78,33641391.64,41500915.28,,,,,,166104277.57,328177295.27,-33022051.56,,,,10786.41,,10786.41,54679437.08,35310000.0,,,,89989437.08,-89978650.67,75000000.0,,,75000000.0,-91553705.3425,10000000.0,952208.96,,,10952208.96,64047791.04,,-58952911.19,114948049.82,55995138.63,,,,1137399.96,10619432.04,12833.34,-1760.97,,,254.57,,,-707383.71,-232383.69,,-12485347.08,-45942223.29,-3138438.16,-45309.37,-33022051.56,,,,55995138.63,114948049.82,,,-58952911.19
0,002199.SZ,20190831,20190831,20190630,1,1,-11310499.51,3436.36,45193794.29,3664667.7,,,,,,,,,,,,11897940.98,60756402.97,29045726.71,20365228.37,799974.97,,,,,,10920316.64,61131246.69,-374843.72,867853.91,139146175.0,356318.36,38466467.91,,178836815.18,12963537.45,161302296.69,,620000.0,,174885834.14,3950981.04,,,,,-634215.07,254545.45,9163.64,,,263709.09,-263709.09,,3312428.23,40971169.7,44283597.93,,,,2133197.04,11710337.77,87608.34,379786.46,,,251469.03,62752.08,-415852.26,-211155.64,,,-7694784.96,-6292430.52,11189405.37,-268113.28,-374843.72,,,,44283597.93,40971169.7,,,3312428.23
1,002199.SZ,20190831,20190831,20190630,1,1,-11310499.51,3436.36,45193794.29,3664667.7,,,,,,,,,,,,11897940.98,60756402.97,29045726.71,20365228.37,799974.97,,,,,,10920316.64,61131246.69,-374843.72,867853.91,139146175.0,356318.36,38466467.91,,178836815.18,12963537.45,161302296.69,,620000.0,,174885834.14,3950981.04,,,,,,254545.45,9163.64,,,263709.09,-263709.09,,3312428.23,40971169.7,44283597.93,,,,2133197.04,11710337.77,87608.34,379786.46,,,251469.03,62752.08,-415852.26,-211155.64,,,-7694784.96,-6292430.52,11189405.37,-268113.28,-374843.72,,,,44283597.93,40971169.7,,,3312428.23
0,002200.SZ,20190826,20190826,20190630,1,1,25840472.06,80498052.91,423463441.03,,,,,,,,,,,,,149220325.72,572683766.75,366543581.25,30287067.43,23676944.83,,,,,,157712680.89,578220274.4,-5536507.65,,10000000.0,29481723.16,67734046.06,,107215769.22,5956748.65,23100000.0,,,,29056748.65,78159020.57,733000000.0,,,741700000.0,-112909530.1121,890000000.0,104263895.57,,8000000.0,1002263895.57,-260563895.57,,-187941382.65,211520005.6,23578622.95,8700000.0,,,-8911015.32,4620584.05,377513.67,3178345.07,,,-58792739.9,,,-30101045.27,4612561.94,,73293940.19,-63996403.69,-36156773.36,,-5536507.65,,,,23578622.95,211520005.6,,,-187941382.65
0,002201.SZ,20190831,20190831,20190630,1,1,4594422.26,29904415.44,317321719.35,1180724.65,,,,,,,,,,,,42333014.46,360835458.46,148004102.73,96656860.54,25235843.53,,,,,,30988410.46,300885217.26,59950241.2,,,1170000.0,4260366.0,,5430366.0,15727058.92,,,,,15727058.92,-10296692.92,345840160.0,,93775535.52,439615695.52,88993870.6959,288883705.25,18164463.82,,185358149.27,492406318.34,-52790622.82,914342.24,-2222732.3,68514017.96,66291285.66,,,,952618.68,90696799.43,1647326.13,2033167.06,,,-1892390.9,,,-1692508.21,29318.45,,-43809933.56,-19457186.29,-3679843.39,624036.1,59950241.2,,,,66291285.66,68514017.96,,,-2222732.3
0,002202.SZ,20190824,20190824,20190630,1,1,1212307086.06,563200693.41,12332241699.21,533741264.73,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,425140526.84,13291123490.78,12917992194.82,1440352478.58,665900609.62,0.0,0.0,0.0,0.0,0.0,1439579678.38,16463824961.4,-3172701470.62,7716556.39,899380981.6,40228036.63,64200378.82,270051464.5,1281577417.94,4755307039.35,610024765.48,44155845.75,26100064.15,0.0,5435587714.73,-4154010296.79,6510036183.51,0.0,2440000.0,11173012277.76,-6782623930.9545,2461540237.64,588062331.8,12496332.0,699409293.97,3749011863.41,7424000414.35,32668802.72,129957449.66,5012016724.04,5141974173.7,4660536094.25,15783000.0,,8193379.44,681770814.81,76573922.55,14224157.5,,,-19777177.83,0.0,-84614506.7,-966492134.39,-85964861.49,69287699.98,-3414889000.99,-6718767863.88,5317867365.05,,-3172701470.62,0.0,,,5099194077.53,4864796604.05,42780096.17,147220119.99,129957449.66
0,002203.SZ,20190829,20190829,20190630,1,1,653380663.83,207425795.82,23403080023.15,40726140.77,,,,,,,,54818625.1,,,,448251695.5,23946876484.52,22113564271.86,555244840.14,217609926.76,-79116183.23,,,,,632544727.73,23439847583.26,507028901.26,116461023.74,,,4011298.72,1488110.61,121960433.07,573082717.94,180000000.0,783586817.29,124898151.3,,1661567686.53,-1539607253.46,6528315612.65,,20073089.28,6548388701.93,-481433328.9296,4558754743.02,340890748.9,13200000.0,255806708.9,5155452200.82,1392936501.11,2531043.76,362889192.67,1190060722.39,1552949915.06,,,,13257735.08,129235344.05,6456346.73,,,,382087.74,313321.51,73225518.48,-121082173.85,20615019.52,-14650436.5,-133027470.27,-983818128.11,655315277.23,,507028901.26,,,,1552949915.06,1190060722.39,,,362889192.67
1,002203.SZ,20190829,20190829,20190630,1,1,653380663.83,207425795.82,23403080023.15,40726140.77,,,,,,,,54818625.1,,,,448251695.5,23946876484.52,22113564271.86,555244840.14,217609926.76,-79116183.23,,,,,632544727.73,23439847583.26,507028901.26,116461023.74,,,4011298.72,1488110.61,121960433.07,573082717.94,180000000.0,783586817.29,124898151.3,,1661567686.53,-1539607253.46,6528315612.65,,20073089.28,6548388701.93,,4558754743.02,340890748.9,13200000.0,255806708.9,5155452200.82,1392936501.11,2531043.76,362889192.67,1190060722.39,1552949915.06,,,,13257735.08,129235344.05,6456346.73,,,,382087.74,313321.51,73225518.48,-121082173.85,20615019.52,-14650436.5,-133027470.27,-983818128.11,655315277.23,,507028901.26,,,,1552949915.06,1190060722.39,,,362889192.67
0,002204.SZ,20190829,20190829,20190630,1,1,4757143.52,17091372.75,2669052153.13,44494466.85,,,,,,,,,,,,321751244.71,3035297864.69,2275554588.5,472115513.92,157082475.02,,,,,,145296287.47,3050048864.91,-14751000.22,,,,1090000.0,,1090000.0,1584158.76,,,,,1584158.76,-494158.76,400095975.0,,,400095975.0,308524239.3868,450000000.0,15131963.34,,,465131963.34,-65035988.34,5049526.73,-75231620.59,616250051.46,541018430.87,,,,41606768.5,140938920.96,6061852.7,,,,-2527983.62,33783.04,-256888.49,743956.2,-26666172.15,2331391.77,-684728940.18,388841016.2,58237766.76,,-14751000.22,,,,541018430.87,616250051.46,,,-75231620.59
1,002204.SZ,20190829,20190829,20190630,1,1,,,2669052153.13,44494466.85,,,,,,,,,,,,321751244.71,3035297864.69,2275554588.5,472115513.92,157082475.02,,,,,,145296287.47,3050048864.91,-14751000.22,,,,1090000.0,,1090000.0,1584158.76,,,,,1584158.76,-494158.76,400095975.0,,,400095975.0,,450000000.0,15131963.34,,,465131963.34,-65035988.34,5049526.73,-75231620.59,616250051.46,541018430.87,,,,,,,,,,,,,,,,,,,,-14751000.22,,,,,,,,-75231620.59
0,002205.SZ,20190822,20190822,20190630,1,1,2073272.53,30265562.9,226869100.06,,,,,,,,,,,,,223967583.82,450836683.88,144552569.82,32024964.23,20992917.6,,,,,,179819634.86,377390086.51,73446597.37,,,,284268.83,,284268.83,3787691.49,,,278390293.95,,282177985.44,-281893716.61,477000000.0,,,479100000.0,-138779261.1511,289132740.46,30357446.5,,8585629.57,328075816.53,151024183.47,-69.37,-57423005.14,307483115.3,250060110.16,2100000.0,,,-6548764.76,19676063.82,1015058.73,1824067.19,,,-16644.16,,,,,,5006079.44,-116283479.62,136435381.3,,73446597.37,,,,250060110.16,307483115.3,,,-57423005.14
1,002205.SZ,20190822,20190822,20190630,1,1,2073272.53,30265562.9,226869100.06,,,,,,,,,,,,,223967583.82,450836683.88,144552569.82,32024964.23,20992917.6,,,,,,179819634.86,377390086.51,73446597.37,,,,284268.83,,284268.83,3787691.49,,,278390293.95,,282177985.44,-281893716.61,477000000.0,,,479100000.0,,289132740.46,30357446.5,,8585629.57,328075816.53,151024183.47,-69.37,-57423005.14,307483115.3,250060110.16,2100000.0,,,-6548764.76,19676063.82,1015058.73,1824067.19,,,-16644.16,,,,,,5006079.44,-116283479.62,136435381.3,,73446597.37,,,,250060110.16,307483115.3,,,-57423005.14
0,002206.SZ,20190822,20190822,20190630,1,1,163103396.09,16056956.31,2075856467.39,100814695.18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,338328959.25,2515000121.82,1459678517.7,170865271.24,58276617.86,0.0,0.0,0.0,0.0,0.0,478144006.35,2166964413.15,348035708.67,0.0,5584.54,0.0,439963.74,0.0,445548.28,230266941.65,0.0,0.0,54785600.0,0.0,285052541.65,-284606993.37,1367850443.09,0.0,14734898.81,1382585341.9,,1016898338.68,255293201.05,0.0,214969432.84,1487160972.57,-104575630.67,3615058.45,-37531856.92,377344828.11,339812971.19,0.0,0.0,,2269631.51,121939674.87,4652726.22,,,,-187628.95,,-167000.0,,2819203.93,64500.0,58807932.94,-189765647.04,164702162.79,3739800.0,348035708.67,,,,339812971.19,377344828.11,,,-37531856.92
1,002206.SZ,20190822,20190822,20190630,1,1,163103396.09,16056956.31,2075856467.39,100814695.18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,338328959.25,2515000121.82,1459678517.7,170865271.24,58276617.86,0.0,0.0,0.0,0.0,0.0,478144006.35,2166964413.15,348035708.67,0.0,5584.54,0.0,439963.74,0.0,445548.28,230266941.65,0.0,0.0,54785600.0,0.0,285052541.65,-284606993.37,1367850443.09,0.0,14734898.81,1382585341.9,67036610.559,1016898338.68,255293201.05,0.0,214969432.84,1487160972.57,-104575630.67,3615058.45,-37531856.92,377344828.11,339812971.19,0.0,0.0,,2269631.51,121939674.87,4652726.22,,,,-187628.95,,-167000.0,,2819203.93,64500.0,58807932.94,-189765647.04,164702162.79,3739800.0,348035708.67,,,,339812971.19,377344828.11,,,-37531856.92
0,002207.SZ,20190830,20190830,20190630,1,1,-9060715.13,3654594.0,129710129.01,,,,,,,,,,,,,517215.62,130227344.63,65929900.14,38182893.95,4761237.56,,,,,,3574740.39,112448772.04,17778572.59,,,,4573639.49,,4573639.49,15785819.93,,,,,15785819.93,-11212180.44,35800000.0,,,35800000.0,,48071637.38,3378208.78,,,51449846.16,-15649846.16,-42736.52,-9126190.53,27835833.26,18709642.73,,,,2721680.89,11467462.09,191147.9,32927.41,,,2001822.21,,,,-77505.86,,1355684.49,15375886.33,-9884411.74,,17778572.59,,,,18709642.73,27835833.26,,,-9126190.53
1,002207.SZ,20190830,20190830,20190630,1,1,-9060715.13,3654594.0,129710129.01,,,,,,,,,,,,,517215.62,130227344.63,65929900.14,38182893.95,4761237.56,,,,,,3574740.39,112448772.04,17778572.59,,,,4573639.49,,4573639.49,15785819.93,,,,,15785819.93,-11212180.44,35800000.0,,,35800000.0,36659750.75,48071637.38,3378208.78,,,51449846.16,-15649846.16,-42736.52,-9126190.53,27835833.26,18709642.73,,,,2721680.89,11467462.09,191147.9,32927.41,,,2001822.21,,,,-77505.86,,1355684.49,15375886.33,-9884411.74,,17778572.59,,,,18709642.73,27835833.26,,,-9126190.53
0,002208.SZ,20190822,20190822,20190630,1,1,194770890.74,54712571.78,2673301890.65,,,,,,,,,,,,,39326140.4,2712628031.05,872704997.27,29909682.17,328127145.39,,,,,,95380736.94,1326122561.77,1386505469.28,9051231.83,,,,,9051231.83,68240.09,,,,,68240.09,8982991.74,320000000.0,,,320000000.0,2038868196.4905,827600000.0,100930956.72,,,928530956.72,-608530956.72,,786957504.3,2054999351.19,2841956855.49,,,,-640445.79,1521903.65,58296.54,,,,,,,,-14640292.89,,-114726278.29,-422052084.57,1687500908.11,,1386505469.28,,,,2841956855.49,2054999351.19,,,786957504.3
1,002208.SZ,20190822,20190822,20190630,1,1,194770890.74,54712571.78,2673301890.65,,,,,,,,,,,,,39326140.4,2712628031.05,872704997.27,29909682.17,328127145.39,,,,,,95380736.94,1326122561.77,1386505469.28,9051231.83,,,,,9051231.83,68240.09,,,,,68240.09,8982991.74,320000000.0,,,320000000.0,,827600000.0,100930956.72,,,928530956.72,-608530956.72,,786957504.3,2054999351.19,2841956855.49,,,,-640445.79,1521903.65,58296.54,,,,,,,,-14640292.89,,-114726278.29,-422052084.57,1687500908.11,,1386505469.28,,,,2841956855.49,2054999351.19,,,786957504.3
0,002209.SZ,20190827,20190827,20190630,1,1,-20486089.53,5850829.99,382103190.73,3904533.27,,,,,,,,,,,,7867723.35,393875447.35,316458028.19,92991441.78,11397089.62,,,,,,36651764.87,457498324.46,-63622877.11,,,,55100.0,,55100.0,8681650.04,,,,,8681650.04,-8626550.04,163712900.0,,0.0,163712900.0,-72924579.35,118000000.0,6712512.37,,2210995.35,126923507.72,36789392.28,-272822.44,-35732857.31,179789805.03,144056947.72,,,,10214168.18,16586668.29,1238597.91,4462674.81,,,65502.82,,,-237000.32,-5574112.03,,-68699379.69,-16508681.18,9463943.64,,-63622877.11,,,,144056947.72,179789805.03,,,-35732857.31
1,002209.SZ,20190827,20190827,20190630,1,1,-20486089.53,5850829.99,382103190.73,3904533.27,,,,,,,,,,,,7867723.35,393875447.35,316458028.19,92991441.78,11397089.62,,,,,,36651764.87,457498324.46,-63622877.11,,,,55100.0,,55100.0,8681650.04,,,,,8681650.04,-8626550.04,163712900.0,,0.0,163712900.0,,118000000.0,6712512.37,,2210995.35,126923507.72,36789392.28,-272822.44,-35732857.31,179789805.03,144056947.72,,,,10214168.18,16586668.29,1238597.91,4462674.81,,,65502.82,,,-237000.32,-5574112.03,,-68699379.69,-16508681.18,9463943.64,,-63622877.11,,,,144056947.72,179789805.03,,,-35732857.31
0,002210.SZ,20190830,20190830,20190630,1,1,-372033500.92,345028301.06,119567458.64,58706052.67,,,,,,,,,,,,129138100.14,307411611.45,160571344.57,19371697.6,11522668.04,,,,,,68635798.32,260101508.53,47310102.92,,,,1115543.15,39465.61,1155008.76,16688112.59,,,,,16688112.59,-15533103.83,554517567.4,,215534495.28,770052062.68,-2476947223.53,577955930.16,35550307.6,,265693584.5,879199822.26,-109147759.58,41062535.36,-36308225.13,96301432.84,59993207.71,,,,3302309.75,968991.7,,1745510.76,,,435580.61,,14584724.5,,20697.47,,5989008.24,550835468.53,-530427133.51,20000.8,47310102.92,,,,59993207.71,96301432.84,,,-36308225.13
