,ts_code,ann_date,end_date,eps,dt_eps,total_revenue_ps,revenue_ps,capital_rese_ps,surplus_rese_ps,undist_profit_ps,extra_item,profit_dedt,gross_margin,current_ratio,quick_ratio,cash_ratio,ar_turn,ca_turn,fa_turn,assets_turn,op_income,ebit,ebitda,fcff,fcfe,current_exint,noncurrent_exint,interestdebt,netdebt,tangible_asset,working_capital,networking_capital,invest_capital,retained_earnings,diluted2_eps,bps,ocfps,retainedps,cfps,ebit_ps,fcff_ps,fcfe_ps,netprofit_margin,grossprofit_margin,cogs_of_sales,expense_of_sales,profit_to_gr,saleexp_to_gr,adminexp_of_gr,finaexp_of_gr,impai_ttm,gc_of_gr,op_of_gr,ebit_of_gr,roe,roe_waa,roe_dt,roa,npta,roic,roe_yearly,roa2_yearly,debt_to_assets,assets_to_eqt,dp_assets_to_eqt,ca_to_assets,nca_to_assets,tbassets_to_totalassets,int_to_talcap,eqt_to_talcapital,currentdebt_to_debt,longdeb_to_debt,ocf_to_shortdebt,debt_to_eqt,eqt_to_debt,eqt_to_interestdebt,tangibleasset_to_debt,tangasset_to_intdebt,tangibleasset_to_netdebt,ocf_to_debt,turn_days,roa_yearly,roa_dp,fixed_assets,profit_to_op,q_saleexp_to_gr,q_gc_to_gr,q_roe,q_dt_roe,q_npta,q_ocf_to_sales,basic_eps_yoy,dt_eps_yoy,cfps_yoy,op_yoy,ebt_yoy,netprofit_yoy,dt_netprofit_yoy,ocf_yoy,roe_yoy,bps_yoy,assets_yoy,eqt_yoy,tr_yoy,or_yoy,q_sales_yoy,q_op_qoq,equity_yoy
0,000012.SZ,20191028,20190930,0.18,0.17,2.465,2.465,0.235,0.2974,1.5731,124460523.0,419852595.0,1960284267.0,0.7026,0.5808,0.4995,11.1516,1.5916,0.7687,0.4082,531491547.0,905594789.0,,-753393173.4271,-828308473.4271,2153038139.0,742733166.0,5616213692.0,3752668535.0,7898329064.0,-1989361318.0,682907217.0,15527073234.0,5813676181.0,0.1751,3.0715,0.4853,1.8704,-0.165,0.2914,-0.2424,-0.2665,7.3361,25.5856,74.4144,15.7091,7.3361,3.4726,9.2144,3.022,-1.7663,93.063,8.8108,11.8198,5.8371,5.84,4.5024,4.8251,2.9947,4.8665,7.7828,6.4335,46.2034,1.8589,2.0127,25.509,74.491,42.8725,36.1705,61.485,78.5816,21.4184,0.2255,0.8589,1.1216,1.6999,0.9279,1.4063,2.1047,0.1772,57.7039,3.9929,2.9001,11984726430.0,8.7978,3.3733,93.7336,1.7667,1.4381,0.9511,26.6966,12.5,13.3333,-1.5019,18.8079,17.2437,16.0295,0.05,6.9154,8.8519,-3.3907,-3.6171,4.8738,-6.0064,-6.0064,3.459,-30.5012,6.5939
0,000014.SZ,20191026,20190930,-0.0557,-0.0557,0.45,0.45,0.0494,1.1446,2.0709,6769194.41,-17995862.91,25187564.01,1.7732,0.2712,0.1735,857.2466,0.05,6.0727,0.0466,-24181905.93,-13417198.3,,51874563.52,3124563.52,1015513774.04,3448145.3,41250000.0,-128740935.83,824855193.84,804537438.22,659546502.39,955806354.81,648585692.57,-0.0557,4.2649,0.3512,3.2155,-0.026,-0.0665,0.2572,0.0155,-12.7314,27.7499,72.2501,51.8869,-12.7314,4.418,45.4511,2.0177,,126.642,-26.642,-14.7822,-1.2867,-1.32,-2.0625,-0.6895,-0.5938,-1.3444,-1.7156,-0.9193,53.6879,2.1593,2.2303,93.4313,6.5687,41.7697,4.3157,90.0032,98.1421,1.8579,0.0681,1.1593,0.8114,20.8547,0.778,19.9965,,0.0668,6323.5,-0.7917,-0.5769,94315482.19,-16.7999,21.0137,261.8362,-0.8574,-1.1264,-0.3862,143.4803,-597.3214,-597.3214,-18.2876,-146.6134,-360.9444,-595.7426,-89.98,-18.2914,-527.0528,-2.7744,3.0001,-2.7734,-51.2003,-51.2003,-87.2892,-708.28,16.0846
0,000016.SZ,20191031,20190930,0.1871,0.1871,17.3099,17.3099,0.0987,0.5098,1.8598,1496800350.15,-1046307661.79,2079768604.2,1.1301,0.8621,0.6394,8.4696,1.6967,16.784,1.1167,-1141314958.13,1224837586.46,,-2325019359.5655,4190403461.8345,10332134528.66,630021526.18,20613837727.46,13619043057.59,5320230806.96,3142335775.84,9962349246.06,30706341493.35,5705786870.34,0.1871,3.4614,-1.0684,2.3696,1.1239,0.5087,-0.9656,1.7402,1.514,4.9897,95.0103,7.3563,1.514,3.8516,2.1151,1.3896,-0.0227,102.7382,1.4093,2.9386,5.4806,5.4,-12.7291,3.2814,1.6906,4.3819,7.3075,4.3752,75.7791,4.1287,4.5411,65.4914,34.5086,12.768,67.1322,27.1438,76.4725,23.5275,-0.1065,3.1287,0.264,0.4043,0.1685,0.2581,0.3906,-0.0815,72.6451,2.2541,1.2069,5899453548.47,1.549,3.4353,102.6705,1.1792,-5.109,0.3827,-3.3853,4.8179,4.8179,11.1961,41.4173,44.6442,4.806,-107.94,11.198,0.7923,2.8403,26.3254,2.8394,40.0498,40.0498,28.909,-62.0809,3.9822
0,000017.SZ,20191030,20190930,0.0004,0.0004,0.114,0.114,1.1387,0.0593,-2.1716,111444.0,129759.59,5402154.41,1.1988,1.1318,0.9905,1.7969,0.9767,16.1308,0.8863,-189116.06,-119411.44,,-10377505.63,-10377505.63,51635394.88,,0.0,-8670156.44,12561481.99,10264193.1,1594036.66,16939838.8,-1164634739.32,0.0004,0.0264,-0.0133,-2.1123,-0.0142,-0.0002,-0.0188,-0.0188,-0.0646,8.5955,91.4045,8.8492,-0.0646,3.7826,5.1921,-0.1255,0.0646,100.3009,-0.3009,-0.19,1.6719,1.67,0.8994,-0.1684,-0.0573,-0.7056,2.2292,-0.2245,75.2974,4.0482,4.9151,90.2652,9.7348,18.3178,0.0,85.8775,100.0,,-0.1417,3.0482,0.2817,,0.2433,,,-0.1417,163.9893,-0.0764,0.3402,4289622.16,-0.0645,2.0411,95.7107,7.4151,7.4151,1.5739,6.444,-80.0,-80.0,-6750.0,-113.2092,-102.5211,-77.7626,-85.12,-6087.8365,-74.0398,1.9305,-6.3729,1.686,-37.9272,-37.9272,-26.677,250.4828,-14.3405
0,000019.SZ,20191029,20190930,0.2858,0.2858,6.4908,6.4908,1.2346,0.2838,1.2877,7830523.83,321557100.38,791369789.59,3.6417,1.1236,0.8328,15.014,1.7819,7.6758,1.1399,351946011.3,377129447.81,,-410515898.796,-140138309.846,1011290631.98,126125153.42,933756174.4,568284709.96,3731066920.75,2977970152.17,2728501385.17,5518914449.85,1811208496.35,0.2858,3.8061,0.0529,1.5715,-0.2309,0.3272,-0.3562,-0.1216,4.6278,10.5786,89.4214,4.3475,4.6278,2.2223,1.984,0.1412,-1.4772,95.2954,4.9463,5.0413,7.6967,7.59,7.5137,5.7466,5.2753,6.7714,10.2623,7.6621,31.1158,1.4517,1.5335,61.6746,38.3254,56.0529,16.9192,79.4844,54.4278,45.5722,0.0541,0.4517,2.118,4.6979,1.8014,3.9958,6.5655,0.0294,132.0131,7.0337,5.0191,1818824166.85,4.9001,1.9897,95.2104,2.9193,2.8532,1.9858,16.6882,13.4127,13.4127,245.7516,19.3702,17.6336,13.3912,1133.08,-48.0798,329.7036,5.1322,2.8966,5.1329,2.9111,2.9111,-4.7931,28.8985,378.4003
0,000020.SZ,20191029,20190930,0.0119,0.0119,1.9389,1.9389,0.5177,0.2733,-0.635,1386193.0,1990500.72,61915884.15,1.1142,0.8731,0.8165,4.0891,1.7848,3.7585,0.908,2361718.72,10917807.46,,33728468.5045,-7139663.7255,143769639.13,64411.0,120966605.2,90610850.63,276757557.89,30232369.69,120843220.32,448311299.66,-102403804.04,0.0119,1.156,0.19,-0.3616,-0.0088,0.0386,0.1191,-0.0252,0.615,11.2777,88.7223,10.5378,0.615,2.6516,6.638,1.2482,0.1009,99.5698,0.5807,1.9886,1.0369,1.04,0.6112,1.8057,0.5585,1.9423,1.3825,2.4076,44.7189,1.8089,1.8566,49.8135,50.1865,46.7381,26.9827,73.0173,99.9757,0.0243,0.2032,0.8089,1.2362,2.7061,1.0452,2.2879,3.0544,0.2032,101.1694,0.7447,0.5585,49385075.16,0.7404,2.5867,100.1844,0.2436,-0.0634,0.131,4.1025,561.1111,561.1111,199.5807,1412.9727,311.6309,578.7391,247.14,199.5666,565.9371,1.0401,-4.0423,1.0423,12.0525,12.0525,40.8437,-91.119,1.9224
0,000021.SZ,20191031,20190930,0.1852,0.1852,6.8554,6.8554,0.5267,0.7548,1.9155,139362355.66,133059146.53,873021666.18,1.1095,0.6857,0.6226,6.515,0.9415,3.9829,0.6195,430084661.46,229660846.97,,-2178060387.2956,-1767186541.9556,2508078833.24,182344034.24,7711926581.8,3107960863.36,5613263722.77,1119036093.96,4226996957.32,14332525526.4,3928672383.62,0.1852,4.3919,-0.6969,2.6703,-0.3352,0.1561,-1.4804,-1.2011,3.3802,8.6557,91.3443,4.0818,3.3802,0.4835,5.4822,-1.8838,0.0061,95.7359,4.1513,2.277,4.2741,4.24,2.0876,1.4106,2.094,1.3599,5.6988,1.8808,61.1078,2.5712,2.5544,66.6103,33.3897,32.9747,53.8072,45.0836,98.2471,1.7529,-0.1003,1.5712,0.6212,0.8379,0.5396,0.7279,1.8061,-0.0986,137.0857,2.792,1.6732,3476512155.62,4.1608,0.561,94.3989,1.9245,1.2271,0.9832,-35.5725,-38.1842,-38.1842,-262.9794,-27.8541,-27.6523,-38.2034,456.1,-262.9502,-40.8942,2.7946,9.5472,2.7946,-20.0221,-20.0221,-16.7167,136.1947,4.5526
0,000023.SZ,20191029,20190930,0.391,0.391,9.1356,9.1356,0.7389,0.3707,1.3277,10468249.51,43723686.36,188120411.01,1.1861,0.9392,0.901,1.3935,0.6059,8.2537,0.541,95296728.38,127725500.16,,-21595199.8706,43907239.5694,1351275533.43,4654411.15,419725977.55,-125473811.12,424644208.49,329514243.25,204040432.13,1009666522.11,235657613.46,0.3906,3.441,0.4586,1.6984,0.1837,0.9205,-0.1556,0.3164,6.2615,14.8405,85.1595,5.4907,6.2615,0.636,3.3733,1.4814,,92.4822,8.2612,10.076,11.9226,11.92,9.6195,5.4513,3.3875,9.9351,15.8968,7.2684,75.0617,4.0099,5.1548,88.7943,11.2057,17.9508,41.5708,47.2888,99.7379,0.2621,0.0359,3.0099,0.2689,1.1375,0.2391,1.0117,,0.0358,314.0025,4.5167,2.3129,198463214.76,8.5946,0.5524,91.9665,4.9569,3.9122,1.3305,16.2269,407.7922,407.7922,55.9864,530.0471,599.0585,409.5707,276.58,55.9905,343.8582,10.6253,1.9437,10.6237,27.3556,27.3556,18.8198,17.4526,14.8048
0,000025.SZ,20191031,20190930,0.1486,0.1486,0.9874,0.9874,1.0009,0.0073,0.5767,5550177.1,58491012.73,102320486.85,1.3977,1.387,1.2212,4.189,0.5441,3.8575,0.2459,53257489.45,80315909.74,,-487980.2024,-96082867.7524,519180074.39,6145629.12,93000000.0,-123483610.67,1028776886.84,243493020.52,120009409.85,1277693349.88,251716430.67,0.1486,2.5849,0.1345,0.5839,0.109,0.1863,-0.0011,-0.2229,15.3678,24.0393,75.9607,10.5742,15.3678,3.3494,6.1168,1.108,-0.0028,87.4876,17.937,18.8696,5.9175,5.92,5.4047,4.6408,3.7796,5.4398,7.89,6.1877,34.2939,1.5219,1.5992,47.4578,52.5422,57.0586,7.2787,87.208,99.0061,0.9939,0.0947,0.5219,1.802,11.9812,1.6638,11.0621,,0.0938,72.363,5.0395,3.7004,693513565.85,17.7616,3.3235,87.5522,1.7437,1.6203,1.1625,20.7197,23.2172,23.2172,253.8902,95.1711,93.5705,78.6841,102.28,323.1299,60.2181,-26.8293,8.7272,6.0979,46.4782,46.4782,59.1013,-26.1033,11.5255
0,000026.SZ,20191018,20190930,0.4039,0.4039,6.1849,6.1849,2.4385,0.5035,2.1273,9656569.64,169074195.74,1123254694.8,2.4454,0.8272,0.7563,6.5643,1.0809,6.5513,0.7501,222524926.2,260713174.51,,29850622.2407,78688400.3407,470360116.81,3672855.36,601952731.25,330664420.38,2379587730.13,1543560106.71,1869825735.84,3230803478.48,1165358327.81,0.4035,5.9346,0.6879,2.6308,0.2403,0.5886,0.0674,0.1776,6.5237,40.9991,59.0009,31.8506,6.5237,23.3444,7.6168,0.8894,0.0809,91.8778,8.6338,9.5161,6.8756,6.74,6.5041,7.1384,4.8937,6.2069,9.1675,9.5179,29.0427,1.4093,1.405,70.4882,29.5118,64.2292,18.6317,81.3681,99.2498,0.7502,0.2853,0.4093,2.4432,4.3672,2.2115,3.9531,7.1964,0.2832,334.2912,6.5249,4.8937,789858960.87,8.6267,23.4418,92.4006,2.0796,2.0876,1.4999,15.2633,8.956,8.956,3.8653,11.8955,11.8036,9.8792,14.1,4.8658,6.631,1.3093,2.9209,2.2843,6.824,6.824,9.8838,-12.1169,3.0463
0,000027.SZ,20191031,20190930,0.432,0.432,3.9803,3.9803,0.995,0.7431,2.5647,142524569.34,1570300264.11,5392994098.12,1.1241,1.066,0.749,2.4154,0.7073,0.4481,0.1766,1985208027.2,3830003365.13,,-5472282230.1091,-1117288768.6491,17212636826.0,4299291358.96,38528378448.04,33461346487.44,22084171425.73,2612204291.95,1388121458.46,72099771124.95,13114078148.48,0.432,6.0438,0.9411,3.3079,0.1321,0.9661,-1.3803,-0.2818,12.2969,34.176,65.824,15.5319,12.2969,1.1024,4.8493,9.5801,,87.4195,14.1871,24.2712,6.3398,6.69,5.8123,4.2869,2.1719,4.4839,8.4531,5.7159,64.1376,2.7884,3.3069,25.2829,74.7171,23.5913,53.4376,41.5534,35.0691,64.9309,0.1772,1.7884,0.499,0.7776,0.3678,0.5732,0.66,0.0621,144.4704,2.8959,1.9171,1517706730.51,14.691,1.0522,85.0051,2.4115,2.3203,0.8536,32.7869,183.6507,183.6507,-16.0257,150.862,152.9337,183.6446,166.59,-16.025,99.641,13.6929,10.0358,24.4479,27.4985,27.4985,22.7063,-3.9562,42.0774
0,000028.SZ,20191024,20190930,2.247,2.247,90.8047,90.8047,10.1919,0.5,17.3924,19078338.45,943065728.47,4206912529.44,1.5275,1.2425,1.1941,3.4529,1.4736,65.232,1.2197,1112844293.2,1548106679.71,,224741699.4696,168134556.6796,15550472034.54,1392590848.27,2956052348.04,-4854758520.47,10857960056.64,9762060481.14,4907301960.67,17873930304.86,7660213912.49,2.2473,29.0842,2.5062,17.8924,-0.3714,3.616,0.5249,0.3927,2.9,10.8214,89.1786,7.6653,2.9,5.7788,1.5061,0.3803,-0.0021,97.1374,3.5903,3.9822,7.9945,7.94,7.836,4.857,3.537,7.2435,10.6593,6.476,57.1535,2.3339,2.6484,81.1919,18.8081,31.1858,16.5383,69.6643,93.0017,6.9983,0.058,1.3339,0.6257,4.2123,0.5457,3.6731,,0.0539,115.8273,4.716,3.0186,759348427.81,3.6019,5.5923,97.5193,2.5318,2.4672,1.0512,-0.6653,3.7875,3.7875,90.2528,12.0094,11.9331,3.7943,4.14,90.2445,-8.1719,7.1723,20.3478,7.1724,22.3795,22.3795,24.2115,-18.0281,13.0311
