,ts_code,ann_date,f_ann_date,end_date,comp_type,report_type,net_profit,finan_exp,c_fr_sale_sg,recp_tax_rends,n_depos_incr_fi,n_incr_loans_cb,n_inc_borr_oth_fi,prem_fr_orig_contr,n_incr_insured_dep,n_reinsur_prem,n_incr_disp_tfa,ifc_cash_incr,n_incr_disp_faas,n_incr_loans_oth_bank,n_cap_incr_repur,c_fr_oth_operate_a,c_inf_fr_operate_a,c_paid_goods_s,c_paid_to_for_empl,c_paid_for_taxes,n_incr_clt_loan_adv,n_incr_dep_cbob,c_pay_claims_orig_inco,pay_handling_chrg,pay_comm_insur_plcy,oth_cash_pay_oper_act,st_cash_out_act,n_cashflow_act,oth_recp_ral_inv_act,c_disp_withdrwl_invest,c_recp_return_invest,n_recp_disp_fiolta,n_recp_disp_sobu,stot_inflows_inv_act,c_pay_acq_const_fiolta,c_paid_invest,n_disp_subs_oth_biz,oth_pay_ral_inv_act,n_incr_pledge_loan,stot_out_inv_act,n_cashflow_inv_act,c_recp_borrow,proc_issue_bonds,oth_cash_recp_ral_fnc_act,stot_cash_in_fnc_act,free_cashflow,c_prepay_amt_borr,c_pay_dist_dpcp_int_exp,incl_dvd_profit_paid_sc_ms,oth_cashpay_ral_fnc_act,stot_cashout_fnc_act,n_cash_flows_fnc_act,eff_fx_flu_cash,n_incr_cash_cash_equ,c_cash_equ_beg_period,c_cash_equ_end_period,c_recp_cap_contrib,incl_cash_rec_saims,uncon_invest_loss,prov_depr_assets,depr_fa_coga_dpba,amort_intang_assets,lt_amort_deferred_exp,decr_deferred_exp,incr_acc_exp,loss_disp_fiolta,loss_scr_fa,loss_fv_chg,invest_loss,decr_def_inc_tax_assets,incr_def_inc_tax_liab,decr_inventories,decr_oper_payable,incr_oper_payable,others,im_net_cashflow_oper_act,conv_debt_into_cap,conv_copbonds_due_within_1y,fa_fnc_leases,end_bal_cash,beg_bal_cash,end_bal_cash_equ,beg_bal_cash_equ,im_n_incr_cash_equ
3,002244.SZ,20190417,20190417,20181231,1,1,3152214835.27,703415990.68,22024532001.81,58160119.25,,,,,,,,,,,,112186077.17,22194878198.23,32426529556.13,312008565.35,2808156130.49,,,,,,588376196.73,36135070448.7,-13940192250.47,2549484449.64,892034971.94,36517290.38,265143.61,,3478301855.57,27042266.55,1911313000.0,-572395058.44,9554109854.51,,10920070062.62,-7441768207.05,19897133423.94,3980000000.0,6679616178.98,31386174166.0,-17106968964.9709,7816077838.68,1776036483.61,546000000.0,2846673252.9,12438787575.19,18947386590.81,43903152.45,-2390670714.26,9568090018.41,7177419304.15,829424563.08,829424563.08,,807959090.49,108681031.41,4764424.39,5128653.46,,,204875.56,113754.54,,105425782.99,-354967931.7,-325579.28,-23827753917.09,5212208273.34,142738465.47,,-13940192250.47,,,,7177419304.15,9568090018.41,,,-2390670714.26
0,002245.SZ,20190424,20190424,20190331,1,1,,,909891558.44,4382491.2,,,,,,,,10983063.45,,,,47606117.84,972863230.93,385560205.39,67007992.97,30811152.61,-32561304.11,,,399584.06,,124735025.59,575952656.51,396910574.42,,,,60114.5,,60114.5,134595719.9,222000000.0,,,,356595719.9,-356535605.4,403194656.14,,,403194656.14,1131585858.2291,381155606.38,29406668.91,7189775.17,,410562275.29,-7367619.15,4656846.59,37664196.46,138498216.03,176162412.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,002246.SZ,20190423,20190423,20190331,1,1,,,470130399.49,,,,,,,,,,,,,27763336.06,497893735.55,233448712.65,112611601.04,22932068.12,,,,,,39293955.05,408286336.86,89607398.69,6312.65,,,85823.2,,92135.85,6740774.74,80000000.0,,550.0,,86741324.74,-86649188.89,,,1414160.0,1414160.0,-22162271.1716,,,,753660.0,753660.0,660500.0,-1252362.54,2366347.26,433868960.2,436235307.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,002246.SZ,20190409,20190409,20181231,1,1,124345517.16,-4043110.2,1716162904.61,,,,,,,,,,,,,74152686.51,1790315591.12,1016711119.32,432245093.02,93459081.48,,,,,,114386908.06,1656802201.88,133513389.24,23534391.37,1115500000.0,16050498.58,1682582.39,399684.55,1157167156.89,75227516.23,1651000000.0,,5686608.86,,1731914125.09,-574746968.2,,,14118949.23,14118949.23,-465344719.8625,11000000.0,28993318.21,3168377.13,10408107.33,50401425.54,-36282476.31,1127351.42,-476388703.85,910257664.05,433868960.2,,,,51752657.11,81673451.47,8423074.3,29998.82,,,-291648.76,320407.54,,-23202350.37,-7243816.47,,-4580491.73,-132093494.98,38423195.35,,133513389.24,,,,433868960.2,910257664.05,,,-476388703.85
0,002247.SZ,20190430,20190531,20190331,1,1,,,1076211590.99,10464696.99,,,,,,,,,,,,202093326.55,1288769614.53,853275887.86,56889638.0,16509798.0,,,,,,406491383.21,1333166707.07,-44397092.54,205702940.11,,,44000.0,,205746940.11,3040143.19,,,167000000.0,,170040143.19,35706796.92,300000000.0,,,300600000.0,-24793995.06,325033522.34,8917647.07,,,333951169.41,-33351169.41,945382.9,-41096082.13,155917532.64,114821450.51,600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,002247.SZ,20190430,20190430,20181231,1,1,-2899396365.46,26619622.14,3433568254.32,14944658.75,,,,,,,,,,,,60362548.52,3508875461.59,3440118193.4,190813831.51,158946244.98,,,,,,317095806.16,4106974076.05,-598098614.46,1573303422.59,,7475373.8,495146.27,,1581273942.66,71588848.2,62000000.0,139388772.21,1473931986.9,,1746909607.31,-165635664.65,596000000.0,,23559226.73,620559226.73,-539571381.47,190200000.0,86757114.48,,722374.0,277679488.48,342879738.25,80759.6,-420773781.26,576459875.04,155686093.78,1000000.0,1000000.0,,3103993002.15,34593824.35,31934099.94,633469.98,,,583720.04,,,-6127879.35,-17578572.62,,10696755.11,-890222709.54,6172418.8,,-598098614.46,,,,155686093.78,576459875.04,,,-420773781.26
0,002248.SZ,20190426,20190426,20190331,1,1,,,16452084.48,,,,,,,,,,,,,3049934.48,19502018.96,4725223.31,10322266.49,6822708.44,,,,,,4350716.45,26220914.69,-6718895.73,,,,,,,,,,,,,,3397550.0,,,3397550.0,,,2324174.96,,5130000.0,7454174.96,-4056624.96,-27555.58,-10803076.27,18606467.35,7803391.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,002248.SZ,20190426,20190426,20190331,1,1,,,16452084.48,,,,,,,,,,,,,3049934.48,19502018.96,4725223.31,10322266.49,6822708.44,,,,,,4350716.45,26220914.69,-6718895.73,,,,,,,,,,,,,,3397550.0,,,3397550.0,-16625560.69,,2324174.96,,5130000.0,7454174.96,-4056624.96,-27555.58,-10803076.27,18606467.35,7803391.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,002249.SZ,20190427,20190427,20190331,1,1,,,2428899816.93,45038087.94,,,,,,,,,,,,122200949.8,2596138854.67,1572910231.44,334952788.81,68357097.3,,,,,,287260946.65,2263481064.2,332657790.47,51728214.8,,173815.54,31350.0,,51933380.34,150913040.05,,,65076057.79,,215989097.84,-164055717.5,36335518.32,,92980105.38,129315623.7,,195099000.0,30244096.76,,92614483.02,317957579.78,-188641956.08,3526966.36,-16512916.75,1313685524.98,1297172608.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,002249.SZ,20190427,20190427,20190331,1,1,,,2428899816.93,45038087.94,,,,,,,,,,,,122200949.8,2596138854.67,1572910231.44,334952788.81,68357097.3,,,,,,287260946.65,2263481064.2,332657790.47,51728214.8,,173815.54,31350.0,,51933380.34,150913040.05,,,65076057.79,,215989097.84,-164055717.5,36335518.32,,92980105.38,129315623.7,-49049518.83,195099000.0,30244096.76,,92614483.02,317957579.78,-188641956.08,3526966.36,-16512916.75,1313685524.98,1297172608.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,002249.SZ,20190427,20190427,20181231,1,1,-2396844372.16,140754735.54,8451596711.0,296836611.22,,,,,,,,,,,,453852010.63,9202285332.85,6230115142.44,1132390165.65,370516761.91,,,,,,722180670.33,8455202740.33,747082592.52,1611508812.13,84641166.67,8597747.89,1782239.93,,1706529966.62,468813571.11,138197535.59,,1553147262.94,,2160158369.64,-453628403.02,1722287717.54,,447767211.36,2195130165.71,53945915.24,1716306731.92,394212313.49,21087840.0,811892226.07,2922411271.48,-727281105.77,-34280672.94,-468107589.21,1781793114.19,1313685524.98,25075236.81,22450000.0,,2676653679.18,327954321.64,67982000.83,32337492.34,,,2584480.31,,7685886.0,12451313.42,-53367883.15,-2999737.1,-310728271.98,-201563247.6,444182195.25,,747082592.52,,,,1313685524.98,1781793114.19,,,-468107589.21
0,002250.SZ,20190425,20190425,20190331,1,1,,,1039324899.16,86420611.71,,,,,,,,,,,,7205550.95,1132951061.82,464184275.25,245226831.01,46796830.09,,,,,,212376060.36,968583996.71,164367065.11,7154845.0,,,617930.75,,7772775.75,173771037.25,,,,,173771037.25,-165998261.5,632488597.08,,,632488597.08,15795323.8072,852318794.32,59682101.22,,,912000895.54,-279512298.46,-6058048.22,-287201543.07,933653209.55,646451666.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,002250.SZ,20190420,20190420,20181231,1,1,47014315.7,-7162501.79,3569954901.08,207023070.58,,,,,,,,,,,,49183746.71,3826161718.37,1937611420.35,704550483.16,153176744.14,,,,,,493702917.91,3289041565.56,537120152.81,444360000.0,1000000.0,,15702955.91,,461062955.91,684167379.79,,,75890446.43,,760057826.22,-298994870.31,1259896194.34,,,1259896194.34,-685637973.7837,1496907788.79,182337887.09,4000000.0,,1679245675.88,-419349481.54,-15607787.47,-196831986.51,1130485196.06,933653209.55,,,,116281399.86,400298115.04,11101386.83,,,,-8336404.56,42959965.6,-5223719.73,74732137.05,-3084493.52,5082631.09,-176422049.39,-191938201.24,175982709.87,55834862.0,537120152.81,,,,933653209.55,1130485196.06,,,-196831986.51
0,002251.SZ,20190427,20190427,20190331,1,1,,,6234033904.58,,,,,,,,,,,,,18935596.6,6252969501.18,4003715506.75,425593298.52,72721709.68,,,,,,663835736.83,5165866251.78,1087103249.4,449883946.02,,,497965.22,,450381911.24,1166767671.37,5000000.0,,366805676.68,,1538573348.05,-1088191436.81,1622800000.0,,1071540000.0,2694340000.0,,885000000.0,72332416.18,,1128856189.5,2086188605.68,608151394.32,-296153.22,606767053.69,927591970.88,1534359024.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,002251.SZ,20190427,20190427,20190331,1,1,,,6234033904.58,,,,,,,,,,,,,18935596.6,6252969501.18,4003715506.75,425593298.52,72721709.68,,,,,,663835736.83,5165866251.78,1087103249.4,449883946.02,,,497965.22,,450381911.24,1166767671.37,5000000.0,,366805676.68,,1538573348.05,-1088191436.81,1622800000.0,,1071540000.0,2694340000.0,-317806959.0861,885000000.0,72332416.18,,1128856189.5,2086188605.68,608151394.32,-296153.22,606767053.69,927591970.88,1534359024.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,002251.SZ,20190420,20190420,20181231,1,1,160241643.37,208294402.28,20873657428.28,,,,,,,,,,,,,216625652.06,21090283080.34,15618680721.17,1458497037.33,464834923.36,,,,,,2114422819.08,19656435500.94,1433847579.4,1210685853.08,10038000.0,5416618.17,93088659.48,,1319229130.73,2774987488.07,355000000.0,37252081.6,901976169.47,,4069215739.14,-2749986608.41,4501451000.0,,2241800000.0,6743251000.0,-589519928.6794,2771305800.0,290833542.58,2034881.12,2844456133.99,5906595476.57,836655523.43,1015786.51,-478467719.07,1406059689.95,927591970.88,,,,19174267.74,307769367.26,57278041.25,356852117.98,,,4852980.87,13779530.37,-13568079.31,-5231952.34,-15904860.84,7251935.26,-35429713.67,-373703862.07,800015111.5,-57823350.25,1433847579.4,,,,927591970.88,1406059689.95,,,-478467719.07
0,002252.SZ,20190427,20190427,20190331,1,1,,,557535134.85,,,,,,,,,,,,,9785015.48,567320150.33,192642754.04,126142210.48,49890730.49,,,,,,76823666.73,445499361.74,121820788.59,,,,77425.0,,77425.0,20144144.04,,,,,20144144.04,-20066719.04,,,257060.92,257060.92,24049155.5489,150000000.0,1595083.33,,,151595083.33,-151338022.41,-467069.95,-50051022.81,864021737.18,813970714.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,002252.SZ,20190426,20190426,20181231,1,1,-1523198656.33,62654251.79,1972894389.53,,,,,,,,,,,,,45227713.34,2018122102.87,856185007.02,390236800.41,244925068.9,,,,,,264274414.69,1755621291.02,262500811.85,,1027718551.67,31084232.26,1332879.0,,1060135662.93,156939819.27,224802376.77,,558176.82,,382300372.86,677835290.07,450000000.0,,1162556.14,489340254.27,2943296579.62,1756000000.0,166587000.68,,31110985.59,1953697986.27,-1464357732.0,2209129.88,-521812500.2,1385834237.38,864021737.18,38177698.13,,,277694543.42,124398831.7,25359821.83,8903282.54,,,132950.64,587148.56,869528110.71,1124885883.67,-180653968.38,-130128407.27,-544451882.5,133769175.72,13019725.75,,262500811.85,,,,864021737.18,1385834237.38,,,-521812500.2
0,002253.SZ,20190424,20190424,20190331,1,1,,,56659165.94,2364779.63,,,,,,,,,,,,12208204.67,71232150.24,35725506.65,23856895.88,2747503.54,,,,,,17149296.98,79479203.05,-8247052.81,,,,,,,14124007.94,,,,,14124007.94,-14124007.94,,,,,-49952604.0029,,163318.74,,,163318.74,-163318.74,,-22534379.49,287606929.25,265072549.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,002254.SZ,20190422,20190422,20190331,1,1,,,387060836.68,850904.59,,,,,,,,,,,,44663415.79,432575157.06,302982246.61,49318967.41,6183423.78,,,,,,28341501.47,386826139.27,45749017.79,,770000000.0,6549114.75,,,776549114.75,128803604.1,405000000.0,,,,533803604.1,242745510.65,,,,,236223049.3926,,1914720.0,1914720.0,,1914720.0,-1914720.0,-928413.4,285651395.04,307727224.51,593378619.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,002254.SZ,20190422,20190422,20181231,1,1,149886444.41,1551787.71,1560491293.69,6834633.79,,,,,,,,,,,,102139097.46,1669465024.94,1180190180.72,178354398.08,68299767.74,,,,,,144229553.31,1571073899.85,98391125.09,,455000000.0,9183710.71,7220.0,,464190930.71,321300230.11,828000000.0,200000.0,6969092.05,,1156469322.16,-692278391.45,2000000.0,,,157000000.0,63588013.6588,9032869.92,31277764.05,600000.0,5449300.0,45759933.97,111240066.03,1989698.49,-480657501.84,788384726.35,307727224.51,155000000.0,155000000.0,,19047700.17,207792441.75,2269189.91,,,,-26692.46,518623.55,,-12827177.48,-18163000.61,6351258.17,-316673418.02,-45499617.26,166724678.29,-62561093.04,98391125.09,,,,307727224.51,788384726.35,,,-480657501.84
0,002255.SZ,20190424,20190424,20190331,1,1,,,394961786.1,1517998.61,,,,,,,,,,,,63266039.35,459745824.06,691829971.75,60896864.16,50976821.43,,,,,,69227940.49,872931597.83,-413185773.77,100610000.0,,1143174.29,112000.0,,101865174.29,4570643.55,,,83910000.0,,88480643.55,13384530.74,119500000.0,,,119500000.0,-418777241.7848,80000000.0,14089389.85,6986961.76,1260002.36,95349392.21,24150607.79,-247651.74,-375898286.98,547012738.3,171114451.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,002255.SZ,20190423,20190423,20181231,1,1,-147968923.68,36145414.19,2149677026.4,19173818.4,,,,,,,,,,,,43520299.45,2212371144.25,1551097946.84,179744468.06,125517633.44,,,,,,128392701.5,1984752749.84,227618394.41,622240655.68,,7224666.04,4310.0,,629469631.72,168503709.1,24019000.0,746430800.32,675755121.64,,1614708631.06,-985238999.34,1133000000.0,,23655600.0,1900665470.37,-966385934.8,543000000.0,38528984.25,2284190.4,373382958.46,954911942.71,945753527.66,3047461.82,191180384.55,355832353.75,547012738.3,744009870.37,,,956085161.29,69831632.92,4311293.13,421986.37,,,-1242722.89,882122.82,-648296917.78,-10224421.77,-10077468.02,96358270.49,-198983722.57,-128288321.61,232613974.98,-23948963.46,227618394.41,,,,547012738.3,355832353.75,,,191180384.55
0,002256.SZ,20190429,20190429,20190331,1,1,,,68700447.34,105355.36,,,,,,,,,,,,6436853.22,75242655.92,42323183.77,18779686.92,3813802.62,,,,,,12274114.19,77190787.5,-1948131.58,,,,0.0,,0.0,3191277.0,0.0,,,,3191277.0,-3191277.0,0.0,,33785667.26,33785667.26,,27196517.76,9657013.37,,0.0,36853531.13,-3067863.87,,-8207272.45,59152152.68,50944880.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,002256.SZ,20190429,20190429,20190331,1,1,,,68700447.34,105355.36,,,,,,,,,,,,6436853.22,75242655.92,42323183.77,18779686.92,3813802.62,,,,,,12274114.19,77190787.5,-1948131.58,,,,0.0,,0.0,3191277.0,0.0,,,,3191277.0,-3191277.0,0.0,,33785667.26,33785667.26,-74370353.36,27196517.76,9657013.37,,0.0,36853531.13,-3067863.87,,-8207272.45,59152152.68,50944880.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,002256.SZ,20190426,20190426,20181231,1,1,-217843020.05,139285398.25,626479146.71,11318699.91,,,,,,,,,,,,45974543.93,683772390.55,360619304.47,65219993.07,20076239.38,,,,,,51476378.63,497391915.55,186380475.0,,,,63000.0,3000000.0,3063000.0,206978363.7,30950000.0,,,,237928363.7,-234865363.7,2057560000.0,,1426564023.29,3484124023.29,310576108.61,2772516310.98,246878584.88,,1055722734.06,4075117629.92,-590993606.63,,-639478495.33,698630648.01,59152152.68,,,,225760046.66,86695026.58,3362911.08,6506071.03,,,45693.72,3774245.22,,196896.29,-3923907.21,-89561.67,1068414.69,-37043840.77,-21413898.82,,186380475.0,,,,59152152.68,698630648.01,,,-639478495.33
0,002258.SZ,20190424,20190424,20190331,1,1,,,1030161969.71,56158813.5,,,,,,,,,,,,15084055.14,1101404838.35,683040768.95,178283987.1,29877595.49,,,,,,47540484.33,938742835.87,162662002.48,25147900.0,,303375.0,127384.43,,25578659.43,197647308.75,,,25147900.0,,222795208.75,-197216549.32,496822446.51,,,496822446.51,-16045995.8388,162000000.0,29178343.85,,32503747.48,223682091.33,273140355.18,-1833931.34,236751877.0,575644485.88,812396362.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,002259.SZ,20190430,20190430,20190331,1,1,,,228599853.77,,,,,,,,,,,,,5068890.19,233668743.96,215849898.18,6707114.64,3616299.05,,,,,,3041052.53,229214364.4,4454379.56,,,,,,,2790.0,,,,,2790.0,-2790.0,,,175278558.0,175278558.0,-117270600.15,180209266.0,,,,180209266.0,-4930708.0,,-479118.44,4853252.12,4374133.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,002259.SZ,20190430,20190430,20181231,1,1,-190956038.34,118447648.78,955780379.44,,,,,,,,,,,,,4057038.36,959837417.8,920069828.63,28494193.54,36952588.24,,,,,,16086464.63,1001603075.04,-41765657.24,,,,,,,4709249.47,220000000.0,,277190.49,,224986439.96,-224986439.96,290520000.0,,194745624.35,485265624.35,-1117327447.48,461133994.75,10913055.23,,1086739399.46,1558786449.44,-1073520825.09,,-1340272922.29,1345126174.41,4853252.12,,,,101334484.37,50420528.76,1732150.99,9335733.5,,,435392.66,59618.7,,2271135.25,-3540217.91,-465535.01,3956569.71,-432675131.64,297878002.94,,-41765657.24,,,,4853252.12,1345126174.41,,,-1340272922.29
0,002261.SZ,20190427,20190427,20190331,1,1,,,209506171.64,6053.24,,,,,,,,,,,,1038255.07,210550479.95,84385325.24,143657850.82,18577766.45,,,,,,54172572.92,300793515.43,-90243035.48,7384896.68,,291958.84,66545.33,,7743400.85,6022444.93,,,2101389.47,,8123834.4,-380433.55,,,525680.64,525680.64,-142786717.2,,,,3348425.72,3348425.72,-2822745.08,-1371685.36,-94817899.47,456420042.04,361602142.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,002261.SZ,20190427,20190427,20190331,1,1,,,209506171.64,6053.24,,,,,,,,,,,,1038255.07,210550479.95,84385325.24,143657850.82,18577766.45,,,,,,54172572.92,300793515.43,-90243035.48,7384896.68,,291958.84,66545.33,,7743400.85,6022444.93,,,2101389.47,,8123834.4,-380433.55,,,525680.64,525680.64,,,,,3348425.72,3348425.72,-2822745.08,-1371685.36,-94817899.47,456420042.04,361602142.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,002261.SZ,20190427,20190427,20181231,1,1,-1366218477.07,-3029325.43,1238505998.45,5830127.14,,,,,,,,,,,,50205599.26,1294541724.85,526727374.33,471461159.51,75140346.08,,,,,,200972712.34,1274301592.26,20240132.59,63490565.99,321167.0,34230.38,2515714.92,,66361678.29,83926803.61,7050000.0,,157980247.64,,248957051.25,-182595372.96,152656078.8,,0.0,152656078.8,-115848877.5,30347298.0,13442369.74,,1.0,43789668.74,108866410.06,664900.07,-52823930.24,509243972.28,456420042.04,,,,1406378877.19,46649727.98,25939232.81,13678254.87,,,456477.59,7637190.21,-8006898.72,809172.71,-27832076.12,-1846105.92,-55933097.61,-61685370.7,43242550.8,,20240132.59,,,,456420042.04,509243972.28,,,-52823930.24
0,002262.SZ,20190420,20190420,20190331,1,1,,,974420361.72,262725.87,,,,,,,,,,,,21869486.0,996552573.59,297426247.66,117743872.75,110318250.44,,,,,,324751951.24,850240322.09,146312251.5,20000000.0,,,,,20000000.0,27202876.15,,,150000000.0,,177202876.15,-157202876.15,134850000.0,,,134850000.0,-15811720.3436,88800000.0,4273752.48,,907990.0,93981742.48,40868257.52,-43067.27,29934565.6,926617994.63,956552560.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,002264.SZ,20190425,20190425,20190331,1,1,,,2099264356.05,,,,,,,,,,,,,56946571.1,2156210927.15,1522573354.85,138811946.01,57571908.66,,,,,,163015634.03,1881972843.55,274238083.6,,,,452285.38,,452285.38,2756250.54,,,,,2756250.54,-2303965.16,100000000.0,,,100000000.0,237461226.0083,50000000.0,3789046.8,,,53789046.8,46210953.2,,318145071.64,504886284.85,823031356.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,002264.SZ,20190420,20190420,20181231,1,1,-6448.55,14086010.23,7060001965.01,4187553.44,,,,,,,,,,,,240475566.81,7304665085.26,5795230913.17,571538614.79,128698694.74,,,,,,876959439.73,7372427662.43,-67762577.17,,93955300.0,,492337.64,26716929.63,121164567.27,76278991.36,100000000.0,,,,176278991.36,-55114424.09,400000000.0,,,440260400.0,-220990230.1746,200000000.0,13922718.75,,,213922718.75,226337681.25,,103460679.99,401425604.86,504886284.85,40260400.0,6750000.0,,11457466.58,54007942.38,2818100.67,64592149.39,,,338189.5,1153006.25,,-30917121.75,11516137.34,757750.0,7371886.83,-66053415.4,-144735379.04,5851148.4,-67762577.17,,,,504886284.85,401425604.86,,,103460679.99
0,002265.SZ,20190426,20190426,20190331,1,1,,,153536972.37,,,,,,,,,,,,,1026723.04,154563695.41,75708465.26,53046636.04,6971846.84,,,,,,7037616.95,142764565.09,11799130.32,,800000.0,,,,800000.0,26196020.6,,,,,26196020.6,-25396020.6,27000000.0,,1266481.05,28266481.05,,20000000.0,1724591.66,,76289.67,21800881.33,6465599.72,-7409.09,-7138699.65,163844587.41,156705887.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,002265.SZ,20190426,20190426,20190331,1,1,,,153536972.37,,,,,,,,,,,,,1026723.04,154563695.41,75708465.26,53046636.04,6971846.84,,,,,,7037616.95,142764565.09,11799130.32,,800000.0,,,,800000.0,26196020.6,,,,,26196020.6,-25396020.6,27000000.0,,1266481.05,28266481.05,-60993896.42,20000000.0,1724591.66,,76289.67,21800881.33,6465599.72,-7409.09,-7138699.65,163844587.41,156705887.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,002266.SZ,20190430,20190430,20190331,1,1,,,277955044.52,6176058.17,,,,,,,,,,,,64156004.83,348287107.52,253481201.51,62604263.41,11632462.41,,,,,,73349899.1,401067826.43,-52780718.91,,599306378.5,2254637.54,7350166.48,,608911182.52,58979303.84,597994284.0,,31250427.41,,688224015.25,-79312832.73,328500000.0,,,328500000.0,-206638753.5386,288021200.0,14594581.93,,,302615781.93,25884218.07,-10184048.04,-116393381.61,943446492.36,827053110.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,002266.SZ,20190430,20190430,20181231,1,1,132952488.02,90130522.43,1199060023.45,8481956.09,,,,,,,,,,,,149400214.56,1356942194.1,770158105.64,212633888.07,75453674.79,,,,,,283828213.62,1342073882.12,14868311.98,17125296.0,2928979095.22,35129373.89,435552194.49,,3416785959.6,605240323.46,2668185634.72,,79797863.23,,3353223821.41,63562138.19,1457036600.0,,286019077.96,1982272950.45,-5992544.7693,1667568400.0,101780188.0,10000000.0,168344861.8,1937693449.8,44579500.65,102754526.66,225764477.48,717682014.88,943446492.36,239217272.49,239217272.49,,43801630.03,73938157.86,24245279.27,8189639.94,,,-215325969.68,88241.93,-1003376.0,-217885532.58,3394969.1,-94408.82,-12897103.48,-149032145.08,240842302.0,-6476382.96,14868311.98,,,,943446492.36,717682014.88,,,225764477.48
0,002267.SZ,20190424,20190424,20190331,1,1,,,4084866240.34,,,,,,,,,,,,,56353891.87,4141220132.21,2668645816.35,107347578.38,101011004.97,,,,,,84746657.65,2961751057.35,1179469074.86,7256600.0,,,60.0,,7256660.0,128526531.03,114255898.78,,-3410559.3,,239371870.51,-232115210.51,38287133.51,,0.0,38287133.51,497203145.0478,186125000.0,17820872.6,,188628869.0,392574741.6,-354287608.09,,593066256.26,903339020.5,1496405276.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,002267.SZ,20190409,20190409,20181231,1,1,415038532.27,174554753.67,9784926362.72,,,,,,,,,,,,,121048134.46,9905974497.18,8500000086.57,370241045.64,280100398.71,,,,,,140771721.49,9291113252.41,614861244.77,15363450.55,,16000000.0,1943.0,,31365393.55,744889928.88,304900000.0,,12392806.48,,1062182735.36,-1030817341.81,1840000000.0,,1000000000.0,2845700000.0,532900175.436,1631410000.0,465193859.75,,301478348.88,2398082208.63,447617791.37,,31661694.33,871677326.17,903339020.5,5700000.0,5700000.0,,148409401.35,557897104.02,13533112.89,1029903.0,,,8336.54,376650.88,,-20974531.76,3887215.92,,-38169059.04,-209592173.38,-431138001.59,,614861244.77,,,,903339020.5,871677326.17,,,31661694.33
0,002268.SZ,20190426,20190426,20190331,1,1,,,264882854.7,7491876.66,,,,,,,,,,,,23914886.14,296289617.5,493634886.73,157884169.89,48602941.42,,,,,,57121660.88,757243658.92,-460954041.42,,,,318.0,,318.0,14568724.48,,,,,14568724.48,-14568406.48,,,,,,250000000.0,190312.5,,15000.0,250205312.5,-250205312.5,,-725727760.4,1931298590.37,1205570829.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,002268.SZ,20190426,20190426,20190331,1,1,,,264882854.7,7491876.66,,,,,,,,,,,,23914886.14,296289617.5,493634886.73,157884169.89,48602941.42,,,,,,57121660.88,757243658.92,-460954041.42,,,,318.0,,318.0,14568724.48,,,,,14568724.48,-14568406.48,,,,,-504583081.87,250000000.0,190312.5,,15000.0,250205312.5,-250205312.5,,-725727760.4,1931298590.37,1205570829.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,002268.SZ,20190426,20190426,20181231,1,1,124482265.34,,1946153873.75,18593961.04,,,,,,,,,,,,162782725.27,2127530560.06,1373748309.17,375564270.96,176298883.58,,,,,,169050138.86,2094661602.57,32868957.49,,,200000.0,2535.56,,202535.56,153205012.36,9000000.0,,,,162205012.36,-162002476.8,250000000.0,,,250000000.0,-188874695.8924,0.0,41916801.4,,15708255.71,57625057.11,192374942.89,,63241423.58,1868057166.79,1931298590.37,0.0,0.0,,90896965.86,22049650.75,23834319.79,962168.82,,,20699.46,11287.08,,3988314.96,-27316198.47,,-98845506.79,-225758791.62,118543782.31,,32868957.49,,,,1931298590.37,1868057166.79,,,63241423.58
