,ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,total_share,cap_rese,undistr_porfit,surplus_rese,special_rese,money_cap,trad_asset,notes_receiv,accounts_receiv,oth_receiv,prepayment,div_receiv,int_receiv,inventories,amor_exp,nca_within_1y,sett_rsrv,loanto_oth_bank_fi,premium_receiv,reinsur_receiv,reinsur_res_receiv,pur_resale_fa,oth_cur_assets,total_cur_assets,fa_avail_for_sale,htm_invest,lt_eqt_invest,invest_real_estate,time_deposits,oth_assets,lt_rec,fix_assets,cip,const_materials,fixed_assets_disp,produc_bio_assets,oil_and_gas_assets,intan_assets,r_and_d,goodwill,lt_amor_exp,defer_tax_assets,decr_in_disbur,oth_nca,total_nca,cash_reser_cb,depos_in_oth_bfi,prec_metals,deriv_assets,rr_reins_une_prem,rr_reins_outstd_cla,rr_reins_lins_liab,rr_reins_lthins_liab,refund_depos,ph_pledge_loans,refund_cap_depos,indep_acct_assets,client_depos,client_prov,transac_seat_fee,invest_as_receiv,total_assets,lt_borr,st_borr,cb_borr,depos_ib_deposits,loan_oth_bank,trading_fl,notes_payable,acct_payable,adv_receipts,sold_for_repur_fa,comm_payable,payroll_payable,taxes_payable,int_payable,div_payable,oth_payable,acc_exp,deferred_inc,st_bonds_payable,payable_to_reinsurer,rsrv_insur_cont,acting_trading_sec,acting_uw_sec,non_cur_liab_due_1y,oth_cur_liab,total_cur_liab,bond_payable,lt_payable,specific_payables,estimated_liab,defer_tax_liab,defer_inc_non_cur_liab,oth_ncl,total_ncl,depos_oth_bfi,deriv_liab,depos,agency_bus_liab,oth_liab,prem_receiv_adva,depos_received,ph_invest,reser_une_prem,reser_outstd_claims,reser_lins_liab,reser_lthins_liab,indept_acc_liab,pledge_borr,indem_payable,policy_div_payable,total_liab,treasury_share,ordin_risk_reser,forex_differ,invest_loss_unconf,minority_int,total_hldr_eqy_exc_min_int,total_hldr_eqy_inc_min_int,total_liab_hldr_eqy,lt_payroll_payable,oth_comp_income,oth_eqt_tools,oth_eqt_tools_p_shr,lending_funds,acc_receivable,st_fin_payable,payables,hfs_assets,hfs_sales
0,002383.SZ,20190828,20190828,20190630,1,1,745158184.0,2480662597.64,654192317.25,59301191.37,,935542953.8,,8423915.72,942065772.41,,2630529697.05,,,689434265.16,,,,,,,,,66706231.74,5377096713.74,,,895441044.65,273049066.9,,,,,,,,,,520717651.94,208616509.89,1126820997.3,18447919.69,98263963.24,,,3860321057.71,,,,,,,,,,,,,,,,,9237417771.45,340362416.85,2150160919.66,,,,,954577230.0,445305783.26,865416471.13,,,27760239.63,16228812.1,6720258.37,,,,,,,,,,78713333.33,826246.7,4825243474.3,,,,3844554.75,3102812.92,42623182.68,,479472897.33,,,,,,,,,,,,,,,,,5304716371.63,97792194.68,,,,79919327.31,3852782072.51,3932701399.82,9237417771.45,2194984.91,11259976.93,,,,,,,,
1,002383.SZ,20190828,20190828,20190630,1,1,745158184.0,2480662597.64,654192317.25,59301191.37,,935542953.8,,8423915.72,942065772.41,104393877.86,2630529697.05,,,689434265.16,,,,,,,,,66706231.74,5377096713.74,,,895441044.65,273049066.9,,,,458669549.51,169177218.97,,,,,520717651.94,208616509.89,1126820997.3,18447919.69,98263963.24,,,3860321057.71,,,,,,,,,,,,,,,,,9237417771.45,340362416.85,2150160919.66,,,,,954577230.0,445305783.26,865416471.13,,,27760239.63,16228812.1,6720258.37,,279534180.12,,,,,,,,78713333.33,826246.7,4825243474.3,,87344945.22,,3844554.75,3102812.92,42623182.68,,479472897.33,,,,,,,,,,,,,,,,,5304716371.63,97792194.68,,,,79919327.31,3852782072.51,3932701399.82,9237417771.45,2194984.91,11259976.93,,,,,,,,
0,002384.SZ,20190810,20190810,20190630,1,1,1606572477.0,5330728624.32,1966884132.18,45154252.43,,3187660821.82,,205549075.89,5729100193.24,,152003439.63,,,3604335470.85,,,,,,,,,1040318125.99,14756345825.77,,,127208750.96,39829710.85,,,87000000.0,,,,,,,363577999.48,,2220590908.21,166640718.55,277852086.27,,102775553.07,15781157926.51,,,,,,,,,,,,,,,,,30537503752.28,3408616910.0,8782107322.83,,,,,1347204219.29,5327612355.57,35432931.5,,,266170800.91,106820425.2,49857263.59,,,,,,,,,,630226167.94,,16640772200.2,,,,4940880.95,106309496.72,361062167.19,,5043755118.99,,,,,,,,,,,,,,,,,21684527319.19,,,,,21723308.06,8831253125.03,8852976433.09,30537503752.28,,-118086360.9,,,,,,,,
1,002384.SZ,20190810,20190810,20190630,1,1,1606572477.0,5330728624.32,1966884132.18,45154252.43,,3187660821.82,,205549075.89,5729100193.24,837378698.35,152003439.63,,,3604335470.85,,,,,,,,,1040318125.99,14756345825.77,,,127208750.96,39829710.85,,,87000000.0,10286858186.98,1715870754.3,,,,,363577999.48,,2220590908.21,166640718.55,277852086.27,,102775553.07,15781157926.51,,,,,,,,,,,,,,,,,30537503752.28,3408616910.0,8782107322.83,,,,8505726.02,1347204219.29,5327612355.57,35432931.5,,,266170800.91,106820425.2,49857263.59,,86834987.35,,,,,,,,630226167.94,,16640772200.2,,1162825664.13,,4940880.95,106309496.72,361062167.19,,5043755118.99,,,,,,,,,,,,,,,,,21684527319.19,,,,,21723308.06,8831253125.03,8852976433.09,30537503752.28,,-118086360.9,,,,,,,,
0,002385.SZ,20190822,20190822,20190630,1,1,4242993865.0,1476077612.35,4536545224.54,449703641.84,,1576065617.33,222241903.66,31310265.0,1903509329.19,281957076.56,247226506.88,,1175560.97,2293669651.37,,,,,,,,,95642612.44,6652798523.4,,,1753973091.24,,,,25000000.0,5354943453.81,533679116.66,,,89361542.66,,1636155146.64,389817305.1,298336406.2,157056355.89,136890711.77,,227726904.22,11513882788.94,,,,,,,,,,,,,,,,,18166681312.34,362140000.0,2538182935.74,,,,123200.0,39169625.99,1182500874.45,576325581.79,,,213230582.54,46957420.18,12836000.74,5431722.72,696553690.26,,,,,,,,106356500.0,,5417668134.41,600000000.0,,,,19076885.77,157689428.29,,1451961845.2,,,,,,,,,,,,,,,,,6869629979.61,716771782.38,,,,1394517348.29,9902533984.44,11297051332.73,18166681312.34,,-86014576.91,,,,,,,,
0,002386.SZ,20190823,20190823,20190630,1,1,780857017.0,2414603985.97,1590538676.28,270966654.49,690251.03,2194085775.19,,831074292.84,271115222.25,,366880678.03,,,659920641.13,,,,,,,,,191232490.03,4857904888.76,49044600.0,,369542641.33,18942521.58,,,,,,,,,,662695003.17,,102189678.37,63358814.87,19932319.96,,264493670.09,9108279786.43,,,,,,,,,,,,,,,,,13966184675.19,478257770.4,5393586317.5,,,,,351868631.3,1009193656.79,169592317.13,,,5642461.66,60343881.97,24882042.17,,,,,,,,,,340693010.66,3785342.73,7502280075.55,278489927.54,,,,58551972.95,78893210.16,,1272112878.23,,,,,,,,,,,,,,,,,8774392953.78,,,,,134135136.64,5057656584.77,5191791721.41,13966184675.19,79980210.49,,,,,,,,,
1,002386.SZ,20190823,20190823,20190630,1,1,780857017.0,2414603985.97,1590538676.28,270966654.49,690251.03,2194085775.19,3824861.08,831074292.84,271115222.25,339770928.21,366880678.03,,,659920641.13,,,,,,,,,191232490.03,4857904888.76,49044600.0,,369542641.33,18942521.58,,,,4957594410.16,2492493540.59,107992586.31,,,,662695003.17,,102189678.37,63358814.87,19932319.96,,264493670.09,9108279786.43,,,,,,,,,,,,,,,,,13966184675.19,478257770.4,5393586317.5,,,,,351868631.3,1009193656.79,169592317.13,,,5642461.66,60343881.97,24882042.17,,142692413.64,,,,,,,,340693010.66,3785342.73,7502280075.55,278489927.54,297939786.69,,,58551972.95,78893210.16,,1272112878.23,,,,,,,,,,,,,,,,,8774392953.78,,,,,134135136.64,5057656584.77,5191791721.41,13966184675.19,79980210.49,,,,,,,,,
0,002387.SZ,20190829,20190829,20190630,1,1,1367663046.0,13751695012.99,-52407890.3,17039690.81,,4091308393.74,,64639648.58,215101994.94,,85415701.87,,2798748.34,866797795.37,,,,,,,,,297102541.04,6617121015.09,,,2597806737.04,,,,,,,,,,,1699538849.84,258506576.64,795047420.51,499777753.32,263787962.67,,766102870.6,30374962502.73,,,,,,,,,,,,,,,,,36992083517.82,3500897354.63,994865230.0,,,,,8300766.17,3627379162.05,44525583.1,,,164941704.35,5153493.63,22366679.38,,,,,,,,,,1374891966.38,1417429465.21,7747479414.18,,,,,151489509.79,104434118.56,,8304334253.5,,,,,,,,,,,,,,,,,16051813667.68,,,,,5856279990.64,15083989859.5,20940269850.14,36992083517.82,,,,,,,,,,
1,002387.SZ,20190829,20190829,20190630,1,1,1367663046.0,13751695012.99,-52407890.3,17039690.81,,4091308393.74,,64639648.58,215101994.94,993956191.21,85415701.87,,2798748.34,866797795.37,,,,,,,,,297102541.04,6617121015.09,,,2597806737.04,,,,,9884636185.42,13609758146.69,,,,,1699538849.84,258506576.64,795047420.51,499777753.32,263787962.67,,766102870.6,30374962502.73,,,,,,,,,,,,,,,,,36992083517.82,3500897354.63,994865230.0,,,,,8300766.17,3627379162.05,44525583.1,,,164941704.35,5153493.63,22366679.38,,87625363.91,,,,,,,,1374891966.38,1417429465.21,7747479414.18,,4547513270.52,,,151489509.79,104434118.56,,8304334253.5,,,,,,,,,,,,,,,,,16051813667.68,,,,,5856279990.64,15083989859.5,20940269850.14,36992083517.82,,,,,,,,,,
0,002388.SZ,20190827,20190827,20190630,1,1,503766600.0,475416573.32,168723675.35,22583219.63,,358623062.01,,16089639.17,423045953.76,6942275.36,155870669.6,,,256803154.48,,,,,,,,,26390313.14,1655552320.46,,,1895919.57,43552682.09,,,,287636650.99,14151426.86,,,,,49553200.66,,11042771.78,4199083.78,28555996.86,,,440587732.59,,,,,,,,,,,,,,,,,2096140053.05,,546500827.13,,,,,31339759.39,145836249.31,46815804.1,,,10270549.61,8584351.11,340448.41,,4662902.11,,,,,,,,,315140.39,794666031.56,,,,,1298114.86,11833842.05,,13131956.91,,,,,,,,,,,,,,,,,807797988.47,9999922.31,,,,127851918.59,1160490145.99,1288342064.58,2096140053.05,,,,,,,,,,
0,002389.SZ,20190827,20190827,20190630,1,1,946062685.0,4776671465.76,429110444.48,61969998.29,15309621.42,243808153.29,,284844855.36,1925161635.65,15059686.7,98769728.02,,,584976106.52,,,,,,,,,168394589.37,3325516899.57,,,9611670.17,154770154.08,,,,1820062474.49,568963360.93,1272684.35,,,,1375039576.66,34259398.55,657301147.54,6466432.21,15132264.48,,,4642879163.46,,,,,,,,,,,,,,,,,7968396063.03,,430029462.58,,,,,34196400.0,888589175.11,18885514.75,,,18753097.4,36047520.02,148592.17,2211943.05,31185679.23,,,,,,,,,,1460047384.31,,,,,92602022.79,40921710.76,,133523733.55,,,,,,,,,,,,,,,,,1593571117.86,,,,,145700730.22,6229124214.95,6374824945.17,7968396063.03,,,,,,,,,4502144.66,
0,002390.SZ,20190827,20190827,20190630,1,1,1667228611.0,3624323881.24,-241681041.64,54210588.74,,1009939039.96,,199081042.13,2950636934.8,,293852963.92,0.0,0.0,924974894.65,,,,,,,,,10711194.54,6001082241.46,,,,,,,,,,,,,,316534689.96,,778215310.5,125852515.42,48307526.66,,36000000.0,4228812978.67,,,,,,,,,,,,,,,,,10229895220.13,25000000.0,3450360000.0,,,,,127495210.09,878751018.99,70085052.32,,,15258507.4,37803874.02,10609000.0,875065.32,,,,,,,,,,,4871826388.29,298415148.18,,,371906.0,,24769948.38,,348557002.56,,,,,,,,,,,,,,,,,5220383390.85,278749836.53,,,,199267515.68,4810244313.6,5009511829.28,10229895220.13,,-15087889.21,,,,,,,,
1,002390.SZ,20190827,20190827,20190630,1,1,1667228611.0,3624323881.24,-241681041.64,54210588.74,,1009939039.96,,199081042.13,2950636934.8,611886171.46,293852963.92,0.0,0.0,924974894.65,,,,,,,,,10711194.54,6001082241.46,,,,,,,,2371725079.85,405109165.72,,,,,316534689.96,,778215310.5,125852515.42,48307526.66,,36000000.0,4228812978.67,,,,,,,,,,,,,,,,,10229895220.13,25000000.0,3450360000.0,,,,,127495210.09,878751018.99,70085052.32,,,15258507.4,37803874.02,10609000.0,875065.32,280588660.15,,,,,,,,,,4871826388.29,298415148.18,,,371906.0,,24769948.38,,348557002.56,,,,,,,,,,,,,,,,,5220383390.85,278749836.53,,,,199267515.68,4810244313.6,5009511829.28,10229895220.13,,-15087889.21,,,,,,,,
0,002391.SZ,20190821,20190821,20190630,1,1,539229270.0,1449952599.03,1180906924.31,175673886.32,905078.1,272857557.66,845500614.4,51804638.0,669059025.21,8830326.04,83830804.43,,7492148.33,864903851.44,,,,,,,,,86339663.2,2890618628.71,,,,63812643.73,,,,1862451629.75,192434131.32,,,,,122675389.83,,,,19398274.54,,140772972.77,2412949141.94,,,,,,,,,,,,,,,,,5303567770.65,,302122900.0,,,,51591.91,323234294.0,300356149.22,36126747.53,,,14712834.55,33194607.84,2324615.02,,2706097.72,,,,,,,,,,1014829837.79,814216642.69,,,,2063561.9,20223575.0,,836503779.59,,,,,,,,,,,,,,,,,1851333617.38,,,,,18093522.88,3434140630.39,3452234153.27,5303567770.65,,,87472872.63,,,,,,,
0,002392.SZ,20190826,20190826,20190630,1,1,1190490839.0,987616992.02,1315346346.61,95037067.68,3833974.27,694434227.99,,743398862.06,1217225643.17,,40718847.02,,2085392.45,709658178.2,,,,,,,,,412516203.08,3884337102.13,,,78665487.68,,,,,,,,,,,433511532.78,,,45625234.36,62290484.44,,109211544.19,1451523262.55,,,,,,,,,,,,,,,,,5335860364.68,50000000.0,,,,,,825471720.8,670174531.05,54960257.25,,,21306203.41,45892027.23,709767.12,142154.0,,,,,,,,,,24226504.48,1654468042.74,,,,,11470929.08,19669230.16,,81140159.24,,,,,,,,,,,,,,,,,1735608201.98,,,,,8447529.22,3591804633.48,3600252162.7,5335860364.68,,-520586.1,,,,,,,11623443.59,
1,002392.SZ,20190826,20190826,20190630,1,1,1190490839.0,987616992.02,1315346346.61,95037067.68,3833974.27,694434227.99,,743398862.06,1217225643.17,52676304.57,40718847.02,,2085392.45,709658178.2,,,,,,,,,412516203.08,3884337102.13,,,78665487.68,,,,,610089416.88,107929562.22,,,,,433511532.78,,,45625234.36,62290484.44,,109211544.19,1451523262.55,,,,,,,,,,,,,,,,,5335860364.68,50000000.0,,,,,,825471720.8,670174531.05,54960257.25,,,21306203.41,45892027.23,709767.12,142154.0,11584877.4,,,,,,,,,24226504.48,1654468042.74,,,,,11470929.08,19669230.16,,81140159.24,,,,,,,,,,,,,,,,,1735608201.98,,,,,8447529.22,3591804633.48,3600252162.7,5335860364.68,,-520586.1,,,,,,,11623443.59,
0,002393.SZ,20190823,20190823,20190630,1,1,182454992.0,1691564108.23,980418426.7,374057331.92,14454639.87,1579124394.93,,379247893.28,172483604.48,,28990720.83,,,269920646.07,,,,,,,,,,2431726392.39,,,51267141.23,3995295.79,,,,,,,,,,154530523.96,13800000.0,,,2863422.49,,11146087.25,3207880174.83,,,,,,,,,,,,,,,,,5639606567.22,,57776991.97,,,,,,80722084.55,3436301.75,,,51512617.26,27491005.0,,,,,,,,,,,,49704.53,771424069.59,,,,,239647829.13,21471048.87,,262160261.82,,,,,,,,,,,,,,,,,1033584331.41,,,,,,4606022235.81,4606022235.81,5639606567.22,1041383.82,1363072737.09,,,,,,,,
1,002393.SZ,20190823,20190823,20190630,1,1,182454992.0,1691564108.23,980418426.7,374057331.92,14454639.87,1579124394.93,,379247893.28,172483604.48,1959132.8,28990720.83,,,269920646.07,,,,,,,,,,2431726392.39,,,51267141.23,3995295.79,,,,1107399944.99,20090475.22,,38087.61,,,154530523.96,13800000.0,,,2863422.49,,11146087.25,3207880174.83,,,,,,,,,,,,,,,,,5639606567.22,,57776991.97,,,,,,80722084.55,3436301.75,,,51512617.26,27491005.0,,,550435364.53,,,,,,,,,49704.53,771424069.59,,,,,239647829.13,21471048.87,,262160261.82,,,,,,,,,,,,,,,,,1033584331.41,,,,,,4606022235.81,4606022235.81,5639606567.22,1041383.82,1363072737.09,,,,,,,,
0,002394.SZ,20190823,20190823,20190630,1,1,336648000.0,1032117188.12,1804671494.3,170204832.39,,634154007.61,,9026303.71,458054842.65,,40842319.26,,3170278.87,728628211.26,,386792.37,,,,,,,628581617.87,2729112817.01,,,,22942601.24,,,,,,,,,,104164021.41,,1413349.2,3527680.85,19131637.97,,103280471.53,1618095455.91,,,,,,,,,,,,,,,,,4347208272.92,504544.0,488550000.0,,,,,36900000.0,217788264.78,34396205.43,,,78454007.87,33683328.02,1219681.01,,,,,,,,,,,1024919.09,975198602.81,,,,,32507067.21,34812065.95,,67823677.16,,,,,,,,,,,,,,,,,1043022279.97,63963120.0,,,,21825036.18,3282360956.77,3304185992.95,4347208272.92,,2682561.96,,,,,,,,
1,002394.SZ,20190823,20190823,20190630,1,1,336648000.0,1032117188.12,1804671494.3,170204832.39,,634154007.61,217645739.7,9026303.71,458054842.65,8622703.71,40842319.26,,3170278.87,728628211.26,,386792.37,,,,,,,628581617.87,2729112817.01,,,,22942601.24,,,,1284557223.58,46997833.48,,,,,104164021.41,,1413349.2,3527680.85,19131637.97,,103280471.53,1618095455.91,,,,,,,,,,,,,,,,,4347208272.92,504544.0,488550000.0,,,,,36900000.0,217788264.78,34396205.43,,,78454007.87,33683328.02,1219681.01,,83182196.61,,,,,,,,,1024919.09,975198602.81,,,,,32507067.21,34812065.95,,67823677.16,,,,,,,,,,,,,,,,,1043022279.97,63963120.0,,,,21825036.18,3282360956.77,3304185992.95,4347208272.92,,2682561.96,,,,,,,,
0,002395.SZ,20190820,20190820,20190630,1,1,178806000.0,427314904.5,235312814.72,36570182.91,,197911406.78,,114151710.34,87135677.95,3958271.94,36281352.53,,,408785694.44,,,,,,,,,6436278.46,854660392.44,,,,,,,,329828562.33,11585631.09,,,,,66319500.77,,,7521574.92,5448137.42,,5365087.32,486068493.85,,,,,,,,,,,,,,,,,1340728886.29,,58000000.0,,,,,137500000.0,198552348.93,42104999.08,,,14370589.08,2744138.34,70083.33,,6270067.71,,,,,,,,,,459612226.47,,,,,697204.63,2415553.06,,3112757.69,,,,,,,,,,,,,,,,,462724984.16,,,,,,878003902.13,878003902.13,1340728886.29,,,,,,,,,,
1,002395.SZ,20190820,20190820,20190630,1,1,178806000.0,427314904.5,235312814.72,36570182.91,,197911406.78,,114151710.34,87135677.95,,36281352.53,,,408785694.44,,,,,,,,,6436278.46,854660392.44,,,,,,,,,,,,,,66319500.77,,,7521574.92,5448137.42,,5365087.32,486068493.85,,,,,,,,,,,,,,,,,1340728886.29,,58000000.0,,,,,137500000.0,198552348.93,42104999.08,,,14370589.08,2744138.34,70083.33,,,,,,,,,,,,459612226.47,,,,,697204.63,2415553.06,,3112757.69,,,,,,,,,,,,,,,,,462724984.16,,,,,,878003902.13,878003902.13,1340728886.29,,,,,,,,,,
0,002396.SZ,20190828,20190828,20190630,1,1,583280278.0,685666679.34,2291747065.09,207514995.59,,717927763.9,,67320133.56,1630036027.46,,93370575.48,,23966.2,1822127889.3,,,,,,,,,70909542.21,4582762470.07,,,140120758.02,19219341.71,,,,,,,,,,120200801.62,7905905.67,233220944.98,35384930.72,137984681.68,,66472667.76,1617417621.7,,,,,,,,,,,,,,,,,6200180091.77,,41248207.43,,,,,652774348.98,871912248.29,175097148.92,,,4404550.29,55552099.13,1000892.96,73758111.86,,,,,,,,,,,1967414418.55,,,,,26021107.16,28254000.0,,54275107.16,,,,,,,,,,,,,,,,,2021689525.71,,,,,407527054.15,3770963511.91,4178490566.06,6200180091.77,,2754493.89,,,,,,,,
1,002396.SZ,20190828,20190828,20190630,1,1,583280278.0,685666679.34,2291747065.09,207514995.59,,717927763.9,99000000.0,67320133.56,1630036027.46,82046571.96,93370575.48,,23966.2,1822127889.3,,,,,,,,,70909542.21,4582762470.07,,,140120758.02,19219341.71,,,,560772149.05,48191564.62,,,,,120200801.62,7905905.67,233220944.98,35384930.72,137984681.68,,66472667.76,1617417621.7,,,,,,,,,,,,,,,,,6200180091.77,,41248207.43,,,,,652774348.98,871912248.29,175097148.92,,,4404550.29,55552099.13,1000892.96,73758111.86,91666810.69,,,,,,,,,,1967414418.55,,,,,26021107.16,28254000.0,,54275107.16,,,,,,,,,,,,,,,,,2021689525.71,,,,,407527054.15,3770963511.91,4178490566.06,6200180091.77,,2754493.89,,,,,,,,
0,002397.SZ,20190822,20190822,20190630,1,1,779764760.0,761217073.74,401254710.93,100103475.59,,639688433.04,,4867928.32,403828687.82,137724027.85,118946279.45,,,764284940.57,,,,,,,,,9563393.03,2078903690.08,7231231.23,,,,,,,927274831.92,142812691.4,,,,,139495937.25,,71321531.75,183833318.7,20420652.12,,80315601.45,1572705795.82,,,,,,,,,,,,,,,,,3651609485.9,55280000.0,547666734.56,,,,,401406312.4,211786176.27,68097481.0,,,5340545.3,34478549.87,,114402006.75,119839136.73,,,,,,,,11600000.0,,1514616942.88,,4651093.93,,,5508980.15,25049887.71,,90489961.79,,,,,,,,,,,,,,,,,1605106904.67,112843714.17,,,,119055686.64,1927446894.59,2046502581.23,3651609485.9,,-2049411.5,,,,,,,,
1,002397.SZ,20190822,20190822,20190630,1,1,779764760.0,761217073.74,401254710.93,100103475.59,,639688433.04,,4867928.32,403828687.82,,118946279.45,,,764284940.57,,,,,,,,,9563393.03,2078903690.08,7231231.23,,,,,,,,,,,,,139495937.25,,71321531.75,183833318.7,20420652.12,,80315601.45,1572705795.82,,,,,,,,,,,,,,,,,3651609485.9,55280000.0,547666734.56,,,,,401406312.4,211786176.27,68097481.0,,,5340545.3,34478549.87,,114402006.75,,,,,,,,,11600000.0,,1514616942.88,,,,,5508980.15,25049887.71,,90489961.79,,,,,,,,,,,,,,,,,1605106904.67,112843714.17,,,,119055686.64,1927446894.59,2046502581.23,3651609485.9,,-2049411.5,,,,,,,,
0,002398.SZ,20190820,20190820,20190630,1,1,692624177.0,257026946.37,1645457059.75,59023766.16,,243578512.37,139984914.74,412248028.13,1725215422.01,34335610.68,15762202.02,0.0,0.0,92426467.75,,,,,,,,,5820174.25,2669371331.95,,,113846717.05,17998950.87,,,,375124528.05,23698753.15,,,,,104472227.29,,250462779.82,4509159.38,50373838.23,,13827679.81,1187432021.51,,,,,,,,,,,,,,,,,3856803353.46,,7485297.3,,,,,495022102.82,482228032.17,37983378.03,,,21750310.9,52232046.54,,969522.85,34544240.5,,,,,,,,,,1132214931.11,,,,5403000.0,10244592.23,16811294.18,,32458886.41,,,,,,,,,,,,,,,,,1164673817.52,23736081.56,,,,56665885.59,2635463650.35,2692129535.94,3856803353.46,,5067782.63,,,,,,,,
0,002399.SZ,20190828,20190828,20190630,1,1,1247201704.0,2278457470.09,2435318276.23,522414788.88,,1425190894.3,202935647.5,5449773.95,1024485550.89,122021567.27,371041755.67,,73188288.89,1827852658.86,,,,,,,,,124679115.86,5176845253.19,,,1011236366.76,,,,10489192.59,1593420392.43,768090253.65,685487.85,4440.93,,,691946579.36,343322.43,2320645140.71,206419337.47,260637247.18,,132744221.28,8835401087.08,,,,,,,,,,,,,,,,,14012246340.27,1261762803.22,2799238506.0,,,,,,266774661.01,65148152.93,,,76695808.24,45382568.79,39264997.51,124720170.4,169112298.39,,,,,,,,1201239286.21,31154906.12,4818731355.6,669579095.05,20632854.46,165331.36,9712509.74,448212730.06,21851655.48,,2499306989.62,,,,,,,,,,,,,,,,,7318038345.22,,,,,125633989.88,6568574005.17,6694207995.05,14012246340.27,67390010.25,85181765.97,,,,,,,,
1,002399.SZ,20190828,20190828,20190630,1,1,1247201704.0,2278457470.09,2435318276.23,522414788.88,,1425190894.3,,5449773.95,1024485550.89,,371041755.67,,73188288.89,1827852658.86,,,,,,,,,124679115.86,5176845253.19,,,1011236366.76,,,,10489192.59,,,,,,,691946579.36,343322.43,2320645140.71,206419337.47,260637247.18,,132744221.28,8835401087.08,,,,,,,,,,,,,,,,,14012246340.27,1261762803.22,2799238506.0,,,,,,266774661.01,65148152.93,,,76695808.24,45382568.79,39264997.51,124720170.4,,,,,,,,,1201239286.21,31154906.12,4818731355.6,669579095.05,,,9712509.74,448212730.06,21851655.48,,2499306989.62,,,,,,,,,,,,,,,,,7318038345.22,,,,,125633989.88,6568574005.17,6694207995.05,14012246340.27,67390010.25,85181765.97,,,,,,,,
0,002400.SZ,20190822,20190822,20190630,1,1,1743337128.0,1408911905.94,1918750122.77,150205816.62,,609846685.89,,207071555.03,2368681225.07,285023507.22,1062934835.26,0.0,0.0,416895.88,,,,,,,,,761644695.69,5295619400.04,,,878076471.13,256579513.8,,,,690713954.32,,,,,,57044829.61,11810635.07,1825831420.49,22960665.37,108933561.66,,,3961450277.57,,,,,,,,,,,,,,,,,9257069677.61,,891152450.0,,,,,80060024.81,1635283700.3,512302898.04,,,79935906.57,91876901.8,956033.33,22500000.0,57704495.1,,,,,,,,,10648000.25,3382420410.2,,,,265957206.71,18213882.92,566666.38,,284737756.01,,,,,,,,,,,,,,,,,3667158166.21,,,,,294652037.07,5295259474.33,5589911511.4,9257069677.61,,74054501.0,,,,,,,,
1,002400.SZ,20190822,20190822,20190630,1,1,1743337128.0,1408911905.94,1918750122.77,150205816.62,,609846685.89,,207071555.03,2368681225.07,,1062934835.26,0.0,0.0,416895.88,,,,,,,,,761644695.69,5295619400.04,,,878076471.13,256579513.8,,,,,,,,,,57044829.61,11810635.07,1825831420.49,22960665.37,108933561.66,,,3961450277.57,,,,,,,,,,,,,,,,,9257069677.61,,891152450.0,,,,,80060024.81,1635283700.3,512302898.04,,,79935906.57,91876901.8,956033.33,22500000.0,,,,,,,,,,10648000.25,3382420410.2,,,,265957206.71,18213882.92,566666.38,,284737756.01,,,,,,,,,,,,,,,,,3667158166.21,,,,,294652037.07,5295259474.33,5589911511.4,9257069677.61,,74054501.0,,,,,,,,
0,002401.SZ,20190820,20190820,20190630,1,1,303240000.0,43917101.16,500590801.06,60094837.83,,934528492.02,,5470070.0,133215640.39,,60650316.89,,5096468.84,855385145.69,,,,,,,,,14904308.63,2037541416.9,,,6506471.01,83060163.48,,,,,,,,,,6166814.48,1600444.03,,,2481634.68,,,186141400.55,,,,,,,,,,,,,,,,,2223682817.45,,,,,,,,261110832.16,978443330.17,,,29017370.41,2902287.81,,15162000.0,,,,,,,,,,,1293152074.24,,,,,33412.08,9063529.35,,9096941.43,,,,,,,,,,,,,,,,,1302249015.67,,,,,13591061.73,907842740.05,921433801.78,2223682817.45,,,,,,,,,,
1,002401.SZ,20190820,20190820,20190630,1,1,303240000.0,43917101.16,500590801.06,60094837.83,,934528492.02,,5470070.0,133215640.39,28290974.44,60650316.89,,5096468.84,855385145.69,,,,,,,,,14904308.63,2037541416.9,,,6506471.01,83060163.48,,,,72832134.34,13493738.53,,,,,6166814.48,1600444.03,,,2481634.68,,,186141400.55,,,,,,,,,,,,,,,,,2223682817.45,,,,,,,,261110832.16,978443330.17,,,29017370.41,2902287.81,,15162000.0,6516253.69,,,,,,,,,,1293152074.24,,,,,33412.08,9063529.35,,9096941.43,,,,,,,,,,,,,,,,,1302249015.67,,,,,13591061.73,907842740.05,921433801.78,2223682817.45,,,,,,,,,,
0,002402.SZ,20190816,20190816,20190630,1,1,855435396.0,187251313.66,654178375.73,90725673.9,,783509595.65,,95638726.18,1005052702.0,,13216472.54,,,551790401.32,,106829.11,,,,,,,76133464.45,2737882375.32,,,54496372.2,,,,,,,,,,,168500283.48,43647380.69,545416159.32,3463583.05,23615155.03,,64030578.18,1574182678.63,,,,,,,,,,,,,,,,,4312065053.95,119000209.27,254870334.16,,,,,196559386.86,860383073.36,4767840.48,,,52155748.24,35229560.8,976373.52,,,,,,,,,,,,1470538938.15,477205236.03,,,,13956288.95,16060388.19,,953380672.41,,,,,,,,,,,,,,,,,2423919610.56,51000950.0,,,,89212877.88,1798932565.51,1888145443.39,4312065053.95,15158549.97,4834028.09,57508728.13,,,,,,,
