,ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,total_share,cap_rese,undistr_porfit,surplus_rese,special_rese,money_cap,trad_asset,notes_receiv,accounts_receiv,oth_receiv,prepayment,div_receiv,int_receiv,inventories,amor_exp,nca_within_1y,sett_rsrv,loanto_oth_bank_fi,premium_receiv,reinsur_receiv,reinsur_res_receiv,pur_resale_fa,oth_cur_assets,total_cur_assets,fa_avail_for_sale,htm_invest,lt_eqt_invest,invest_real_estate,time_deposits,oth_assets,lt_rec,fix_assets,cip,const_materials,fixed_assets_disp,produc_bio_assets,oil_and_gas_assets,intan_assets,r_and_d,goodwill,lt_amor_exp,defer_tax_assets,decr_in_disbur,oth_nca,total_nca,cash_reser_cb,depos_in_oth_bfi,prec_metals,deriv_assets,rr_reins_une_prem,rr_reins_outstd_cla,rr_reins_lins_liab,rr_reins_lthins_liab,refund_depos,ph_pledge_loans,refund_cap_depos,indep_acct_assets,client_depos,client_prov,transac_seat_fee,invest_as_receiv,total_assets,lt_borr,st_borr,cb_borr,depos_ib_deposits,loan_oth_bank,trading_fl,notes_payable,acct_payable,adv_receipts,sold_for_repur_fa,comm_payable,payroll_payable,taxes_payable,int_payable,div_payable,oth_payable,acc_exp,deferred_inc,st_bonds_payable,payable_to_reinsurer,rsrv_insur_cont,acting_trading_sec,acting_uw_sec,non_cur_liab_due_1y,oth_cur_liab,total_cur_liab,bond_payable,lt_payable,specific_payables,estimated_liab,defer_tax_liab,defer_inc_non_cur_liab,oth_ncl,total_ncl,depos_oth_bfi,deriv_liab,depos,agency_bus_liab,oth_liab,prem_receiv_adva,depos_received,ph_invest,reser_une_prem,reser_outstd_claims,reser_lins_liab,reser_lthins_liab,indept_acc_liab,pledge_borr,indem_payable,policy_div_payable,total_liab,treasury_share,ordin_risk_reser,forex_differ,invest_loss_unconf,minority_int,total_hldr_eqy_exc_min_int,total_hldr_eqy_inc_min_int,total_liab_hldr_eqy,lt_payroll_payable,oth_comp_income,oth_eqt_tools,oth_eqt_tools_p_shr,lending_funds,acc_receivable,st_fin_payable,payables,hfs_assets,hfs_sales
0,600735.SH,20190830,20190830,20190630,1,1,375992296.0,142885967.48,344930661.93,33639952.79,,282471814.39,,,111774630.78,,20704522.45,2400000.0,,306698580.66,,,,,,,,,8837501.87,859173143.57,,,98955013.53,79991340.0,,,,,,,,,,2438351.6,,88393397.99,5580921.75,7226329.62,,2968787.15,365263014.99,,,,,,,,,,,,,,,,,1224436158.56,,23437350.0,,,,,,119405625.96,17711835.24,,,34700874.17,19264482.59,129887.71,225708.0,,,,,,,,,,,233619161.65,,,,,12519439.36,,,12519439.36,,,,,,,,,,,,,,,,,246138601.01,,,,,67642955.09,910654602.46,978297557.55,1224436158.56,,13205724.26,,,,,,,,
1,600735.SH,20190830,20190830,20190630,1,1,375992296.0,142885967.48,344930661.93,33639952.79,,282471814.39,103835085.78,,111774630.78,22451007.64,20704522.45,2400000.0,,306698580.66,,,,,,,,,8837501.87,859173143.57,,,98955013.53,79991340.0,,,,28638710.59,38640075.42,,,,,2438351.6,,88393397.99,5580921.75,7226329.62,,2968787.15,365263014.99,,,,,,,,,,,,,,,,,1224436158.56,,23437350.0,,,,,,119405625.96,17711835.24,,,34700874.17,19264482.59,129887.71,225708.0,18743397.98,,,,,,,,,,233619161.65,,,,,12519439.36,,,12519439.36,,,,,,,,,,,,,,,,,246138601.01,,,,,67642955.09,910654602.46,978297557.55,1224436158.56,,13205724.26,,,,,,,,
0,600736.SH,20190824,20190824,20190630,1,1,1151292907.0,1578043264.3,2945329992.09,322441500.43,,4381407471.45,485457327.84,9987355.88,411993786.17,6529574619.7,299460576.17,,,22469813882.48,,541065766.69,,,,,,,1664835688.55,37036494259.06,,,953809028.53,359186409.17,,,430849316.23,1734959120.8,1429551083.81,,,,,1199245210.51,,161647429.26,5858548.25,256409264.56,,132731482.09,7025577771.76,,,,,,,,,,,,,,,,,44062072030.82,7066167000.0,75000000.0,,,,,79579019.96,3399596219.26,5036188902.92,,,31080162.38,1100579852.36,244609523.95,814460.46,5054420710.98,,,,,,,,898099733.82,,15919968586.09,6114592534.57,14315740.0,,1303283.36,129197420.41,114587378.69,9897320.61,13450060677.64,,,,,,,,,,,,,,,,,29370029263.73,,,,,5952641380.89,8739401386.2,14692042767.09,44062072030.82,,266992039.36,2475301683.02,,,,,,242897784.13,
1,600736.SH,20190824,20190824,20190630,1,1,1151292907.0,1578043264.3,2945329992.09,322441500.43,,4381407471.45,,9987355.88,411993786.17,,299460576.17,,,22469813882.48,,541065766.69,,,,,,,1664835688.55,37036494259.06,,,953809028.53,359186409.17,,,430849316.23,,,,,,,1199245210.51,,161647429.26,5858548.25,256409264.56,,132731482.09,7025577771.76,,,,,,,,,,,,,,,,,44062072030.82,7066167000.0,75000000.0,,,,,79579019.96,3399596219.26,5036188902.92,,,31080162.38,1100579852.36,244609523.95,814460.46,,,,,,,,,898099733.82,,15919968586.09,6114592534.57,,,1303283.36,129197420.41,114587378.69,9897320.61,13450060677.64,,,,,,,,,,,,,,,,,29370029263.73,,,,,5952641380.89,8739401386.2,14692042767.09,44062072030.82,,266992039.36,2475301683.02,,,,,,242897784.13,
0,600737.SH,20190830,20190830,20190630,1,1,2138848228.0,4678596840.75,1067180693.68,238878742.02,,7499301808.07,157068870.06,71945250.0,911967873.65,661528431.97,817278200.77,,13809.41,4652816706.27,,,,,,,,,386954531.3,15204459169.14,,,328508476.69,22718396.12,,,,3979929336.43,83601047.82,2531933.65,,,,894987020.92,,358586766.75,45526476.01,70935472.48,,158942.88,5886840165.2,,,,45583687.64,,,,,,,,,,,,,21091299334.34,,4400268484.33,,,,2723886.53,2909958819.5,1214538477.37,1252454734.7,,,159447981.03,25528433.41,51202130.54,1098179.72,726076558.83,,,,,,,,999872176.52,1000000000.0,12755934925.06,,,,,102048080.67,81594707.82,,184008774.09,,12765062.58,,,,,,,,,,,,,,,12939943699.15,,,,,152388710.22,7998966924.97,8151355635.19,21091299334.34,365985.6,-124537579.48,,,,,,,,
1,600737.SH,20190830,20190830,20190630,1,1,2138848228.0,4678596840.75,1067180693.68,238878742.02,,7499301808.07,,71945250.0,911967873.65,,817278200.77,,13809.41,4652816706.27,,,,,,,,,386954531.3,15204459169.14,,,328508476.69,22718396.12,,,,,,,,,,894987020.92,,358586766.75,45526476.01,70935472.48,,158942.88,5886840165.2,,,,45583687.64,,,,,,,,,,,,,21091299334.34,,4400268484.33,,,,,2909958819.5,1214538477.37,1252454734.7,,,159447981.03,25528433.41,51202130.54,1098179.72,,,,,,,,,999872176.52,1000000000.0,12755934925.06,,,,,102048080.67,81594707.82,,184008774.09,,12765062.58,,,,,,,,,,,,,,,12939943699.15,,,,,152388710.22,7998966924.97,8151355635.19,21091299334.34,365985.6,-124537579.48,,,,,,,,
0,600738.SH,20190829,20190829,20190630,1,1,783095436.0,388469152.35,510314572.31,215560026.36,,1082883025.19,,,2023346.22,19769122.5,2439458.27,,,1495903793.25,,,,,,,,,28330520.89,2631349266.32,,,,972728806.1,,,,340414969.34,3966094.29,,,,,1581211.01,,,7344897.67,13252722.88,,1684535.7,1666773360.99,,,,,,,,,,,,,,,,,4298122627.31,649640000.0,300000000.0,,,,,,77671825.64,459056989.21,,,15742171.35,83267152.91,1224469.14,2042751.14,805994242.0,,,,,,,,,,1744999601.39,,,2000000.0,,33910850.32,,,685550850.32,,,,,,,,,,,,,,,,,2430550451.71,29867011.42,,,,,1867572175.6,1867572175.6,4298122627.31,,,,,,,,,,
1,600738.SH,20190829,20190829,20190630,1,1,783095436.0,388469152.35,510314572.31,215560026.36,,1082883025.19,,,2023346.22,,2439458.27,,,1495903793.25,,,,,,,,,28330520.89,2631349266.32,,,,972728806.1,,,,,,,,,,1581211.01,,,7344897.67,13252722.88,,1684535.7,1666773360.99,,,,,,,,,,,,,,,,,4298122627.31,649640000.0,300000000.0,,,,,,77671825.64,459056989.21,,,15742171.35,83267152.91,1224469.14,2042751.14,,,,,,,,,,,1744999601.39,,,,,33910850.32,,,685550850.32,,,,,,,,,,,,,,,,,2430550451.71,29867011.42,,,,,1867572175.6,1867572175.6,4298122627.31,,,,,,,,,,
0,600739.SH,20190831,20190831,20190630,1,1,1529709816.0,6404091365.19,12108997670.17,824360081.93,6957343.49,1902432822.82,323073687.16,13448085.84,1374500671.09,118822980.1,669414688.56,0.0,0.0,2259499225.2,,,,,,,,,485005963.36,7146198124.13,,,23913275957.24,84518460.41,,,174582631.37,3956815483.97,285505716.75,4026712.43,,,,930421966.48,12721089.24,84757720.17,76566851.48,35133760.25,,184029957.55,30077186593.76,,,,,,,,,,,,,,,,,37223384717.89,,3676241000.0,,,,3261001.21,443110061.65,1054134877.86,260675966.08,,,52176193.78,68472964.15,209434055.58,0.0,82565639.39,,,,,,,,1190000000.0,2000000000.0,9040071759.7,5300000000.0,0.0,6138189.0,168009430.56,16187792.13,178874014.83,10000.0,5669219426.52,,,,,,,,,,,,,,,,,14709291186.22,,,,,1315908375.97,21198185155.7,22514093531.67,37223384717.89,,324068878.92,,,,,,,,
1,600739.SH,20190831,20190831,20190630,1,1,1529709816.0,6404091365.19,12108997670.17,824360081.93,6957343.49,1902432822.82,,13448085.84,1374500671.09,,669414688.56,,,2259499225.2,,,,,,,,,485005963.36,7146198124.13,,,23913275957.24,84518460.41,,,174582631.37,,,,,,,930421966.48,12721089.24,84757720.17,76566851.48,35133760.25,,184029957.55,30077186593.76,,,,,,,,,,,,,,,,,37223384717.89,,3676241000.0,,,,,443110061.65,1054134877.86,260675966.08,,,52176193.78,68472964.15,209434055.58,,,,,,,,,,1190000000.0,2000000000.0,9040071759.7,5300000000.0,,,168009430.56,16187792.13,178874014.83,10000.0,5669219426.52,,,,,,,,,,,,,,,,,14709291186.22,,,,,1315908375.97,21198185155.7,22514093531.67,37223384717.89,,324068878.92,,,,,,,,
0,600740.SH,20190820,20190820,20190630,1,1,1516048020.0,7821985330.35,856030654.59,268192919.46,5077830.47,5359214892.46,,,205885147.17,,95467946.9,,,353542353.21,,,,,,,,,32810814.03,6275222139.0,,,8635034711.07,,,,,,,,,,,308280700.71,,,,24331672.65,,81371905.61,14742084306.51,,,,,,,,,,,,,,,,,21017306445.51,852000000.0,3478498544.33,,,,,3652699300.0,229907893.31,224948662.13,,,36603474.47,17529827.28,39887426.65,,,,,,,,,,664220746.97,,8654095427.94,,,,,,118275405.46,,1395437100.5,,,,,,,,,,,,,,,,,10049532528.44,,,,,527241232.1,10440532684.97,10967773917.07,21017306445.51,,-26802069.9,,,,,,,,
1,600740.SH,20190820,20190820,20190630,1,1,1516048020.0,7821985330.35,856030654.59,268192919.46,5077830.47,5359214892.46,,,205885147.17,24172702.91,95467946.9,,,353542353.21,,,,,,,,,32810814.03,6275222139.0,,,8635034711.07,,,,,3651038362.06,2041297067.99,,,,,308280700.71,,,,24331672.65,,81371905.61,14742084306.51,,,,,,,,,,,,,,,,,21017306445.51,852000000.0,3478498544.33,,,,,3652699300.0,229907893.31,224948662.13,,,36603474.47,17529827.28,39887426.65,,309799552.8,,,,,,,,664220746.97,,8654095427.94,,425161695.04,,,,118275405.46,,1395437100.5,,,,,,,,,,,,,,,,,10049532528.44,,,,,527241232.1,10440532684.97,10967773917.07,21017306445.51,,-26802069.9,,,,,,,,
0,600741.SH,20190823,20190823,20190630,1,1,3152723984.0,12879007325.87,25518903608.74,2619988687.44,,31518727706.41,,7477039832.88,26505742525.49,,675259226.08,606988592.6,57894094.52,9137947929.11,,,,,,,,,2236164539.44,82375844189.02,,,14184693443.22,369960135.04,,,,,,,,,,3552675959.39,4173918.89,852681723.73,930496883.17,4342569119.65,,910553498.45,54416835593.39,,,,,,,,,,,,,,,,,136792679782.41,4521639029.91,7834881293.81,,,,,4317733500.49,41516090813.19,1216145318.71,,,3296397367.47,780099013.83,17603512.1,4101631289.44,,,,,,,,,160397079.8,,70526868064.55,,,,2719281429.65,1423481654.79,1908657996.04,,11423655253.34,,,,,,,,,,,,,,,,,81950523317.89,,,,,9027323569.21,45814832895.31,54842156464.52,136792679782.41,834861113.88,1644209289.26,,,,,,,80713400.0,
1,600741.SH,20190823,20190823,20190630,1,1,3152723984.0,12879007325.87,25518903608.74,2619988687.44,,31518727706.41,6120.0,7477039832.88,26505742525.49,4079360222.49,675259226.08,606988592.6,57894094.52,9137947929.11,,,,,,,,,2236164539.44,82375844189.02,,,14184693443.22,369960135.04,,,,21345658560.33,4255379593.74,,,,,3552675959.39,4173918.89,852681723.73,930496883.17,4342569119.65,,910553498.45,54416835593.39,,,,,,,,,,,,,,,,,136792679782.41,4521639029.91,7834881293.81,,,,,4317733500.49,41516090813.19,1216145318.71,,,3296397367.47,780099013.83,17603512.1,4101631289.44,7285888875.71,,,,,,,,160397079.8,,70526868064.55,,,,2719281429.65,1423481654.79,1908657996.04,,11423655253.34,,,,,,,,,,,,,,,,,81950523317.89,,,,,9027323569.21,45814832895.31,54842156464.52,136792679782.41,834861113.88,1644209289.26,,,,,,,80713400.0,
0,600742.SH,20190823,20190823,20190630,1,1,507656160.0,445562890.92,3102221603.29,694074022.06,48339821.33,974631898.05,,583798047.46,1442672988.52,,599358738.14,366969198.38,,665024495.67,,,,,,,,,89377116.75,4834662688.89,,,1435958119.05,135595900.8,,,,,,,,,,185394351.51,,,40934348.04,67891410.16,,,4357469397.52,,,,,,,,,,,,,,,,,9192132086.41,26742166.66,,,,,,490288872.67,2073260165.1,20006226.08,,,104713083.95,33427299.29,109237.02,65664969.12,,,,,,,,,53510689.38,23530763.72,3490708575.04,,,,13000278.38,1834155.57,36874375.38,,174128989.11,,,,,,,,,,,,,,,,,3664837564.15,,,,,728024805.79,4799269716.47,5527294522.26,9192132086.41,95678013.12,1415218.87,,,,,,,,
1,600742.SH,20190823,20190823,20190630,1,1,507656160.0,445562890.92,3102221603.29,694074022.06,48339821.33,974631898.05,,583798047.46,1442672988.52,112830205.92,599358738.14,366969198.38,,665024495.67,,,,,,,,,89377116.75,4834662688.89,,,1435958119.05,135595900.8,,,,1877449427.63,169869153.61,,1891409.19,,,185394351.51,,,40934348.04,67891410.16,,,4357469397.52,,,,,,,,,,,,,,,,,9192132086.41,26742166.66,,,,,,490288872.67,2073260165.1,20006226.08,,,104713083.95,33427299.29,109237.02,65664969.12,626197268.71,,,,,,,,53510689.38,23530763.72,3490708575.04,,,,13000278.38,1834155.57,36874375.38,,174128989.11,,,,,,,,,,,,,,,,,3664837564.15,,,,,728024805.79,4799269716.47,5527294522.26,9192132086.41,95678013.12,1415218.87,,,,,,,,
0,600743.SH,20190823,20190823,20190630,1,1,2346100874.0,1275556769.19,3762747237.27,356345859.65,,5876501633.46,3000000.0,,67042352.09,2415586716.99,267294780.25,,,39838546630.82,,,,,,,,,885546745.88,49353518859.49,,,463403863.64,545912249.44,,,,1313282129.64,375503504.97,,,,,42049883.89,,41593308.69,,422293896.13,,841943790.73,7344679630.62,,,,,,,,,,,,,,,,,56698198490.11,8339140348.0,,,,,,3000000.0,1997749312.9,10198110116.69,,,8271818.32,625242092.34,333272465.49,,7315758811.33,,,,,,,,8183189438.46,5516599.73,28670110655.26,11173532821.0,,,62645.92,43397147.56,,,19556132962.48,,,,,,,,,,,,,,,,,48226243617.74,,,,,731204132.26,7740750740.11,8471954872.37,56698198490.11,,,,,,,,,,
1,600743.SH,20190823,20190823,20190630,1,1,2346100874.0,1275556769.19,3762747237.27,356345859.65,,5876501633.46,,,67042352.09,,267294780.25,,,39838546630.82,,,,,,,,,885546745.88,49353518859.49,,,463403863.64,545912249.44,,,,,,,,,,42049883.89,,41593308.69,,422293896.13,,841943790.73,7344679630.62,,,,,,,,,,,,,,,,,56698198490.11,8339140348.0,,,,,,3000000.0,1997749312.9,10198110116.69,,,8271818.32,625242092.34,333272465.49,,,,,,,,,,8183189438.46,5516599.73,28670110655.26,11173532821.0,,,62645.92,43397147.56,,,19556132962.48,,,,,,,,,,,,,,,,,48226243617.74,,,,,731204132.26,7740750740.11,8471954872.37,56698198490.11,,,,,,,,,,
0,600744.SH,20190822,20190822,20190630,1,1,1781124274.0,4888572159.37,-3928222683.88,128827108.02,,650861154.64,,140085141.19,1470503729.72,,269674260.15,,,1046300254.82,,,,,,,,,175261333.68,4226275764.95,,,766993599.18,,,,,,,,,,,796054051.43,30167961.26,1921210.39,5874303.56,8407239.34,,402777193.16,13841910354.1,,,,,,,,,,,,,,,,,18068186119.05,6171370500.0,3518474451.59,,,,,457470399.8,1026651666.58,15527390.1,,,60017429.79,56294897.52,,12739132.77,,,,,,,,,1089697045.19,1012640869.28,7719193318.75,,,,40296500.0,,342450886.52,,7626811255.03,,,,,,,,,,,,,,,,,15346004573.78,,,,,-148119312.24,2870300857.51,2722181545.27,18068186119.05,,,,,,,,,,
1,600744.SH,20190822,20190822,20190630,1,1,1781124274.0,4888572159.37,-3928222683.88,128827108.02,,650861154.64,,140085141.19,1470503729.72,473589890.75,269674260.15,,,1046300254.82,,,,,,,,,175261333.68,4226275764.95,,,766993599.18,,,,,10380953738.86,1033215851.93,,,,,796054051.43,30167961.26,1921210.39,5874303.56,8407239.34,,402777193.16,13841910354.1,,,,,,,,,,,,,,,,,18068186119.05,6171370500.0,3518474451.59,,,,,457470399.8,1026651666.58,15527390.1,,,60017429.79,56294897.52,,12739132.77,469680036.13,,,,,,,,1089697045.19,1012640869.28,7719193318.75,,1072693368.51,,40296500.0,,342450886.52,,7626811255.03,,,,,,,,,,,,,,,,,15346004573.78,,,,,-148119312.24,2870300857.51,2722181545.27,18068186119.05,,,,,,,,,,
0,600745.SH,20190831,20190831,20190630,1,1,637266387.0,2381603064.83,722820434.73,45525207.07,,2581331700.48,,5000000.0,4646470971.14,,100879847.45,,,1953644847.5,,,,,,,,,155497526.99,12381998643.57,,,11907315583.85,,,,,,,,,,,513408188.36,269431848.81,1328723234.88,55617066.36,118081801.76,,2289408075.54,17153645930.76,,,,,,,,,,,,,,,,,29535644574.33,2500000000.0,2046467435.01,,,,,2269800713.44,5945036631.77,871272311.95,,,102717013.75,72440402.0,7939470.18,688474.01,,,,,,,,,1116934198.99,,16067331369.07,,,,,16405705.5,10278888.14,,2526684593.64,,,,,,,,,,,,,,,,,18594015962.71,,,,,7146471873.45,3795156738.17,10941628611.62,29535644574.33,,7941644.54,,,,,,,2856943051.62,1700201909.53
1,600745.SH,20190831,20190831,20190630,1,1,637266387.0,2381603064.83,722820434.73,45525207.07,,2581331700.48,,5000000.0,4646470971.14,82230698.39,100879847.45,,,1953644847.5,,,,,,,,,155497526.99,12381998643.57,,,11907315583.85,,,,,611134363.93,8775010.4,,,,,513408188.36,269431848.81,1328723234.88,55617066.36,118081801.76,,2289408075.54,17153645930.76,,,,,,,,,,,,,,,,,29535644574.33,2500000000.0,2046467435.01,,,,,2269800713.44,5945036631.77,871272311.95,,,102717013.75,72440402.0,7939470.18,688474.01,1933832808.44,,,,,,,,1116934198.99,,16067331369.07,,,,,16405705.5,10278888.14,,2526684593.64,,,,,,,,,,,,,,,,,18594015962.71,,,,,7146471873.45,3795156738.17,10941628611.62,29535644574.33,,7941644.54,,,,,,,2856943051.62,1700201909.53
0,600746.SH,20190822,20190822,20190630,1,1,306421452.0,62072373.39,54194671.97,46350390.14,98746.0,53157376.99,149750233.91,31393563.46,5030168.27,163070.53,8702014.88,,,34156657.14,,55760976.5,,,,,,,,338114061.68,,,,,,,,128528490.4,52913804.37,,,,,,,,1789966.59,13803772.7,,,251704536.59,,,,,,,,,,,,,,,,,589818598.27,,,,,,,22693492.03,28621343.9,4509176.06,,,4507673.8,382599.63,,,2940716.47,,,,,,,,,,63655001.89,,,,,14647566.89,4180000.0,,18827566.89,,,,,,,,,,,,,,,,,82482568.78,,,,,,507336029.49,507336029.49,589818598.27,,38198395.99,,,,,,,,
1,600746.SH,20190822,20190822,20190630,1,1,306421452.0,62072373.39,54194671.97,46350390.14,98746.0,53157376.99,,31393563.46,5030168.27,,8702014.88,,,34156657.14,,55760976.5,,,,,,,,338114061.68,,,,,,,,,,,,,,,,,1789966.59,13803772.7,,,251704536.59,,,,,,,,,,,,,,,,,589818598.27,,,,,,,22693492.03,28621343.9,4509176.06,,,4507673.8,382599.63,,,,,,,,,,,,,63655001.89,,,,,14647566.89,4180000.0,,18827566.89,,,,,,,,,,,,,,,,,82482568.78,,,,,,507336029.49,507336029.49,589818598.27,,38198395.99,,,,,,,,
0,600748.SH,20190828,20190828,20190630,1,1,1844562892.0,2596844707.05,5146772803.9,444998881.95,,4207285332.05,160000000.0,121190873.74,372922568.15,473690207.35,887631605.62,,,24454515165.51,,,,,,,,,895724483.33,31572960235.75,,,120695266.95,3958664615.49,,,,899040120.84,,,,,,21072270.52,,260449437.5,9954725.28,23384231.25,,15441445.37,5859872113.2,,,,,,,,,,,,,,,,,37432832348.95,6507800000.0,2980058965.5,,,,,952629192.14,837079621.08,6793599562.04,,,33300518.83,221215621.23,23369004.27,55336886.76,1196697201.36,,,,,,,,4122200000.0,,17215486573.21,1793574639.97,,2286603.77,23670982.98,81242369.3,,,8408574596.02,,,,,,,,,,,,,,,,,25624061169.23,,,,,1463757283.58,10345013896.14,11808771179.72,37432832348.95,,311834611.24,,,,,,,,
0,600749.SH,20190813,20190813,20190630,1,1,226965517.0,975650200.76,-145519130.68,5646283.67,,143070664.88,,,27126879.37,14701920.9,11255215.86,,,9095534.1,,,,,,,,,430355441.66,635605656.77,,,,,,,,165119263.06,78061342.68,,2951870.1,,,423325800.0,,4932070.49,16239027.11,,,3755273.77,694384647.21,,,,,,,,,,,,,,,,,1329990303.98,21091000.0,30000000.0,,,,,,55353814.06,16447011.88,,,8231885.48,506024.83,11611007.42,,125091833.09,,,,,,,,1125000.0,,248366576.76,,,,,,,,21091000.0,,,,,,,,,,,,,,,,,269457576.76,,,,,-2210143.53,1062742870.75,1060532727.22,1329990303.98,,,0.0,,,,,,,
0,600750.SH,20190823,20190823,20190630,1,1,525000000.0,435358415.36,2210636282.36,215528541.17,,753216445.52,669420000.0,802678945.41,172256663.16,18523497.24,20670085.47,,,210189313.63,,,,,,,,,36886519.0,2683841469.43,,,52399586.53,,,,,1028131554.67,39420984.92,,,,,323253663.1,,17791739.05,1004629.59,22793123.3,,36011631.24,1674632029.4,,,,,,,,,,,,,,,,,4358473498.83,,,,,,,,163270008.99,,,,42755016.45,81679679.24,,,182967627.02,,,,,,,,,21231570.22,545291820.1,,,,,16449712.04,58139517.87,,74589229.91,,,,,,,,,,,,,,,,,619881050.01,,,,,352069209.93,3386523238.89,3738592448.82,4358473498.83,,,,,,,,,,
1,600750.SH,20190823,20190823,20190630,1,1,525000000.0,435358415.36,2210636282.36,215528541.17,,753216445.52,,802678945.41,172256663.16,,20670085.47,,,210189313.63,,,,,,,,,36886519.0,2683841469.43,,,52399586.53,,,,,,,,,,,323253663.1,,17791739.05,1004629.59,22793123.3,,36011631.24,1674632029.4,,,,,,,,,,,,,,,,,4358473498.83,,,,,,,,163270008.99,,,,42755016.45,81679679.24,,,,,,,,,,,,21231570.22,545291820.1,,,,,16449712.04,58139517.87,,74589229.91,,,,,,,,,,,,,,,,,619881050.01,,,,,352069209.93,3386523238.89,3738592448.82,4358473498.83,,,,,,,,,,
0,600751.SH,20190831,20190831,20190630,1,1,2899338000.0,10206117000.0,359381000.0,111292000.0,,5847251000.0,,,47110705000.0,,3316437000.0,,19722000.0,29910721000.0,,,,,,,,,1015375000.0,89027199000.0,,,2418019000.0,,,,135624000.0,,,,,,,8763447000.0,,15380828000.0,31314000.0,1147479000.0,,889628000.0,31878068000.0,,,,287122000.0,,,,,,,,,,,,,120905267000.0,4772953000.0,2065338000.0,,,,,,50462317000.0,667391000.0,,,1730272000.0,909368000.0,767436000.0,,,,,,,,,,26404176000.0,1052282000.0,86252906000.0,5466514000.0,,,,1848937000.0,,4040626000.0,16302945000.0,,36697000.0,,,,,,,,,,,,,,,102555851000.0,,,,,4702220000.0,13647196000.0,18349416000.0,120905267000.0,,71068000.0,,,,,,,,
1,600751.SH,20190831,20190831,20190630,1,1,2899338000.0,10206117000.0,359381000.0,111292000.0,,5847251000.0,,,47110705000.0,1519866000.0,3316437000.0,0.0,19722000.0,29910721000.0,,,,,,,,,1015375000.0,89027199000.0,,,2418019000.0,,,,135624000.0,2788465000.0,285587000.0,,,,,8763447000.0,,15380828000.0,31314000.0,1147479000.0,,889628000.0,31878068000.0,,,,287122000.0,,,,,,,,,,,,,120905267000.0,4772953000.0,2065338000.0,,,,322870000.0,,50462317000.0,667391000.0,,,1730272000.0,909368000.0,767436000.0,,1834759000.0,,,,,,,,26404176000.0,1052282000.0,86252906000.0,5466514000.0,173915000.0,,,1848937000.0,,4040626000.0,16302945000.0,,36697000.0,,,,,,,,,,,,,,,102555851000.0,,,,,4702220000.0,13647196000.0,18349416000.0,120905267000.0,,71068000.0,,,,,,,,
0,600753.SH,20190823,20190823,20190630,1,1,128000000.0,141445337.87,-78798337.24,,,16824319.85,,,316286462.66,,13029821.71,,,,,,,,,,,,9326.76,349439860.68,,,,7041581.75,,,,,,,,,,1135225.65,,,,1701983.68,,,11055215.59,,,,,,,,,,,,,,,,,360495076.27,,40000000.0,,,,,,44388167.83,33267555.94,,,1006380.36,3718911.75,7022730.91,,,,,,,,,,,,143515542.24,,,,,,,,,,,,,,,,,,,,,,,,,143515542.24,,,,,26332533.4,190647000.63,216979534.03,360495076.27,,,,,,,,,,
1,600753.SH,20190823,20190823,20190630,1,1,128000000.0,141445337.87,-78798337.24,,,16824319.85,,,316286462.66,3289929.7,13029821.71,,,,,,,,,,,,9326.76,349439860.68,,,,7041581.75,,,,1176424.51,,,,,,1135225.65,,,,1701983.68,,,11055215.59,,,,,,,,,,,,,,,,,360495076.27,,40000000.0,,,,,,44388167.83,33267555.94,,,1006380.36,3718911.75,7022730.91,,14111795.45,,,,,,,,,,143515542.24,,,,,,,,,,,,,,,,,,,,,,,,,143515542.24,,,,,26332533.4,190647000.63,216979534.03,360495076.27,,,,,,,,,,
0,600754.SH,20190831,20190831,20190630,1,1,957936440.0,7864295170.2,3223078700.76,659649508.5,,5494959890.33,261813000.0,,1142115333.02,543010473.76,288773824.97,73472848.56,11617698.91,83619590.46,,,,,,,,,356246392.94,8255629052.95,,,343665391.85,,,,,6501412055.11,549779876.81,,,,,7291199528.84,,11390564518.17,2340608076.26,634307302.61,,93423690.81,30470475528.95,,,,,,,,,,,,,,,,,38726104581.9,14494443282.26,15510358.85,,,,,,1933393863.55,1046370896.05,,,1035835452.3,443548291.96,35687059.82,544594.29,1486776609.48,,,,,,,,1563689398.26,,7563339838.17,,269619583.83,,78371206.08,2260660358.55,,169582671.84,17358411595.01,,1983313.61,,,,,,,,,,,,,,,24921751433.18,,,,,1082068131.17,12722285017.55,13804353148.72,38726104581.9,85734492.45,17325198.09,,,,,,,,
