,trade_date,ts_code,open,high,low,close,pre_close,change,pct_chg,vol,amount,turnover_rate,volume_ratio,ma5,ma_v_5,ma10,ma_v_10,ma20,ma_v_20
0,20200123,000419.SZ,4.51,4.53,4.35,4.38,4.55,-0.16999999999999993,-3.7363,52950.91,23466.61,0.9746,1.43,4.564,39756.618,4.663,55080.88,4.628,49970.415
1,20200122,000419.SZ,4.53,4.56,4.47,4.55,4.55,0.0,0.0,31151.0,14062.308,0.5734,0.77,4.624,37033.676,4.69,54773.527,4.637,49093.4745
2,20200121,000419.SZ,4.66,4.66,4.53,4.55,4.69,-0.14000000000000057,-2.9851,52573.0,24013.588,0.9677,1.19,4.66,40380.206,4.691,55790.127,4.639,49895.0915
3,20200120,000419.SZ,4.65,4.7,4.61,4.69,4.65,0.040000000000000036,0.8602,32446.26,15085.447,0.5972,0.54,4.716,44035.08,4.701,56217.054,4.6365,49429.984
4,20200117,000419.SZ,4.71,4.71,4.64,4.65,4.68,-0.02999999999999936,-0.641,29661.92,13839.196,0.546,0.42,4.748,60022.828,4.692,60562.562,4.6305,50396.4095
5,20200116,000419.SZ,4.75,4.75,4.66,4.68,4.73,-0.05000000000000071,-1.0571,39336.2,18456.072,0.724,0.54,4.762,70405.142,4.69,62748.573,4.626,50258.9635
6,20200115,000419.SZ,4.83,4.89,4.72,4.73,4.83,-0.09999999999999964,-2.0704,47883.65,22849.099,0.8814,0.67,4.756,72513.378,4.688,66044.055,4.62,50362.5135
7,20200114,000419.SZ,4.82,4.9,4.81,4.83,4.85,-0.019999999999999574,-0.4124,70847.37,34360.635,1.304,1.04,4.722,71200.048,4.672,63127.292,4.6095,50465.941
8,20200113,000419.SZ,4.75,4.96,4.71,4.85,4.72,0.1299999999999999,2.7542,112385.0,54220.992,2.0686,1.84,4.686,68399.028,4.644,58725.556,4.5915,48254.1725
9,20200110,000419.SZ,4.68,4.73,4.65,4.72,4.65,0.0699999999999994,1.5054,81573.49,38289.013,1.5015,1.48,4.636,61102.296,4.611,50329.89,4.5715,44045.6385
10,20200109,000419.SZ,4.58,4.68,4.57,4.65,4.56,0.09000000000000075,1.9737,49877.38,23059.138,0.9181,0.84,4.618,55092.004,4.593,44859.95,4.555,41209.774
11,20200108,000419.SZ,4.64,4.66,4.54,4.56,4.65,-0.09000000000000075,-1.9355,41317.0,18986.919,0.7605,0.75,4.62,59574.732,4.584,43413.422,4.544,41341.315
12,20200107,000419.SZ,4.6,4.66,4.58,4.65,4.6,0.05000000000000071,1.087,56842.27,26262.977,1.0463,1.16,4.622,55054.536,4.587,44000.056,4.537,40586.4885
13,20200106,000419.SZ,4.61,4.67,4.55,4.6,4.63,-0.03000000000000025,-0.6479,75901.34,34974.136,1.3971,1.92,4.602,49052.084,4.572,42642.914,4.525,39728.3065
14,20200103,000419.SZ,4.68,4.68,4.6,4.63,4.66,-0.03000000000000025,-0.6438,51522.03,23864.564,0.9483,1.49,4.586,39557.484,4.569,40230.257,4.5145,38320.4975
15,20200102,000419.SZ,4.61,4.8,4.57,4.66,4.57,0.08999999999999986,1.9694,72291.02,33506.793,1.3306,2.65,4.568,34627.896,4.562,37769.354,4.499,36907.896
16,20191231,000419.SZ,4.55,4.58,4.53,4.57,4.55,0.020000000000000462,0.4396,18716.02,8532.353,0.3445,0.57,4.548,27252.112,4.552,34680.972,4.48,34338.888
17,20191230,000419.SZ,4.49,4.57,4.48,4.55,4.52,0.03000000000000025,0.6637,26830.01,12152.626,0.4938,0.74,4.552,32945.576,4.547,37804.59,4.4645,34417.984
18,20191227,000419.SZ,4.53,4.59,4.51,4.52,4.54,-0.020000000000000462,-0.4405,28428.34,12924.103,0.5233,0.7,4.542,36233.744,4.539,37782.789,4.4485,34509.1335
19,20191226,000419.SZ,4.56,4.58,4.5,4.54,4.56,-0.019999999999999574,-0.4386,26874.09,12177.278,0.4947,0.66,4.552,40903.03,4.532,37761.387,4.437,34536.6835
20,20191225,000419.SZ,4.59,4.61,4.53,4.56,4.59,-0.03000000000000025,-0.6536,35412.1,16174.067,0.6518,0.84,4.556,40910.812,4.517,37559.598,4.423,34255.2065
21,20191224,000419.SZ,4.52,4.63,4.46,4.59,4.5,0.08999999999999986,2.0,47183.34,21455.055,0.8685,1.11,4.556,42109.832,4.504,39269.208,4.407,33299.8805
22,20191223,000419.SZ,4.59,4.63,4.48,4.5,4.57,-0.07000000000000028,-1.5317,43270.85,19711.645,0.7965,1.1,4.542,42663.604,4.487,37172.921,4.39,32368.505
23,20191220,000419.SZ,4.57,4.65,4.53,4.57,4.56,0.010000000000000675,0.2193,51774.77,23782.251,0.953,1.5,4.536,39331.834,4.478,36813.699,4.3775,31310.1625
24,20191219,000419.SZ,4.57,4.57,4.53,4.56,4.56,0.0,0.0,26913.0,12244.16,0.4954,0.79,4.512,34619.744,4.46,36410.738,4.3585,29602.879
25,20191218,000419.SZ,4.52,4.58,4.5,4.56,4.52,0.040000000000000036,0.885,41407.2,18815.462,0.7622,1.14,4.478,34208.384,4.436,36046.438,4.3415,28808.0545
26,20191217,000419.SZ,4.46,4.57,4.45,4.52,4.47,0.04999999999999982,1.1186,49952.2,22555.904,0.9194,1.58,4.452,36428.584,4.408,33996.804,4.324,27393.8185
27,20191216,000419.SZ,4.45,4.47,4.42,4.47,4.45,0.019999999999999574,0.4494,26612.0,11835.929,0.4898,0.78,4.432,31682.238,4.382,31031.378,4.311,25681.6585
28,20191213,000419.SZ,4.41,4.45,4.4,4.45,4.39,0.0600000000000005,1.3667,28214.32,12488.353,0.5193,0.74,4.42,34295.564,4.358,31235.478,4.2975,25108.538
29,20191212,000419.SZ,4.45,4.47,4.38,4.39,4.43,-0.040000000000000036,-0.9029,24856.2,11015.98,0.4575,0.66,4.408,38201.732,4.342,31311.98,4.284,24492.501
30,20191211,000419.SZ,4.42,4.52,4.4,4.43,4.42,0.009999999999999787,0.2262,52508.2,23403.427,0.9665,1.66,4.394,37884.492,4.329,30950.815,4.2765,24098.057
31,20191210,000419.SZ,4.4,4.43,4.39,4.42,4.41,0.009999999999999787,0.2268,26220.47,11555.76,0.4826,0.86,4.364,31565.024,4.31,27330.553,4.2665,21986.59
32,20191209,000419.SZ,4.37,4.43,4.33,4.41,4.39,0.020000000000000462,0.4556,39678.63,17400.864,0.7303,1.41,4.332,30380.518,4.293,27564.089,4.2585,21698.2885
33,20191206,000419.SZ,4.32,4.4,4.31,4.39,4.32,0.0699999999999994,1.6204,47745.16,20834.481,0.8788,1.95,4.296,28175.392,4.277,25806.626,4.25,21612.657
34,20191205,000419.SZ,4.28,4.32,4.26,4.32,4.28,0.040000000000000036,0.9346,23270.0,10003.878,0.4283,0.97,4.276,24422.228,4.257,22795.02,4.249,20637.299
35,20191204,000419.SZ,4.24,4.29,4.23,4.28,4.26,0.020000000000000462,0.4695,20910.86,8918.631,0.3849,0.91,4.264,24017.138,4.247,21569.671,4.2515,20834.249
36,20191203,000419.SZ,4.22,4.26,4.2,4.26,4.23,0.02999999999999936,0.7092,20297.94,8563.615,0.3736,0.82,4.256,23096.082,4.24,20790.833,4.2565,21311.767
37,20191202,000419.SZ,4.29,4.3,4.22,4.23,4.29,-0.05999999999999961,-1.3986,28653.0,12187.839,0.5274,1.22,4.254,24747.66,4.24,20331.939,4.267,21521.655
38,20191129,000419.SZ,4.27,4.3,4.24,4.29,4.26,0.03000000000000025,0.7042,28979.34,12389.031,0.5334,1.37,4.258,23437.86,4.237,18981.598,4.2765,21157.855
39,20191128,000419.SZ,4.21,4.27,4.2,4.26,4.24,0.019999999999999574,0.4717,21244.55,9004.946,0.391,1.11,4.238,21167.812,4.226,17673.022,4.285,21239.589
40,20191127,000419.SZ,4.29,4.29,4.24,4.24,4.25,-0.009999999999999787,-0.2353,16305.58,6943.991,0.3001,0.88,4.23,19122.204,4.224,17245.299,4.29,21218.823
41,20191126,000419.SZ,4.23,4.28,4.22,4.25,4.25,0.0,0.0,28555.83,12159.766,0.5256,1.79,4.224,18485.584,4.223,16642.627,,
42,20191125,000419.SZ,4.19,4.26,4.16,4.25,4.19,0.05999999999999961,1.432,22104.0,9310.524,0.4069,1.52,4.226,15916.218,4.224,15832.488,,
43,20191122,000419.SZ,4.24,4.27,4.18,4.19,4.22,-0.02999999999999936,-0.7109,17629.1,7443.161,0.3245,1.24,4.216,14525.336,4.223,17418.688,,
44,20191121,000419.SZ,4.2,4.24,4.18,4.22,4.21,0.009999999999999787,0.2375,11016.51,4644.659,0.2028,0.72,4.214,14178.232,4.241,18479.578,,
45,20191120,000419.SZ,4.28,4.28,4.2,4.21,4.26,-0.04999999999999982,-1.1737,13122.48,5554.173,0.2415,0.89,4.218,15368.394,4.256,20098.827,,
46,20191119,000419.SZ,4.2,4.27,4.18,4.26,4.2,0.05999999999999961,1.4286,15709.0,6659.878,0.2891,1.0,4.222,14799.67,4.273,21832.701,,
