,trade_date,ts_code,open,high,low,close,pre_close,change,pct_chg,vol,amount,turnover_rate,volume_ratio,ma5,ma_v_5,ma10,ma_v_10,ma20,ma_v_20
0,20200123,300729.SZ,23.38,23.45,22.0,22.26,23.47,-1.2099999999999973,-5.1555,19110.12,43310.494,7.5956,1.44,23.462,14076.558,23.901,16776.949,24.035,20272.995
1,20200122,300729.SZ,23.8,23.87,23.02,23.47,23.91,-0.4400000000000013,-1.8402,16745.94,39117.761,6.6559,1.29,23.856,13316.134,24.098,16514.657,24.135,20854.7265
2,20200121,300729.SZ,23.89,24.15,23.71,23.91,23.89,0.019999999999999574,0.0837,10706.31,25677.292,4.2554,0.71,23.97,12962.046,24.12,16904.063,24.1975,22040.802
3,20200120,300729.SZ,23.8,23.91,23.57,23.89,23.78,0.10999999999999943,0.4626,9793.42,23233.577,3.8925,0.56,24.056,15015.384,24.171,17899.756,24.2155,23431.679
4,20200117,300729.SZ,24.12,24.4,23.77,23.78,24.23,-0.4499999999999993,-1.8572,14027.0,33790.313,5.5752,0.72,24.222,17362.14,24.197,18789.114,24.221,25118.1345
5,20200116,300729.SZ,24.15,24.7,23.91,24.23,24.04,0.19000000000000128,0.7903,15308.0,37221.666,6.0844,0.78,24.34,19477.34,24.246,19488.944,24.2115,25575.785
6,20200115,300729.SZ,24.23,24.5,23.85,24.04,24.34,-0.3000000000000007,-1.2325,14975.5,36131.92,5.9522,0.72,24.34,19713.18,24.258,20485.224,24.174,26094.485
7,20200114,300729.SZ,24.73,24.83,24.31,24.34,24.72,-0.379999999999999,-1.5372,20973.0,51432.829,8.336,1.01,24.27,20846.08,24.221,20647.894,24.1315,26622.31
8,20200113,300729.SZ,24.33,24.76,24.13,24.72,24.37,0.34999999999999787,1.4362,21527.2,52676.072,8.5563,1.06,24.286,20784.128,24.187,20666.757,24.0675,26795.5695
9,20200110,300729.SZ,24.4,24.63,23.95,24.37,24.23,0.14000000000000057,0.5778,24603.0,59795.173,9.7788,1.26,24.172,20216.088,24.111,21859.837,23.9595,26538.319
10,20200109,300729.SZ,23.95,24.35,23.87,24.23,23.69,0.5399999999999991,2.2794,16487.2,39818.496,6.5531,0.78,24.152,19500.548,24.169,23769.041,23.858,26073.969
11,20200108,300729.SZ,24.37,24.38,23.63,23.69,24.42,-0.7300000000000004,-2.9894,20640.0,49497.927,8.2037,1.01,24.176,21257.268,24.172,25194.796,23.7605,26452.409
12,20200107,300729.SZ,24.3,24.45,24.03,24.42,24.15,0.2700000000000031,1.118,20663.24,50173.495,8.2129,1.01,24.172,20449.708,24.275,27177.541,23.725,26214.0955
13,20200106,300729.SZ,23.95,24.45,23.77,24.15,24.27,-0.120000000000001,-0.4944,18687.0,45043.894,7.4274,0.8,24.088,20549.386,24.26,28963.602,23.666,26049.4295
14,20200103,300729.SZ,24.5,24.69,24.07,24.27,24.35,-0.08000000000000185,-0.3285,21025.3,51117.871,8.3568,0.75,24.05,23503.586,24.245,31447.155,23.606,25868.989
15,20200102,300729.SZ,23.77,24.55,23.71,24.35,23.67,0.6799999999999997,2.8728,25270.8,61181.538,10.0443,0.87,24.186,28037.534,24.177,31662.626,23.527,25469.2745
16,20191231,300729.SZ,24.0,24.17,23.54,23.67,24.0,-0.3299999999999983,-1.375,16602.2,39526.716,6.5988,0.49,24.168,29132.324,24.09,31703.746,23.426,24574.6345
17,20191230,300729.SZ,23.62,24.15,23.11,24.0,23.96,0.03999999999999915,0.1669,21161.63,50170.333,8.411,0.57,24.378,33905.374,24.042,32596.726,23.363,24384.476
18,20191227,300729.SZ,24.9,24.9,23.95,23.96,24.95,-0.9899999999999984,-3.9679,33458.0,81774.04,13.2984,0.85,24.432,37377.818,23.948,32924.382,23.2765,23897.4905
19,20191226,300729.SZ,24.3,25.0,23.83,24.95,24.26,0.6899999999999977,2.8442,43695.04,107081.419,17.3672,1.24,24.44,39390.724,23.808,31216.801,23.216,22919.9405
20,20191225,300729.SZ,24.5,24.74,24.13,24.26,24.72,-0.4599999999999973,-1.8608,30744.75,74879.523,12.22,0.9,24.168,35287.718,23.547,28378.897,23.0895,21337.3885
21,20191224,300729.SZ,24.14,24.74,23.68,24.72,24.27,0.4499999999999993,1.8541,40467.45,98260.59,16.0844,1.29,24.012,34275.168,23.349,27710.022,23.0055,21017.961
22,20191223,300729.SZ,23.9,24.76,23.83,24.27,24.0,0.2699999999999996,1.125,38523.85,93766.24,15.3119,1.35,23.706,31288.078,23.175,25250.65,22.953,19988.5985
23,20191220,300729.SZ,23.78,24.55,23.64,24.0,23.59,0.41000000000000014,1.738,43522.53,105187.496,17.2987,1.89,23.464,28470.946,23.072,23135.257,22.9545,19056.106
24,20191219,300729.SZ,23.53,24.11,23.48,23.59,23.48,0.10999999999999943,0.4685,23180.01,54909.905,9.2132,1.08,23.176,23042.878,22.967,20290.823,22.998,18688.399
25,20191218,300729.SZ,23.27,23.8,23.19,23.48,23.19,0.28999999999999915,1.2505,25682.0,60468.822,10.2077,1.21,22.926,21470.076,22.877,19275.923,23.052,20458.7355
