,trade_date,ts_code,open,high,low,close,pre_close,change,pct_chg,vol,amount,turnover_rate,volume_ratio,ma5,ma_v_5,ma10,ma_v_10,ma20,ma_v_20
0,20200123,603578.SH,22.12,22.2,20.0,22.0,22.0,0.0,0.0,10217.0,22047.515,3.1417,0.45,22.314,16973.09,22.51,26674.733,21.503,16784.6095
1,20200122,603578.SH,21.98,22.3,21.73,22.0,22.18,-0.17999999999999972,-0.8115,9112.95,20081.335,2.8022,0.31,22.634,22667.378,22.408,26329.181,21.4105,16646.84
2,20200121,603578.SH,22.72,22.72,21.85,22.18,22.69,-0.5100000000000016,-2.2477,16211.03,35931.014,4.9848,0.5,22.84,29080.014,22.277,26051.716,21.3255,16566.4925
3,20200120,603578.SH,22.5,23.01,21.9,22.69,22.7,-0.00999999999999801,-0.0441,26694.67,60236.516,8.2085,0.79,22.986,32494.748,22.153,25437.456,21.2085,16302.7145
4,20200117,603578.SH,23.45,23.59,22.6,22.7,23.6,-0.9000000000000021,-3.8136,22629.8,52183.97,6.9586,0.62,22.938,33629.014,21.97,24029.789,21.095,15599.8555
5,20200116,603578.SH,23.05,23.79,22.65,23.6,23.03,0.5700000000000003,2.475,38688.44,90102.519,11.8965,1.29,22.706,36376.376,21.754,22704.259,21.016,15468.022
6,20200115,603578.SH,22.81,23.27,21.6,23.03,22.91,0.120000000000001,0.5238,41176.13,92678.055,12.6615,1.79,22.182,29990.984,21.42,19506.113,20.842,14237.449
7,20200114,603578.SH,22.29,23.03,22.21,22.91,22.45,0.46000000000000085,2.049,33284.7,75873.694,10.2349,1.81,21.714,23023.418,21.119,15721.0,20.667,12456.9915
8,20200113,603578.SH,21.19,22.47,21.02,22.45,21.54,0.9100000000000001,4.2247,32366.0,71200.351,9.9524,2.24,21.32,18380.164,20.852,12896.113,20.4915,11047.3565
9,20200110,603578.SH,21.02,22.44,20.92,21.54,20.98,0.5599999999999987,2.6692,36366.61,79159.171,11.1826,4.03,21.002,14430.564,20.622,10169.157,20.3315,9589.4055
10,20200109,603578.SH,20.7,21.08,20.7,20.98,20.69,0.28999999999999915,1.4016,6761.48,14182.391,2.0791,0.75,20.802,9032.142,20.496,6894.486,20.209,7933.575
11,20200108,603578.SH,20.81,20.97,20.51,20.69,20.94,-0.25,-1.1939,6338.3,13172.307,1.949,0.75,20.658,9021.242,20.413,6964.499,20.1205,7776.301
12,20200107,603578.SH,20.94,21.25,20.63,20.94,20.86,0.08000000000000185,0.3835,10068.43,21081.99,3.096,1.36,20.524,8418.582,20.374,7081.269,20.046,7679.486
13,20200106,603578.SH,20.45,21.02,20.27,20.86,20.54,0.3200000000000003,1.5579,12618.0,26075.088,3.88,2.14,20.384,7412.062,20.264,7167.973,19.9525,7572.3145
14,20200103,603578.SH,20.26,20.7,20.2,20.54,20.26,0.2799999999999976,1.382,9374.5,19200.848,2.8826,1.97,20.242,5907.75,20.22,7169.922,19.8695,7147.6735
15,20200102,603578.SH,20.18,20.3,20.05,20.26,20.02,0.240000000000002,1.1988,6706.98,13539.672,2.0624,1.37,20.19,4756.83,20.278,8231.785,19.792,6985.2985
16,20191231,603578.SH,20.29,20.29,19.96,20.02,20.24,-0.21999999999999886,-1.087,3325.0,6667.501,1.0224,0.58,20.168,4907.756,20.264,8968.785,19.725,6712.8495
17,20191230,603578.SH,19.89,20.3,19.8,20.24,20.15,0.08999999999999986,0.4467,5035.83,10112.697,1.5485,0.73,20.224,5743.956,20.215,9192.983,19.669,6609.0495
18,20191227,603578.SH,20.32,20.4,20.0,20.15,20.28,-0.13000000000000256,-0.641,5096.44,10301.476,1.5976,0.6,20.144,6923.884,20.131,9198.6,19.5955,6432.508
19,20191226,603578.SH,20.16,20.3,20.0,20.28,20.15,0.13000000000000256,0.6452,3619.9,7309.419,1.1348,0.31,20.198,8432.094,20.041,9009.654,19.5205,6248.976
20,20191225,603578.SH,20.29,20.47,20.01,20.15,20.3,-0.15000000000000213,-0.7389,7461.61,15084.276,2.3391,0.57,20.366,11706.74,19.922,8972.664,19.444,6135.331
21,20191224,603578.SH,19.92,20.31,19.86,20.3,19.84,0.46000000000000085,2.3185,7506.0,15158.304,2.353,0.59,20.36,13029.814,19.828,8588.103,19.378,5898.3005
22,20191223,603578.SH,20.29,20.66,19.73,19.84,20.42,-0.5800000000000018,-2.8404,10935.47,22056.33,3.428,0.95,20.206,12642.01,19.718,8277.703,19.322,5624.4005
23,20191220,603578.SH,21.29,21.33,20.41,20.42,21.12,-0.6999999999999993,-3.3144,12637.49,26239.253,3.9616,1.32,20.118,11473.316,19.641,7976.656,19.291,5307.527
24,20191219,603578.SH,20.05,21.49,19.9,21.12,20.12,1.0,4.9702,19993.13,41628.073,6.2674,3.2,19.884,9587.214,19.519,7125.425,19.21,4765.8595
25,20191218,603578.SH,19.55,20.36,19.44,20.12,19.53,0.5899999999999999,3.021,14076.98,28203.313,4.4128,3.39,19.478,6238.588,19.306,5738.812,19.095,3850.803
26,20191217,603578.SH,19.42,19.64,19.31,19.53,19.4,0.13000000000000256,0.6701,5566.98,10852.251,1.7451,1.42,19.296,4146.392,19.186,4456.914,19.033,3246.504
27,20191216,603578.SH,19.27,19.5,19.21,19.4,19.25,0.14999999999999858,0.7792,5092.0,9877.137,1.5962,1.14,19.23,3913.396,19.123,4025.116,19.0095,3126.505
28,20191213,603578.SH,19.14,19.25,19.01,19.25,19.09,0.16000000000000014,0.8381,3206.98,6153.347,1.0053,0.69,19.164,4479.996,19.06,3666.416,18.977,3031.195
29,20191212,603578.SH,19.17,19.22,19.02,19.09,19.21,-0.120000000000001,-0.6247,3250.0,6198.984,1.0188,0.62,19.154,4663.636,19.0,3488.298,18.931,3007.396
30,20191211,603578.SH,19.22,19.57,19.09,19.21,19.2,0.010000000000001563,0.0521,3616.0,6960.699,1.1335,0.76,19.134,5239.036,18.966,3297.998,18.909,2927.2795
31,20191210,603578.SH,18.92,19.29,18.92,19.2,19.07,0.129999999999999,0.6817,4402.0,8438.802,1.3799,1.06,19.076,4767.436,18.928,3208.498,18.8755,2833.6795
32,20191209,603578.SH,19.32,19.33,19.02,19.07,19.2,-0.129999999999999,-0.6771,7925.0,15155.2,2.4843,2.78,19.016,4136.836,18.926,2971.098,18.8415,2763.4795
33,20191206,603578.SH,18.96,19.27,18.87,19.2,18.99,0.21000000000000085,1.1058,4125.18,7898.782,1.2932,1.78,18.956,2852.836,18.941,2638.398,18.818,2616.484
34,20191205,603578.SH,18.89,19.48,18.83,18.99,18.92,0.06999999999999673,0.37,6127.0,11691.033,1.9207,4.52,18.846,2312.96,18.901,2406.294,18.8065,2570.175
35,20191204,603578.SH,19.11,19.11,18.7,18.92,18.9,0.020000000000003126,0.1058,1258.0,2375.491,0.3944,0.76,18.798,1356.96,18.884,1962.794,18.8045,2407.325
36,20191203,603578.SH,18.86,18.9,18.66,18.9,18.77,0.129999999999999,0.6926,1249.0,2347.2,0.3915,0.69,18.78,1649.56,18.88,2036.094,18.8035,2538.89
37,20191202,603578.SH,18.94,18.94,18.6,18.77,18.65,0.120000000000001,0.6434,1505.0,2819.773,0.4718,0.62,18.836,1805.36,18.896,2227.894,18.8165,2626.6735
38,20191129,603578.SH,18.68,18.79,18.46,18.65,18.75,-0.10000000000000142,-0.5333,1425.8,2651.767,0.447,0.57,18.926,2423.96,18.894,2395.974,18.8345,2792.9235
39,20191128,603578.SH,18.83,18.99,18.73,18.75,18.83,-0.0799999999999983,-0.4249,1347.0,2529.02,0.4223,0.52,18.956,2499.628,18.862,2526.494,18.8665,3066.0835
40,20191127,603578.SH,19.22,19.22,18.82,18.83,19.18,-0.3500000000000014,-1.8248,2721.0,5168.653,0.853,1.12,18.97,2568.628,18.852,2556.561,18.8765,3237.632
41,20191126,603578.SH,19.25,19.27,19.04,19.18,19.22,-0.03999999999999915,-0.2081,2028.0,3885.14,0.6357,0.77,18.98,2422.628,18.823,2458.861,,
42,20191125,603578.SH,18.99,19.23,18.74,19.22,18.8,0.41999999999999815,2.234,4598.0,8737.647,1.4414,1.94,18.956,2650.428,18.757,2555.861,,
43,20191122,603578.SH,18.89,19.09,18.63,18.8,18.82,-0.019999999999999574,-0.1063,1804.14,3408.897,0.5656,0.71,18.862,2367.988,18.695,2594.57,,
44,20191121,603578.SH,18.83,18.93,18.73,18.82,18.88,-0.05999999999999872,-0.3178,1692.0,3185.035,0.5304,0.66,18.768,2553.36,18.712,2734.056,,
45,20191120,603578.SH,19.02,19.18,18.85,18.88,19.06,-0.17999999999999972,-0.9444,1991.0,3771.658,0.6241,0.8,18.734,2544.494,18.725,2851.856,,
46,20191119,603578.SH,18.73,19.08,18.59,19.06,18.75,0.3099999999999987,1.6533,3167.0,5998.036,0.9928,1.29,18.666,2495.094,18.727,3041.686,,
47,20191118,603578.SH,18.3,18.78,18.22,18.75,18.33,0.4200000000000017,2.2913,3185.8,5934.32,0.9987,1.13,18.558,2461.294,18.737,3025.453,,
48,20191115,603578.SH,18.65,18.7,18.33,18.33,18.65,-0.3200000000000003,-1.7158,2731.0,5024.816,0.8561,0.94,18.528,2821.152,18.775,3189.873,,
49,20191114,603578.SH,18.54,18.71,18.4,18.65,18.54,0.10999999999999943,0.5933,1647.67,3060.291,0.5165,0.52,18.656,2914.752,18.871,3605.673,,
50,20191113,603578.SH,18.73,18.73,18.36,18.54,18.52,0.019999999999999574,0.108,1744.0,3222.624,0.5467,0.49,18.716,3159.218,18.901,3918.703,,
51,20191112,603578.SH,18.33,18.78,18.33,18.52,18.6,-0.08000000000000185,-0.4301,2998.0,5547.476,0.9398,0.84,18.788,3588.278,,,,
52,20191111,603578.SH,18.81,19.1,18.32,18.6,18.97,-0.36999999999999744,-1.9504,4985.09,9291.944,1.5627,1.4,18.916,3589.612,,,,
53,20191108,603578.SH,19.07,19.15,18.92,18.97,18.95,0.019999999999999574,0.1055,3199.0,6088.454,1.0028,0.74,19.022,3558.594,,,,
