,trade_date,ts_code,open,high,low,close,pre_close,change,pct_chg,vol,amount,turnover_rate,volume_ratio,ma5,ma_v_5,ma10,ma_v_10,ma20,ma_v_20
0,20200123,603533.SH,17.32,17.82,16.72,16.93,17.52,-0.5899999999999999,-3.3676,57011.78,98551.799,3.4944,0.47,17.566,87065.14,18.173,87336.096,17.87,73422.3605
1,20200122,603533.SH,17.28,17.56,16.91,17.52,17.28,0.23999999999999844,1.3889,44089.02,76211.992,2.7023,0.36,18.23,120894.764,18.303,87345.968,17.9025,72949.0725
2,20200121,603533.SH,17.4,17.8,17.21,17.28,17.6,-0.3200000000000003,-1.8182,48537.8,84599.528,2.975,0.4,18.408,121515.96,18.337,89134.266,17.899,73227.427
3,20200120,603533.SH,18.27,18.28,17.31,17.6,18.5,-0.8999999999999986,-4.8649,99155.89,175238.238,6.0775,0.88,18.602,122234.34,18.459,92406.017,17.895,74707.607
4,20200117,603533.SH,19.57,19.88,18.5,18.5,20.25,-1.75,-8.642,186531.21,355441.568,11.433,2.13,18.782,112127.654,18.479,88985.538,17.9335,73745.226
5,20200116,603533.SH,19.8,20.25,19.51,20.25,18.41,1.8399999999999999,9.9946,226159.9,455152.659,13.862,4.2,18.78,87607.052,18.397,76613.118,17.9685,69822.941
6,20200115,603533.SH,18.09,18.58,18.04,18.41,18.25,0.16000000000000014,0.8767,47195.0,86279.555,2.8927,0.83,18.376,53797.172,18.115,60331.248,17.9465,65795.648
7,20200114,603533.SH,18.65,18.83,18.15,18.25,18.5,-0.25,-1.3514,52129.7,96405.881,3.1952,0.83,18.266,56752.572,17.968,59475.327,17.954,68499.468
8,20200113,603533.SH,18.28,18.68,18.0,18.5,18.49,0.010000000000001563,0.0541,48622.46,89099.609,2.9802,0.74,18.316,62577.694,17.832,59363.495,17.975,72076.5405
9,20200110,603533.SH,18.25,18.75,18.25,18.49,18.23,0.259999999999998,1.4262,63928.2,118360.881,3.9183,0.97,18.176,65843.422,17.669,62032.377,17.974,74120.4265
10,20200109,603533.SH,18.1,18.38,17.81,18.23,17.86,0.370000000000001,2.0717,57110.5,103570.352,3.5005,0.85,18.014,65619.184,17.567,59508.625,17.951,75681.98
11,20200108,603533.SH,18.27,18.47,17.66,17.86,18.5,-0.6400000000000006,-3.4595,61972.0,111890.816,3.7984,1.0,17.854,66865.324,17.502,58552.177,17.971,79528.709
12,20200107,603533.SH,18.05,18.68,17.96,18.5,17.8,0.6999999999999993,3.9326,81255.31,148852.167,4.9804,1.45,17.67,62198.082,17.461,57320.588,18.017,83868.9825
13,20200106,603533.SH,17.4,18.16,17.22,17.8,17.68,0.120000000000001,0.6787,64951.1,115567.716,3.981,1.12,17.348,56149.296,17.331,57009.197,17.971,86761.103
14,20200103,603533.SH,17.56,17.96,17.43,17.68,17.43,0.25,1.4343,62807.01,111156.338,3.8496,1.18,17.162,58221.332,17.388,58504.914,17.96,90282.9055
15,20200102,603533.SH,17.0,17.63,17.0,17.43,16.94,0.48999999999999844,2.8926,63341.2,110107.569,3.8824,1.26,17.12,53398.066,17.54,63032.764,17.913,91038.6255
16,20191231,603533.SH,16.9,17.13,16.6,16.94,16.89,0.05000000000000071,0.296,38635.79,65151.514,2.3681,0.74,17.15,50239.03,17.778,71260.048,17.85,90662.7655
17,20191230,603533.SH,16.5,17.17,16.12,16.89,16.87,0.019999999999999574,0.1186,51011.38,85214.498,3.1266,0.88,17.252,52443.094,17.94,77523.609,17.8255,92719.842
