,trade_date,ts_code,open,high,low,close,pre_close,change,pct_chg,vol,amount,turnover_rate,volume_ratio,ma5,ma_v_5,ma10,ma_v_10,ma20,ma_v_20
0,20200123,300135.SZ,2.63,2.64,2.53,2.56,2.64,-0.08000000000000007,-3.0303,81576.0,20964.148,0.8852,1.75,2.63,53907.31,2.657,52269.133,2.6685,70348.0065
1,20200122,300135.SZ,2.62,2.65,2.59,2.64,2.63,0.010000000000000231,0.3802,44193.0,11558.218,0.4795,0.92,2.65,46741.49,2.674,52469.393,2.6705,68586.098
2,20200121,300135.SZ,2.68,2.68,2.63,2.63,2.68,-0.050000000000000266,-1.8657,41670.05,11020.527,0.4521,0.84,2.656,47909.69,2.68,62622.19,2.669,68337.2915
3,20200120,300135.SZ,2.64,2.68,2.6,2.68,2.64,0.040000000000000036,1.5152,55738.95,14688.185,0.6048,1.18,2.67,49451.64,2.692,73946.329,2.6665,68914.458
4,20200117,300135.SZ,2.66,2.68,2.63,2.64,2.66,-0.020000000000000018,-0.7519,46358.55,12285.449,0.503,0.92,2.674,47333.866,2.696,83608.098,2.665,69874.0605
5,20200116,300135.SZ,2.67,2.68,2.65,2.66,2.67,-0.009999999999999787,-0.3745,45746.9,12192.635,0.4964,0.79,2.684,50630.956,2.701,86026.543,2.6665,70523.883
6,20200115,300135.SZ,2.68,2.71,2.66,2.67,2.7,-0.03000000000000025,-1.1111,50034.0,13387.141,0.5429,0.65,2.698,58197.296,2.704,89020.541,2.6665,71082.238
7,20200114,300135.SZ,2.7,2.72,2.68,2.7,2.7,0.0,0.0,49379.8,13335.719,0.5358,0.5,2.704,77334.69,2.702,89338.123,2.6655,72599.662
8,20200113,300135.SZ,2.69,2.71,2.66,2.7,2.69,0.010000000000000231,0.3717,45150.08,12117.812,0.4899,0.38,2.714,98441.018,2.696,90338.429,2.6625,73169.473
9,20200110,300135.SZ,2.73,2.74,2.69,2.69,2.73,-0.040000000000000036,-1.4652,62844.0,16996.388,0.6819,0.52,2.718,119882.33,2.687,90833.4,2.6575,73295.869
10,20200109,300135.SZ,2.72,2.74,2.7,2.73,2.7,0.029999999999999805,1.1111,83578.6,22741.275,0.9069,0.7,2.718,121422.13,2.68,88426.88,2.6515,71483.219
11,20200108,300135.SZ,2.77,2.79,2.69,2.7,2.75,-0.04999999999999982,-1.8182,145720.97,39949.55,1.5812,1.44,2.71,119843.786,2.667,84702.803,2.645,69135.967
12,20200107,300135.SZ,2.69,2.76,2.69,2.75,2.72,0.029999999999999805,1.1029,154911.44,42136.938,1.6809,1.88,2.7,101341.556,2.658,74052.393,2.6395,63616.2185
13,20200106,300135.SZ,2.72,2.74,2.69,2.72,2.69,0.03000000000000025,1.1152,152356.64,41409.998,1.6532,2.47,2.678,82235.84,2.641,63882.587,2.6315,58046.8465
