,trade_date,ts_code,open,high,low,close,pre_close,change,pct_chg,vol,amount,turnover_rate,volume_ratio,ma5,ma_v_5,ma10,ma_v_10,ma20,ma_v_20
0,20200123,300147.SZ,10.49,11.59,10.42,11.3,10.57,0.7300000000000004,6.9063,900024.42,995651.901,13.8166,1.8,10.242,635506.826,9.511,439746.909,9.0045,405124.854
1,20200122,300147.SZ,11.75,11.75,10.52,10.57,10.73,-0.16000000000000014,-1.4911,1123379.6,1255518.017,17.2454,3.19,9.73,499278.976,9.228,366960.444,8.875,381466.1505
2,20200121,300147.SZ,10.72,10.73,10.5,10.73,9.75,0.9800000000000004,10.0513,301288.87,322916.695,4.6252,0.93,9.396,352052.692,9.011,277401.366,8.7785,355342.343
3,20200120,300147.SZ,9.75,9.75,9.42,9.75,8.86,0.8900000000000006,10.0451,603528.91,585995.056,9.265,2.43,9.098,325590.992,8.796,279605.782,8.707,378916.349
4,20200117,300147.SZ,8.82,9.15,8.62,8.86,8.74,0.11999999999999922,1.373,249312.33,221201.422,3.8273,1.02,8.828,248419.7,8.66,249448.535,8.6785,391922.259
5,20200116,300147.SZ,8.71,9.04,8.67,8.74,8.9,-0.16000000000000014,-1.7978,218885.17,193108.032,3.3602,0.93,8.78,243986.992,8.629,258488.001,8.685,382925.315
6,20200115,300147.SZ,9.31,9.36,8.8,8.9,9.24,-0.33999999999999986,-3.6797,387248.18,348822.454,5.9448,1.91,8.726,234641.912,8.644,300979.583,8.6565,398964.5515
7,20200114,300147.SZ,8.55,9.24,8.54,9.24,8.4,0.8399999999999999,10.0,168980.37,153178.95,2.5941,0.72,8.626,202750.04,8.64,311471.239,8.583,383754.004
8,20200113,300147.SZ,8.56,8.72,8.28,8.4,8.62,-0.21999999999999886,-2.5522,217672.45,183300.343,3.3416,0.87,8.494,233620.572,8.521,323836.385,8.4585,378740.737
9,20200110,300147.SZ,8.47,8.72,8.38,8.62,8.47,0.14999999999999858,1.771,227148.79,194220.929,3.487,0.83,8.492,250477.37,8.486,354610.431,8.367,369691.913
10,20200109,300147.SZ,8.6,8.6,8.38,8.47,8.4,0.07000000000000028,0.8333,172159.77,145950.509,2.6429,0.47,8.478,272989.01,8.498,370502.799,8.261,360271.7495
11,20200108,300147.SZ,8.41,8.71,8.36,8.4,8.58,-0.17999999999999972,-2.0979,227788.82,192852.08,3.4969,0.54,8.562,367317.254,8.522,395971.857,8.168,353734.598
12,20200107,300147.SZ,8.34,8.75,8.29,8.58,8.39,0.1899999999999995,2.2646,323333.03,277003.429,4.9636,0.78,8.654,420192.438,8.546,433283.32,8.077,344002.5175
13,20200106,300147.SZ,8.36,8.65,8.22,8.39,8.55,-0.16000000000000014,-1.8713,301956.44,254673.368,4.6354,0.66,8.548,414052.198,8.618,478226.916,7.9735,329198.528
14,20200103,300147.SZ,8.65,8.72,8.52,8.55,8.89,-0.33999999999999986,-3.8245,339706.99,292632.606,5.215,0.73,8.48,458743.492,8.697,534395.983,7.8805,315209.275
15,20200102,300147.SZ,8.76,9.19,8.42,8.89,8.86,0.030000000000001137,0.3386,643800.99,560664.942,9.8832,1.52,8.518,468016.588,8.741,507362.629,7.7775,299614.2055
16,20191231,300147.SZ,7.95,8.86,7.91,8.86,8.05,0.8099999999999987,10.0621,492164.74,415727.092,7.5554,1.1,8.482,424626.46,8.669,496949.52,7.654,268353.7965
17,20191230,300147.SZ,7.92,8.06,7.67,8.05,8.05,0.0,0.0,292631.83,231603.961,4.4923,0.54,8.438,446374.202,8.526,456036.769,7.533,245325.7895
18,20191227,300147.SZ,8.82,8.84,7.93,8.05,8.74,-0.6899999999999995,-7.8947,525412.91,441955.176,8.0658,0.86,8.688,542401.634,8.396,433645.089,7.454,232442.4535
19,20191226,300147.SZ,8.68,8.86,8.43,8.74,8.71,0.02999999999999936,0.3444,386072.47,332847.376,5.9267,0.71,8.914,610048.474,8.248,384773.395,7.38,207565.8585
20,20191225,300147.SZ,8.38,8.86,8.34,8.71,8.64,0.07000000000000028,0.8102,426850.35,368343.239,6.5527,0.75,8.964,546708.67,8.024,350040.7,7.268,189395.485
21,20191224,300147.SZ,9.0,9.0,8.37,8.64,9.3,-0.6600000000000001,-7.0968,600903.45,516500.304,9.2247,1.29,8.856,569272.58,7.814,311497.339,7.1595,169977.481
22,20191223,300147.SZ,9.0,10.1,9.0,9.3,9.18,0.120000000000001,1.3072,772768.99,747835.239,11.863,2.38,8.614,465699.336,7.608,254721.715,7.0585,142661.968
