,trade_date,ts_code,open,high,low,close,pre_close,change,pct_chg,vol,amount,turnover_rate,volume_ratio,ma5,ma_v_5,ma10,ma_v_10,ma20,ma_v_20
0,20200123,300736.SZ,10.5,10.59,9.93,10.16,10.51,-0.34999999999999964,-3.3302,20026.8,20592.573,2.5041,1.02,10.572,18423.718,10.859,18583.559,11.01,19460.0395
1,20200122,300736.SZ,10.6,10.6,10.27,10.51,10.62,-0.10999999999999943,-1.0358,20782.0,21673.743,2.5985,1.07,10.706,19586.758,10.981,18481.077,11.055,19302.2795
2,20200121,300736.SZ,10.85,10.85,10.62,10.62,10.85,-0.23000000000000043,-2.1198,11808.2,12631.141,1.4764,0.57,10.816,19485.878,11.046,18486.157,11.0775,19071.6895
3,20200120,300736.SZ,10.75,10.87,10.63,10.85,10.72,0.129999999999999,1.2127,17747.6,19103.079,2.2191,0.87,10.936,20708.838,11.123,19188.577,11.078,19432.2895
4,20200117,300736.SZ,10.83,10.88,10.68,10.72,10.83,-0.10999999999999943,-1.0157,21753.99,23404.951,2.72,1.16,11.026,20305.558,11.166,20152.032,11.084,19382.5195
5,20200116,300736.SZ,11.09,11.09,10.69,10.83,11.06,-0.23000000000000043,-2.0796,25842.0,28079.405,3.2312,1.49,11.146,18743.4,11.238,20901.218,11.107,19419.25
6,20200115,300736.SZ,11.25,11.26,10.98,11.06,11.22,-0.16000000000000014,-1.426,20277.6,22422.39,2.5354,1.16,11.256,17375.396,11.274,21223.018,11.1215,19581.67
7,20200114,300736.SZ,11.4,11.4,11.2,11.22,11.3,-0.08000000000000007,-0.708,17923.0,20220.576,2.241,1.01,11.276,17486.436,11.256,20725.84,11.122,19809.12
8,20200113,300736.SZ,11.39,11.45,11.22,11.3,11.32,-0.019999999999999574,-0.1767,15731.2,17776.46,1.967,0.79,11.31,17668.316,11.212,20539.26,11.11,19913.4885
9,20200110,300736.SZ,11.45,11.49,11.13,11.32,11.38,-0.0600000000000005,-0.5272,13943.2,15724.235,1.7434,0.6,11.306,19998.506,11.179,20538.54,11.083,20114.5085
10,20200109,300736.SZ,11.18,11.44,11.18,11.38,11.16,0.22000000000000064,1.9713,19001.98,21566.848,2.3759,0.76,11.33,23059.036,11.161,20336.52,11.048,20340.8875
11,20200108,300736.SZ,11.21,11.46,11.12,11.16,11.39,-0.23000000000000043,-2.0193,20832.8,23551.863,2.6048,0.87,11.292,25070.64,11.129,20123.482,11.015,20183.992
12,20200107,300736.SZ,11.3,11.44,11.27,11.39,11.28,0.11000000000000121,0.9752,18832.4,21379.038,2.3547,0.8,11.236,23965.244,11.109,19657.222,10.997,19989.492
13,20200106,300736.SZ,11.41,11.41,11.0,11.28,11.44,-0.16000000000000014,-1.3986,27382.15,30756.257,3.4237,1.3,11.114,23410.204,11.033,19676.002,10.962,19863.152
14,20200103,300736.SZ,11.27,11.48,11.15,11.44,11.19,0.25,2.2341,29245.85,33069.001,3.6568,1.66,11.052,21078.574,11.002,18613.007,10.9335,19470.9345
15,20200102,300736.SZ,10.89,11.27,10.85,11.19,10.88,0.3099999999999987,2.8493,29060.0,32309.553,3.6335,1.91,10.992,17614.004,10.976,17937.282,10.894,19145.462
16,20191231,300736.SZ,10.78,10.91,10.71,10.88,10.78,0.10000000000000142,0.9276,15305.82,16543.199,1.9138,1.0,10.966,15176.324,10.969,17940.322,10.8555,18395.952
17,20191230,300736.SZ,10.92,10.92,10.56,10.78,10.97,-0.19000000000000128,-1.732,16057.2,17255.062,2.0077,1.01,10.982,15349.2,10.988,18892.4,10.83,18489.491
18,20191227,300736.SZ,11.09,11.21,10.92,10.97,11.14,-0.16999999999999993,-1.526,15724.0,17379.865,1.9661,0.97,10.952,15941.8,11.008,19287.717,10.805,18354.371
19,20191226,300736.SZ,11.06,11.17,11.01,11.14,11.06,0.08000000000000007,0.7233,11923.0,13247.839,1.4908,0.65,10.952,16147.44,10.987,19690.477,10.7745,18239.766
20,20191225,300736.SZ,11.3,11.3,10.98,11.06,10.96,0.09999999999999964,0.9124,16871.6,18699.648,2.1095,0.81,10.96,18260.56,10.935,20345.255,10.7325,18481.0195
21,20191224,300736.SZ,10.72,11.0,10.62,10.96,10.63,0.33000000000000007,3.1044,16170.2,17562.847,2.0218,0.72,10.972,20704.32,10.901,20244.502,10.697,18415.4895
22,20191223,300736.SZ,10.95,11.01,10.5,10.63,10.97,-0.33999999999999986,-3.0994,19020.2,20528.232,2.3782,0.84,10.994,22435.6,10.885,20321.762,10.6675,18493.953
23,20191220,300736.SZ,11.22,11.25,10.92,10.97,11.18,-0.20999999999999908,-1.8784,16752.2,18589.656,2.0946,0.72,11.064,22633.634,10.891,20050.302,10.656,19160.403
24,20191219,300736.SZ,11.22,11.25,11.0,11.18,11.12,0.0600000000000005,0.5396,22488.6,24993.429,2.8119,1.0,11.022,23233.514,10.865,20328.862,10.6375,20594.109
25,20191218,300736.SZ,11.07,11.56,11.06,11.12,11.07,0.049999999999998934,0.4517,29090.4,32710.877,3.6373,1.47,10.91,22429.95,10.812,20353.642,10.6295,22215.0315
26,20191217,300736.SZ,11.02,11.15,10.92,11.07,10.98,0.08999999999999986,0.8197,24826.6,27476.663,3.1042,1.36,10.83,19784.684,10.742,18851.582,10.631,25874.89
27,20191216,300736.SZ,10.75,11.03,10.72,10.98,10.76,0.22000000000000064,2.0446,20010.37,21840.377,2.502,1.15,10.776,18207.924,10.672,18086.582,10.667,28304.4915
28,20191213,300736.SZ,10.77,10.86,10.65,10.76,10.62,0.14000000000000057,1.3183,19751.6,21230.217,2.4696,1.13,10.718,17466.97,10.602,17421.025,10.654,28430.573
29,20191212,300736.SZ,10.68,10.84,10.56,10.62,10.72,-0.10000000000000142,-0.9328,18470.78,19723.319,2.3095,1.01,10.708,17424.21,10.562,16789.055,10.645,29214.003
30,20191211,300736.SZ,10.81,10.9,10.72,10.72,10.8,-0.08000000000000007,-0.7407,15864.07,17119.98,1.9836,0.89,10.714,18277.334,10.53,16616.784,10.6375,30142.971
31,20191210,300736.SZ,10.68,10.85,10.54,10.8,10.69,0.11000000000000121,1.029,16942.8,18152.644,2.1184,0.94,10.654,17918.48,10.493,16586.477,10.614,30706.344
32,20191209,300736.SZ,10.77,10.79,10.6,10.69,10.71,-0.02000000000000135,-0.1867,16305.6,17444.346,2.0388,0.94,10.568,17965.24,10.45,16666.144,10.6015,31684.696
33,20191206,300736.SZ,10.58,10.79,10.53,10.71,10.65,0.0600000000000005,0.5634,19537.8,20786.868,2.4429,1.21,10.486,17375.08,10.421,18270.504,10.607,32850.096
