,trade_date,ts_code,open,high,low,close,pre_close,change,pct_chg,vol,amount,turnover_rate,volume_ratio,ma5,ma_v_5,ma10,ma_v_10,ma20,ma_v_20
0,20200123,600302.SH,4.54,4.63,4.33,4.33,4.6,-0.2699999999999996,-5.8696,31722.72,14125.93,0.9168,1.38,4.562,25743.336,4.682,23715.138,4.843,23154.476
1,20200122,600302.SH,4.61,4.63,4.43,4.6,4.58,0.019999999999999574,0.4367,30475.24,13735.626,0.8808,1.48,4.642,22971.786,4.744,23371.166,4.8775,22999.6215
2,20200121,600302.SH,4.61,4.75,4.56,4.58,4.65,-0.07000000000000028,-1.5054,21379.12,9918.814,0.6179,1.0,4.674,20649.284,4.773,23912.043,4.905,22085.5095
3,20200120,600302.SH,4.69,4.75,4.62,4.65,4.65,0.0,0.0,21643.0,10127.324,0.6255,0.95,4.72,21435.86,4.817,24962.532,4.9305,22251.6535
4,20200117,600302.SH,4.73,4.77,4.64,4.65,4.73,-0.08000000000000007,-1.6913,23496.6,11026.072,0.6791,1.08,4.762,22707.46,4.86,24688.329,4.958,23128.4235
5,20200116,600302.SH,4.76,4.8,4.72,4.73,4.76,-0.02999999999999936,-0.6303,17864.97,8490.388,0.5163,0.75,4.802,21686.94,4.899,24379.271,4.994,25021.082
6,20200115,600302.SH,4.82,4.9,4.72,4.76,4.81,-0.04999999999999982,-1.0395,18862.73,9013.069,0.5452,0.69,4.846,23770.546,4.931,24526.101,5.0135,25945.75
7,20200114,600302.SH,4.89,4.95,4.8,4.81,4.86,-0.05000000000000071,-1.0288,25312.0,12295.785,0.7315,0.89,4.872,27174.802,4.959,24143.328,5.0405,26909.3935
8,20200113,600302.SH,5.01,5.01,4.8,4.86,4.85,0.010000000000000675,0.2062,28001.0,13629.963,0.8093,1.05,4.914,28489.204,4.979,23303.211,5.058,27171.6045
9,20200110,600302.SH,4.96,4.98,4.85,4.85,4.95,-0.10000000000000053,-2.0202,18394.0,9019.31,0.5316,0.68,4.958,26669.198,4.989,21899.211,5.0725,27452.6045
10,20200109,600302.SH,4.87,4.96,4.86,4.95,4.89,0.0600000000000005,1.227,28283.0,13924.118,0.8174,1.12,4.996,27071.602,5.004,22593.814,5.0875,28503.1045
11,20200108,600302.SH,5.02,5.05,4.85,4.89,5.02,-0.1299999999999999,-2.5896,35884.01,17726.163,1.0371,1.7,5.016,25281.656,5.011,22628.077,5.0985,30581.2775
12,20200107,600302.SH,5.08,5.12,5.0,5.02,5.08,-0.0600000000000005,-1.1811,31884.01,16072.895,0.9215,1.76,5.046,21111.854,5.037,20258.976,5.1135,30293.1075
13,20200106,600302.SH,5.07,5.11,5.0,5.08,5.04,0.040000000000000036,0.7937,18900.97,9591.704,0.5463,1.1,5.044,18117.218,5.044,19540.775,5.122,30616.607
14,20200103,600302.SH,5.08,5.1,5.01,5.04,5.05,-0.009999999999999787,-0.198,20406.02,10304.106,0.5898,1.13,5.02,17129.224,5.056,21568.518,5.1335,32616.156
15,20200102,600302.SH,5.04,5.12,5.01,5.05,5.04,0.009999999999999787,0.1984,19333.27,9783.052,0.5587,0.97,5.012,18116.026,5.089,25662.893,5.1455,35311.7805
16,20191231,600302.SH,4.98,5.05,4.96,5.04,5.01,0.03000000000000025,0.5988,15035.0,7521.593,0.4345,0.77,5.006,19974.498,5.096,27365.399,5.1535,39374.608
17,20191230,600302.SH,4.97,5.03,4.83,5.01,4.96,0.04999999999999982,1.0081,16910.83,8374.699,0.4887,0.81,5.028,19406.098,5.122,29675.459,5.147,43414.8165
18,20191227,600302.SH,5.0,5.08,4.96,4.96,5.0,-0.040000000000000036,-0.8,13961.0,7019.722,0.4035,0.54,5.044,20964.332,5.137,31039.998,5.141,47923.7445
19,20191226,600302.SH,5.01,5.15,4.95,5.0,5.02,-0.019999999999999574,-0.3984,25340.03,12694.509,0.7324,0.76,5.092,26007.812,5.156,33005.998,5.132,55976.4645
20,20191225,600302.SH,5.11,5.17,4.99,5.02,5.15,-0.13000000000000078,-2.5243,28625.63,14483.048,0.8273,0.82,5.166,33209.76,5.171,34412.395,5.116,59126.9025
21,20191224,600302.SH,5.09,5.18,5.09,5.15,5.09,0.0600000000000005,1.1788,12193.0,6267.249,0.3524,0.31,5.186,34756.3,5.186,38534.478,5.0775,59043.013
22,20191223,600302.SH,5.18,5.18,5.03,5.09,5.2,-0.11000000000000032,-2.1154,24702.0,12596.721,0.7139,0.6,5.216,39944.82,5.19,40327.239,5.028,59335.463
23,20191220,600302.SH,5.32,5.34,5.18,5.2,5.37,-0.16999999999999993,-3.1657,39178.4,20463.443,1.1323,0.98,5.23,41115.664,5.2,41692.439,4.982,58963.3645
24,20191219,600302.SH,5.12,5.43,5.1,5.37,5.12,0.25,4.8828,61349.77,32649.873,1.7731,1.72,5.22,40004.184,5.211,43663.794,4.9305,58187.611
25,20191218,600302.SH,5.3,5.3,5.11,5.12,5.3,-0.17999999999999972,-3.3962,36358.33,18807.009,1.0508,0.86,5.176,35615.03,5.202,44960.668,4.8725,56677.433
26,20191217,600302.SH,5.16,5.37,5.11,5.3,5.16,0.13999999999999968,2.7132,38135.6,20060.67,1.1022,0.94,5.186,42312.656,5.211,51383.817,4.825,56242.7165
27,20191216,600302.SH,5.19,5.23,5.07,5.16,5.15,0.009999999999999787,0.1942,30556.22,15665.816,0.8831,0.72,5.164,40709.658,5.172,57154.174,4.7705,56065.308
28,20191213,600302.SH,5.28,5.28,5.08,5.15,5.15,0.0,0.0,33621.0,17322.448,0.9717,0.71,5.17,42269.214,5.145,64807.491,4.719,57144.5965
29,20191212,600302.SH,5.35,5.35,5.08,5.15,5.17,-0.019999999999999574,-0.3868,39404.0,20399.716,1.1388,0.73,5.202,47323.404,5.108,78946.931,4.6565,56655.0715
30,20191211,600302.SH,5.26,5.65,5.17,5.17,5.19,-0.020000000000000462,-0.3854,69846.46,37288.711,2.0186,1.16,5.228,54306.306,5.061,83841.41,4.6,55636.93
31,20191210,600302.SH,5.19,5.25,5.11,5.19,5.19,0.0,0.0,30120.61,15604.712,0.8705,0.41,5.236,60454.978,4.969,79551.548,4.5435,53361.833
