,trade_date,ts_code,open,high,low,close,pre_close,change,pct_chg,vol,amount,turnover_rate,volume_ratio,ma5,ma_v_5,ma10,ma_v_10,ma20,ma_v_20
0,20200123,002438.SZ,8.6,8.65,8.21,8.3,8.72,-0.41999999999999993,-4.8165,72847.46,61293.278,1.8141,1.27,8.618,57580.316,8.509,52789.416,8.32,45123.4525
1,20200122,002438.SZ,8.78,8.92,8.62,8.72,8.81,-0.08999999999999986,-1.0216,52215.36,45765.776,1.3003,0.86,8.692,57283.888,8.514,49482.754,8.302,42510.8535
2,20200121,002438.SZ,8.73,8.86,8.65,8.81,8.76,0.05000000000000071,0.5708,54569.99,47946.246,1.359,0.98,8.638,60557.114,8.455,48886.171,8.266,41639.418
3,20200120,002438.SZ,8.58,8.76,8.43,8.76,8.5,0.2599999999999998,3.0588,57360.1,49347.297,1.4285,1.13,8.528,55745.254,8.4,48087.046,8.22,41429.2785
4,20200117,002438.SZ,8.58,8.75,8.48,8.5,8.67,-0.16999999999999993,-1.9608,50908.67,43759.011,1.2678,1.06,8.438,50920.038,8.332,46816.736,8.19,40149.6
5,20200116,002438.SZ,8.49,8.68,8.4,8.67,8.45,0.22000000000000064,2.6036,71365.32,60994.877,1.7772,1.71,8.4,47998.516,8.293,44622.569,8.1775,39946.9835
6,20200115,002438.SZ,8.27,8.48,8.23,8.45,8.26,0.1899999999999995,2.3002,68581.49,57465.233,1.7079,1.84,8.336,41681.62,8.244,40900.837,8.159,38354.8175
7,20200114,002438.SZ,8.29,8.34,8.25,8.26,8.31,-0.05000000000000071,-0.6017,30510.69,25245.858,0.7598,0.75,8.272,37215.228,8.208,37077.388,8.1575,37157.522
8,20200113,002438.SZ,8.28,8.32,8.19,8.31,8.31,0.0,0.0,33234.02,27416.004,0.8276,0.78,8.272,40428.838,8.187,38421.419,8.1675,37514.9225
9,20200110,002438.SZ,8.3,8.36,8.24,8.31,8.35,-0.03999999999999915,-0.479,36301.06,30113.444,0.904,0.88,8.226,42713.434,8.158,38489.317,8.175,37565.6785
10,20200109,002438.SZ,8.2,8.39,8.14,8.35,8.13,0.21999999999999886,2.706,39780.84,32917.368,0.9907,0.99,8.186,41246.622,8.131,37457.489,8.175,37200.5255
11,20200108,002438.SZ,8.29,8.38,8.11,8.13,8.26,-0.129999999999999,-1.5738,46249.53,38099.865,1.1518,1.25,8.152,40120.054,8.09,35538.953,8.167,36364.6105
12,20200107,002438.SZ,8.14,8.27,8.09,8.26,8.08,0.17999999999999972,2.2277,46578.74,38211.749,1.16,1.28,8.144,36939.548,8.077,34392.665,8.1735,35630.984
13,20200106,002438.SZ,8.0,8.17,7.95,8.08,8.11,-0.02999999999999936,-0.3699,44657.0,36044.512,1.1121,1.3,8.102,36414.0,8.04,34771.511,8.1755,34565.758
14,20200103,002438.SZ,8.18,8.18,8.11,8.11,8.18,-0.07000000000000028,-0.8557,28967.0,23578.899,0.7214,0.86,8.09,34265.2,8.048,33482.464,8.188,34048.408
15,20200102,002438.SZ,8.11,8.19,8.09,8.18,8.09,0.08999999999999986,1.1125,34148.0,27825.335,0.8504,1.1,8.076,33668.356,8.062,35271.398,8.1945,34722.751
16,20191231,002438.SZ,8.07,8.14,8.04,8.09,8.05,0.03999999999999915,0.4969,30347.0,24537.294,0.7557,0.95,8.028,30957.852,8.074,35808.798,8.1885,34398.051
17,20191230,002438.SZ,7.97,8.12,7.97,8.05,8.02,0.030000000000001137,0.3741,43951.0,35352.825,1.0945,1.33,8.01,31845.782,8.107,37237.656,8.191,34229.151
18,20191227,002438.SZ,8.07,8.18,8.01,8.02,8.04,-0.019999999999999574,-0.2488,33913.0,27425.03,0.8445,1.04,7.978,33129.022,8.148,36608.426,8.1985,33789.541
19,20191226,002438.SZ,7.94,8.1,7.94,8.04,7.94,0.09999999999999876,1.2594,25982.78,20854.525,0.6471,0.7,8.006,32699.728,8.192,36642.04,8.2115,33991.108
20,20191225,002438.SZ,8.0,8.03,7.92,7.94,8.0,-0.05999999999999961,-0.75,20595.48,16399.581,0.5129,0.51,8.048,36874.44,8.219,36943.562,8.23,35693.942
21,20191224,002438.SZ,7.93,8.01,7.81,8.0,7.89,0.11000000000000032,1.3942,34786.65,27539.294,0.8663,0.82,8.12,40659.744,8.244,37190.268,8.2685,35769.833
22,20191223,002438.SZ,8.13,8.22,7.88,7.89,8.16,-0.27000000000000046,-3.3088,50367.2,40414.866,1.2543,1.26,8.204,42629.53,8.27,36869.303,8.2995,35460.1155
23,20191220,002438.SZ,8.25,8.3,8.16,8.16,8.25,-0.08999999999999986,-1.0909,31766.53,26117.19,0.7911,0.78,8.318,40087.83,8.311,34360.005,8.335,34981.3055
24,20191219,002438.SZ,8.24,8.3,8.13,8.25,8.3,-0.05000000000000071,-0.6024,46856.34,38476.7,1.1669,1.27,8.378,40584.352,8.328,34614.352,8.3665,35385.415
25,20191218,002438.SZ,8.41,8.43,8.26,8.3,8.42,-0.11999999999999922,-1.4252,39522.0,33044.283,0.9842,1.17,8.39,37012.684,8.327,34174.104,8.4035,34412.898
