,trade_date,ts_code,open,high,low,close,pre_close,change,pct_chg,vol,amount,turnover_rate,volume_ratio,ma5,ma_v_5,ma10,ma_v_10,ma20,ma_v_20
0,20200123,603669.SH,7.8,8.06,7.62,7.76,7.83,-0.07000000000000028,-0.894,46184.53,36111.479,0.9063,0.99,7.79,50368.432,7.638,35752.61,7.457,28548.107
1,20200122,603669.SH,8.2,8.21,7.81,7.83,8.17,-0.33999999999999986,-4.1616,56422.44,44664.053,1.1072,1.48,7.752,46570.986,7.603,33033.917,7.42,26650.4145
2,20200121,603669.SH,7.79,8.31,7.78,8.17,7.7,0.46999999999999975,6.1039,95038.04,77104.885,1.865,4.14,7.672,38060.92,7.551,29334.645,7.381,24283.851
3,20200120,603669.SH,7.56,7.89,7.55,7.7,7.49,0.20999999999999996,2.8037,33804.84,25851.31,0.6634,1.65,7.536,22959.83,7.479,21922.019,7.321,20529.697
4,20200117,603669.SH,7.58,7.6,7.42,7.49,7.57,-0.08000000000000007,-1.0568,20392.31,15278.903,0.4002,0.96,7.494,20442.872,7.442,20686.281,7.2965,19812.555
5,20200116,603669.SH,7.44,7.58,7.39,7.57,7.43,0.14000000000000057,1.8843,27197.3,20459.933,0.5337,1.39,7.486,21136.788,7.426,20429.555,7.2885,20101.546
6,20200115,603669.SH,7.52,7.52,7.38,7.43,7.49,-0.0600000000000005,-0.8011,13872.11,10291.472,0.2722,0.67,7.454,19496.848,7.403,21345.437,7.2725,19611.978
7,20200114,603669.SH,7.5,7.58,7.47,7.49,7.49,0.0,0.0,19532.59,14673.743,0.3833,0.94,7.43,20608.37,7.394,23798.391,7.266,20225.954
8,20200113,603669.SH,7.45,7.5,7.34,7.49,7.45,0.040000000000000036,0.5369,21220.05,15742.41,0.4164,1.01,7.422,20884.208,7.359,23191.641,7.253,20770.505
9,20200110,603669.SH,7.4,7.52,7.4,7.45,7.41,0.040000000000000036,0.5398,23861.89,17774.612,0.4682,1.21,7.39,20929.69,7.315,22707.721,7.2345,21485.5545
10,20200109,603669.SH,7.35,7.42,7.34,7.41,7.31,0.10000000000000053,1.368,18997.6,14038.887,0.3728,0.82,7.366,19722.322,7.276,21343.604,7.2125,20847.906
11,20200108,603669.SH,7.42,7.47,7.28,7.31,7.45,-0.14000000000000057,-1.8792,19429.72,14328.017,0.3813,0.72,7.352,23194.026,7.237,20266.912,7.1965,20389.256
12,20200107,603669.SH,7.33,7.45,7.33,7.45,7.33,0.1200000000000001,1.6371,20911.78,15476.645,0.4104,0.82,7.358,26988.412,7.211,19233.057,7.1855,19802.9695
13,20200106,603669.SH,7.3,7.38,7.25,7.33,7.33,0.0,0.0,21447.46,15740.559,0.4209,0.88,7.296,25499.074,7.163,19137.375,7.1675,19539.385
14,20200103,603669.SH,7.35,7.4,7.29,7.33,7.34,-0.009999999999999787,-0.1362,17825.05,13075.356,0.3498,0.78,7.24,24485.752,7.151,18938.829,7.1545,19501.897
15,20200102,603669.SH,7.49,7.49,7.31,7.34,7.34,0.0,0.0,36356.12,26811.952,0.7134,2.1,7.186,22964.886,7.151,19773.537,7.14,19026.0555
16,20191231,603669.SH,7.12,7.49,7.12,7.34,7.14,0.20000000000000018,2.8011,38401.65,28122.912,0.7536,3.35,7.122,17339.798,7.142,17878.519,7.1235,17496.523
17,20191230,603669.SH,7.05,7.16,6.97,7.14,7.05,0.08999999999999986,1.2766,13465.09,9525.572,0.2642,1.05,7.064,11477.702,7.138,16653.517,7.107,16030.038
18,20191227,603669.SH,7.05,7.17,7.04,7.05,7.06,-0.009999999999999787,-0.1416,16380.85,11642.566,0.3214,1.22,7.03,12775.676,7.147,18349.369,7.099,15986.9155
19,20191226,603669.SH,7.01,7.07,6.99,7.06,7.02,0.040000000000000036,0.5698,10220.72,7188.168,0.2006,0.62,7.062,13391.906,7.154,20263.388,7.099,15833.764
20,20191225,603669.SH,7.04,7.08,7.0,7.02,7.05,-0.03000000000000025,-0.4255,8230.68,5798.151,0.1615,0.45,7.116,16582.188,7.149,20352.208,7.0975,16472.5265
21,20191224,603669.SH,7.0,7.06,6.98,7.05,6.97,0.08000000000000007,1.1478,9091.17,6378.724,0.1784,0.42,7.162,18417.24,7.156,20511.6,7.103,16541.898
22,20191223,603669.SH,7.21,7.21,6.95,6.97,7.21,-0.2400000000000002,-3.3287,19954.96,14127.161,0.3916,0.83,7.212,21829.332,7.16,20372.882,7.1105,16670.164
23,20191220,603669.SH,7.31,7.33,7.19,7.21,7.33,-0.1200000000000001,-1.6371,19462.0,14106.693,0.3819,0.72,7.264,23923.062,7.172,19941.395,7.1235,16496.0755
